"","CTRL1","CTRL2","CTRL3","F1154_1","F1154_2","F1154_3","F1177_1","F1177_2","F1177_3","F1246_1","F1246_2","F1246_3"
"Feature0033",25.1262393619211,25.3402113155939,25.4885996145357,24.0313281547243,23.6616895232598,24.220378266737,22.2286991038295,20.4480967202671,21.6541150321712,21.3042014270572,20.5655907584292,20.2217325188664
"Feature0034",20.5368927092162,21.3886221598761,21.1549950598532,23.8065453686797,23.6729634926384,23.9090013856709,24.9384653032256,22.1525731555049,25.9486719010756,21.1417255750027,20.4773119092811,20.5102953148047
"Feature0035",25.1239260125734,25.2916761959627,25.5524403427192,23.5733142160777,23.1731686299578,24.1738803640552,22.6546309479289,21.2350926392612,22.9791054560835,20.1213091799854,20.0385258043443,20.4448970189623
"Feature0036",19.1398483738294,20.4317404272063,20.3824654818435,20.587651655285,21.3572335559691,27.5449065165048,20.1030890074783,23.2331065456382,18.6450856868299,16.708924210226,23.4425605548686,24.0002096902233
"Feature0037",24.0355417722238,23.6719587217508,23.9518175406648,25.4466204591741,25.8114468120349,21.5272711416673,25.4684475211202,24.1682274206184,22.252071359483,24.2650677933993,24.7946447363153,25.4178029562741
"Feature0038",22.2349379226685,20.8108443834654,21.3887248289233,19.6920232082151,21.8286183899309,25.6793827062239,22.1283718750508,22.8180740414211,25.6458289301479,20.0315355435502,25.0130434380148,25.3311868809158
"Feature0039",25.8577507199234,25.5764275356433,26.3941077551874,24.0494312310513,23.7246907925496,23.7154325997868,20.4509699917706,20.8964362123428,19.9256671377792,20.0429436462148,19.357429144141,19.7655910288141
"Feature0040",26.11180211769,26.5851722704655,26.6477949446655,20.0566549267673,21.5588554428277,20.9733075669724,20.2174113371803,19.2341542768856,20.3299794065421,23.8392334021274,21.7348979033279,20.8743018468921
"Feature0041",25.6933493767619,21.0419179676604,22.2536768499927,20.1338729817813,19.9293134976346,24.2265631920725,18.1664586200937,19.3389213779099,24.4723392552615,21.7245706139522,23.9314839124804,23.7125425657301
"Feature0042",25.2810960369115,25.2120507079704,25.4260778292147,22.0016712017197,21.5375374074947,21.9410843444858,20.9999290317098,23.853563533051,20.2396611383391,23.1046800537808,22.6733729462368,23.1280993928675
"Feature0043",21.9265300726295,27.3728136990479,27.659964500776,23.4941649684844,21.4834704492779,18.2582598487831,23.3616326073974,19.6931944267506,23.4340797405883,21.3114601888698,17.1804077833763,14.2913092945599
"Feature0044",21.5954102794396,20.8097025748365,20.834115550512,24.4442121704606,24.0109132243283,25.2972966012287,25.65492683329,25.6449433966242,25.2195672489991,24.8361774178347,25.5676083318714,25.9187447284018
"Feature0045",23.591752770955,22.1158608992579,22.4065752755142,24.7466462017873,25.0253000711635,25.9940353573401,25.6989455638524,22.8947503097177,25.3940051931458,22.1768950116324,22.0884994694011,23.765002296386
"Feature0046",22.0205470172754,22.765895074258,23.1996763977757,20.2513657489441,20.0324434393312,24.6230232338092,23.0910019145953,20.176367303202,19.4079069096134,20.7848915896087,23.9174439862515,23.6611741016478
"Feature0047",19.4476226568729,18.7725097137451,18.5399230564316,26.2136604886701,26.1325325419586,26.5400054258602,25.695211143853,24.8796954503924,25.5095311298357,21.4011656840209,21.7354610231028,22.2205320141346
"Feature0048",23.5837835594341,22.8321998725028,22.9787592178026,21.9166409872515,23.1285461061051,25.2059246691131,22.1472086640406,21.727573204125,25.471124899325,24.6250057919418,25.7323022718743,25.3797855288009
"Feature0049",19.3510517291796,18.8518765554369,20.2047303854091,26.7532507877525,24.8170244397302,21.6563586393074,28.3471203635188,23.8531642073356,26.1327566090628,17.3839295978848,16.0461907190225,16.6614749593336
"Feature0050",19.3909164795027,20.705542761629,20.4126004346114,21.102032017199,21.4833006801236,23.1775028735536,28.835454818496,22.2472323673458,26.9561103716127,18.2774361753208,16.1189921962585,16.1159492029676
"Feature0051",17.8859282283648,25.5767606717866,25.9593829735904,23.7566961560767,24.253912099894,19.835836388489,25.8222271269784,23.8249964174467,23.9303074739447,25.1304495635583,20.4150052315343,16.7936899080742
"Feature0052",25.3179330232495,24.7666232830325,25.0410475627892,21.987041293873,21.4602995385215,21.5952846067273,21.2150805171673,22.3057122106256,20.0314847106415,24.2349802683083,24.7124691596921,25.1090666356804
"Feature0053",26.0769414109032,26.2898810924121,26.5138747914258,21.2980216672139,20.7878998508185,21.2734935757513,21.0525745040712,19.4295536471266,20.0349098264851,22.7120239079965,21.9400501334905,22.5197682782726
"Feature0054",21.0028664538248,20.3563497388233,20.6872840779122,25.6249097198863,25.0899079563366,25.9878590448418,25.2409722407753,24.6584705359413,25.5582087600426,20.9945851792485,18.5690697788429,24.1860918084946
"Feature0055",19.1055710639546,20.5641730269638,21.327331867098,21.6882547704816,21.6602118209285,20.4201835401184,20.923140315575,20.148747609485,20.1238552342894,22.4371258448535,23.7312048221773,23.5797369629163
"Feature0056",20.9644595012602,24.8287290256229,25.2109961556009,26.0440620683831,26.0418521848532,21.7092588043024,25.0012195118167,24.2860307338086,22.0385047364417,23.5573432496735,18.4009955689849,19.1537190957839
"Feature0057",24.632517147888,24.0318647976291,24.1233617763147,25.4226135341035,25.8563936559963,20.777993470498,25.7584790787604,25.7447578316894,25.4639092271249,24.9298470427963,25.6259039622614,21.3284151335357
"Feature0058",16.9586499931839,24.9693823872499,24.9740591787162,19.1698538674023,26.4750623145374,26.9140587107122,18.9417488672828,22.9874720302963,25.4200627303807,19.0387572971965,25.9224609436598,26.5726050086912
"Feature0059",24.7165626883099,19.4705744320533,21.7459913820716,20.3913645608428,20.7558470693029,23.9047753526408,18.1749082812289,23.1840731098373,25.1431383418206,20.9786105692177,24.4267138351641,23.7444229967574
"Feature0060",24.2251701361036,23.6672672046956,24.2036726859393,25.2352446230211,25.640631216149,26.9312873285844,23.0042274578514,21.0165028861293,22.7287610924278,22.2222985962257,22.5786176768787,22.1550247403238
"Feature0061",23.7238566591622,23.4801374634556,23.969467308297,23.0458602665334,23.698118646392,20.6021328796551,26.246666482714,24.4427745827107,24.2427567557616,25.567179136326,18.3462977092046,18.6038603222116
"Feature0062",22.1978465875923,20.5838049085053,19.9794044319412,19.8699257572233,20.9497716931553,28.0495333180036,20.3366759930435,20.3082401403597,21.9653330308049,17.6306821048323,21.0551608269562,19.9828667637474
"Feature0063",23.4441529787249,22.93788336168,23.1413429584526,25.3575296674588,25.7717864149572,26.1926506139607,25.433027157111,23.994509042267,25.5061146418488,23.5438442373527,24.1604046997321,24.8107256540329
"Feature0064",24.6531763177104,24.0322998100945,24.0932507079606,25.1676617814171,25.6706177766117,26.3810342895898,25.5858005970158,25.4190497117656,25.4112307351044,24.787728712951,25.6471034219225,25.9880109161637
"Feature0065",24.4525566665828,24.2033132046459,24.5564642042687,22.8898525274493,23.4530375681236,18.2171582822305,24.9874061962579,23.5125199001232,23.5295437469362,25.5572181367351,21.6348639979446,19.7685506725289
"Feature0066",24.6186962927495,23.9413136866599,24.2178640061035,22.807271872983,23.7009179286666,20.1335198307211,25.7636809413364,25.1051283014726,24.4027841842566,25.2952759839061,21.6095747959568,20.8850329825776
"Feature0067",24.486031590621,24.0549624284991,24.2918087937913,24.5548163887448,24.8773585754036,19.2858278214106,24.8006527601125,23.8912872032969,25.7680885774464,24.810000617168,19.0815679053992,18.5902433236664
"Feature0068",23.3680875855032,22.9991153359548,22.8700358089298,25.5451240724509,25.3662048897901,26.5206800002672,24.8567505556042,25.0149023295433,24.8550222832009,24.3819934445642,25.084212932082,25.6674432037783
"Feature0069",21.6115245177454,24.4250396304533,24.8694740332391,23.759060850277,24.1008798980278,16.76239772911,25.805487603648,23.706219626989,24.1433014171062,25.7113909275726,19.7816383969552,20.1781411156743
"Feature0070",20.2198082918267,25.0558104826521,25.3050876716318,22.9307503924589,26.2330288476536,19.9423535731234,23.0977054678711,21.7043886772809,19.3284516928901,25.6087839667412,20.3759064996042,20.6631595427067
"Feature0071",18.624346881269,20.2913194268509,19.3608471280706,20.1582238747806,21.5859298527501,19.978138116713,20.8141300433657,19.5923477981367,19.7591337353561,26.4788855910956,19.270257044299,16.2135815327942
"Feature0072",18.4565866194392,20.883271594906,19.5295981193551,28.5565150649528,27.9252188907125,27.6077091357808,24.4661386762565,22.4011196378892,21.2903529686725,18.795592507504,15.172649310281,15.9772175477771
"Feature0073",20.5137264253856,19.8286118689838,20.1005918470181,26.2268526785719,26.480937885296,27.0057344539583,25.5791542678393,24.6742333410697,25.8251773019189,21.0340150440878,21.9807913872431,21.7680136043399
"Feature0074",24.7015352743346,24.6541506949387,24.4930155366681,23.6931389648003,23.6673098477779,24.7815922888678,23.8502606544046,24.6053083861105,23.8714476141347,25.2141847829648,25.7756554489576,26.1421740950299
"Feature0075",19.5259988566314,18.234536282082,19.6811470211047,22.316250424112,22.4740830023386,21.9096589347544,23.7907035129104,23.5054193100363,21.7758099290106,25.6013260749906,24.4278512811169,24.8899888378338
"Feature0076",21.2939848676902,21.7224626883454,21.2564624848817,22.7845484838258,23.056559667309,22.8490395737518,26.7720622700202,25.9562339594913,24.2054827866528,21.9288962073726,21.8242920834112,22.1308466741968
"Feature0077",26.9899237241773,27.6696897633766,27.8951489543482,21.2463855642533,20.6227753920182,20.2311705193437,21.7282943943965,22.9947251413547,21.0694249755698,18.8897776510229,16.7758581346749,15.8729707214244
"Feature0078",25.7118773166125,25.8842815533656,21.7798383843149,22.1516673469496,23.0747949227745,22.9970215249616,19.297275231991,21.9119294101609,22.1894097366557,23.6224178136278,23.8392757884133,22.9878566168289
"Feature0079",18.4663099971001,20.4871973095314,19.5181868538821,20.1968211263266,21.1484935385642,19.2565480125056,20.0862805446961,19.6569660425511,20.0850485201113,20.7713156692978,23.9151905647708,24.5281477892886
"Feature0080",25.8817602701725,26.2957531484899,25.8994474961104,23.9598925672287,23.7702887817488,24.3527517729639,20.5351748349146,18.7834448819457,19.8740837195191,22.5826751878649,21.2055900619011,20.3773758274734
"Feature0081",21.276644905772,24.5441962579362,24.6232452194693,25.8853444620928,26.2488080902451,22.3129996304237,26.0510194040443,26.0800349310655,25.7231469200485,25.2065479460133,21.6173881479035,21.9958115101329
"Feature0082",27.9673338565873,25.1590165300356,22.8838423415071,19.9933369179293,19.5359211660114,18.8903029431208,20.2297155465869,19.0569108746755,18.9244845332779,16.9575995951847,14.1806401043,15.838785226926
"Feature0083",25.9076327269551,20.8238889905671,21.5189070782896,18.3480780159236,19.258156901209,24.5627602846334,21.8400251320758,19.7896999147562,25.4119855590932,19.8675965577838,24.5931661081105,23.9913124430258
"Feature0084",21.1623084959047,21.5797480042132,21.54862663567,24.054116801706,27.5821342420425,24.0463921358312,23.3970661612194,22.3771638022899,23.200233538815,21.6440436759331,21.3047618847206,21.8528083470616
"Feature0085",18.8168410286336,19.8883168815266,19.9847779457317,20.5304187770052,20.651187263076,19.3378970114226,20.5137975305865,21.6373963883039,19.2178638270343,26.1061568683602,23.9681994106385,24.6058896933803
"Feature0086",26.0112862305862,26.1294666031416,26.2731297244486,21.5570937321577,18.4861255801311,19.146818970484,23.7879438961638,21.0055692734068,21.8883539933666,23.0901094859767,22.7521422288499,23.6215626081601
"Feature0087",25.2247761084187,20.0348205779222,18.1299317427197,22.5255280246085,22.6955885679109,27.2290266014727,20.7074624866266,22.0250672497966,25.9235757193073,21.3948943124678,26.0384352292881,26.4497271893968
"Feature0088",24.9397275172031,24.2968349354565,24.1883928429472,25.3215057798604,25.1838131085995,26.372075043918,25.0672699919556,23.2682586150307,25.785510698078,23.9006695530903,24.6621117902325,25.1996371314031
"Feature0089",26.6605781567988,27.5338768588887,27.2058289288591,21.0014149418727,19.0071946119478,17.9350635227916,21.0436457660132,19.1193191143151,19.477446645645,24.4787193517111,21.5693492772566,21.5029629456492
"Feature0090",26.1929199737534,26.4733977634913,26.7305978104343,20.9791560043929,22.588233250593,22.228186737132,21.4308528721724,24.4433262432536,20.8162873515944,17.7895604421635,20.8722106461045,21.1679561250002
"Feature0091",24.8137238790591,24.3430235740646,24.4828917687276,24.0303440494678,23.4265829895592,24.9097102912287,23.6200457833308,24.3737898997811,23.4900010558504,25.3435445738433,26.3141127193027,26.5190909264186
"Feature0092",25.7138756467887,25.8884813093032,26.0515040047424,22.519841720073,23.0862533728747,20.7116377321531,20.1740054522515,21.9110358961223,22.1768388811074,23.6603419428051,23.8425571391292,19.6912465072167
"Feature0093",27.2068856470367,23.246158210026,23.1194241721219,21.7125575426825,19.9350584928242,20.1543290510234,22.9869502406766,21.1856089497651,25.3412221403238,20.6933101387338,19.0433654848358,19.4558619607298
"Feature0094",23.6812302340712,28.9362956158226,29.2137395343177,19.621835197393,19.2783045824505,18.4419830213407,19.8185281039259,19.0702661220162,18.3925839918503,18.9642890889901,14.9570703384714,15.572197369931
"Feature0095",25.5810147665608,25.2152552897374,25.5046721149063,23.2037597012333,23.7870491426686,24.2032179298306,22.2701504560831,22.3773752541137,22.8577253993412,21.3051097423984,20.8396493077088,21.5032646447319
"Feature0096",23.8394075724547,23.1888403937826,23.2289588088462,25.7014479054011,25.5043174168268,26.7244968987016,25.8086791440909,25.304905357367,25.905297976824,24.0828605124563,24.6158941308679,25.3325500477065
"Feature0097",19.2415853823096,20.7383128776698,21.1061567260413,21.690208068005,21.9160273082478,20.7280987394603,20.5694067000369,20.0925696628764,20.2091617247113,26.4052763767727,18.816710862188,19.6427158183888
"Feature0098",25.2237659632335,24.7131182595246,24.5447786911131,25.7659970925009,26.3725501666241,23.7343890827008,26.1415598501547,26.2487693907003,25.7995169023838,25.4027193416267,26.0118173310783,21.8729094522976
"Feature0099",27.6500401833132,18.9210093125319,19.7599560790221,19.4795338655885,19.4466700302745,22.1323721479856,19.1715932957589,19.3285257880336,19.4336042025929,21.8850141683994,24.2861291131284,24.524665362156
"Feature0100",25.4838022426454,24.937143519983,24.7656119545064,25.5960240158531,26.1531545563458,26.6653448062242,25.9855905154995,26.0310464918303,25.6413129571091,25.316701254443,25.9542681178536,26.5541406776987
"Feature0101",24.3764075760395,23.4887795879774,23.7764047690445,21.8410534114652,22.3076443833068,22.7331244331473,21.4672763347997,23.6307511778391,23.0223341068485,25.639530954013,26.4946600314345,27.1039536885522
"Feature0102",25.2883463443137,25.0588507046472,24.8707240944927,23.9442806069941,23.6240616897562,24.9765897348132,23.8759901639705,22.9354428024854,25.9733364295692,24.8764453843278,25.7121467077559,26.1503283550604
"Feature0103",21.2967877938135,20.9607927554365,22.2244575898714,19.502831575633,22.5922786595612,27.5617349995432,21.736200985455,24.419677655584,19.0044449523837,16.9669883458646,24.9155041205875,25.323509565769
"Feature0104",26.0351713275449,25.7906481155356,25.6426933563884,24.2907265243666,22.6423099417876,19.6588245050163,21.8431967830994,21.8050329627059,24.4611807993824,22.8574261584864,20.0889466758486,21.4051914737049
"Feature0105",20.4014470709655,18.3085147953788,20.2805277625838,19.899154036817,23.1071432508226,27.4701918667973,21.4602214563948,23.2031256980049,25.8298988625943,18.8925826522848,25.5200066122448,26.1004999116461
"Feature0106",19.33630070673,20.3022108380916,20.3029186825665,20.9083095910305,21.2327981242511,20.7509163239381,20.7958025632239,22.6559358379055,19.6211065903922,25.9099067079227,24.1169337712036,24.9019571250407
"Feature0107",24.9379481871003,25.3107034017197,24.5472966104236,21.7287432858251,21.3181194161185,22.3316159604651,21.760970802989,22.4472624086595,21.5220603704003,24.6047099480996,25.5101325975389,25.8284439657224
"Feature0108",20.4235165728979,19.3269474933556,19.4470320148169,19.9615771306574,20.6696076842874,20.8781401143295,20.1328390482496,20.3899522129055,18.879099936785,26.4103612452882,23.6756493958596,23.471049989626
"Feature0109",25.6068759082603,24.9466286839027,25.1375272820947,21.5893915038395,21.2650668115601,22.3726623639795,22.3755252259015,22.2386395291655,23.8346642445242,25.0745750812127,25.7518913206461,25.6124818193695
"Feature0110",25.2439357916855,24.630495521592,24.6877037322156,25.6188657238556,25.9108408292234,26.8030050557968,25.9920932624703,25.7369624789662,25.7195603968919,24.8405968896687,25.7051400362752,26.0714847484414
"Feature0111",25.5499709002634,24.9796386662111,25.1663565662352,25.0980601892592,25.0649307664803,26.2789602525549,25.5701979917117,26.2810933440623,25.565758669761,25.0588069473713,25.7446777712036,26.1531129684301
"Feature0112",25.1971247023087,24.7769361816186,24.7514262118115,25.2084394337091,25.3471647041752,26.5796426760653,24.6540624612609,24.8090391231061,26.0889174346468,23.796630722197,23.7493676532698,23.1951485242642
"Feature0113",27.6096018961255,21.468682145084,22.4280198710534,21.2381396873749,20.6895857993906,23.8611274143832,23.662822068267,19.9657992032931,25.1669189680258,17.0989583869574,18.9659475863236,18.4352428921867
"Feature0114",18.3409581835651,25.2479826064856,25.4166113533204,26.4336129854712,26.4079886742199,22.418799258979,26.0374256997753,25.3284262670669,21.9341040210564,24.7142279604825,18.9080914837775,20.0755149807523
"Feature0115",25.0994463699662,25.0945290323085,19.8859589052315,26.2439490709343,22.9832697617719,21.7132716261017,25.1376613384401,22.4608446298305,26.3146432320692,23.6495556813596,18.9032515275118,18.3480031091448
"Feature0116",25.4349305956485,25.1139059853867,25.0904285048775,23.4580635431003,24.0453078299843,24.6734591563841,23.3172982033952,24.9220160186285,23.8359447995986,24.6277929552389,25.1132410377681,25.5939370093611
"Feature0117",19.3431462306165,19.4917983882811,19.6330274378305,20.0883494347015,20.9968177520493,21.0597908824296,20.9850274548346,21.181670800349,20.8821709655093,23.0607617738319,24.4709747763455,24.6060683556594
"Feature0118",19.3520482984222,20.3752977371343,20.3973088358402,22.443651288981,21.6475062436057,28.8797677637608,22.0576521397911,22.08333656864,22.3939302414881,17.8913689991033,16.130450167961,16.1735161402539
"Feature0119",27.4901236124516,19.5170179236595,21.1065852243106,22.9733882436372,19.286505695468,27.0108914260116,20.5651110638979,18.8874951159197,20.7451822701403,16.2191440096998,24.6919691186788,24.8833385574323
"Feature0120",20.6263599576387,21.8197984399416,21.9241915957167,21.8080308949507,21.8926257182356,27.8442949780514,21.5647269173262,20.7967527837096,23.3467294564869,18.9132059870452,23.0141254948575,22.2797002630673
"Feature0121",25.3654788123499,24.7880714659116,24.8043720104316,25.4571343161249,25.5935788586122,26.7395423881813,25.2027599749772,26.0956981145477,26.0725931336404,24.4271130400821,24.5938986485689,24.4792823836374
"Feature0122",25.4477962541624,24.8233449090924,24.851505711163,25.8272462362198,26.1370109349086,27.0061334978367,26.2585202547102,26.1822939415696,25.777017014043,23.4297502373805,23.699710608104,24.0674993966805
"Feature0123",25.8327409423099,25.3566007590664,25.0920795010899,22.6848716227376,22.13700759955,23.7495301511847,23.0320342343472,25.6795804721901,21.8337582231843,22.8888791620282,23.967962623773,24.3325442401564
"Feature0124",25.9599632401242,22.9473681500786,21.921210617819,20.0748697029493,19.681248947958,20.5540173695364,24.6490923823297,20.6597198074224,21.8347789361937,20.5136378279791,25.7298946476085,25.6650954200276
"Feature0125",23.0123924492033,26.9496695953979,27.0730047715311,24.1548308288621,22.3247611567498,18.6961011895476,23.8760351314965,21.5996531597273,24.0484001887821,22.6270013952163,20.357556034911,16.959257941545
"Feature0126",26.0595027878842,25.0320472860311,25.016487591987,20.819698996048,21.4454615492456,22.4613490113287,21.3871144083591,24.8374353886,21.4398474314588,25.082760028975,25.9764861310348,26.2071542649803
"Feature0127",21.6245564990458,25.1180968504808,25.476403829413,23.0196804539129,23.4328041115018,19.8442342437431,25.8923213722734,25.3413963258701,24.1777500373804,25.2099593516521,21.0332823852013,21.6460700714684
"Feature0128",25.1393832084123,24.8505632351121,25.4167244601769,21.9396840158784,20.6860479267714,21.0548679292061,21.8664470506864,24.8532413099362,20.6111074655126,24.600783527011,25.5712563572602,26.0154915180662
"Feature0129",20.7843038857422,27.6783819962155,27.759727163463,22.1785371857828,21.9262771717327,18.2697665586504,22.000033714251,20.430305113489,21.6592485398623,26.1763088980879,17.2781897087374,19.0301392121112
"Feature0130",24.3912163903474,23.8668626147904,23.7260901350879,25.297195047136,25.5198911015946,26.377848626846,25.6091842620804,25.7804839244055,26.2155754270267,23.5047770440413,23.954842904104,23.6590536386236
"Feature0131",18.5269822389314,21.3147885647708,19.6469679813135,20.4717166717559,20.3009141079048,19.1815031889266,30.2071875854218,26.5041837414671,26.432013785416,17.270479865957,14.5529395614471,15.1818729203663
"Feature0132",27.9271624052599,22.2256644180808,23.4138686403308,21.1843614488479,21.3448552420684,24.2818944623617,19.5803572500855,20.183680931616,26.7664466954966,17.8835636921508,16.0713593771639,16.5726958541349
"Feature0133",26.185123603606,26.0779999299061,26.0691728357297,20.1315436442818,20.195035262725,21.2915772755076,23.3858599925004,20.7842037810502,22.7015960224376,23.5562315541084,23.494688354611,23.4982445819907
"Feature0134",21.1815788716819,17.3394122219439,21.2296714270754,22.5053233178098,22.8965826207729,27.7031617014869,21.5571490573417,25.3787228455079,19.9458055264098,18.8357899142738,26.018334156038,26.4878998505973
"Feature0135",22.0965237331364,25.2419980706874,25.4213266400118,25.3389535466405,24.4876894099041,22.1652758332267,24.1600351616155,24.7992235963716,23.6879388651089,25.9150161988987,22.1848856375812,22.6279104052774
