FeatureID,Name,Formula,MW,Area: 2,Area: 10,Area: 14,Area: 19,Area: 23,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,SampleID,AUC
Feature0254,Isoleucine,C6 H13 N O2,131.0946,598472223,474245844.2,405734711,299405508.1,11336133.44,602726902.4,690581257.1,425204660.4,1083152870,3407404.451,9023292.215,1538905.937,238120.8703,Isoleucine-peak6,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,CTRL1,598472223
Feature0253,methoxyresorcinol,C7 H8 O3,140.04733,582567.6317,7348471.269,1173314.752,6203298.626,792790.9822,614122.5862,1185520.871,7064030.415,4361081.41,1074872485,9355430.69,984413795.7,1298796.598,methoxyresorcinol-peak1,7,8,0,3,0,0,0,1.1428571428571428,0.42857142857142855,-0.2857142857142856,68.44285714285714,4,1,0.25,0.45454545454545453,1,Phenol,CTRL1,582567.6317
Feature0252,DL-Carnitine,C7 H15 N O3,161.10522,9637438.535,1060131791,756974997.9,407891999.1,33457469.27,12893917.96,10665770.03,846557165.4,975636374.6,382768014.7,1057461702,383521723.6,154070.1291,DL-Carnitine,7,15,1,3,0,0,0,2.142857142857143,0.42857142857142855,-0.8571428571428568,84.72857142857141,1,-2,-1,-0.3333333333333333,-3,Protein,CTRL1,9637438.535
Feature0251,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],C6 H11 N O7,209.05353,749589617,314124152.6,132865269.8,972581721.9,749333.6831,730045800.2,849257203.1,215515881.7,232727398.6,326896.3194,6443182.545,12216957.39,54409.81371,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da]-peak2,6,11,1,7,0,0,0,1.8333333333333333,1.1666666666666667,1,31.799999999999997,2,-5,3,-1.6666666666666667,-6,Carbohydrate,CTRL1,749589617
Feature0250,Proline,C5 H9 N O2,115.06328,740088477.4,163866357.2,216613461.5,231194434.7,10666785.78,789911298.8,880947057.5,115747221.8,332545681,161004273.7,210962261.1,143259130.8,694260.1783,Proline,5,9,1,2,0,0,0,1.8,0.4,-0.40000000000000036,71.7,2,0,-0.5,0,-1,Protein,CTRL1,740088477.4
Feature0249,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],C6 H11 N O7,209.05353,749589617,2584537.053,1649921.556,10466036.24,116846.9275,7584304.276,5178917.388,4359846.653,6167949.245,866289828,304101284,783591342,55062.23915,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da]-peak1,6,11,1,7,0,0,0,1.8333333333333333,1.1666666666666667,1,31.799999999999997,2,-5,3,-1.6666666666666667,-6,Carbohydrate,CTRL1,749589617
Feature0248,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],C16 H29 N O12,427.16895,662427563.8,3628410.086,1880121.766,227680891.5,75068.33619,643515210,756433558.5,2324156.858,2067347.156,95927320.41,692677.8532,19295734.18,103645.5293,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],16,29,1,12,0,0,0,1.8125,0.75,-0.125,63.8625,3,-9,-3.3333333333333335,-0.4444444444444444,-10,Carbohydrate,CTRL1,662427563.8
Feature0247,DL-Tryptophan,C11 H12 N2 O2,204.08988,322798979.2,304870039.8,231136782.6,101662100.6,3027884.133,330454074.3,392782887.8,287785096.6,707162830.2,133061050.1,9956688.188,644883.1165,235042.4274,DL-Tryptophan,11,12,2,2,0,0,0,1.0909090909090908,0.18181818181818182,-0.18181818181818166,65.48181818181817,7,5,0.42857142857142855,0.5,3,Phenol,CTRL1,322798979.2
Feature0246,Isoleucine,C6 H13 N O2,131.09459,7475678.793,5831398.786,5726398.956,18156871.08,254033.5952,10219539.07,11967812.14,4261904.32,35714334.12,179022694.6,703674377.3,76678778.9,263851.1982,Isoleucine-peak5,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,CTRL1,7475678.793
Feature0245,L-Pyroglutamic acid,C5 H7 N O3,129.04257,22270508.84,9687403.272,12213304.89,703193745.4,984156.3063,501289274.8,612164340.4,8423362.452,16658248.46,4698286.379,635631.3788,2590626.169,220390.7053,L-Pyroglutamic acid-peak2,5,7,1,3,0,0,0,1.4,0.6,0.3999999999999999,48.9,3,0,-1,0.2,-1,Phenol,CTRL1,22270508.84
Feature0244,9-O-acetylneuraminic acid,C11 H19 N O9,309.10605,689483123.6,26087245.55,22281338.63,134458063.9,421017.7411,679759477.5,700618923.3,16746792.93,110099644.6,134261921,31405565.37,93487566.69,146254.5213,9-O-acetylneuraminic acid,11,19,1,9,0,0,0,1.7272727272727273,0.8181818181818182,0.18181818181818166,55.11818181818182,3,-6,-7,-0.45454545454545453,-7,Carbohydrate,CTRL1,689483123.6
Feature0243,Isoleucine,C6 H13 N O2,131.0946,4546665.498,474245844.2,405734711,299405508.1,11331703.31,602726902.4,690581257.1,425204660.4,55822609.66,3455552.991,9184624.663,2486249.184,238769.0126,Isoleucine-peak4,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,CTRL1,4546665.498
Feature0242,methyl N-acetylneuraminate,C12 H21 N O9,323.12166,30594649.83,2298103.696,2726050.699,17694361.44,254056.7217,496183265.4,656655264.7,2097908.878,2943676.18,6907848.529,2509829.793,3333517.586,291478.3063,methyl N-acetylneuraminate-peak3,12,21,1,9,0,0,0,1.75,0.75,0,60.3,3,-6,-3.5,-0.38461538461538464,-7,Carbohydrate,CTRL1,30594649.83
Feature0241,"1-{[(3S,4S,5R)-2,3,4-Trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}-2-pyrrolidinecarboxylic acid (non-preferred name)",C11 H19 N O7,277.11615,534915672.6,325487765.3,96494163.04,656250129.8,264604.873,482559252,578265116.6,84389851.72,62240844.58,564725141.7,275871330.3,401158896.7,224823.6809,"1-{[(3S,4S,5R)-2,3,4-Trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}-2-pyrrolidinecarboxylic acid (non-preferred name)",11,19,1,7,0,0,0,1.7272727272727273,0.6363636363636364,-0.18181818181818166,65.48181818181817,3,-4,-1.6666666666666667,-0.23076923076923078,-5,Amino Sugar,CTRL1,534915672.6
Feature0240,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.1679,256300.8884,262116.3609,580133.8115,633309591.3,267224.4716,1186209.35,262879.3887,290674.2275,292591.6259,562782673.9,255802.4188,620469719.7,480005.627,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak4",22,26,0,7,0,0,0,1.1818181818181819,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,CTRL1,256300.8884
Feature0239,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,112358.174,389306311.7,179447171,259501.7357,89884.65806,109757.5682,115519.0185,486749658.7,54551628.35,91659.79689,625563644.6,88226.95533,258235.0683,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.5999999999999996,77.39999999999999,5,2,0.2857142857142857,0.4117647058823529,2,Phenol,CTRL1,112358.174
Feature0238,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",C11 H15 N O7,273.08486,220690735.3,30845287.32,33018001,24610646.05,1069323.204,23253424.34,1115213.288,20263694.33,36506981.97,545589546.9,619038530.8,487483308.6,421356.2482,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate-peak3",11,15,1,7,0,0,0,1.3636363636363635,0.6363636363636364,0.18181818181818166,55.11818181818182,5,-2,-1,0.07692307692307693,-3,Phenol,CTRL1,220690735.3
Feature0237,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",C11 H15 N O7,273.08488,15193439.32,513657587.3,588948954.2,572112901.2,19593981.8,211992360.4,256911602.2,488385015.8,591610130.9,29026333.21,40271221.98,12586109.72,429175.9322,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate-peak2",11,15,1,7,0,0,0,1.3636363636363635,0.6363636363636364,0.18181818181818166,55.11818181818182,5,-2,-1,0.07692307692307693,-3,Phenol,CTRL1,15193439.32
Feature0236,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",C11 H15 N O7,273.08486,13710040.44,513657587.3,588948954.2,572112901.2,19593981.8,211992360.4,256911602.2,488385015.8,33214731.24,25869637.49,35740653.52,12080517.7,347185.7544,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate-peak1",11,15,1,7,0,0,0,1.3636363636363635,0.6363636363636364,0.18181818181818166,55.11818181818182,5,-2,-1,0.07692307692307693,-3,Phenol,CTRL1,13710040.44
Feature0235,"1,2-di-O-methyl-4-[(2R)-2,4-dihydrobutyramido]-4,6-dideoxy-alpha-D-mannopyranoside",C12 H23 N O7,293.14749,491646150.8,103939021.9,4538185.351,84647912.58,440156.2838,455884089.6,577869652.7,12599402.94,10363606.26,4527814.953,4703081.141,13016415.43,263840.1536,"1,2-di-O-methyl-4-[(2R)-2,4-dihydrobutyramido]-4,6-dideoxy-alpha-D-mannopyranoside",12,23,1,7,0,0,0,1.9166666666666667,0.5833333333333334,-0.5,74.55,2,-5,-1.5,-0.3333333333333333,-6,Amino Sugar,CTRL1,491646150.8
Feature0234,Isoleucine,C6 H13 N O2,131.0946,262487841.5,224127603.6,134631419.2,95542487.67,5921265.184,256959057.3,325628227.3,209857723.4,555798124.3,1061712.049,1303466.67,386820.4444,53079.8121,Isoleucine-peak3,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,CTRL1,262487841.5
Feature0233,DL-Stachydrine,C7 H13 N O2,143.09464,2953497.736,65203253.84,132332103.5,4632637.237,34524.04724,3510198.058,4009808.443,105374261.1,549446801.7,3969688.1,103333771.8,4131250.19,65861.81652,DL-Stachydrine,7,13,1,2,0,0,0,1.8571428571428572,0.2857142857142857,-0.8571428571428568,84.72857142857141,2,0,-0.25,0,-1,Lipid,CTRL1,2953497.736
Feature0232,L-Tyrosine,C9 H11 N O3,181.07392,4686035.809,270127508.6,189117348.4,7376551.601,843561.0655,348656323.8,445441513.2,214830217.5,547800984.8,2099826.276,1498551.186,778008.9444,64421.49027,L-Tyrosine-peak4,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,CTRL1,4686035.809
Feature0231,methyl N-acetylneuraminate,C12 H21 N O9,323.12166,539870182.4,2052936.064,1329564.612,178746879.1,226953.2951,34395714.15,32405052.95,1280639.014,1608761.985,68148121.98,1448806.63,13893241.94,260382.6485,methyl N-acetylneuraminate-peak2,12,21,1,9,0,0,0,1.75,0.75,0,60.3,3,-6,-3.5,-0.38461538461538464,-7,Carbohydrate,CTRL1,539870182.4
Feature0230,L-Pyroglutamic acid,C5 H7 N O3,129.04256,466695090.1,518740.1257,517727.4775,18561659.55,224626.0419,18237395.63,15829918.61,1048045.284,15196486.54,529958851.6,9584111.938,464542815.6,139770.5054,L-Pyroglutamic acid-peak1,5,7,1,3,0,0,0,1.4,0.6,0.3999999999999999,48.9,3,0,-1,0.2,-1,Phenol,CTRL1,466695090.1
Feature0229,L-Saccharopine,C11 H20 N2 O6,276.13216,4646747.079,521488308.2,363788501.2,32226366.04,8394789.004,6649745.741,6156437.36,199916067.8,90744102.83,17297842.19,524871677.7,35879668.63,62587.03754,L-Saccharopine,11,20,2,6,0,0,0,1.8181818181818181,0.5454545454545454,-0.18181818181818166,65.48181818181817,3,-3,-1.6666666666666667,-0.3333333333333333,-5,Protein,CTRL1,4646747.079
Feature0228,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13244,5107038.521,84566.9988,88463.79228,332720.1237,38002.35392,337373.6463,90807.28879,79123.59428,99532.74814,504586564.4,141887.4136,478639900.5,59917.69005,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak2,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid,CTRL1,5107038.521
Feature0227,Valine,C5 H11 N O2,117.07893,342528852,250672733.5,145530791.4,138910573,5193858.657,334655086.3,382825729.4,192643993.6,463680664.6,66700738.08,342355863.7,29566812.7,377387.8086,Valine,5,11,1,2,0,0,0,2.2,0.4,-0.7999999999999998,83.1,1,-1,-1,-0.3333333333333333,-2,Protein,CTRL1,342528852
Feature0226,L-Tyrosine,C9 H11 N O3,181.07392,3393826.723,270127508.6,189117348.4,169164808.8,6397630.132,348656323.8,445441513.2,214830217.5,16665946.88,2002865.977,1060134.72,706004.5169,58908.07059,L-Tyrosine-peak3,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,CTRL1,3393826.723
Feature0225,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",C29 H30 O10,538.18406,567923.1039,520208.4246,581831.1185,385607934.7,518164.103,549929.6081,533730.0523,528235.9512,575671.6581,409161846.6,521538.4139,436526153.4,882778.6047,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",29,30,0,10,0,0,0,1.0344827586206897,0.3448275862068966,-0.3448275862068968,70.12758620689655,15,5,0.2631578947368421,0.4166666666666667,5,Phenol,CTRL1,567923.1039
Feature0224,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13243,127396.3128,100662.9339,1046830.038,434715633.7,664636.1074,5048699.512,5860518.819,101269.5863,263142.7933,5503340.413,121747.7297,5452261.3,65420.26728,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak1,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid,CTRL1,127396.3128
Feature0223,Tetrolic Acid,C4 H4 O2,84.02114,403014788.5,5217452.867,6415165.758,50573089.02,335321.3779,278883550.8,427389489.4,2101465.91,7474127.491,46646502.77,3827930.688,42900087.88,155203.7682,Tetrolic Acid-peak4,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Phenol,CTRL1,403014788.5
Feature0222,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,607564.3405,356212.2805,560964.8759,414909789.1,297713.2706,955029.4691,1028836.813,613179.8165,243820.7053,169041904.8,852920.9276,158288026.1,818263.9764,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak4",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,CTRL1,607564.3405
Feature0221,L-Tyrosine,C9 H11 N O3,181.0739,3154325.109,2053801.3,205252.0415,246914.2441,48837.71011,305600.9188,227291.9456,520652.0104,1243082.458,86158919.38,396991002.6,65254518.14,90216.67019,L-Tyrosine-peak2,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,CTRL1,3154325.109
Feature0220,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",C10 H13 N O3,195.08956,1432436.011,2808769.506,387398905.3,1698915.025,3494383.011,3577097.042,2032089.282,1825079.52,279839266.9,1654969.391,2340674.149,1448580.17,538885.1773,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime-peak1",10,13,1,3,0,0,0,1.3,0.3,-0.40000000000000036,71.7,5,2,0.16666666666666666,0.3333333333333333,1,Phenol,CTRL1,1432436.011
