"","10_CTRL_1154.3","16_ERLE_CTRL.2","17_ERIN_CTRL.2","18_BOCU_1154.3","2_CTRL_CTRL.2","20_ERIN_1154.1","22_BOCU_CTRL.2","25_ERIN_CTRL.2","28_ERLE_CTRL.1","3_LEDU_1154.3","30_ERLE_1154.3","31_BOCU_CTRL.1","32_ERLE_CTRL.2","36_ERIN_CTRL.1","40_CTRL_CTRL.3","41_CTRL_CTRL.1","42_ERIN_1154.2","43_ERIN_1154.3","44_BOCU_1154.2","45_LEDU_1154.1","46_CTRL_1154.2","48_LEDU_CTRL.2","5_LEDU_1154.2","50_BOCU_CTRL.2","54_LEDU_CTRL.1","55_LEDU_CTRL.2","58_ERLE_1154.1","59_CTRL_1154.1","7_BOCU_1154.1","9_ERLE_1154.2"
"Feature0064",39489605.65,770247.2104,501045.1341,30826416.5,464149.31,119831259.5,402820.7139,600341.6365,622375.2286,138802853.9,54070543.8,412568.752,647779.299,705692.976,610671.6469,618004.614,36219809.42,36608989.23,174439344.4,112506428.9,110729122.3,436519.885,65917464.51,60850261.61,566330.3324,705352.8139,75284281.32,79661274.74,106779127.4,29337981.79
"Feature0065",1246764.581,5360306.003,3136882.691,2757977.986,1219940.798,2493722.519,9038426.225,741078.8036,14283775.76,754111.9826,3071768.16,2937601.454,5521212.382,1072098.396,85422.16632,662498.9073,2045577.706,1828000.351,893987.1237,1530231.198,716763.9068,7110762.408,767123.1642,5960656.54,2599523.045,6585819.37,2995574.837,1013677.927,2103453.821,1210307.9
"Feature0066",681481.4518,669050.9592,724460.2106,710659.0307,731621.0241,706969.1443,763007.8186,732848.0777,664261.4821,704223.29,682699.1633,704835.3441,668141.9036,683457.017,708441.0906,687572.1814,701531.3828,673286.3191,712868.5906,693074.2926,680179.8238,741683.185,676081.0391,718781.3544,721682.105,745937.6212,642461.0692,671866.4303,667153.5685,680722.0453
"Feature0067",78791992.12,122869515.8,36330194.15,88614439.35,96258731.53,70121002.4,33439589.84,113124526,84039053.52,125944218,56982905.04,72475165.9,123258458.4,112916927.5,97437591.7,111989171.5,43704989.01,62130054.08,118385019.5,147125649.4,67432516.47,46355377.92,98451576.72,50259685.15,69340663.72,125558898.9,6909230.18,3851171.055,96179626.15,35507233.53
"Feature0068",131010.6094,131023.2135,134521.1599,450595.423,123907.7896,127320.0386,123421.0099,132636.353,132291.838,130485.6295,124520.2587,126764.9966,130273.2391,132416.2098,180606.4131,133603.6271,127908.9464,127722.6724,126437.0827,130716.26,130165.6387,127624.829,125911.1915,127014.9619,128732.6364,129983.4253,154193.2804,120444.9356,129525.3859,121261.755
"Feature0069",343063.2189,65178964.8,73788161.62,573980.5212,59004774.41,182279.5937,50061590.3,63340908.83,48566511.76,717437.4306,583853.2772,56139872.84,60530477.18,63542447.05,56254266.7,61701405.71,271885.6638,286552.135,436158.0682,604257.6114,782135.9987,43079272.47,800099.9989,48986242.4,48741139.01,68714811.14,326155.8808,1083997.88,797952.0695,106217.3192
"Feature0070",21178031.78,18049358.47,12977973.31,24729881.82,13713599.88,5623049.244,10809892.24,12543843.29,12224631.58,14488838.43,2727233.646,9346465.733,15138426.18,17259313.46,13242937.56,14021964.99,7540644.881,6696546.308,17424560.08,15538444.9,15675924,8891973.107,17092461.83,15651958.74,9898529.888,14972626.56,11218027.58,23115241.26,11251832.06,9755774.868
"Feature0071",1658184.929,54216598.72,24131852.56,11879484.61,43575977.23,9364070.222,13910530.96,49286746.24,36649598.83,1591822.68,6607197.386,23226749.55,54756081.87,54655963.19,41881817.22,51476144.92,3627129.798,3466821.008,2855643.574,2166625.928,2532458.461,14270746.17,1497638.929,15816375.09,31923351.68,54485938.2,236076.1948,76236.10677,2990872.852,2550223.315
"Feature0072",1827765.918,898873.9003,695888.7254,1576508.557,705880.5527,664952.3222,214722.9656,851367.7291,716320.8873,1434667.815,674114.9425,471854.5337,821156.5981,944267.4922,878167.3465,595182.0539,484307.627,510268.6947,1612095.556,1515055.395,1173099.972,646415.4213,1263476.468,51656450.88,579607.8427,978889.4923,791229.189,1598561.419,1218709.117,378055.1413
"Feature0073",1346343.956,1294799.205,1276127.085,1522616.682,1764755.193,1229905.643,1180408.609,1491383.627,1313624.966,1462031.999,851358.5388,1055002.701,1283657.735,960307.9697,1102992.983,1473065.598,572525.5672,1286064.948,1693075.156,1858831.101,1942131.991,1275644.998,1594265.323,1345926.04,1297655.384,942806.5664,1393324.984,1159855.754,1455890.109,1325545.342
"Feature0074",75354939.13,20406152.59,9773867.071,43663499.48,16928225.69,106639431.2,13778481.56,17474761.67,14152776.12,123661324.4,86522190.66,13696740.43,16122638.12,17963383.36,14533351.06,19536161.7,102533606.4,112070686.6,149124323.9,143007218.8,136780242.7,13830997.76,126877063.9,32547955.33,13447916.92,18963356.89,127532923.9,155666416.3,175709462.6,87578962.64
"Feature0075",366087.9466,279182.951,307027.0975,355107.8874,287387.2375,333756.6537,301559.0428,271537.5178,301374.03,308749.6974,319719.5528,304191.8132,376168.8017,251246.9198,270596.8698,305374.5058,384825.5436,310543.9444,266524.3451,326347.3139,313773.8913,310053.5633,450863.659,316671.1216,356382.0925,282638.7857,307608.562,299316.2625,372251.2027,340620.7943
"Feature0076",191519.2759,193506.8607,194098.6715,193589.3363,203346.8646,252820.3762,189037.7911,196511.0805,194793.0808,191179.8665,206014.6065,198357.5638,196028.6223,192339.4782,203164.6645,198146.4753,200954.3963,203947.7484,207344.5134,207056.1694,188721.7261,209887.3379,194888.2481,196621.3487,200914.8104,195612.0652,196291.7064,187293.2341,191585.6892,201533.0798
"Feature0077",353047.6641,344166.233,303094.4545,450310.1144,262521.2605,400994.6883,403688.0295,323492.564,521574.4977,269751.5456,272746.8451,284716.0816,393023.0811,364557.4321,473820.3972,260923.871,376353.2569,301369.596,259037.8517,354696.1346,255252.0086,327046.2242,384126.3627,392229.0272,319653.724,493065.1903,249865.7397,258868.7887,268787.6575,514621.6917
"Feature0078",266352.9376,260282.6076,255120.9682,338425.3966,260443.4698,472415.2842,277291.5391,260491.4006,315858.8151,279612.6205,261126.104,253524.3378,260946.9252,255413.1521,1185244.923,265467.8576,289863.3685,266373.0228,295056.8796,292155.4976,295372.3839,305424.9281,268964.5202,486954.5891,287979.8455,976782.315,415729.0511,259936.9435,266319.4752,291406.6561
"Feature0079",366439.8242,371985.2175,351596.7105,361720.1596,383254.7025,377563.8219,430733.6278,416985.8659,416977.8192,376233.1574,385086.1195,430696.432,391346.0003,386108.7166,400326.5761,415784.442,383259.9591,392622.0834,430768.8081,452604.2476,407621.8227,410330.1873,365875.5981,440165.0634,405734.0844,401543.6914,659490.9651,891350.1291,387716.652,386082.3092
"Feature0080",104478.7551,445031.0763,1041164.615,129782.6356,26072454.92,181916.2912,112802.061,911220.3889,432010.0679,276665.6931,213905.4679,244884.7161,794258.1729,568138.6567,407948.6607,862640.4481,72708.77514,623322.2291,327286.8019,557506.8118,298670.611,126109.8557,96059.68109,754353.3174,797994.3486,689369.8166,20733341.64,9885742.767,335238.0901,129075.1763
"Feature0081",5275135.287,30855041.7,26336634.85,11639890.93,26072454.92,16965866.86,10728939.15,27878128.37,20948757.79,8049812.147,13303706.58,15097938.32,30870627.51,28449091.97,24329749.42,29572279.3,9784611.915,11892760.78,14914033.46,14564869,7940291.743,10955537.17,4586802.781,19021692.87,16897336.18,29992799,472765.7144,704806.4087,8377072.704,7088643.118
"Feature0082",3366199.366,98653706.7,65524314.4,3259903.44,87263522.84,2169582.349,30686016.9,94949375.84,72465966.79,4224773.392,2174176.184,50175703.6,101738284.4,101834620.4,87700228.96,105845510.5,1647023.868,2183559.022,3992428.233,7211529.748,2517588.844,54770403.07,2443758.49,18768605.24,50016068.62,107204522.2,3897761.116,4579809.188,3499009.726,1551847.597
"Feature0083",1178455.498,71999287.31,63510398.56,2480959.572,60931057.24,297074.1383,25281095,66833039.95,48364514.95,575077.2105,336841.9443,54079894.93,70980666.2,69786000.08,58028476.03,67068677.8,126634.4642,183866.3147,926641.9585,1433012.569,470478.2205,39482603.54,778111.003,40023170.7,42228005.17,69892935.72,481204.0683,861566.7528,461179.0927,135177.9519
"Feature0084",730274.5974,772122.9754,547582914.9,1177096.515,695785.0113,3095378.514,323947.7547,764764.7783,1443914.587,1055076.189,502200.3541,535756.0203,843989.0266,988027.1967,667540.3045,836635.4715,309213.9762,454934.0899,936467.6931,714604.181,823998.0637,7781377.377,834533.509,718251.2616,468132.195,794670.6425,600312.6926,889836.1573,1051333.446,309645.6193
"Feature0085",178766.3747,178472.3775,211566.949,189571.5193,195163.2261,186149.4658,203535.7958,195490.5482,177194.7628,187854.7562,182113.0978,188018.0244,178229.8828,177695.24,188979.8737,183412.9975,187136.6778,179602.179,190160.9294,184880.7106,181524.984,197847.3531,183719.6596,192066.0803,195087.2884,198982.2433,174402.8679,179223.4172,178080.1275,173643.2869
"Feature0086",394029.3574,569989.5927,237173.8742,251020.1298,453378.7849,876756.349,720820.6337,784421.7949,657966.9702,433643.7442,875316.881,462486.5422,744206.0411,831004.5628,803742.3172,1111150.202,254047.211,800111.3282,382955.6188,379825.1385,629013.2915,417752.1368,651231.4684,708489.8214,767722.7066,844586.4862,811825.9026,748709.5741,319529.986,661938.6733
"Feature0087",343719.387,380713.82,427656.0584,602152.1143,326119.9709,652950.0178,589804.7958,567541.7727,547284.9811,511139.0585,596064.268,563804.9009,687355.932,737694.296,761656.7433,581292.9586,611895.9776,627753.0498,454626.6324,697228.763,298166.1914,621762.9562,625100.6061,759600.2783,780133.9179,610857.7694,911444.9559,722135.1392,514787.6938,582649.8801
"Feature0088",602218.9834,517345.0786,179419.8437,805750.3403,181193.2911,510203.8281,694007.7788,654467.0189,164511.0243,658566.2579,655555.28,638726.601,209833.0704,788033.8439,685235.2147,427105.4741,369377.0812,684759.4369,644101.9981,728484.9259,778924.7484,647263.6821,939708.7397,638357.3142,839403.9054,752012.9866,791851.1937,512936.654,491657.2253,847974.76
"Feature0089",760874.2979,1069446.781,1011290.158,666711.3732,780990.8372,1171444.315,805121.8005,824580.3654,1179437.847,744298.2207,897800.9384,934715.516,723701.8415,1147133.942,1129410.49,983410.4417,882534.1503,971926.3983,892219.1353,756000.1922,970511.2755,842137.7851,763467.6082,427927.6851,938391.8325,1130214.95,1481942.092,932351.4341,886913.5408,954159.8877
"Feature0090",379132.4258,289130.8235,317967.1152,757896.4971,646657.4985,605300.0858,312304.2223,560555.8929,352672.235,322571.758,331111.8293,315030.8037,389572.4829,754744.534,953685.52,1095036.354,511998.1603,479436.9345,276021.165,737401.9135,652634.2971,321101.4203,793015.9362,327954.776,369080.7319,860413.403,945281.4713,907801.3252,652027.8372,778859.6608
"Feature0091",600307.6428,444878.5204,189860.0146,586481.4439,809990.4968,409116.5876,659945.6729,192219.7422,876857.6818,602458.5852,663701.5354,763007.6468,191747.8198,290050.4012,918753.3326,617131.915,673356.5439,745777.2399,701840.8307,202534.5513,561174.6192,205303.8937,842766.0745,623593.8065,630642.2665,1102912.2,602534.4317,619738.1238,604443.2799,933118.1315
"Feature0092",551197.3328,370011.8255,357732.7225,673689.498,381221.5256,614852.4471,374551.9064,414773.7443,679663.2505,378266.3429,383043.2268,428411.5754,389269.8988,461977.7879,2395047.185,642616.104,381226.7543,1085607.214,661357.8327,517153.1542,405459.3776,408153.3742,1169274.774,837523.6988,676912.2531,1359003.922,1221881.749,986598.8568,468446.6419,1570210.519
"Feature0093",992672.5103,1485382.902,935956.4383,2853139.231,1067934.423,2371426.754,1405968.526,489895.7405,1598569.787,525856.2527,768371.2311,1034002.946,1019143.783,3181290.211,7610830.249,1114134.814,1421004.752,1271819.314,628513.5699,873500.0538,560250.8132,866625.5557,2652842.302,2463362.693,1134582.464,6018382.604,2928294.795,1973903.471,1038612.831,3074072.224
"Feature0094",25079485.52,535735.8598,579286.5473,31078181.94,710065.1493,33029234.29,122172.2422,531364.1776,473472.0975,69773487.22,38017219.93,450838.3412,169511.9136,544901.2207,620946.7849,552437.6299,27565665.34,50426382.59,88308544.88,55761858.52,47808364.73,370837.4235,62414616.97,612456.201,487596.5418,301528.7898,39135501.95,46359963.05,96639789.6,26534891.34
"Feature0095",112069.7091,829328.3746,340191.2386,901275.8308,2069871.991,158835.8128,49803.46681,379490.462,397317.5524,85114.99428,1034556.295,1277212.626,1728489.882,1344330.576,238162.5156,844641.2243,660050.3463,685212.2365,1634865.688,5039449.872,1166196.045,729592.6089,2948994.997,425209.356,1145132.538,92492.27465,41337359.78,74790000.01,1719317.422,792319.8703
"Feature0096",45516479.27,67543023.71,21710544.35,55417540.99,50631830.34,31434431.61,18348474.44,62094800.14,43893201.52,80242854.89,28403714.66,40516637.97,71104898.72,72574002.71,52458471.29,68465700.18,22395443.03,30141956.75,81085773.13,98320869.92,42593792.25,25343734.96,65404007.27,21696132.99,38803126.84,66144396.86,393952.8919,2050925.241,60216799.8,18032601.49
"Feature0097",3654723.033,10813505.73,307865.6088,1460134.004,9538340.33,785641.6536,1191655.637,1041892.618,1524756.109,2351260.289,3021560.518,1027677.043,5335415.559,1979956.464,2576827.778,747609.9291,1259702.211,1853985.1,1382367.666,4699083.436,3660269.308,1387463.231,1842360.385,1220796.77,445179.4463,929855.807,77946660.49,115466454.9,681978.1598,1045297.838
"Feature0098",112878755.5,1549746.422,1436344.897,81335745.41,1674642.821,4784337.786,1692073.473,1429312.962,1540808.68,86571113.35,1845352.477,1519811.355,1220289.621,1592590.092,1337320.89,1382879.538,5718589.067,1746830.243,83367508.07,110299036.7,61612131.17,1508596.947,112854044.2,1725067.908,1474021.895,1408003.267,10498192.69,133340722.9,33065014.34,3023229.42
"Feature0099",61907353.23,82208762.93,45328098.19,75312738.98,67047305.8,33475340.6,28313891.81,67684259.48,62010988.61,60792837.02,23786043.22,63161197.25,68798939.2,69508628.27,58276318.24,62529988.7,15501193.5,28829539.82,58478678.65,51729397.44,39543233.07,38534118.37,52255310.72,126682807.5,46366240.37,73351989.45,42183074.99,72074836.46,57346087.41,13223722.97
"Feature0100",717960.2607,1137629.34,1268631.686,2585443.898,928641.838,432180.0483,737844.1585,1115949.662,881915.9968,1278070.952,803656.9937,1395627.507,1287129.972,1648112.05,1428455.945,1019935.685,427733.2052,1005064.611,1384552.892,1181854.373,1324780.944,1071853.965,798355.0828,51835339.2,1135530.481,1472904.685,982189.9836,1818580.696,584843.9769,486900.9727
"Feature0101",968863.5412,107707405.2,54532888.03,6098266.757,68942492.03,1004917.186,60398293.69,102158860.1,89518780,3630703.205,2638062.043,52073575.86,116949170.6,84342700.97,81056083.03,119435728.5,1101973.628,812913.4458,1234416.72,1623982.453,1348652.595,42499166.34,1666456.549,15224317.8,56415410.74,76908331.53,4264182.861,1434242.577,3551393.803,1946841.681
"Feature0102",3847949.776,257244856.6,151244133.1,4291211.609,241513435.2,2323765.546,154969280.8,253991861.9,218842147.4,6385638.527,5019019.639,167651877.6,263633274.1,288977097.4,214686423.5,236391500,4778888.844,3790795.805,4672564.166,3444275.187,4527316.487,152852344.7,3612777.007,213889148.5,220224182,290004592.6,4998726.225,5336052.506,2929402.728,4352753.958
"Feature0103",11856775.12,207726897.7,406248904.8,6157580.71,202810162.7,6244117.423,171801268.9,215621612.7,169244336.7,6044398.282,3852423.364,257508278.1,213420160.8,234320223,233875658.6,220469012.1,7471976.408,5999517.037,8558993.488,8477307.946,6101452.649,331016881,9911093.807,73710408.71,188304758.1,229456982.1,8420061.719,9389185.936,6366491.048,3496027.698
"Feature0104",22675377.04,6566654.631,6126283.899,27713570.41,6377343.868,11921607.18,4315070.527,6189959.316,4363940.045,39310973.31,10738653.78,6018147.719,8330247.345,7615979.225,5472557.433,7561262.091,5399870.769,11967346.85,40164861.71,30708160.15,31137735.84,4978485.311,35374858.85,12669940.73,4041072.461,7976896.023,18354377.86,34507219.9,39361401.18,7725330.901
"Feature0105",2387039.721,164307.2148,1167614.307,249122.7119,2365584.904,1783440.046,1109965.971,163871.7765,280729.415,205000.3045,1139287.591,4002883.178,2055522.721,246843.5997,79736687.02,1945814.783,7450410.485,3374546.098,239153.2497,1783537.169,2570043.748,1141333.864,835047.3616,2198576.913,5340854.31,4896490.505,124644405.4,124534982.4,157751.0754,173656.5003
"Feature0106",20798153.13,198302020,191615233.1,66624413.97,218125341,10734988.21,116529743,215839380.4,168586886.1,15792813.72,7314677.595,163697048,212330648,206250595.2,218258317.8,218926776,8280107.43,8470021.956,20567343.45,18614949.14,14110952.07,144123742.1,16620486.83,124385783.8,146248557.9,212924042.1,8902525.361,19753412.8,16101406.89,3418934.697
"Feature0107",10481041.12,1046161.534,766354.7921,14330342.94,827489.5213,5520842.237,482023.567,463301.142,442018.8744,5422228.176,3956029.201,622016.7216,765960.1381,467225.5613,460714.1693,542352.5181,5805922.624,7861556.477,7352739.554,8250702.413,3913604.515,889061.5497,7584163.55,1224419.668,493218.5102,915817.7498,5153164.942,15492539.99,5925430.577,3182018.016
"Feature0108",753361.4082,231166.9905,309340.0283,12350728.04,234299.7896,88727.00376,280112.4598,274153.2257,191295.3716,219970.7618,85161.32917,189493.4746,221768.7158,432232.794,263919.7707,228526.2219,82799.96819,109310.0553,99646.22939,112286.8577,83962.45875,401239.89,283435.1819,740230.9983,193848.7166,342822.6628,132684.7168,389016.3848,152987.5862,69280.49391
"Feature0109",311689.7035,231653.3627,3689943.733,1772930.162,646610.9003,494930.5022,292040.7228,798726.3429,575383.7258,424913.236,405105.6359,8492047.939,683736.2104,515069.2177,621148.0519,627512.626,364445.4498,475794.5963,532222.6137,486665.3739,516867.2895,832618.7071,515485.6845,104087551.2,727509.9743,821164.2413,297154.6579,568248.6142,528305.0884,362598.7317
"Feature0110",82838322.2,80740955.55,65428902.77,105180498.5,64283804.63,52322049.74,42754526.35,74494876.41,56618355.1,85933215.21,46860224.95,52437620.81,78700800.24,76171163.69,65559093.41,77322229.34,33382691.78,49911232.69,97410685.57,87000677.47,79398641.8,42650856.68,84050141.07,66242420.03,48564150.37,75889151.78,57918264.97,90170693.07,95166541.8,30498016.52
"Feature0111",160931.6201,211155.2415,172073.466,355674.1648,246255.4564,195117.8384,274769.5984,235135.8676,180037.286,220087.9108,161689.564,329397.322,357319.4889,241589.4377,396519.3444,243973.1106,285703.9862,372950.4618,349460.0494,309703.3113,427215.0057,239801.2325,247850.4945,366725.9097,286125.4883,364668.6023,223559.7229,284195.667,439407.4404,248737.6851
"Feature0112",1174946.146,109386711,99427019.24,2921789.613,1210948.479,901372.5747,56846676.87,103715800.7,80575825.59,325865.7115,787532.5498,2496668.629,3623220.946,2146913.487,4207665.973,101302286,605147.8391,534476.5867,1200916.92,667104.578,826212.4224,60090632.36,175820.161,91125253.97,69614639.73,107039063.1,125590.8062,145164.3811,1091653.83,383715.9889
"Feature0113",183290.2322,452719.9554,1404473.252,290338.3109,99258117.73,124035.227,250252.0772,6677965.989,3764358.217,736510.9184,102114.5425,73335726.02,2375172.488,1467951.026,769751.078,2417243.059,85229.90224,179590.2232,185773.8629,218319.8773,138038.0513,3431225.822,173610.4827,2409784.246,156813.7938,2884935.947,898894.3779,1429952.516,177917.5322,94402.24858
"Feature0114",1174946.146,109386711,99427019.24,295420.749,4859941.624,139572.237,56823037.01,103715800.7,80575783.82,229995.3627,787532.5498,73257668.54,109839173.5,104052230.6,91309640.91,101302286,605147.8391,534476.5867,1200916.92,667104.578,826212.4224,60074692.26,1026934.033,91125253.97,69619914.57,107039063.1,141930.8764,200044.6122,1091653.83,383716.4216
"Feature0115",195259159.8,222814322.1,91844065.69,242446062,203186626.1,199712517.3,101756246.7,132784532.7,183323402.8,204072270,163222849.1,152791843.6,213476152.6,157790306.4,210154908.8,245039293.2,143030537.4,180584543.9,225867936.3,212515982.2,153444388,159305109.5,158765245.5,200550907.5,103931803.5,225809316.9,185197413.9,225736686.2,199102534.7,118577020.8
"Feature0116",1851338.287,162793.6565,187645.034,2537701.412,1435430.584,2609962.074,1140748.174,99597.41866,100726.7109,2096600.22,12730943.38,827405.1698,1111651.417,199731.0004,1838467.476,1311804.352,12341508.45,11303629.79,2699436.508,2282427.014,2309603.498,3064060.725,1882352.168,2568100.746,920848.8005,1165157.041,7559342.105,1725304.055,2114499.068,8729404.86
"Feature0117",388055.5632,334508.4985,578591.7607,12436648.44,639625.8539,10780198.62,465349.0088,286673.5118,828383.5427,4117482.74,10234438.18,577909.9045,630636.5433,560421.3945,754341.7236,776097.524,9471322.773,14937604.56,1258288.77,8709911.287,3884627.484,863629.8635,2404018.548,818898.0801,755864.1404,551562.0465,8919011.725,5266895.297,3093146.5,8062418.51
"Feature0118",1571218.124,949578.8589,1314432.154,8524115.49,1055918.713,6255980.661,181354.5956,1240415.111,1208409.076,937681.4973,7845223.856,886375.1872,113336.4134,206376.3579,141655.4574,716358.2729,8921751.496,6415056.041,5334649.906,3570351.164,1972754.58,1024454.605,3058576.749,5746018.257,129465.4032,1477598.921,6024308.723,2208726.235,3928556.686,5935505.818
"Feature0119",7210661.814,968094.7738,2363035.479,13600819.01,2339923.889,10726646.98,2318587.357,1543733.652,1417952.245,3331223.513,18552898.71,1463705.244,1814496.932,2100997.724,1477345.953,1234344.92,14766360.49,13591579.83,1384974.443,1212416.842,2801423.594,1932538.872,907411.4554,2948809.116,2439439.967,3961193.671,14520462.39,1358612.638,1759240.465,11265206.78
"Feature0120",119109.2883,105222.9553,82984.52061,82305.29304,207472.2595,112524.5698,105762.337,69935.01374,147583.7096,97514.39167,94024.05676,156741.0692,107647.6258,131711.3202,127030.3541,77633.00001,103222.616,125481.8983,122586.9134,69479.54509,73053.54238,91890.16773,112986.7639,156003.6372,107411.8777,104774.2487,93703.23772,92140.17638,109518.6371,91179.25335
"Feature0121",172484.5988,84368.83692,106859.0589,145020.8427,193161.3567,153813.7685,46354.09479,56014.98736,127092.7791,90339.51383,211212.5348,96403.72491,117753.0538,100858.5839,194453.3058,84095.98648,87609.59837,76010.63066,64043.37878,253931.629,115950.392,116706.2323,78833.79223,180437.743,48568.32309,86734.97237,50110.84702,258113.863,92384.55413,93391.56989
"Feature0122",772894.9175,780916.0117,783304.3229,991081.5917,818134.2292,817115.1665,762880.6412,793039.837,791129.4015,831008.9026,831392.2531,800491.5025,791092.8296,996149.4119,1436495.452,802705.1457,810971.276,823051.2433,836759.2233,835595.583,761605.1296,847021.0422,786490.737,919741.1976,810811.5233,1007502.622,913542.3609,903763.7343,773162.935,971377.5473
"Feature0123",39486508.89,46578490.98,37717958.91,19271715.76,33902366.23,9370876.438,49327291.93,45211728.71,38848240,49687293.37,11102679.11,33233644.44,39454176.75,44317196.77,35937529.26,53890226.55,7112280.784,9339869.417,51976449.5,45882502.89,43221614.04,35065275.47,38684721.38,46006205.88,40159221.71,60927661.06,13085031.97,73791183.51,76776839.58,9490753.47
"Feature0124",18479375.68,53438721.78,3365025.64,1044103.242,52634589.15,515600.4702,2580859.596,51166499.75,53864074.28,271716.3345,228085.6325,59870753.92,62476649.49,57857279.94,61919135.43,60020121.43,154396.2215,421805.1286,794229.0342,1155012.531,236311.3678,34036874.49,379331.6769,53622580.6,50627699.17,58084382.5,532682.527,36385496.88,185366.803,204806.1094
"Feature0125",32215735.67,44190704.74,39214110.36,43716121.08,22305963.74,34557073.8,41849216.15,39643359.88,35610273.48,32893282.77,29729970.29,38370029.82,40496480.11,40384217.94,24931738.94,26373735.43,21961487.36,26875436.45,34157312.5,36648171.64,37035877.81,25332522.36,33765746.08,32581098.93,33700899.1,51277360.31,37582649.21,32991877.25,35337129.75,21307227.33
"Feature0126",3538959.964,16130209.69,21739125.42,2055355.147,13482627.82,2065108.746,8948024.551,16596085.64,13327886.68,2450093.419,2146550.45,233629996.9,15969829.89,14678728.86,13274181.7,14661742.45,1525880.802,1786097.423,2244017.749,2547071.531,3577120.535,10731138.77,1628937.34,101836291.6,12869767.01,16373949.23,1668044.484,2791984.819,3559596.038,1348557.756
"Feature0127",28037775.2,183816920.5,149839539.7,3800821.031,141590069.1,2773779.277,90417247.03,173609680.4,123280945.9,23246652.66,2054667.854,113098888.9,185661356,178702171,139658438.9,167574290.6,1649790.528,2187656.55,21936080.38,22847829.72,20294235.42,91426887.7,6281550.695,49978043.82,108217614.4,186906848,3861224.762,35865185.39,20753475.84,1446968.702
"Feature0128",441465.0383,34595329.04,31973734.42,269900.1795,30591915.98,128096.4945,20571223.07,34424601.03,24502981.27,275232.8839,115705.9411,25912616.26,39240373.74,35513667.85,28171886.62,31766999.44,111412.056,132560.217,335960.1906,364200.8604,431133.4305,20505852.52,315391.5302,27148563.45,22267031.41,36903422.15,139816.52,516868.8276,241261.6444,94129.16432
"Feature0129",442444.654,719979702.4,738874214.3,2140387.719,660554013,1392552.291,559225943.7,675689151.3,600842653.1,3029143.863,773794.7262,551397112,722868879.4,731695756.4,635866198.4,746104232.2,691620.6889,298725.4883,3057524.604,1299129.926,1520841.662,538341899.6,906254.5647,563875000.4,556912067.3,723155891.4,831522.346,682945.1182,5949148.489,1018147.792
"Feature0130",310465486.6,874932244.6,336259502.8,26407866.49,746995881.3,396063868.3,336273875.4,852107233,620462134.6,216523119.9,337693580.2,584696101.3,849581403.5,865033604,721840190.1,838917296.9,241233640.8,293563141.8,222806731,282328889.4,215677143.8,400179390.1,136069505.7,766386046.1,531705273.7,839088463.5,423569417.7,305290998.1,245547180.2,213740915.4
"Feature0131",1020557.468,20522994.35,18211311.08,318352.2919,3611948.925,1798967.062,576697.7772,29631327.61,15423839.02,1298086.427,1897563.624,957789.9291,8687695.625,18843458.04,2084841.401,6273083.373,2625026.292,1228829.699,925653.14,459330.5315,1581937.177,32774037.86,826941.0737,123598738.1,3538754.613,27983070.51,1006089.856,259299.8897,1363466.199,1616484.18
"Feature0132",6062970.522,707801.5182,897560.4108,6123985.843,1316155.32,6487345.115,523222.5135,848597.1014,867465.6088,7008314.406,5554398.971,612475.8308,1547194.428,775037.4571,475857.9783,1405513.769,2859439.621,3369767.272,10033200.77,7233518.859,6931033.317,337497.9837,5291286.451,32113313.75,536101.3764,1178820.232,6874147.802,8974703.896,8834847.348,2908266.509
"Feature0133",55175037.3,9741620.518,4951112.172,129152954.7,6976231.504,44452.85876,5553343.903,8648657.195,7102149.53,271049.6234,106898.7927,8541268.661,8851706.328,7941577.947,7034282.218,7913128.78,50573.28925,45272.22178,3186945.195,2158396.952,48900.68033,3605955.604,1609783.892,174332444.6,449039.4256,9228111.765,49938.71232,39045340.21,651477.6966,42437.34612
"Feature0134",149654094,256113688.7,127954392.4,99142405.76,199102884.7,133109748.9,96815171.89,254944600.5,172379296.5,115146498.2,109274836.1,164761080.3,274355522.7,224608873.7,186723721.1,238486068.9,70455661.97,96652305.5,132295785.8,145061423.1,109003061.8,127651590.5,94287577.8,209963057.9,163930722.2,257292628.4,136020944.7,161244897.2,136381519.1,65971995.33
"Feature0135",62416790.6,119238367.3,62356668.42,43570567.39,86341603.45,63824339.46,46103912.84,114928849.8,80952844.29,52709236.06,48920999.65,70498958.35,122474660.6,102675867,83037260.71,110093176,31046627.17,43386224.04,64363575.08,69578411.01,48709210.85,57373865.68,41752512.34,101497302.8,78668334.37,112597714.1,62890969.08,74213480.62,61743230,27910748.69
"Feature0136",9956526.617,169703.0168,184920.2626,10782896.06,189494.6676,14328480.03,302921.5736,192357.3446,166858.5382,14061076.15,6605146.342,171563.3827,191755.8127,199234.66,187999.8484,197235.5677,10751983.12,15339251.75,23518539.98,8148470.223,20315317.48,444842.1746,16206595.77,8217362.77,193710.0801,841737.3385,12771054.41,22189233.07,34927608.46,5586165.904
