SampleID,Plant,Fungi
Area: 2,CTRL,CTRL
Area: 10,CTRL,1154
Area: 14,CTRL,1177
Area: 19,CTRL,1246
Area: 40,CTRL,CTRL
Area: 41,CTRL,CTRL
Area: 46,CTRL,1154
Area: 47,CTRL,1177
Area: 57,CTRL,1246
Area: 59,CTRL,1154
Area: 60,CTRL,1246
