"","1_ERIN_1177.3","10_CTRL_1154.3","11_ERIN_1246.1","12_ERLE_1177.3","13_ERLE_1246.1","14_CTRL_1177.3","15_BOCU_1177.3","16_ERLE_CTRL.2","17_ERIN_CTRL.2","18_BOCU_1154.3","19_CTRL_1246.2","2_CTRL_CTRL.2","20_ERIN_1154.1","21_LEDU_1177.3","22_BOCU_CTRL.2","24_ERLE_1177.1","25_ERIN_CTRL.2","26_LEDU_1246.2","27_LEDU_1177.2","28_ERLE_CTRL.1","29_LEDU_1246.1","3_LEDU_1154.3","30_ERLE_1154.3","31_BOCU_CTRL.1","32_ERLE_CTRL.2","33_BOCU_1177.1","34_ERLE_1177.2","35_LEDU_1246.3","36_ERIN_CTRL.1","37_ERLE_1246.3","38_BOCU_1177.2","39_ERIN_1177.2","4_BOCU_1246.3","40_CTRL_CTRL.3","41_CTRL_CTRL.1","42_ERIN_1154.2","43_ERIN_1154.3","44_BOCU_1154.2","45_LEDU_1154.1","46_CTRL_1154.2","47_CTRL_1177.1","48_LEDU_CTRL.2","49_ERIN_1246.3","5_LEDU_1154.2","50_BOCU_CTRL.2","51_ERLE_1246.2","52_BOCU_1246.2","53_ERIN_1177.1","54_LEDU_CTRL.1","55_LEDU_CTRL.2","56_BOCU_1246.1","57_CTRL_1246.3","58_ERLE_1154.1","59_CTRL_1154.1","6_LEDU_1177.1","60_CTRL_1246.1","7_BOCU_1154.1","8_ERIN_1246.2","9_ERLE_1154.2"
"Feature0045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59525459.53,NA,NA,NA,NA,NA,NA,70239449.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80475371.04,NA,NA,NA,89466800.26,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0046",NA,NA,NA,NA,NA,61800396.59,NA,NA,NA,NA,NA,NA,28702112.62,68484172.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29750774.81,34313612.02,30411097.9,63315132.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28959076.36,42629047.6,47098388.37,NA,37037754.93,NA,NA
"Feature0047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172377404.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190686286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0048",NA,NA,NA,NA,NA,84545387.52,125651149.7,NA,NA,NA,NA,NA,NA,108923738.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89561734.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86271975.1,NA,NA,NA,NA
"Feature0049",NA,NA,96298488.81,NA,129756722.6,NA,NA,NA,NA,NA,136326064.6,NA,NA,NA,NA,NA,NA,136013291.9,NA,NA,134878055.5,NA,NA,NA,53116994.3,NA,72772333.63,127160964.7,45971012.03,127169545.2,NA,NA,109399929.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,114062683.5,NA,77150878.29,104779347.5,170791868.1,NA,NA,NA,103188404.5,127445015.5,NA,NA,NA,129192682.1,NA,99523359.15,NA
"Feature0050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237947087.7,223124025.9,218931296.3,211565050,NA,211526532.3,NA,NA,NA
"Feature0051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229718667,226602212.3,245050207.3,NA,235878947.1,238411361.4,235114321.1,230871170.3,238969556.6,219529448.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74313103.78,NA,NA,NA,NA,NA,NA,63513961.13,NA,NA,NA,NA,86586152.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35683986.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48621234.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0055",NA,389754475.2,NA,NA,NA,179747755.4,258172605.5,NA,NA,346537108.5,NA,NA,64644953.67,NA,NA,NA,NA,NA,107760721,NA,NA,501475510.5,77869126.07,NA,NA,82079082.57,NA,NA,NA,NA,120412228.9,NA,NA,NA,NA,56646416.65,47767059.42,937982399.9,473113969,488185815.9,54620662.42,NA,NA,619219002.2,NA,NA,NA,NA,NA,NA,NA,NA,96295998.58,624899771.4,194354003,NA,929422942.3,NA,52264883.78
"Feature0056",NA,NA,NA,181704893,186937107.4,NA,NA,NA,NA,181927854,NA,174269768.9,182029688.1,NA,NA,NA,184920998,NA,164845635.1,180444579.5,186012992.3,180989156,186579274.2,168879155,177723662.5,175084041.3,185364542.5,178742942,180667799.4,178882993.5,179720690.5,163342928,NA,191839352.2,170042987.1,174951467.9,176556386.3,174726662.2,176504907.9,197821865.1,171015929.5,185963252.1,178931867.9,NA,172894779.7,183861825.9,179978736.9,195027259.1,195686198.3,186597808,NA,NA,NA,NA,NA,NA,178295164.6,175432792.1,176060337.9
"Feature0057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258569616.3,269126735.9,256963715.3,250069102.1,NA,253299883.6,NA,NA,NA
"Feature0058",NA,62434821.05,42134231.17,41336705.38,42050692.72,69389081.35,76504661.64,56215000.64,47465104.73,80218257.76,64946688.71,50925025.39,44980728.87,71994527.51,NA,45390673.68,53803292.81,54035226.32,84537390.37,41517168.16,68986431.47,64696580.5,NA,44043185.96,54581751.28,76809465.75,51423001.66,73116173.12,54821366.63,49091303.48,76470046.23,48788778.41,55717993.54,47095178.26,56851447.48,NA,41363428.4,76200921.39,69542800.8,61622105.33,72647980.29,NA,NA,67075289.21,54482378.97,NA,76199260.84,49590558.96,NA,59422064.52,74459950.85,59709117.25,47967005.21,74593470.47,56146664.66,51182809.86,74881702.47,45932211.05,NA
"Feature0059",NA,91123558.37,NA,54862320.97,NA,97869577.35,101179063.3,80430817.29,68922593.88,112047025.5,70775293.32,69118287.63,62318674.61,94519291.54,46945300.71,63519925.98,81985723.99,64290269.12,109634221.7,61748506.08,69032993.34,96288687.27,49305495.82,55766310.1,84951640.63,97729067.44,68551202.13,77930255.2,82540512.66,57543614.09,109648785.5,73540363.2,53709438.09,65141269.31,78605038.48,NA,55039532.75,100106038,96178755.71,78919591.46,95829168.24,NA,NA,96118185.55,76757934.64,NA,76709752.55,63330585.3,54052534.55,85492292.13,76173800.8,63382716.57,66652246.11,107332854.3,82377249.65,54354980.13,111588099.9,49352239.58,NA
"Feature0060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50004252.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49320203.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47696547.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70711373.52,NA,24939951.71,NA,NA,21055197.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59571861.71,34326390.42,NA,NA,NA,29077714.22,NA,28163731.27,NA
"Feature0062",NA,NA,NA,NA,NA,NA,NA,1277548008,NA,NA,NA,1049730560,NA,NA,NA,NA,905715897.3,1095040796,NA,883684445.5,1275448565,NA,NA,NA,1325051075,NA,NA,1070549546,978929814.4,NA,NA,NA,NA,789104165.2,1249718157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311754748,NA,1021200180,1148333873,954506252.4,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77039668.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0064",NA,NA,NA,248104198.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143936760.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221915981.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45459579.94,NA,NA,NA,NA
"Feature0066",NA,NA,377751833.2,NA,NA,NA,NA,NA,NA,NA,436545553.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379475886.2,NA,475986217.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372511086.2,NA,NA,NA,405597750.2,460374444.9,NA,NA,NA,498996248.6,NA,368766475.3,NA
"Feature0067",NA,78791992.12,NA,NA,NA,66916209.06,99774107.69,122869515.8,NA,88614439.35,NA,96258731.53,70121002.4,122567649.6,NA,NA,113124526,NA,72983374.07,84039053.52,72167453.89,125944218,NA,72475165.9,123258458.4,72025032.63,68021868.76,85561038.52,112916927.5,NA,79749650.33,NA,NA,97437591.7,111989171.5,NA,NA,118385019.5,147125649.4,67432516.47,181291876.6,NA,71537248.76,98451576.72,NA,NA,99011604.52,NA,69340663.72,125558898.9,NA,NA,NA,NA,112196963.4,NA,96179626.15,NA,NA
"Feature0068",NA,NA,NA,NA,NA,204511552.8,203952117.1,NA,NA,NA,NA,NA,NA,81908601.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141279790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81868570.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98798436.08,NA,NA,NA,NA
"Feature0069",NA,NA,NA,NA,NA,NA,NA,65178964.8,73788161.62,NA,NA,59004774.41,NA,NA,50061590.3,NA,63340908.83,33511498.87,NA,48566511.76,54386694.72,NA,NA,56139872.84,60530477.18,NA,NA,39768449.87,63542447.05,NA,NA,NA,37495255.22,56254266.7,61701405.71,NA,NA,NA,NA,NA,NA,43079272.47,NA,NA,48986242.4,NA,NA,NA,48741139.01,68714811.14,31437803.03,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40237461.12,NA,NA,NA,NA,NA,NA,37097929.36,NA,NA,NA,NA,39099720.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25254008.65,NA,NA,NA,NA,NA,NA,NA,NA,22187204.75,NA,20517484.98,NA
"Feature0071",NA,NA,NA,NA,NA,NA,NA,54216598.72,NA,NA,NA,NA,NA,NA,NA,NA,49286746.24,NA,NA,NA,NA,NA,NA,NA,54756081.87,NA,NA,NA,54655963.19,NA,NA,NA,NA,NA,51476144.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54485938.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51656450.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0073",NA,NA,NA,NA,NA,NA,52469601.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49127437.18,NA,NA,NA,NA
"Feature0074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214685653.5,NA,NA,NA,NA
"Feature0075",NA,NA,128849549.3,NA,70085965.82,NA,NA,NA,NA,NA,132363667.2,NA,NA,NA,NA,NA,NA,96673704.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,120920152.6,NA,127802400.9,NA,NA,136268964.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,68130604.95,NA,NA,151443187.9,105796176,NA,NA,NA,123721538.3,60410739.85,NA,NA,NA,59917764.52,NA,NA,NA
"Feature0076",NA,NA,203135179.1,NA,136511005.6,NA,NA,NA,NA,NA,221489129.6,NA,NA,NA,NA,NA,NA,145242198.5,NA,NA,219456005.1,NA,NA,NA,NA,NA,NA,209788844.4,NA,237380355.6,NA,NA,184368777.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,224545969.3,NA,NA,214997037.4,195294569.6,NA,NA,NA,194337307.3,209530661.1,NA,NA,NA,221314407.4,NA,209864844.7,NA
"Feature0077",NA,NA,412934295.7,NA,444118245.1,NA,NA,NA,NA,NA,196941397.9,NA,NA,NA,NA,NA,NA,295639829.7,NA,NA,335045532.4,NA,NA,NA,NA,NA,NA,361287901.3,NA,494586988.1,NA,NA,321516012.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,458512904.4,NA,NA,436762120.7,364756336.2,NA,NA,NA,437178625.4,230989214,NA,NA,NA,182365100.6,NA,408056455.2,NA
"Feature0078",NA,NA,726604149.2,NA,575327644,NA,NA,NA,NA,NA,633130936.1,NA,NA,NA,NA,NA,NA,509240204.1,NA,NA,758626267.1,NA,NA,NA,NA,NA,NA,582309851.1,NA,700592669.6,NA,NA,619901968,NA,NA,NA,NA,NA,NA,NA,NA,NA,613844689.2,NA,NA,751187072.6,697392771.3,NA,NA,NA,542407995.1,562787322.4,NA,NA,NA,620030545.2,NA,740179270.6,NA
"Feature0079",NA,NA,110492209.8,NA,NA,NA,NA,NA,NA,NA,90133221.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,88116019.25,NA,NA,NA,NA,NA,NA,69466718.05,NA,108765151.2,NA,NA,81403897.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,87146679.67,NA,NA,99907329.59,83338828.31,NA,NA,NA,78385430.92,83015571.69,NA,NA,NA,105160726.8,NA,88483290.31,NA
"Feature0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48389509.84,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47175452.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71942086.92,NA,48905955.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52432060.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0082",NA,NA,NA,NA,NA,NA,NA,98653706.7,65524314.4,NA,68353474.59,87263522.84,NA,NA,NA,NA,94949375.84,64561678.8,NA,72465966.79,85788319.9,NA,NA,NA,101738284.4,NA,NA,87878232.16,101834620.4,NA,NA,NA,NA,87700228.96,105845510.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78274264.64,NA,NA,107204522.2,79616801.9,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0083",NA,NA,87844282.24,NA,85318934.67,NA,NA,71999287.31,63510398.56,NA,135016167,NA,NA,NA,NA,NA,66833039.95,112623219.7,NA,NA,127836657.3,NA,NA,NA,70980666.2,NA,NA,138946991,69786000.08,100224598.3,NA,NA,102525431.3,NA,67068677.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60299762.09,137015188,NA,NA,69892935.72,150446271.3,117229456,NA,NA,NA,81105448.19,NA,93064059.21,NA
"Feature0084",NA,NA,NA,NA,NA,NA,NA,NA,547582914.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65142805.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55007621.09,NA,NA,71041912.57,NA,NA,NA,NA,NA,NA,91297153.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64555394.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0087",NA,NA,74478852.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100777002.8,NA,NA,57063619.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,79640422.08,NA,NA,85927255.75,NA,NA,NA,NA,66437617.75,52063558.48,NA,NA,NA,49599126.79,NA,50294826.22,NA
"Feature0088",NA,NA,194168301.9,NA,98884921.28,NA,NA,NA,NA,NA,235255107.7,NA,NA,NA,NA,NA,NA,117552934.1,NA,NA,179800394.4,NA,NA,NA,NA,NA,NA,195434114.3,NA,243330225,NA,NA,172749598.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,196952462.6,NA,NA,177748154.3,194558473.2,NA,NA,NA,224249015.7,234090129.7,NA,NA,NA,255742378.2,NA,198685554.1,NA
"Feature0089",NA,NA,455700190,NA,439357757.9,NA,NA,NA,NA,NA,165975016.6,NA,NA,NA,NA,NA,NA,254579657,NA,NA,282668717.9,NA,NA,NA,NA,NA,NA,318698240.5,NA,545265193.1,NA,NA,293119238.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,451196627.2,NA,NA,467783379.5,307756370,NA,NA,NA,395836723.6,194362075.4,NA,NA,NA,151071230,NA,459496447.9,NA
"Feature0090",NA,NA,370139823.9,NA,193768575.1,NA,NA,NA,NA,NA,414308335.1,NA,NA,NA,NA,NA,NA,299565875.5,NA,NA,776945193.5,NA,NA,NA,NA,NA,NA,362107384.3,NA,405521184.5,NA,NA,397599473.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,187336403.9,NA,NA,395679123.5,287797051.6,NA,NA,NA,332038775.6,169033784.7,NA,NA,NA,158170373.4,NA,628689633.2,NA
"Feature0091",NA,NA,1307260252,NA,816046868.7,NA,NA,NA,NA,NA,1262630331,NA,NA,NA,NA,NA,NA,848438907.4,NA,NA,1236820526,NA,NA,NA,NA,NA,NA,1245369642,NA,1260642942,NA,NA,948211892.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315862098,NA,NA,1262454123,1128241669,NA,NA,NA,1182588899,1159643148,NA,NA,NA,1246987609,NA,1387220619,NA
"Feature0092",NA,NA,1703327472,NA,800034450.9,NA,NA,NA,NA,NA,1196825378,NA,NA,NA,NA,NA,NA,833896490.8,NA,NA,1317345756,NA,NA,NA,NA,NA,NA,1029053728,NA,1673476069,NA,NA,1359175145,NA,NA,NA,NA,NA,NA,NA,NA,NA,1366231330,NA,NA,1722669065,1274225267,NA,NA,NA,1131121259,1381738130,NA,NA,NA,1660881001,NA,1407773456,NA
"Feature0093",NA,NA,3400228231,NA,2727133793,NA,NA,NA,NA,NA,2962285072,NA,NA,NA,NA,NA,NA,2542404197,NA,NA,3683488140,NA,NA,NA,NA,NA,NA,2738002075,NA,3253125958,NA,NA,3144662694,NA,NA,NA,NA,NA,NA,NA,NA,NA,2889007953,NA,NA,3537447644,3311030211,NA,NA,NA,2696385086,2717200157,NA,NA,NA,2921464881,NA,3437995406,NA
"Feature0094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69773487.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50426382.59,88308544.88,55761858.52,NA,NA,NA,NA,62414616.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96639789.6,NA,NA
"Feature0095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58234723.2,NA,NA,74790000.01,NA,NA,NA,NA,NA
"Feature0096",NA,NA,NA,NA,NA,NA,70284464.02,67543023.71,NA,NA,NA,NA,NA,75384720.05,NA,NA,62094800.14,NA,NA,NA,NA,80242854.89,NA,NA,71104898.72,NA,NA,NA,72574002.71,NA,NA,NA,NA,NA,68465700.18,NA,NA,81085773.13,98320869.92,NA,114053546.8,NA,NA,65404007.27,NA,NA,NA,NA,NA,66144396.86,NA,NA,NA,NA,87152806.5,NA,NA,NA,NA
"Feature0097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114498862.7,NA,77946660.49,115466454.9,NA,NA,NA,NA,NA
"Feature0098",NA,112878755.5,NA,NA,NA,NA,NA,NA,NA,81335745.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86571113.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83367508.07,110299036.7,61612131.17,NA,NA,NA,112854044.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,133340722.9,NA,NA,NA,NA,NA
"Feature0099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67043110.87,NA,NA,NA,NA,NA,NA,NA,60792837.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90157218.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72074836.46,NA,NA,57346087.41,NA,NA
"Feature0100",NA,NA,NA,NA,220731908.7,NA,NA,NA,NA,NA,224657089,NA,NA,NA,NA,NA,NA,232284472.7,NA,NA,281566944.6,NA,NA,NA,NA,NA,NA,302893065.5,NA,147451154.2,NA,NA,154472333.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159409064.5,NA,NA,NA,208808022.9,148582106.3,NA,NA,NA,NA,NA,212297986,NA
"Feature0101",NA,NA,NA,NA,NA,NA,NA,107707405.2,NA,NA,NA,NA,NA,NA,60398293.69,NA,102158860.1,NA,NA,89518780,NA,NA,NA,NA,116949170.6,NA,NA,NA,84342700.97,NA,NA,NA,NA,81056083.03,119435728.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0102",NA,NA,94773772.91,NA,122624028.4,NA,NA,257244856.6,151244133.1,NA,166793531.6,NA,NA,NA,154969280.8,NA,NA,214750343.4,NA,NA,NA,NA,NA,167651877.6,NA,NA,NA,NA,NA,97010592.47,NA,NA,195370349,NA,NA,NA,NA,NA,NA,NA,NA,152852344.7,83484403.78,NA,213889148.5,74371604.87,NA,NA,NA,NA,NA,154313695.8,NA,NA,NA,126912866.9,NA,111256163.4,NA
"Feature0103",NA,NA,NA,NA,NA,NA,NA,207726897.7,406248904.8,NA,NA,202810162.7,NA,NA,171801268.9,NA,215621612.7,NA,NA,169244336.7,NA,NA,NA,257508278.1,213420160.8,NA,NA,NA,234320223,NA,NA,NA,NA,233875658.6,220469012.1,NA,NA,NA,NA,NA,NA,331016881,NA,NA,NA,NA,NA,NA,188304758.1,229456982.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0104",NA,22675377.04,NA,NA,NA,53745420.6,45706976.65,NA,NA,27713570.41,NA,NA,NA,NA,NA,NA,NA,NA,26070937.7,NA,NA,NA,NA,NA,NA,24843409.42,NA,NA,NA,NA,36906127.32,NA,NA,NA,NA,NA,NA,40164861.71,NA,NA,NA,NA,NA,35374858.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,34507219.9,NA,NA,39361401.18,NA,NA
"Feature0105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124294866,127615004.4,124644405.4,124534982.4,NA,126097297.9,NA,NA,NA
