"","1_ERIN_1177.3","10_CTRL_1154.3","11_ERIN_1246.1","12_ERLE_1177.3","13_ERLE_1246.1","14_CTRL_1177.3","15_BOCU_1177.3","16_ERLE_CTRL.2","17_ERIN_CTRL.2","18_BOCU_1154.3","19_CTRL_1246.2","2_CTRL_CTRL.2","20_ERIN_1154.1","21_LEDU_1177.3","22_BOCU_CTRL.2","24_ERLE_1177.1","25_ERIN_CTRL.2","26_LEDU_1246.2","27_LEDU_1177.2","28_ERLE_CTRL.1","29_LEDU_1246.1","3_LEDU_1154.3","30_ERLE_1154.3","31_BOCU_CTRL.1","32_ERLE_CTRL.2","33_BOCU_1177.1","34_ERLE_1177.2","35_LEDU_1246.3","36_ERIN_CTRL.1","37_ERLE_1246.3","38_BOCU_1177.2","39_ERIN_1177.2","4_BOCU_1246.3","40_CTRL_CTRL.3","41_CTRL_CTRL.1","42_ERIN_1154.2","43_ERIN_1154.3","44_BOCU_1154.2","45_LEDU_1154.1","46_CTRL_1154.2","47_CTRL_1177.1","48_LEDU_CTRL.2","49_ERIN_1246.3","5_LEDU_1154.2","50_BOCU_CTRL.2","51_ERLE_1246.2","52_BOCU_1246.2","53_ERIN_1177.1","54_LEDU_CTRL.1","55_LEDU_CTRL.2","56_BOCU_1246.1","57_CTRL_1246.3","58_ERLE_1154.1","59_CTRL_1154.1","6_LEDU_1177.1","60_CTRL_1246.1","7_BOCU_1154.1","8_ERIN_1246.2","9_ERLE_1154.2"
"Feature0106",NA,NA,64413068.74,NA,58379364.1,NA,NA,198302020,NA,66624413.97,69455144.02,NA,NA,NA,NA,NA,NA,88521469.29,NA,NA,127497231.9,NA,NA,NA,212330648,NA,90857085.89,106220343.7,206250595.2,NA,NA,NA,NA,NA,218926776,NA,NA,NA,NA,NA,NA,NA,NA,NA,124385783.8,NA,112959631.9,NA,NA,212924042.1,122038433.1,72156784.95,NA,NA,NA,NA,NA,65108056.82,NA
"Feature0107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22141483.75,NA,NA,NA,NA,NA,NA,20973837.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58766324.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104087551.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0110",NA,82838322.2,54156092.29,NA,51840956.57,83794283.83,91208761.01,80740955.55,65428902.77,105180498.5,76989987.32,64283804.63,52322049.74,92704283.73,NA,54902762.52,74494876.41,72454408.42,97061266.27,56618355.1,87660323.33,85933215.21,46860224.95,52437620.81,78700800.24,84644501.55,55138677.43,88193159.3,76171163.69,58483045.67,96427318.19,64436096.62,69520025.01,65559093.41,77322229.34,NA,49911232.69,97410685.57,87000677.47,79398641.8,87114923.35,NA,NA,84050141.07,66242420.03,NA,92854680.32,60029079.15,NA,75889151.78,87311670.13,71123332.52,57918264.97,90170693.07,75610980.15,64478377.71,95166541.8,56025343.86,NA
"Feature0111",NA,NA,179220908.5,NA,NA,NA,NA,NA,NA,NA,128701310.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96396366.37,NA,184305790.7,NA,NA,98830348.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,109740520.7,NA,NA,154006496.1,NA,NA,NA,NA,86912406.13,131159956.7,NA,NA,NA,133846018,NA,110455864.8,NA
"Feature0112",NA,NA,NA,NA,NA,NA,NA,109386711,NA,NA,NA,NA,NA,NA,NA,NA,103715800.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99258117.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125781367.3,100155914.9,NA,NA,NA,83914073.04,NA,NA,NA
"Feature0114",NA,NA,NA,NA,NA,NA,NA,NA,99427019.24,NA,121978707.6,NA,NA,NA,NA,NA,NA,106065044.5,NA,NA,132903439.7,NA,NA,NA,109839173.5,NA,NA,136797193.5,104052230.6,88646769.42,NA,NA,102103389.3,91309640.91,101302286,NA,NA,NA,NA,NA,NA,NA,NA,NA,91125253.97,NA,129650175.3,NA,NA,107039063.1,NA,NA,NA,NA,NA,NA,NA,85429687.78,NA
"Feature0115",171130927.7,195259159.8,101489600.5,196082023.7,91226945.15,212496265.4,126905749,222814322.1,91844065.69,242446062,152802943.8,203186626.1,199712517.3,205995297,101756246.7,219400879.5,132784532.7,129280113.4,292975950,183323402.8,157898824.9,204072270,163222849.1,152791843.6,213476152.6,278900735,264235749.3,289409021.9,157790306.4,143393297,273320360.3,224600522.3,130642780.5,210154908.8,245039293.2,143030537.4,180584543.9,225867936.3,212515982.2,153444388,344304175,159305109.5,142182469.1,158765245.5,200550907.5,88295907.79,180594446.3,180265187,103931803.5,225809316.9,208997073,113791172.7,185197413.9,225736686.2,144573806.4,90653413.4,199102534.7,127174157.9,118577020.8
"Feature0116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84301474.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79508325.59,NA,NA,NA,NA,NA,NA,99420811.98,79944368.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52438816.29,NA,NA,NA,NA,NA,NA,NA,120406970.7,NA,NA,NA,47457920.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109706195.3,NA,NA,NA,NA,NA,NA,137493152.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93074610.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275170498.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0122",NA,NA,2009022948,NA,1353984371,NA,NA,NA,NA,NA,2094929469,NA,NA,NA,NA,NA,NA,1450265750,NA,NA,2186251067,NA,NA,NA,NA,NA,NA,2026570215,NA,2267748191,NA,NA,1771050321,NA,NA,NA,NA,NA,NA,NA,NA,NA,2119712108,NA,NA,2058582418,2003247108,NA,NA,NA,1926853298,1831489590,NA,NA,NA,2084580628,NA,2096971092,NA
"Feature0123",NA,39486508.89,NA,NA,NA,NA,NA,46578490.98,37717958.91,NA,NA,33902366.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,49687293.37,NA,33233644.44,39454176.75,NA,NA,NA,44317196.77,NA,NA,NA,NA,35937529.26,NA,NA,NA,51976449.5,NA,43221614.04,NA,NA,NA,NA,46006205.88,NA,NA,NA,NA,NA,NA,NA,NA,73791183.51,NA,NA,76776839.58,NA,NA
"Feature0124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150826050.1,116647129.2,NA,NA,NA,146570190.1,NA,NA,NA
"Feature0125",NA,32215735.67,NA,40324079.65,36575476.09,39079175.09,42982032.24,44190704.74,NA,43716121.08,NA,NA,NA,38573754.54,NA,26928133.71,39643359.88,30142567.45,39949873.3,NA,43934461.78,32893282.77,29729970.29,NA,40496480.11,38758382.91,NA,48003497.93,40384217.94,32399781.62,43620714.51,NA,NA,NA,NA,NA,26875436.45,34157312.5,36648171.64,37035877.81,NA,NA,NA,NA,32581098.93,28169028.65,43323054.9,30810219.97,33700899.1,51277360.31,34058229.46,27250421.45,NA,NA,NA,NA,35337129.75,NA,NA
"Feature0126",NA,NA,NA,NA,NA,NA,NA,NA,21739125.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233629996.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101836291.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0127",NA,NA,NA,NA,NA,NA,NA,183816920.5,149839539.7,NA,NA,141590069.1,NA,NA,NA,NA,173609680.4,NA,NA,123280945.9,NA,NA,NA,NA,185661356,NA,NA,NA,178702171,NA,NA,NA,NA,139658438.9,167574290.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186906848,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28171886.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27148563.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0129",NA,NA,NA,NA,NA,NA,NA,719979702.4,738874214.3,NA,221008012.3,660554013,NA,NA,559225943.7,NA,675689151.3,219004892.6,NA,600842653.1,418941442,NA,NA,551397112,722868879.4,NA,NA,306956575.3,731695756.4,NA,NA,NA,323053451.6,635866198.4,746104232.2,NA,NA,NA,NA,NA,NA,538341899.6,NA,NA,563875000.4,NA,197769194.9,NA,556912067.3,723155891.4,290136930.8,99747419.31,NA,NA,NA,NA,NA,NA,NA
"Feature0130",62855128.79,310465486.6,NA,223179628.3,NA,131596102.5,130432724.4,NA,336259502.8,NA,NA,NA,396063868.3,171213680.4,336273875.4,69986387.54,NA,NA,NA,NA,NA,216523119.9,337693580.2,NA,NA,NA,NA,NA,NA,NA,NA,105278212.8,NA,NA,NA,241233640.8,293563141.8,222806731,282328889.4,215677143.8,231988053.3,400179390.1,473064158.8,136069505.7,NA,540817876.8,NA,56472580.84,NA,NA,NA,NA,423569417.7,305290998.1,NA,NA,245547180.2,NA,213740915.4
"Feature0131",NA,NA,33900407.59,NA,NA,NA,NA,NA,NA,NA,35097591.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47344195.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123598738.1,NA,NA,NA,NA,NA,55114841.61,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53832878.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0133",NA,NA,NA,NA,NA,131596563.8,278744753.6,NA,NA,129152954.7,NA,NA,NA,NA,NA,NA,NA,NA,272979317.4,NA,NA,NA,NA,NA,NA,272228037.2,112632251.2,NA,NA,NA,237452240.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174332444.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,202930883.5,NA,NA,NA,NA
"Feature0134",56211382.46,149654094,108260455.5,84149465.19,157323395.5,166754708.2,157688470.1,256113688.7,127954392.4,99142405.76,174959574.4,199102884.7,133109748.9,157121368.6,96815171.89,99393180.49,254944600.5,165494030.4,174163286.9,172379296.5,234629800.8,115146498.2,109274836.1,164761080.3,274355522.7,154929508.1,110623478.8,239662544.9,224608873.7,119584084,176819103.2,121070632.8,141495044.6,186723721.1,238486068.9,70455661.97,96652305.5,132295785.8,145061423.1,109003061.8,188150279.7,127651590.5,80842597.94,94287577.8,209963057.9,91799359.06,251322601.6,104817477.6,163930722.2,257292628.4,231698650.1,146181826.9,136020944.7,161244897.2,96345881.27,109043725,136381519.1,115705133.6,65971995.33
"Feature0135",NA,62416790.6,NA,NA,71143446.55,71452525.56,66598727.12,119238367.3,NA,NA,79988425.67,86341603.45,NA,65802497.45,NA,NA,114928849.8,77314810.35,79351802.87,80952844.29,106593463.3,NA,NA,70498958.35,122474660.6,NA,NA,117339612.4,102675867,NA,78894173.32,NA,NA,83037260.71,110093176,NA,NA,NA,69578411.01,NA,84667317.61,NA,NA,NA,101497302.8,NA,117817692.9,NA,78668334.37,112597714.1,105214459.3,NA,NA,74213480.62,NA,NA,NA,NA,NA
"Feature0136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24708663.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20315317.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22189233.07,NA,NA,34927608.46,NA,NA
"Feature0137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30395877.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18813282.99,NA,NA,NA,NA
"Feature0138",NA,108588421.4,175878267.3,NA,220603795.2,203036134.9,186066885.6,309531118.4,132799217,237941311.7,369533758.5,303225176.5,NA,NA,144651727.5,NA,300894316.4,313406275.8,206589107.9,222470107,402074797.1,NA,NA,207278638.8,331037227.7,182166900,113913373.9,416819989.3,314856274.7,203442421.9,200176469.5,NA,301470691.6,280832938.8,327387429,NA,NA,NA,NA,NA,NA,121288039.1,110591313.1,NA,282240035.5,142428180.8,404583730.8,NA,185255962,317244224,434558122.7,312787258.4,NA,95731065.1,124426973.9,281783903.6,NA,248721785.3,NA
"Feature0139",NA,NA,NA,NA,NA,NA,NA,235883661.9,274097242.9,NA,NA,188959762.6,NA,NA,162355515.8,NA,205764993.8,NA,NA,199627728,95817411.45,NA,NA,186148096.1,227814038.5,NA,NA,70228495.48,210313948.3,NA,NA,NA,75036391.04,225421914.4,266857583.3,NA,NA,NA,NA,NA,NA,148953560.3,NA,NA,219376014.7,NA,NA,NA,154998329.1,224257537.5,84540434.89,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49723882.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129164325.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80051017.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263146045.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0144",NA,NA,2582360962,NA,1286391254,NA,NA,NA,NA,NA,2164241736,NA,NA,NA,NA,NA,NA,1386285314,NA,NA,2068643157,NA,NA,NA,NA,NA,NA,1644166707,NA,2752165841,NA,NA,1943557746,NA,NA,NA,NA,NA,NA,NA,NA,NA,2208135637,NA,NA,2562419119,2059979915,NA,NA,NA,1909361968,2301176667,NA,NA,NA,2533658973,NA,2135907140,NA
"Feature0145",NA,NA,104661261.1,NA,94573940.93,NA,NA,134504916.3,109091888,NA,149244926,120417888.8,NA,NA,63366191.71,NA,127056626.5,136393230.2,NA,95459009.67,160034099.1,NA,NA,95037203.38,142175008.5,NA,NA,159779598.1,128454644.4,116171369.4,NA,NA,122180704,126653611.5,133154000.9,NA,NA,NA,NA,NA,NA,76806054.63,71135377.94,NA,119116472.7,81873415.9,165908163.2,NA,82903177.3,139990020.4,169202329.3,148226165.1,NA,NA,NA,121147385.3,NA,101727602.1,NA
"Feature0146",NA,40113404.41,NA,NA,NA,NA,73901295.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77061420.75,NA,NA,NA,NA,NA,NA,84322315.84,NA,NA,NA,NA,68265194.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0147",NA,NA,NA,NA,NA,NA,NA,151212973.8,82152034.68,NA,NA,156868229.9,NA,NA,67594790.07,NA,154510173.9,NA,NA,132305948.2,NA,NA,NA,109673802.7,154953676.9,NA,NA,NA,145345786,NA,NA,NA,NA,139553668.4,155941288.4,NA,NA,NA,NA,NA,NA,99617862.17,NA,NA,NA,NA,NA,NA,128573763.8,176276668.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0148",NA,70335993.7,NA,NA,NA,NA,46540153.73,NA,NA,83941257.48,NA,NA,NA,NA,NA,NA,NA,NA,70097468.73,NA,NA,NA,28657975.02,NA,NA,69565110.51,NA,NA,NA,35683307.16,NA,NA,NA,NA,NA,22460779.34,36715688.77,55385210.07,59715113.5,44092924.6,47102628.39,NA,NA,57961586.95,75261287,NA,NA,NA,NA,NA,NA,NA,36478629.44,78579355.32,NA,NA,57775446.51,NA,NA
"Feature0149",NA,NA,118638863.6,NA,87681549.84,NA,NA,NA,NA,NA,159630414,NA,NA,NA,NA,NA,NA,104761633.9,NA,NA,205637660.1,NA,NA,NA,NA,NA,NA,197137759.8,NA,133409050.9,NA,NA,167226576.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,91259556.22,NA,236412409.5,86756499.78,318844339.5,NA,NA,NA,338684414.3,113958709,NA,NA,NA,89314040.6,NA,178773287.4,NA
"Feature0150",NA,NA,NA,NA,NA,NA,NA,263223926.2,93331114.26,NA,NA,270118823.6,NA,NA,87258570.99,NA,269636982.3,NA,NA,212676363.9,NA,NA,NA,156894285.5,282809712.1,NA,NA,NA,281886646.5,NA,NA,NA,87475053.96,258228901.5,282345495,NA,NA,NA,NA,NA,NA,149105624.6,NA,NA,51314773.6,NA,NA,NA,217126704.7,297606621.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0151",457500277.3,748308052.2,649487358.5,590952207.2,596754766.7,699617080.9,632662625.9,254169575.5,73668677.5,732755411.5,1181096043,174025292.4,604874295.2,913218108.1,69467882.91,628719002.8,166376599.3,820498173.7,909383932.5,194479337.4,1023047733,811056011.7,546346028.2,121303084.6,256541557.8,845661861.6,569652037.7,1271958266,155507548.9,884055128.9,817324335.4,709949362.3,607760817.6,157062028.1,189603144.7,466762507.2,578544525.3,841004869.5,819606098.7,622116547.8,1357879527,242620758.3,774375990.9,785518259.4,853922736.3,541103599.9,1226950866,589932451.9,44579250.68,188721875.1,NA,NA,NA,NA,743733719.8,NA,777931123,914616552.4,400932431.3
"Feature0152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1541507124,845629748.1,644678111.2,924355302.4,NA,774549263.6,NA,NA,NA
"Feature0153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55825945.51,NA,NA,NA,NA,NA,NA,71274250.51,64843730.49,NA,NA,NA,44067996.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79798927.17,64796696.87,NA,NA,NA,NA,NA,NA,NA
"Feature0155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247373263.9,190878023.8,123920692,184398284.7,NA,177143500.1,NA,NA,NA
"Feature0156",64656161.92,166600112.9,127685218.9,102709970.1,137475635.9,164401320.6,162796812.2,150923932.7,111943817.3,162344709.6,205999440.4,132134939.5,117761163.2,196340496.5,71895741.57,113806082.8,147110542.9,183467979,147981018.3,105329193.6,230426005.4,190243076.3,107379557.4,91017786.03,155652037,143039225.4,93557205.87,251227367.8,154032841.5,146273652.1,153029939.7,131571727.7,192156456,118836692.8,141741082.6,75162869.39,108129607.8,184046192.1,163477648.2,149046031,200883380.2,67983468.77,110384469.2,188426380.1,136805064.5,108816173.8,228273266.8,114011445.9,78474580.08,143268884.6,NA,NA,NA,NA,137244574.3,NA,191674233.4,145445008.6,75564654.54
"Feature0157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176388243.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57009823.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43957261.74,NA,NA,NA,44693896.34,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51572769.19,NA,NA,57350243.61,NA,NA,NA,NA,NA,NA,52531155.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26961035.88,57000562.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34353246.7,NA
"Feature0161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72625381.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711179500.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0163",54828873.45,98864242.67,NA,55164674.96,NA,72460935.11,131456131.3,156293279.7,66026233.94,92662853.24,NA,128012171,70676838.27,139544321.6,NA,66805642.09,161291103.1,NA,86572322.82,112169756,65073446.58,123327894.1,61298780.08,90822856.48,168381370,76191030.04,74895846.16,77017341.05,158192765.6,NA,88756957.47,68219397.52,NA,130805297.7,163431410.2,50520833.54,69374658.19,142395117.4,157168458.7,85355424.4,218701627.2,68494668,65206624.91,112799834.6,56839329.23,NA,88408875.3,56918124.07,94099453.83,157789013.7,106299825.9,NA,89244936.8,139446090.9,135239656.6,NA,108215482.1,NA,NA
"Feature0164",NA,NA,NA,NA,NA,NA,NA,131259080.7,124102413.7,NA,NA,120948706.8,NA,NA,98229943.89,NA,129237000.5,NA,NA,110251199.2,NA,NA,NA,115535412.7,132079258.8,NA,NA,NA,131198937.7,NA,NA,NA,NA,107169016.2,125586143.7,NA,NA,NA,NA,NA,NA,95284967.23,NA,NA,NA,NA,NA,NA,106843053.9,133640325.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
