"","10plus_RP_pos_MS2","18plus_RP_pos_MS2","20plus_RP_pos_MS2","30plus_RP_pos_MS2","3plus_RP_pos_MS2","42plus_RP_pos_MS2","43plus_RP_pos_MS2","44plus_RP_pos_MS2","45plus_RP_pos_MS2","46plus_RP_pos_MS2","58plus_RP_pos_MS2","59plus_RP_pos_MS2","5plus_RP_pos_MS2","7plus_RP_pos_MS2","9plus_RP_pos_MS2"
"Feature0045",4496305.66,3820517.434,2584255.355,3159335.735,2888404.159,2595203.223,3309753.996,4766917.441,3260509.564,11314542.72,2929858.29,4633906.004,3834916.306,3788719.028,1842135.685
"Feature0046",21438182.85,8422003.106,7167363.988,4249645.065,12139304.43,9271790.405,7717211.345,32969817.96,25808450.6,10023119.29,5655118.006,28417374.34,18629623.28,14936357.48,3687585.535
"Feature0047",3058819.294,10502750.52,7491668.255,12688968.96,1399717.734,11448159.75,9160991.111,1304414.123,3812506.416,2523130.565,6638679.142,622040.4519,3313995.652,1805964.422,8154165.355
"Feature0048",48862458.3,95074752.53,1971938.187,234942.345,25094005.95,232438.7573,733930.3539,50794430.46,32081921.03,23462098.51,1058617.812,55691643.52,35459094.32,36591979.69,140559.6972
"Feature0049",9549479.648,59113915.79,616273.0901,249749.7068,2885502.52,781529.4138,909204.7162,5816422.011,3872421.404,3475410.58,586158.9433,8849327.803,4460938.573,4629525.842,202226.8273
"Feature0050",150845.1562,166843.6356,51361.0739,74597.69934,119127.8779,51616.31931,64720.33089,147681.732,119932.9417,92408.4516,64924.14555,67862.58111,93944.95992,59655.91245,48421.16906
"Feature0051",300481.9861,300271.4877,324539.9406,288457.7337,460873.9689,536952.4207,961942.3625,674728.0536,580042.7745,287526.1918,797632.2955,428992.8343,522054.752,608769.1166,581056.188
"Feature0052",8656114.514,9794644.43,130652769.1,97060706.74,55580284.31,106805344.1,114181735.9,55620106.89,33424478.49,86984907.77,103860377.3,10513890.45,76942417.06,98770520.6,57297462.25
"Feature0053",4458762.507,13601000.18,15196228.35,21402692.32,5009564.032,16114907.8,12269363.73,4470748.858,6184348.753,6428982.029,12716999.66,6950480.929,5054247.354,4546181.488,9906004.178
"Feature0054",90680223.95,82120103.44,65520827.84,53960271.32,101378124,40721107.09,60173275.81,116148461.8,103458764.3,92056307.41,66803256.27,103001945.4,96887428.54,104342257.1,32636940.52
"Feature0055",6450609.51,20746074.36,26841294.82,26858007.17,12045533.98,31334996.8,24398536.59,8388786.666,9133753.325,8681028.923,23703344.76,10822463.91,7429516.025,6485131.951,18853057.79
"Feature0056",220089.5621,3030037.641,269395.4081,546212.129,1050454.363,408910.0498,397153.8482,2112681.85,1037729.964,1087472.444,510407.1215,886632.3253,451070.0232,803795.8461,183014.0534
"Feature0057",6742640.453,9075977.698,3521700.908,2578294.329,6565823.241,2464847.46,3433262.879,7851108.128,7296718.751,5955693.356,3394618.66,6954077.455,7491834.401,7194981.143,1955361.504
"Feature0058",473121.0453,415420.2084,495078.5713,428944.2485,498466.0466,543194.1355,423152.3923,437217.185,454030.0609,450133.0702,446748.9422,769322.9713,607614.0694,524503.0344,429064.9679
"Feature0059",853178.0155,789549.8827,923998.1098,1296819.438,520349.0212,662226.3299,675585.5866,733251.1217,1121251.54,1227565.802,742760.8289,431811.2418,836552.0232,679292.5256,800760.5489
"Feature0060",13851764.87,30174793.65,1848910.127,1149331.992,9104131.468,3691551.503,4693580.586,14639965.86,16816130.4,8210962.09,2425693.258,18360349.75,19154215.44,10454358.41,1251637.463
"Feature0061",70366882.04,84457902.03,12321629.15,9229462.37,28841878.16,7259742.235,10624566.93,42926921.72,33315308.08,33567861.8,11759683.49,59355302.46,40487560.82,43857779.23,5919745.875
"Feature0062",582170.9983,914953.2142,535463.1315,884954.0533,863046.7398,784541.8562,739297.4123,697064.1515,936465.5261,1245599.523,892574.9096,1178967.04,947308.3443,705192.8534,737428.5147
"Feature0063",14158912.91,97266543.53,775029.3991,303427.9724,3735695.58,1137041.42,1279810.789,7741256.599,5476471.422,4727843.719,753752.6083,14557186.76,6233181.466,5758673.316,365141.3618
"Feature0064",155463036.7,22467610.74,129471310.9,109926581.4,358809782.8,178596427.6,85174686.05,408171146.9,428919500.4,242191358.3,194988255.8,254798709.2,347217935.9,358539730.9,73124935.79
"Feature0065",233354188.5,49447960.64,354243074.8,312608911.5,228324500.8,272105068.3,245408902.8,235417705.1,222378217.5,289247390.7,326504978.4,230624956.5,226321622.8,264811263.9,250688298.2
"Feature0066",2298647.047,2650940.309,237455.5861,467586.4549,1544597.316,206419.6902,617625.3423,2105675.414,1764804.356,1311187.979,500673.5003,2451537.519,1559464.992,2021430.002,191039.1537
"Feature0067",171740426.9,151045227.9,65325897.61,38976527.88,106817361.9,15927442.62,31676392.06,116234789.8,135088259.3,105108501.4,56985909.19,167308235.5,89703550.27,141011783.4,25872390.63
"Feature0068",64897910.24,96330448.27,71538244.35,2076931.651,3656024.594,38419490.68,48665531.21,65484739.06,34098228.59,54871492.75,62290260.67,50652547.78,65543826.15,86544492.71,35498775.67
"Feature0069",1615531.827,2912989.19,1834769.402,1245960.365,2671163.09,1075100.447,915713.5108,1816535.629,2868519.626,1360901.348,1190521.416,1779523.396,1391481.551,1641271.986,721456.0755
"Feature0070",351328576.5,475786235.4,203124460.6,150972235.5,396695055.3,101021812.4,181315734.7,395283191.8,336517418.8,289693252.5,236429224,380796748.1,370352351.3,430824712.8,92554224.94
"Feature0071",200471684.9,364960193.3,396198.0447,373078.5112,2032443.996,504103.8358,458324.5067,12442303.65,9806002.966,674580.8946,322074.1121,122951944.4,8218289.056,2870126.275,99677.45002
"Feature0072",321437740.4,277440878.6,78155659.41,53762649.38,107654916.6,46449592.77,71651938.03,145215673.7,149175330.8,83025757.45,77536148.83,276949661.7,113415850.7,124681413.1,31351152.06
"Feature0073",771757.3542,707798.448,885146.8159,1090891.452,615397.6423,767031.4633,618973.9223,550017.3339,693110.7578,717655.1164,793631.7863,654600.6855,898658.1529,741968.379,936300.6722
"Feature0074",1362936.39,2887744.695,2215762.76,1107288.076,1133066.42,1174605.24,1098347.392,1195650.76,1183893.571,1353443.125,3218286.995,1345090.925,2318041.933,1079198.978,2515067.352
"Feature0075",2014510.252,10266831.54,1236938.619,2559990.192,1872891.962,1167255.258,1171575.81,1426933.548,1967508.028,1673879.461,1765965.68,1317354.33,2250509.259,1310832.962,931832.3742
"Feature0076",1245538.434,3943075.507,734467.0494,2545504.715,3273707.83,1327555.237,1093583.745,2195756.409,1653710.968,1525981.483,880286.0436,3547294.169,1961501.706,1280645.251,468974.4702
"Feature0077",4081557.37,6481074.306,9278687.242,7032354.087,4494861.166,4590816.563,6123324.269,6568388.296,4774653.067,5195486.404,9164749.783,5044334.166,3309781.206,7034912.74,3683101.264
"Feature0078",318563.1165,939516.5258,280327.799,1230882.623,1783573.545,1994581.096,328657.2768,510422.7486,667001.3562,515620.0319,2002430.319,974331.7091,607551.8106,335510.2551,882838.8456
"Feature0079",3072573.394,458115.2704,10026708.61,6604346.779,24541794.75,500453.6345,1174455.757,23427214.67,15961124.93,24332238.1,10646168.95,8774005.865,13780699.22,23925529.6,6260254.084
"Feature0080",92693873.19,108188031.5,68050363.56,54021480.62,108988580.9,40377383.87,63926020.38,115648461.6,102948000.5,98074036.22,69662222.92,102211110.6,93296947.83,100473794.4,37712057.29
"Feature0081",2152698.551,2269885.932,1311368.311,921558.1724,1781222.768,780510.5467,870874.9138,1579556.895,1110624.726,1342894.605,1285265.444,1516125.193,1286487.371,1764610.441,687604.7067
"Feature0082",44972548.88,123239876.4,21708426.62,19921030.34,24558859.39,13610407.05,20863801.95,33535159.56,25786664.99,24919163.42,23156490.97,52801671.85,29187661.11,22947466.35,13147815.25
"Feature0083",161977776.7,370997544.3,154607638.1,115701857.8,214446082.2,94437153.54,119071498,227737129.8,311437828.1,114082077.8,164827597.2,211678334.1,155137350.6,158680662.1,72510954.4
"Feature0084",15369258.7,11876519.45,16689494.34,15485535.4,14522764.91,6865626.79,18364345.01,22610868.31,8675281.519,14256238.3,16654630.71,14914061.64,10740511.77,15802558.51,5774878.503
"Feature0085",210449.3347,2499982.832,207018.6968,4376297.686,1029448.615,1817991.119,2410991.11,3437508.311,1318092.385,1480084.268,107646272.2,97844066.32,587524.1791,394900.6888,1044056.476
"Feature0086",6519986.873,12449675.51,5439797.383,3415857.027,4671284.387,1703027.223,3191471.21,5346291.264,3958180.477,4383900.625,5402126.876,11529060.82,4136016.758,6037713.854,2154238.439
"Feature0087",9670294.956,4311287.261,13877373.89,9402941.8,6203349.942,5704600.655,13719045.58,5943046.496,7210948.406,4179125.868,13014500.28,11175078.26,6373261.653,6277758.663,7287462.703
"Feature0088",4106525.856,4576721.393,5363114.697,6245838.623,3348256.971,5653365.829,4411371.5,3937755.774,4492570.137,4583602.146,4551912.774,4409291.155,4061469.13,3725382.978,3997198.126
"Feature0089",4447962.81,3510400.646,2629623.315,6580353.589,5098375.224,4065973.923,3403562.71,4516608.692,6551922.327,7371588.083,3932286.179,4352656.787,2259293.707,3513016.061,3940518.869
"Feature0090",99356311.14,127372269.1,47162862.49,29968322.04,98538194.25,26485391.57,34788796.54,111365170.9,101226116.1,85724553.06,52410477.28,116143325.4,94891127.87,106128795.3,24048264.37
"Feature0091",7400883.821,6359338.886,3931958.042,3847189.304,4820498.058,3588580.669,3762673.014,5722907.193,5050700.321,4675304.135,3059938.142,7089561.369,4991347.732,19004220.07,3035562.832
"Feature0092",164419268.8,27903999.57,147362835.5,108199154.3,152905240.7,89061977.94,105149672.6,173109925.9,178613643.4,164320708.3,130035658.1,234377456.2,135128540.6,206599948.3,116028449.6
"Feature0093",66882526.47,45963182.18,706077.7121,494731.291,4540954.808,437324.85,799594.3277,8008428.835,5832384.988,3374806.562,516577.5564,38068905.93,9571503.056,5961177.049,192861.5694
"Feature0094",7680196.916,4780708.414,65295638.77,23436297.51,7831881.164,43921008.84,64411042.81,9050546.374,5587773.062,3757693.735,57218930.62,17129352.8,6865119.045,5840143.134,19291495.25
"Feature0095",9075072.649,5745429.296,5612822.746,4040884.201,2167611.197,3937963.559,12830658.24,818659.5217,2268436.686,3179547.859,457130433.1,467791513,409896.9207,3325429.288,314953.8325
"Feature0096",20551953,22371521,4167404.285,1950833.678,7633753.091,5569642.964,7917700.43,8229968.284,12186203.6,4558935.109,352816.8774,1173987.828,6188687.165,5533559.873,1689225.237
"Feature0097",13506534.7,2422235.786,12403666.62,8859597.054,35805513.25,13616693.67,5807987.37,54190843.76,52678767.01,17476903.17,17397557.27,22096726.58,30841091.66,32754620.89,5855744.04
"Feature0098",7613082.665,8339967.404,224178.2554,195969.8581,346821.9488,180220.6817,202173.9992,512648.7384,449769.9904,202500.3907,240103.238,4910933.728,349361.2197,220003.69,157592.1197
"Feature0099",197089.6718,300877.0564,136300.4026,161080.4797,240945.3053,208921.5808,170348.8124,233939.7227,204684.1797,262059.1761,141495.2496,198335.1181,204414.9245,205268.5808,193316.3639
"Feature0100",37756351.98,14051007.02,47998199.02,36103144.75,59553374.37,40689981.91,60657947.1,46137637.51,43195294.22,50402577.8,42701025.36,31313583.15,59337571.19,59788256.09,26997022.69
"Feature0101",2013171.869,2963348.078,119160294.9,135377065.8,49700149.51,51403571.81,113127396.4,28262124.88,15928462.54,46500865.7,107971012.1,4155541.268,27231987.22,38534642.84,54266112.8
"Feature0102",870476.7369,2279545.017,1413206.35,1723222.064,1087540.729,2533001.692,2366423.747,2751141.337,2579690.012,2189409.222,332443.2352,2822106.403,885202.0373,1161708.159,791461.0576
"Feature0103",11557381.19,12425431.64,705639394.1,447711089.2,330150999.9,204982355.1,363227696.1,269508008.9,170494704.9,368485398.7,716701000.1,35205229.57,245417326,435121529.4,274447925.1
"Feature0104",466542.2861,1525727.126,458680.6912,369853.1397,846324.2154,457890.9497,252268.8509,570603.8904,818918.6286,281377.6165,501847.8303,502190.558,468497.2826,602514.2416,155367.1637
"Feature0105",47084.44241,305137.134,42355.26746,84017.45997,49999.64362,36487.65791,41053.383,162574.003,47672.06304,60152.30754,40969.98724,79071.66751,46165.24129,87902.41694,36562.17
