"","10plus_RP_pos_MS2","18plus_RP_pos_MS2","20plus_RP_pos_MS2","30plus_RP_pos_MS2","3plus_RP_pos_MS2","42plus_RP_pos_MS2","43plus_RP_pos_MS2","44plus_RP_pos_MS2","45plus_RP_pos_MS2","46plus_RP_pos_MS2","58plus_RP_pos_MS2","59plus_RP_pos_MS2","5plus_RP_pos_MS2","7plus_RP_pos_MS2","9plus_RP_pos_MS2"
"Feature0106",10496050.1,22573100.28,23952489.25,34292665.87,12468118.22,27488265.07,18058357.37,15070178.54,13577939.03,11004270.6,20878424.2,9191325.299,11281059.07,15579663.34,16865400.89
"Feature0107",17388705.85,6307657.714,30628252.65,20362087.98,35099164.02,22561053.69,35555668.09,25666824.04,21099582.05,6429934.42,27049650.53,17280963.53,35069651.28,5532066.261,14516752.16
"Feature0108",1128050.169,1949564.355,1356398.239,1233599.249,4334800.465,1180693.472,612836.8657,1305801.322,13883214.54,917884.9167,891152.926,1202549.745,930497.7372,1097535.028,595569.2619
"Feature0109",1585420.157,3269077.295,1550538.057,1376595.568,2657588.642,1150761.974,739235.6739,2124367.948,3089133.427,1374869.79,1308860.183,2201883.116,1642714.36,1963443.653,626296.4454
"Feature0110",132210361.6,170715178.9,94901758.22,72762668.38,139640903.9,57122162.64,80777949.91,152465056.1,140297637.4,122864993.5,97374644.38,164116057,142249858.2,151761097.8,54757575.33
"Feature0111",115594.5401,125625.5525,103664.6346,94207.03369,6200317.089,68625.17763,88905.36984,166969.6727,2611840.906,135587.767,113941.691,127014.8195,186249.2737,113359.1102,60063.52764
"Feature0112",1638533.776,1663080.457,536361.2273,909153.4622,1308247.919,702044.6563,694525.2544,2031984.191,1535950.856,1495822.807,553464.8447,2063500.329,1501428.168,1793733.78,805295.4128
"Feature0113",1985436.135,1467011.467,1023453.496,2439966.417,2159899.338,1309687.152,1801001.471,1332328.41,1389729.441,1960875.877,1512957.492,1987907.113,1591202.363,1347865.144,1961561.736
"Feature0114",1882865.609,2117611.457,2019159.314,2120364.786,1956930.02,1911187.767,1869819.93,2058899.301,2180841.286,2163733.972,1714218.083,1587375.271,2222437.046,2096680.522,2098978.326
"Feature0115",19117118.56,21105574.4,7078676.213,7263624.751,51238201.19,4193549.145,8341677.502,46507415.96,38429011.17,37367474.43,10836727.81,27691140.23,39657033.95,34269103.99,6558128.406
"Feature0116",21808356.14,8319499.133,15831651.61,12432570.72,22593259.94,11588546.06,14704934.04,24448225.56,24235089.47,16050790.59,15279067.35,24546985.47,24227030.22,22075500.46,8552572.058
"Feature0117",170059.0154,26593231.77,282472.4463,256689.0314,137463.36,144167.0901,154871.0742,151431.2698,197761.2987,338700.5561,259683.9909,258037.9414,106667.9945,136855.3202,305240.8016
"Feature0118",2060909.119,3783970.859,164442.8267,151794.7355,305836.5016,103163.6157,223058.8136,302257.6248,262035.7347,182066.9168,265508.6256,2691453.093,260881.4104,296529.176,156656.3684
"Feature0119",56635299.57,80382211.42,16824729.68,20552538.61,25460546.26,11389161.95,14112151.63,39717120.21,33470313.02,14560878.14,22301819.01,52902923.09,26556374.61,20856632.62,11871176.84
"Feature0120",6211330.907,7997331.278,388150.4515,838590.8259,1436141.917,481401.0177,671278.2086,1611180.968,1883927.941,1209718.703,795236.7307,5821622.652,1433634.781,1501383.869,483726.3355
"Feature0121",210751.436,754353.0461,176984.2277,129305.0907,119506.2169,135013.3645,68969.79491,67629.51986,94412.48438,96442.04771,192728.6817,194598.7513,64149.60548,71927.15247,71255.6768
"Feature0122",18744937.41,64187548.89,15434487.94,10730657.04,17956159.6,9120433.216,13470512.66,17455695.75,11233170.13,18836485.07,13484422.37,16842566.07,22920711.53,27197452.1,7717943.749
"Feature0123",100439.802,1282655.681,108935.206,807484.4041,134951.2135,94054.48942,80870.20353,121122.3508,142317.5425,83939.30004,97232.64296,140474.6073,102407.0393,110183.5388,363781.7166
"Feature0124",143169.5385,357464.0213,150574.8966,141331.0727,145390.9222,145261.4467,145188.5803,150056.9815,148738.8493,139518.6191,142203.5004,137850.6802,189804.1587,144347.8849,148843.8399
"Feature0125",70335993.7,83941257.48,33810728.08,28657975.02,55489907.78,22460779.34,36715688.77,55385210.07,59715113.5,44092924.6,36478629.44,78579355.32,57961586.95,57775446.51,19251717.91
"Feature0126",52436562.71,47659608.46,7352478.222,3127959.05,30664785.47,3811554.681,5211884.92,41041136.05,37399328.06,22518869.71,5554649.708,58724779.15,27439742.77,29605985.4,2783501.827
"Feature0127",163954.5644,756127.2257,7160000.871,7047752.152,1469347.614,2330992.755,3002484.74,1323326.458,260602.5341,2013466.58,8783864.563,701453.1948,1967874.97,2358722.961,3204688.678
"Feature0128",5518006.683,21538743,1933871.241,1804191.813,5621515.769,1558111.354,1906730.391,5402385.714,5458509.651,5478987.177,2403392.647,6322425.917,4815289.674,5940780.466,1664127.622
"Feature0129",12601610.37,12498425.96,8962073.223,8251020.478,21513286.09,4838054.809,5131574.691,20805995.72,22590097.06,13316047.98,10637739.47,16634881.4,16867414.16,17741390.57,3483453.933
"Feature0130",36414611.87,83590051.72,12920826.51,9333528.273,23677984.2,7917666.067,9907310.954,38183962.42,35390409.4,15770279.98,13889169.7,42994303.78,18819120.65,31688618.81,8175924.588
"Feature0131",24223119.82,50313968.08,8610831.153,6633720.702,18955246.32,5291514.649,8911375.446,21660895.51,21355237.18,11393011.83,9870568.597,25760131.04,12631202.05,15184095.27,5551902.57
"Feature0132",2913463.661,3433918.194,7871986.79,4468173.122,12358744.8,2854415.775,2275880.632,10362391.75,14369705.24,6412362.44,6844469.191,5709998.032,6669472.87,6823451.982,3818355.835
"Feature0133",4963018.822,10269574.09,13242082.51,8882299.097,27707271.6,5911539.792,4863126.54,24473409.26,27401722.89,13297052.1,13136622.85,11116994.42,9601389.057,13302751.89,5721568.608
"Feature0134",480202.6511,471513.9982,427295.5265,437395.4598,462938.7723,428546.3469,484797.657,498302.6338,469142.3456,472153.6843,350362.9726,366648.3604,465876.3248,451922.9509,448570.573
"Feature0135",25691296.44,95073704.23,11346444.54,7946533.75,16419786.9,8013483.081,9442665.649,18601579.4,12817326.02,16048177.19,12205267.47,35041400.63,13877627.23,22943544.73,4432043.149
"Feature0136",34562189.98,89688053.08,12556693.07,9991441.31,14899248.89,14445952.61,21202412.84,17851212.31,15607589.75,13874050.21,15646923.27,34008441.41,11560358.42,16333254.26,8705059.436
"Feature0137",13545351.75,7296246.787,15434852.1,12480425.1,17653235.87,9277365.629,13158366.47,21554460.01,21184228.29,20756024.63,14477128.91,13461940.99,19217290.89,18132049.76,7001839.632
"Feature0138",1979598.384,3280529.35,1648637.761,2026245.294,3842158.4,1938092.817,2308561.912,4636196.631,4793475.712,3368350.238,112868.8634,219622.2247,3717922.39,4421821.695,1727020.805
"Feature0139",270828.9973,75938.13797,156156.6768,899376.788,673663.267,159387.7577,565182.5258,534330.3127,891006.9414,243073.5161,14370196.27,15716611.29,213729.8149,116447.6632,212520.9159
"Feature0140",12963823.64,12755876.89,29951374.03,22982286.15,44011883.25,14815590.43,18029253.01,43647948.54,51417161.82,26720533.86,34917897.28,22226105.48,25056611.61,31812189.1,13232918.37
"Feature0141",7744129.392,28358977.56,27840187.08,19419696.72,6299843.459,12611503.98,14206950.05,12336934.36,10299116.85,8836262.395,1424344.056,527980.8415,5932931.884,11865159.41,9619664.577
"Feature0142",25843399.78,48666109.54,675011.5821,491300.1902,3991464.616,921849.2874,1394832.963,6645259.059,7806474.493,1556494.511,542792.609,14916702.65,3185639.076,3380900.884,423376.2988
"Feature0143",351234.9454,464153.8621,1248365.051,558547.5909,1883578.821,1121490.355,881174.6485,401748.8961,1574043.849,1492729.942,347193.116,613244.8984,400470.6847,638726.7707,985158.1519
"Feature0144",660023.551,578371.7733,658015.4263,587185.9744,584279.8176,696091.0482,581995.4641,621400.9649,670872.7214,707659.9944,1319820.087,1297118.44,789706.2121,583804.8544,609881.9277
"Feature0145",1442972.022,1478617.266,879021.256,617728.2271,752032.5831,523182.8122,583754.8107,890636.2815,1042339.348,944515.0787,861363.0079,1251809.404,880935.9853,1182833.284,460907.2429
"Feature0146",3720841.097,4440296.856,5316564.467,3985379.816,3255522.668,4259640.331,4145363.198,4590661.651,3698070.621,3183275.98,4507027.103,3792927.277,2848784.798,3437810.449,2674389.048
"Feature0147",12907466.67,32592159.28,2211088.321,1359707.005,4023033.526,1626832.155,2768634.457,7136971.285,9713859.579,3334135.332,3754334.576,16946555.05,2661645.681,4040218.903,800425.1304
"Feature0148",121713.1796,124957.2261,105034.6595,110097.2674,280907.3544,419059.4034,409503.5581,179927.312,675926.4215,200017.722,291596.8641,439445.077,310930.8742,497171.6936,227172.738
"Feature0149",509075476.2,670420343.9,374294569.6,284793399.9,547491171,213882470.4,336606327.1,588321192.1,524140913.2,484156341.9,411814268.8,620946767.9,548849826.2,595818196.9,205146218.7
"Feature0150",7404704.654,8294217.467,4314145.226,2513487.198,7901663.819,1583559.564,2682454.034,8246470.99,9152190.604,7312737.129,4275616.544,9727720.65,8036279.394,7974346.673,1795651.113
"Feature0151",7003370.59,7972641.508,7556374.72,10732021.82,16237739.32,6212394.468,6309311.295,12524404.75,16197286.45,9694291.081,11842716.71,11042706.27,8652859.653,11272096.6,4950998.005
"Feature0152",73371574.02,62670095.17,59173382.06,55972655.86,111495152.3,41480220.22,55663716.49,113015220.5,129301386,64634869.01,73015697.69,117264110.8,93849998.27,98039086.97,34566918.3
"Feature0153",57416737.05,63244752.66,36897156.4,32144369.67,78876567.16,29530690.24,37620802.84,85037581.83,92757801.6,44308593.29,45797435.05,82312515.49,71380164.19,67241947.27,20373870.25
"Feature0154",112826.8729,180448.236,99536.06225,127254.625,136254.4553,97059.77835,102606.7304,234404.3559,114935.8295,250330.7331,148167.5446,144406.2269,159445.4169,153921.512,145562.2617
"Feature0155",2356421.364,2206334.754,5794794.154,2498114.685,3385843.871,3056058.822,4219365.368,2939568.441,2461874.772,2688104.663,4529014.909,4386416.756,2495285.634,2373469.6,1481484.719
"Feature0156",5213586.408,10857983.2,13751538.39,10333133.67,5742490.258,7205463.498,7885918.869,9622841.672,8115305.565,6918768.37,1404378.78,515543.404,4681790.922,6811880.511,5690326.476
"Feature0157",1064000.646,2937708.601,659650.643,1292683.015,2059253.17,996552.3488,778801.5706,2221866.79,1844539.058,3881421.816,554566.5545,1453040.705,2503360.724,4314492.382,631240.9897
"Feature0158",408635.2038,5916321.539,1728128.206,619065.6345,589522.0325,155563.9336,244998.4523,164781.7322,302382.6251,345322.6943,754794.2237,5021090.269,301662.8369,348178.1969,1120186.977
"Feature0159",6646235.481,7517973.426,13750898.54,10539685.37,37775837.36,13858604.11,5379134.526,13047393.2,40402113.56,11221404.02,10753555.44,6222863.081,36008107.8,16436641.76,6362440.927
"Feature0160",13361947.05,81727651.08,4401903.324,2876745.563,14645304.78,2745257.275,3181850.188,18888342.32,16470989.84,9450786.876,3518426.385,11110997.61,10186871.78,12636697.39,1385592.462
"Feature0161",109263955.8,10337681.11,54293917.52,39472896.4,65107948.12,36827587.79,24078570.69,87293452.02,96321693.1,73719907.25,70923418.18,126123079.6,36818486.39,86668763.77,38031950
"Feature0162",62988266.97,3134067.232,69050116.78,61692437.14,114536852.6,43488329.16,69629878.51,153156035,14000199.31,63689595.71,116927363.7,110176675.4,68023228.21,5039567.018,38812319.36
"Feature0163",1923756.057,20581507.76,11061704.41,7967701.228,2871123.233,4603032.838,4987456.898,4746124.11,2719849.68,3979470.292,6532287.129,3290742.36,3019463.838,3633516.063,3295662.378
"Feature0164",6751042.624,11251355.08,9511637.744,7524165.848,12847855.43,5110769.489,7045121,14671376.21,19464653.12,8597359.381,1556353.195,546734.0576,7960131.204,9313400.407,4228406.97
"Feature0165",820337.6088,627515.948,356704.5791,388341.2381,265754.0463,630450.6128,136466.081,224454.0135,385571.8801,749512.2812,56040928.74,59561341.64,758903.2147,520412.4366,145322.8516
"Feature0166",56560138.41,57467746.24,62722663.17,61339696.38,58751431.42,58507194.31,53708063.8,58164198.05,61612916.3,52201542.33,2568439.38,2195287.697,51992927.85,57567924.72,59305618.7
"Feature0167",135349958.6,215879147.1,91595083.68,77466068.72,136163740.7,58799897.52,75634828,158334656.6,155708100.2,88205898.81,88662187.22,164808481.4,130562897.7,120922613.7,49411165.32
"Feature0168",268614448.7,13899640.99,202781399,168721746.4,336546838.3,135140729,183515470.3,386303638.8,408747697.9,212019685,13479664.09,1467602.911,304787569.2,301453634.1,116427989.5
"Feature0169",75919268.28,83203784.58,54589634.58,57248806.27,81138493.71,46699838.13,67537151,98175639.4,100726311.9,57889492.72,66438456.76,97124989.44,78572264.02,71090344.64,36469020.65
"Feature0170",69129475.99,55295433.19,61422178.42,53467492.93,88626986.85,45115724.84,59269709.41,94066871.85,105121249.4,60864703.54,66005601.34,98655474.87,83056514.6,79402313.34,37871970.71
"Feature0171",515776474.2,356294015.2,74298306.01,72535031.76,256260264.6,83445333.29,90506256.75,393217677.3,308240709.6,197206268.2,95767672.8,526485828.7,266100001,268324394,54855752.15
"Feature0172",8998963.511,16286909.66,8197752.967,6988032.934,9975777.451,5314183.765,6826417.538,10903847.2,9838245.517,8329963.896,8550452.157,10394869.14,9445498.275,9599057.142,4046779.522
"Feature0173",828622718.3,750070694.9,570355682.4,509156743.3,1060773602,409211609.9,541109446.7,1183073776,1300171351,703360674.7,726156497,1141644596,933809489.7,885123700.1,330924414
"Feature0174",60889972.66,51651654.87,44231290.35,45229335.11,63629918.3,38128000.69,41207650.44,72460724.35,72920627.43,49942320.98,47131410.89,71353244.74,59949380.25,61793303.11,28230006.58
"Feature0175",951442711.9,174124703.9,1100351875,942738620.4,835710747.5,708168818.4,735442259.7,892434568.4,803236312.9,1017050933,1113562869,1029192204,808464644.6,963009436.7,659172700.8
"Feature0176",19842212.61,16971279.88,16612187.74,15376745.37,22762721.14,14567950.77,15931037.35,20548247.84,24511708.64,16086127.86,16266570.19,21614278.52,19823451.2,18874944.27,12362195.93
"Feature0177",230788230.5,161345478.2,340022240.9,227692721.4,200551567.8,204139041.4,253183879.4,183362125.5,264665446.1,91878708.01,236690925,245552230.5,160075204.5,153385686.5,144149630.8
"Feature0178",851441432.8,254386894.9,656229460.1,508079987.3,573353853.5,525593788.7,629795916.8,663324828.4,561154309.1,566928853.6,717242605.2,527719280.5,627176357.3,1048468978,415067803.4
"Feature0179",6577381.896,4896620.789,14158792.88,12402631.08,20112814.79,8312842.906,11605851.79,23856372.6,35421563.46,11289255.8,91282.80878,588607.0149,13190669.69,14499008.1,7734587.067
"Feature0180",4844097.425,5717667.668,14401326.95,6620405.016,16827572.01,9725970.211,15844379.21,16923130.49,13928294.46,15146219.88,12137647.15,8778626.632,13878735.55,28933697.16,6722433.584
"Feature0181",35658625.88,30841918.64,32414603.94,24624116.19,22843893.74,27577276.42,31391965.73,30850986.46,28809176.93,24169268.58,26933508.95,40006941.52,31945795.1,25456137.13,19376578.83
"Feature0182",110137435.3,81920256.58,85240101.3,98962604.15,181289013.1,62050072.37,74368033.76,129886989.8,144656985.7,93401722.05,108786429.3,116932069.8,115487845.7,117215774.8,64968350.91
"Feature0183",1495452727,1192828138,682564876.8,649409439.2,1007693569,409019411.2,513142847.6,983492252.4,879289500.8,859838218.3,734242096.4,1659604405,823232607.4,819751033.9,474504648.4
"Feature0184",33270116.28,1609075.147,33423480.56,30124009.87,49157170.63,19703418.39,29893418.27,58885814.81,63157874.23,23730487.92,38575066.35,43381600.24,3586129.964,33940478.84,14955414.59
"Feature0185",3882413.7,8637896.603,540710.2617,406993.3289,467973.4304,470001.5301,482945.6169,413131.6304,652086.8571,219177.1442,459450.6821,3462906.415,519010.0092,450420.4895,300118.9271
"Feature0186",12412871.23,25617651.92,4724404.65,3968255.749,9899335.666,4715510.182,5169469.294,11951024.73,9946637.947,8368802.957,4211854.893,11114495.8,10261959.14,7811938.153,2909086.135
"Feature0187",472147682.7,542004761.2,409910409.7,349011075.5,752383529.8,262246071.7,362781703.9,710017217.3,874254630.3,410910580,7470500.017,13108221.03,612483206.6,596685730.3,223038928
"Feature0188",495720.3832,126254.5522,542879.3532,424929.2785,552686.4583,518285.3736,506359.3213,539120.0736,108697.3179,444411.6422,259843.2752,351692.9641,512179.5821,414166.4862,425822.2908
"Feature0189",64190.35879,71319.88472,52330.57555,51418.51201,63370.31083,47486.16197,53011.6729,66759.72456,65454.71446,60535.7566,53120.18146,64262.11878,63241.18119,63221.64633,45061.97003
"Feature0190",8912727.066,4175233.76,1587062.593,1839980.651,4350633.395,1535885.693,1459057.897,4046599.169,6246034.237,2354668.368,1288709.923,6662575.406,6263359.629,16758877.47,944236.6215
"Feature0191",33643703.42,55482749.01,1920387.864,162266.8798,10040924.3,1909642.872,2115785.901,18826137.22,18436275.74,10908578.26,2526783.525,34051079.01,24551633.73,17950829.22,1105419.361
"Feature0192",28875966.09,22864016.28,14262594.22,16814950.08,31986763.11,8838345.828,13898459.37,28751317.48,24301690.84,28838637.11,20639997.35,28858252.02,30088414.87,30562610.95,10378905.13
"Feature0193",12779107.08,8830050.783,14156142.48,9036368.53,91469.98711,331427.6854,480753.5882,323029.1463,289155.6647,446900.6134,13962055.41,14186507.56,1272259.875,17034553.74,7270366.582
"Feature0194",2158604.145,1059174.669,96311.68853,234538.0426,829087.2142,208374.5061,148634.6856,841061.7624,1276550.423,377688.0393,183309.7531,1633614.543,1218347.448,4493115.151,92487.37553
"Feature0195",89419.42369,253297.2581,149933.7089,92576.43003,90242.39785,108424.5393,88306.49213,154976.7766,106869.0087,149365.801,76279.27484,125269.5699,61492.50312,103387.669,57960.54116
"Feature0196",4338453.826,4986765.173,39113422.65,31947912.99,4032703.607,26486675.62,5133640.986,5126227.643,6507288.827,41788868.34,28811812.48,3342038.709,4074442.325,4174358.302,25453367.92
"Feature0197",6669721.489,9160112.678,5441156.281,5201682.692,5919509.024,4007554.058,3259591.304,8644550.207,8804205.886,7568613.213,6294183.42,6591792.998,6147903.221,5145464.596,4438811.198
"Feature0198",6758764.657,5189919.332,10051996.08,9521318.94,13315150.45,8180304.671,9310311.567,13372809.75,18885778.79,8336621.232,12950050.75,10803334.06,10132441.46,9193127.247,6593377.197
"Feature0199",5070267.718,716141.5953,3187544.527,15431872.43,20112934.48,2430822.895,6214663.816,10487475.31,6764464.032,22829620.62,11930038.91,6247015.929,24929130.81,23287880.72,8330972.39
"Feature0200",89608.47421,216716.0526,312694.651,1005251.453,28800801.04,55229.13436,2352489.1,816992.9417,1900172.175,66261.81902,26649677.41,32458810.53,1867258.447,633390.5947,309944.5931
"Feature0201",17657128.76,10088139.74,18574233.8,14628221.75,45477875.29,11387408.64,17368015.64,43162071.34,52176136.62,21563437.93,610166.8476,470210.3207,25155650.65,26325228.94,10499077.71
"Feature0202",33781016.27,35823909.27,55668062.31,45766682.92,88826904.72,68181967.07,92001346.79,83724950.8,66270146.82,66240040.64,69435490.22,59206992.75,91684251.13,91459753.55,52662883.7
"Feature0203",1625626.122,1989094.452,999592.7273,755604.7571,1008539.541,779253.5955,887856.7419,1076485.64,1337932.088,1141532.226,1255408.262,1976377.105,1162956.943,1002002.673,736061.3867
"Feature0204",29459718.26,26694360.65,10901181.42,6810100.457,18264618.51,2895173.84,5956084.125,20026341.95,22143554.86,16571260.01,10389265.84,31766581.9,15239246.87,23777157.42,4454701.36
"Feature0205",58994951.36,8588328.925,65996944.32,44801549.08,50180378.02,38151988.08,41608159.33,55855243.3,71375675.15,57209760.83,61814761.09,62906212.75,49109703.51,64517519.01,36434246.18
"Feature0206",23248866.09,71579127.63,8623322.204,6621366.856,56052895.93,326101.5133,729131.489,2472054.036,3672355.33,261857.6494,361859.8648,439936.1112,42412664.46,28209640.49,7687050.084
"Feature0207",278553936.3,367354759,214268106.5,185710015.1,431287662.3,154898031.5,216454615.6,462117727.6,545480252.9,263807472.4,3377362.152,8423476.349,348443551.4,343459881.1,130875856.6
"Feature0208",278553936.3,367354759,214268106.5,185710015.1,431287662.3,154898031.5,216454615.6,462117727.6,545480252.9,263807472.4,281059119.4,466060880.6,348443551.4,343459881.1,130875856.6
"Feature0209",304087863.1,400621068,234294312.7,202649673.7,474222187.9,167661122.9,235446227.4,505258479.3,596795535,287177599.1,307903731.7,508024082.5,378633791.6,374985671.1,141895870.9
"Feature0210",64426175.17,41808285.59,416359448.8,301140995.1,96444926.25,370920487.4,338504820.9,91924399.42,120850071.2,103800428.7,307206973.7,103734012.1,97928983.69,97661504.78,225052015.1
"Feature0211",1048473265,880202170.5,706652214.4,648242528.1,1020301768,564120587.1,740700244.5,1069876339,950068110.1,834976834.5,799119709.8,1060727058,1057034908,1092349791,493279392.6
"Feature0212",1165554707,1341079602,496010640.4,340295766.2,1178233805,300589391,440366840,1144283862,1135024892,886226712.1,550768047.8,1351696336,992923607.6,1166783279,267073064.1
"Feature0213",167900163.8,162972120.5,174101170.7,159118256.3,231958162.4,159298927,166236780.6,311298719.1,256180375.8,179874755.1,182775347.7,213094556.8,208346654,196032690.8,104949702.3
"Feature0214",55254234.28,41244506.13,35776997.53,22878044.53,30314726.29,17733068.37,23990976.2,42035309.86,29878214.78,15985671.36,30670174.23,60608990.77,21665081.5,41515856.92,11646609.28
"Feature0215",177960896.7,192737333.1,196496014.6,192816106.1,166854449.9,203080252.9,203639022.1,191150174.9,206661453.8,195672882.6,110401773,108390709.5,176026179.7,172215429.8,184548831.6
"Feature0216",4559358.253,1473331.977,25369226.34,14756621.7,11052261.63,10889275.81,12321923.87,10252456.73,10080068.81,14455504.45,16341014.98,5668081.891,13633672.23,16904153.22,10959828.82
"Feature0217",3272881.606,18475216.61,455981.6806,210215.0351,424780.7535,77459.43963,530647.5008,576628.801,510740.5197,358886.242,583549.0633,767892.074,205532.0568,393963.6183,106775.7345
"Feature0218",487969.4232,665505.5071,150189.6053,432547.5489,510181.5911,686996.8307,719897.9191,170957.5998,490749.4519,461539.9223,586263.3525,272012.2077,426189.9636,425459.2454,533209.8976
"Feature0219",3576839.794,4475706.653,7996659.786,8179400.271,16216875.78,4794431.703,10318717.68,16123478.54,15425416.58,13478381.32,7761780.066,3391071.421,12226302.88,17853791.83,4565530.404
"Feature0220",57083584.08,92488162.98,16835167.07,17404264.51,42309355.31,13038801.04,15105579.32,52132407.14,38795609.33,28375853.24,20445625.37,64934491.72,30611694.44,45644304.7,10677435.76
"Feature0221",4048995.307,2285677.9,7366435.448,7085258.98,24179659.19,831665.3655,9103245.665,3949338.836,23248391.42,22910523.38,1506269.03,2873906.766,20392554.81,25343276.17,385724.7157
"Feature0222",15342696.58,36970219.59,5089348.861,5525051.473,8521568.178,3970744.312,5294970.018,11639755.45,11317389.08,4789265.013,6034064.238,17757514.83,11792596.84,11355041.14,2594226.502
"Feature0223",6854618.417,17110593.52,19270998.04,14934009.74,6926142.887,10714226.49,12683064.92,12669506.93,12415587.03,8310226.415,1067981.036,565550.802,5530067.386,9538533.119,8773935.549
"Feature0224",25426608.06,8756218.764,7659526.575,8176713.433,25564797.49,10759737.94,12947563.99,27886451.73,35978337.68,17543060.53,13643497.68,22066181.24,24987282.02,28546023.84,8781002.79
"Feature0225",1711621.851,2010640.823,1362057.338,1046592.99,2772726.309,813895.7982,1092237.09,1818981.797,1485253.499,1078023.246,991980.3042,1655934.367,1794331.998,2046086.876,655030.6805
"Feature0226",6925125.085,13692642.62,5382665.366,3554192.003,4412753.146,1922083.114,2467294.919,3734039.561,4688236.127,3588085.572,5105146.682,5796656.912,8404425.701,2852284.805,1636006.35
"Feature0227",192628479.9,15857914.62,77872893.02,85264661.74,81869838.33,39811226.63,40495604.81,112853710.9,111647968.5,80038278.73,95787595.32,98753474.68,74283723.09,61278222.45,47132400.98
"Feature0228",14844732.76,16955937.8,23228861.35,8107437.276,12467077.64,7903926.196,21872581.92,28839265.2,13314955.39,12529013.33,24661563.37,15232572.24,14892138.98,14056996.27,5642434.18
"Feature0229",126925007.1,121854246.6,207799416.6,192189149,181861234.6,203021406.8,219804806.5,163846809.9,217606199.1,168617275.3,212100155,172468363.1,169291689.1,156693153.9,164359320.6
"Feature0230",1071110.005,1038984.251,976514.2346,935444.1056,903348.2063,1125932.972,908597.8625,779804.1295,954835.788,918048.1284,900009.4416,875747.6075,1319149.075,1089142.626,996597.5225
"Feature0231",3495655.833,12389645.78,227554.9364,248413.3576,398280.3621,845326.3523,596369.4464,1436244.135,845809.3619,124443.8462,210544.7388,1194757.996,89310.3719,74174.88762,157434.6979
"Feature0232",3238393.533,6990312.446,3132210.366,3151530.049,4521804.668,2849238.822,3417780.444,5701484.768,3481185.507,4608069.169,3864139.851,5208407.114,4220427.96,3752090.11,1274813.244
"Feature0233",172343404,228372775.6,119979984.4,94477017.26,174600393.8,78306817.93,111029854.2,201856679.4,192710688.7,159754664.5,131965090.4,210400310.1,177115600.7,196333570.3,70735496.3
"Feature0234",248503789.3,326388528.4,152378294.1,124687841.3,252686663.7,101663584.1,144205830.1,290568944.5,267760429.6,221419572.3,182454119.9,298183674.6,241385910.2,273766784.5,88532892.14
"Feature0235",632675863.2,47390987.2,815942216.7,702391303.3,422523708.7,499381156.3,613560775.2,430118561.3,549288064.5,431166309.1,858341229.4,574776690.2,258210224.9,472632762.9,436871455.6
"Feature0236",178990212,164274341.4,598227872.5,422523911.2,317884876,246825850,314452046.2,268906141.1,279342039,393549382.5,535229853.8,285798075.9,299320563,419918145.5,287381148.7
"Feature0237",727406948.3,622484194.2,789637211,684144990.7,959071680.8,740654561.3,940181476.6,994668117.9,927877755.4,819212886.8,831353487.9,931545575.9,904149566.3,999651639.7,608358153.5
"Feature0238",562067.8239,410571.5215,261344.8963,256557.9652,261332.5367,592850.3324,728475.3581,3878978.659,1523780.509,353144.0091,254196.4026,114411875.7,2343729.49,586183.7119,599417.0479
"Feature0239",1400263.634,1978108.797,80997252.69,60522307.84,24584800.21,20886277.73,37200920.8,20925918.64,15289002.58,28328195.71,79375471.56,3031065.244,16480459.13,34174415.03,32521239.88
"Feature0240",74459560.23,86203343.99,10245346.49,3171712.177,51132095.85,8064474.057,10993851.6,67422181.05,59521769.71,44055053.7,7918826.554,80019424.56,56246033.39,53389718.59,3053723.794
"Feature0241",75902284.8,135557812.7,313179628.1,252892495.5,45697110.71,274893189.6,284964789.1,120200645.9,96283453.45,117153884.5,225587149.6,69926102.48,38846827.19,104981424.8,193738339
"Feature0242",380525.2506,1112123.245,1042393.34,330135.6011,1752426.766,893445.2107,54374993.71,775639.6683,52429327.67,54810897.41,100493474.3,104381482.4,1128121.082,699623.8039,966733.7039
"Feature0243",50265348.53,42011062.22,34387020.34,28497325.68,51097001.14,24078354.57,33376613.88,56446127.61,48756882.07,44580181.37,37706831.44,58104831.62,51358132.55,53617976.84,22780237.97
