"","10plus_RP_pos_MS2","11plus_RP_pos_MS2","12plus_RP_pos_MS2","13plus_RP_pos_MS2","14plus_RP_pos_MS2","15plus_RP_pos_MS2","16plus_RP_pos_MS2","17plus_RP_pos_MS2","18plus_RP_pos_MS2","19plus_RP_pos_MS2","1plus_RP_pos_MS2","20plus_RP_pos_MS2","21plus_RP_pos_MS2","22plus_RP_pos_MS2","24plus_RP_pos_MS2","25plus_RP_pos_MS2","26plus_RP_pos_MS2","27plus_RP_pos_MS2","28plus_RP_pos_MS2","29plus_RP_pos_MS2","2plus_RP_pos_MS2","30plus_RP_pos_MS2","31plus_RP_pos_MS2","32plus_RP_pos_MS2","33plus_RP_pos_MS2","34plus_RP_pos_MS2","35plus_RP_pos_MS2","36plus_RP_pos_MS2","37plus_RP_pos_MS2","38plus_RP_pos_MS2","39plus_RP_pos_MS2","3plus_RP_pos_MS2","40plus_RP_pos_MS2","41plus_RP_pos_MS2","42plus_RP_pos_MS2","43plus_RP_pos_MS2","44plus_RP_pos_MS2","45plus_RP_pos_MS2","46plus_RP_pos_MS2","47plus_RP_pos_MS2","48plus_RP_pos_MS2","49plus_RP_pos_MS2","4plus_RP_pos_MS2","50plus_RP_pos_MS2","51plus_RP_pos_MS2","52plus_RP_pos_MS2","53plus_RP_pos_MS2","54plus_RP_pos_MS2","55plus_RP_pos_MS2","56plus_RP_pos_MS2","57plus_RP_pos_MS2","58plus_RP_pos_MS2","59plus_RP_pos_MS2","5plus_RP_pos_MS2","6plus_RP_pos_MS2","7plus_RP_pos_MS2","8plus_RP_pos_MS2","9plus_RP_pos_MS2"
"Feature0056",NA,99452754.32,NA,128209623.3,54994639.77,NA,136197081.6,107046866.2,NA,156616602.4,NA,NA,NA,86095119.36,128696.8145,128292444.9,138131852.9,73151940.04,104243744.7,NA,114498298.4,546212.129,98348311.52,135724893.8,NA,39557725.06,163539818.6,124620921.6,121472526.6,NA,90776.25573,NA,115265111.5,NA,NA,NA,NA,NA,NA,22267896.44,62619660.55,84716895.05,127248352.2,124964780.8,91244841.4,NA,2345537.157,97094318.96,137671178.8,150465240.5,NA,NA,886632.3253,NA,NA,NA,113137360.8,NA
"Feature0057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852892.3537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0058",NA,NA,NA,NA,NA,NA,NA,NA,NA,194072211.3,NA,NA,NA,NA,NA,640004.9712,NA,NA,NA,NA,NA,NA,NA,NA,NA,577750.4853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564174.9853,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0059",NA,162237126.2,NA,84361178.77,NA,NA,NA,NA,NA,159385458.5,NA,NA,NA,NA,NA,626902.1591,NA,NA,631707.2874,NA,NA,NA,NA,NA,NA,748015.8368,NA,778940.8996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635019.1275,NA,123594137.5,1117214.606,162077966.1,NA,NA,NA,1155325.011,139553658.5,NA,NA,431811.2418,NA,NA,NA,174345076.7,NA
"Feature0060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27962857.62,NA,NA,NA,NA,NA,NA,NA,129383484.8,NA,NA,NA,20626664.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19033353.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0061",70366882.04,40480817.73,NA,43118775.23,104788675.8,96565944.25,63728164.84,67796301.12,84457902.03,62574112.33,NA,NA,74616088.94,35374022.98,16362591.55,56459905.96,53558378.46,210595274.7,43765869.32,NA,48007353.06,9229462.37,47345093.19,62693610.01,224338534.4,55487872.95,63581341.64,79833293.48,41360757.33,NA,10162566.62,28841878.16,53611546.4,NA,NA,10624566.93,42926921.72,33315308.08,33567861.8,55496281.21,37456267.91,22765834.97,49815025.8,169600700.9,38461333.21,84782879.24,NA,19900428.85,75089792.02,69249456.91,NA,11759683.49,59355302.46,40487560.82,NA,43857779.23,42068606.5,NA
"Feature0062",NA,NA,NA,NA,176899667.8,NA,NA,NA,NA,NA,NA,NA,191766351.6,NA,NA,NA,845857.7631,NA,NA,NA,NA,NA,NA,664435.678,NA,NA,NA,NA,976941.1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,1245599.523,NA,NA,NA,NA,NA,NA,803850.3814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115658534.5,NA,NA,NA,NA,NA,NA,9968342.114,NA,NA,NA,NA,87192667.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0064",155463036.7,NA,NA,NA,65155417.15,123942203.8,NA,NA,NA,58856025.85,NA,129471310.9,NA,NA,NA,1148067.723,NA,NA,NA,36248323.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,971227.6074,NA,NA,NA,1126109.144,178596427.6,NA,NA,428919500.4,NA,NA,NA,NA,NA,NA,34377513.53,NA,NA,NA,824265.9964,146668499.4,51899147.5,194988255.8,254798709.2,NA,97618627.43,NA,NA,73124935.79
"Feature0065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222378217.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0066",NA,NA,NA,NA,NA,NA,277171109.9,236988586.1,NA,NA,NA,NA,NA,NA,886792.7049,NA,NA,2700225.398,NA,NA,297742120.2,467586.4549,293268317.5,NA,NA,NA,4675214.056,NA,NA,NA,552235.4644,NA,323409644.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719272.4532,198124683.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0067",171740426.9,149450313.7,63873870.49,185010226.1,320248304.7,355385622.5,NA,NA,151045227.9,280331226.3,NA,65325897.61,302940719.6,40110258.85,NA,38033338.87,231758317.1,NA,28868042.73,242281781.9,NA,NA,NA,42505130.1,306893877.1,233395355.3,NA,37265418.04,165763949.6,319149120.7,NA,106817361.9,35205661.26,NA,NA,31676392.06,116234789.8,135088259.3,105108501.4,NA,21780264.34,118788621,208593049.6,123863983.5,117526641.2,308987575.5,NA,NA,39815287.8,245564744.5,232793260.9,56985909.19,167308235.5,89703550.27,277370256.8,141011783.4,216550812.5,NA
"Feature0068",NA,NA,NA,NA,NA,NA,313240888.1,NA,NA,NA,NA,NA,NA,NA,94472050.44,NA,NA,NA,NA,NA,NA,NA,10377606.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180925833.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0069",NA,NA,NA,NA,NA,NA,459446958.5,275385230.1,NA,176354822,NA,NA,NA,168711729.4,809791.6505,NA,NA,2657252.159,NA,NA,NA,NA,221329318.8,NA,NA,NA,605879035.5,392774398.2,NA,NA,947913.3822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9867637.252,284603032.1,NA,34983727.34,NA,1234395.458,NA,509043461.3,196481849.1,NA,NA,1779523.396,NA,NA,NA,153818032.2,NA
"Feature0070",351328576.5,209339957.2,184836364.8,246813621.1,412024193.3,441917105.8,197539117.2,NA,475786235.4,318007838.7,NA,203124460.6,430410205.5,NA,NA,184085955.5,272935496.1,NA,128139097.9,NA,NA,NA,115617926.5,211180689.6,440927851.3,216253416,400806264.8,197278494.8,314681317.9,475339888.3,NA,396695055.3,157970271.3,NA,101021812.4,181315734.7,395283191.8,336517418.8,289693252.5,NA,79433830.01,NA,303227678,127730161,181631830.2,459301811,NA,98777042.26,189153819.6,325886951,300268414.1,236429224,380796748.1,370352351.3,288184431,430824712.8,262813468.4,NA
"Feature0071",200471684.9,121489043.1,NA,88610022.62,379750556.1,621199311.1,NA,NA,364960193.3,95941628.53,NA,NA,NA,NA,NA,NA,80480351,NA,64719529.49,NA,NA,NA,NA,82976590.09,643313290.4,375828063.9,NA,78590789.66,126797062.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36953110.99,319877803.9,521546743,100311551,NA,NA,NA,82048153.56,NA,NA,322074.1121,NA,NA,513133751.1,NA,87807573.37,NA
"Feature0072",321437740.4,346805813.6,NA,337744539.7,NA,NA,652451998.9,424473748.2,277440878.6,648404671.3,NA,NA,NA,259461084.9,31034632.86,575666767.9,475036398.2,227409874.5,406906616.6,NA,533188874.8,53762649.38,366592326.9,607959524.4,NA,140825406.2,761569060.5,622220427.8,438866923.5,NA,30572049.6,NA,476522040.6,NA,NA,71651938.03,145215673.7,NA,NA,61227146.03,218959397.5,166201389,450299465.2,410162023.7,250866304.3,NA,39315876.46,322430096.7,606869810.8,790244570.1,NA,77536148.83,276949661.7,NA,NA,NA,430281392.4,NA
"Feature0073",NA,760455311,NA,462768908.9,NA,NA,NA,NA,NA,730579470.6,NA,NA,NA,NA,NA,856164.4457,NA,NA,715639.068,NA,NA,NA,NA,NA,NA,1241845.948,NA,1043666.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617996.4983,NA,826844134,705688.6491,950911406.1,NA,NA,NA,1412624.232,762403268.9,NA,NA,654600.6855,NA,NA,NA,1319223128,NA
"Feature0074",NA,4661252062,NA,3825118747,NA,NA,NA,NA,NA,4185121086,NA,NA,NA,NA,NA,1055582.034,NA,NA,1590226.834,NA,NA,NA,NA,NA,NA,1133113.61,NA,3374324.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1237664.914,NA,4045840062,2485940.717,5199516689,NA,NA,NA,7016480.92,3898993770,NA,NA,1345090.925,NA,NA,NA,4561336093,NA
"Feature0075",NA,NA,NA,NA,NA,NA,184785133.9,139017175.6,NA,NA,NA,NA,NA,112771989.1,943856.0482,NA,NA,2862980.661,NA,NA,133162622.5,2559990.192,120185996.6,NA,NA,NA,73506193.98,NA,NA,NA,1489523.063,NA,141254980.5,NA,NA,NA,NA,NA,NA,5575652.019,NA,NA,NA,NA,NA,NA,1298004.132,114233299.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0076",NA,NA,NA,NA,NA,NA,NA,54110764.42,NA,31537560.82,NA,NA,NA,39945669.7,1215988.041,NA,NA,2204560.729,NA,NA,66873223.6,2545504.715,51503197.21,NA,NA,NA,14434053.56,NA,NA,NA,995096.1228,NA,53023615.86,NA,NA,NA,NA,NA,NA,3441823.039,NA,NA,NA,NA,13726831.01,NA,1981324.963,NA,38705804.05,31069873.15,NA,NA,3547294.169,NA,NA,NA,NA,NA
"Feature0077",NA,NA,NA,NA,NA,NA,46115130.99,43379393.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35624312.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0078",NA,NA,NA,NA,NA,NA,NA,NA,NA,31896697.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31247905.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9587221.738,20373189.93,NA,NA,NA,NA,20242492.45,NA,NA,974331.7091,NA,NA,NA,25281507.92,NA
"Feature0079",NA,NA,NA,NA,NA,NA,NA,NA,NA,76594864.66,NA,NA,NA,NA,NA,NA,NA,NA,19782860.25,NA,NA,NA,NA,NA,NA,569163.1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40984247.65,NA,NA,NA,29519465.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0080",92693873.19,64305251.14,61830771.02,67105010.02,100281250.7,114531084.6,93998907.08,71968243.67,108188031.5,98396921.02,41332301.22,68050363.56,104446821.6,50976384.67,61575667.91,89172405.11,85472988.4,122211762.2,63801926.54,107975676,77336422.28,54021480.62,61436552.85,84980636.21,111355016.1,67243085.27,118769501.6,86084366.81,78142580.07,112407476.3,66904024.45,108988580.9,76539105.1,NA,40377383.87,63926020.38,115648461.6,102948000.5,98074036.22,94057777.63,46091069.82,58335394.44,78381938.62,88009952.4,56908728.19,118541877.1,70681380.24,58659660.04,91559026.32,95029743.26,76766693.41,69662222.92,102211110.6,93296947.83,90231069.17,100473794.4,68847553.74,NA
"Feature0081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921558.1724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23421094.55,NA,NA,68430031.51,NA,NA,NA,19921030.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72967174.03,NA,NA,NA,NA,NA,NA,NA,NA,28476046.42,NA,NA,31989406.75,NA,23160982.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0083",161977776.7,142423848.1,134186131.6,NA,214582720.9,281491068.2,887371543.5,277381689.3,370997544.3,228606910.2,137996347.7,154607638.1,249768021,358380595.3,146184329,842117920.3,162359235.8,390950207.9,671687482,249082573.9,739390499.3,115701857.8,577981590.1,837118919.8,376548377.2,240919193.3,256846791.4,815153448.7,196457501.7,413907905.1,174260312,214446082.2,780619131.3,868757169,94437153.54,119071498,227737129.8,311437828.1,114082077.8,330919776.1,461017375.4,218452639.8,184874627.6,165909508.7,136597520.6,271466165.4,117017319.4,585914509.4,882856962.7,329641630.1,161081546,164827597.2,211678334.1,155137350.6,242944897.1,158680662.1,210127732.8,72510954.4
"Feature0084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14256238.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110573880.2,102760017.4,103550849.2,107646272.2,97844066.32,NA,NA,NA,NA,NA
"Feature0086",NA,NA,NA,NA,NA,NA,57985326.69,47716385.87,NA,NA,NA,NA,NA,NA,2251646.15,NA,NA,NA,NA,NA,47878766.76,NA,37122837.96,NA,NA,NA,9384404.684,NA,NA,NA,2089742.004,NA,48345471.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33404756.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2445030.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0088",NA,NA,NA,NA,83292773.72,219089893.4,NA,NA,NA,NA,NA,NA,92304404.59,NA,NA,NA,4012908.259,NA,NA,NA,NA,NA,NA,3702176.211,NA,NA,NA,NA,4902730.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205359791.5,NA,NA,NA
"Feature0089",NA,NA,NA,NA,NA,NA,107730942.1,NA,NA,NA,NA,NA,NA,NA,2636025.891,110989713.5,NA,3175965.372,96655830.79,NA,119564432.7,NA,67079028.96,NA,NA,3179638.914,118466437.4,NA,NA,NA,3071908.239,NA,93209775.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30442806.22,NA,2930127.991,98110712.31,132222549.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0090",99356311.14,NA,NA,NA,111673709.4,NA,91472249.34,79605210.16,127372269.1,NA,NA,NA,117735775.7,NA,61068508.56,NA,9026406.731,126847736.3,NA,NA,86930432.51,29968322.04,60442350.44,93883871.19,98372876.8,NA,25329419.07,NA,1827635.371,83859715.47,74946160.97,98538194.25,80293091.57,NA,NA,34788796.54,111365170.9,101226116.1,85724553.06,NA,NA,3594155.203,NA,NA,NA,27449208.33,65595069.55,55334985.08,NA,NA,NA,52410477.28,NA,94891127.87,70896318.58,106128795.3,NA,NA
"Feature0091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3328229.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0092",164419268.8,NA,NA,NA,254010315.5,348431473.5,NA,NA,NA,NA,NA,147362835.5,274342857.4,NA,NA,NA,NA,NA,NA,4536543.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152905240.7,NA,4582213.136,89061977.94,105149672.6,173109925.9,178613643.4,164320708.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4222303.651,130035658.1,NA,135128540.6,322584691.6,206599948.3,NA,116028449.6
"Feature0093",NA,NA,NA,NA,204660571.7,235925673.4,NA,NA,NA,NA,NA,NA,230651606.4,NA,NA,NA,27521420.46,NA,NA,NA,NA,NA,NA,540646.0523,NA,NA,NA,NA,30894872.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,3374806.562,NA,NA,16261478.77,NA,NA,NA,44609866.57,NA,NA,NA,NA,NA,NA,NA,NA,175734444.3,NA,NA,NA
"Feature0094",NA,NA,98176076.09,NA,128985985.4,198989844.7,NA,NA,NA,NA,68160320.38,65295638.77,266330540.3,NA,NA,NA,644285.0545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623643.0854,47358605.99,NA,NA,NA,508773.3148,43921008.84,NA,NA,NA,3757693.735,NA,NA,NA,NA,NA,NA,519771.9526,NA,NA,NA,NA,431193.241,NA,NA,NA,141039059.7,NA,NA,NA
"Feature0095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2537216.379,427164972.5,451210993.1,457130433.1,467791513,NA,NA,NA,NA,NA
"Feature0096",NA,NA,NA,NA,65966584.8,57710388.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67231924.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5807987.37,54190843.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0098",NA,NA,NA,NA,NA,69401446.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0099",NA,NA,NA,NA,NA,NA,NA,84134098.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20401032.79,NA,NA,NA,NA,NA,NA,1334991.087,NA,NA,NA,NA,9728660.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119160294.9,NA,NA,NA,NA,NA,NA,NA,1024989.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51403571.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0102",NA,NA,NA,NA,NA,NA,161048607.5,79603427.85,NA,NA,NA,NA,NA,51777651.37,1239495.843,NA,NA,2633128.719,NA,NA,80173097.48,1723222.064,65100572.78,NA,NA,NA,2179018.992,NA,NA,NA,1992069.57,NA,76655662.05,NA,NA,NA,NA,NA,NA,2448811.617,NA,NA,NA,NA,NA,NA,2755887.141,61476830.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705639394.1,189476896.5,NA,NA,NA,NA,NA,NA,525046.9068,NA,NA,NA,NA,NA,NA,NA,NA,NA,9089569.728,NA,330150999.9,NA,625628.3388,204982355.1,363227696.1,269508008.9,170494704.9,368485398.7,NA,NA,NA,NA,NA,NA,1140224.557,NA,NA,NA,NA,378375.8359,NA,NA,245417326,NA,435121529.4,NA,274447925.1
"Feature0104",NA,NA,NA,NA,NA,NA,95354555.97,NA,NA,NA,NA,NA,NA,NA,419597.7145,NA,NA,9872195.566,NA,NA,76876229.75,369853.1397,61029879.35,NA,NA,NA,885376.3508,NA,NA,NA,502264.6586,NA,71111535.02,NA,NA,NA,NA,NA,NA,1188676.073,NA,NA,NA,NA,NA,NA,554727.5602,58605389.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15590962.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10835502.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3612243.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305250811.3,NA,266041320.9,1233599.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280820021.5,NA,NA,NA,NA,NA,NA,713542.0447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0109",NA,NA,NA,457200794.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513802923.3,NA,NA,39159952.26,NA,NA,NA,NA,NA,NA,1809014.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13273620.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0110",132210361.6,89284863.28,85691240.12,85776914.81,146213813.9,150963493.9,133929544.8,105601915.6,170715178.9,133240537.3,57936900.85,94901758.22,150384289.1,73493609.77,92332321.49,119800097.2,124672019.8,168580346.9,89645687.24,143150456.5,100299326.7,72762668.38,82500486.54,122254167.8,157465333.9,103144638.5,161378704,118446762.5,107898469.4,161902220.7,99052434.37,139640903.9,99682009.8,113561894,57122162.64,80777949.91,152465056.1,140297637.4,122864993.5,132220984.8,65973169.52,74514610.78,119786477.7,117666119.6,77828715.4,155124751.6,97904551.8,77306092.45,127096802.4,153047000.2,122786384.8,97374644.38,164116057,142249858.2,113515055.9,151761097.8,96941644.06,54757575.33
"Feature0111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128348.4468,NA,NA,NA,NA,NA,NA,NA,NA,NA,133819.5528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0112",NA,NA,NA,NA,NA,NA,NA,NA,NA,83567956.88,NA,NA,NA,NA,NA,NA,NA,NA,428978.581,NA,NA,NA,NA,NA,NA,2119959.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60033338.85,NA,36604699.6,NA,NA,NA,197681.0313,94633130.13,NA,NA,2063500.329,NA,NA,NA,56577067.6,NA
"Feature0113",NA,NA,NA,NA,NA,529733662.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516989577.7,NA,NA,NA
"Feature0114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099905.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51238201.19,NA,NA,NA,8341677.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
