"","10plus_RP_pos_MS2","11plus_RP_pos_MS2","12plus_RP_pos_MS2","13plus_RP_pos_MS2","14plus_RP_pos_MS2","15plus_RP_pos_MS2","16plus_RP_pos_MS2","17plus_RP_pos_MS2","18plus_RP_pos_MS2","19plus_RP_pos_MS2","1plus_RP_pos_MS2","20plus_RP_pos_MS2","21plus_RP_pos_MS2","22plus_RP_pos_MS2","24plus_RP_pos_MS2","25plus_RP_pos_MS2","26plus_RP_pos_MS2","27plus_RP_pos_MS2","28plus_RP_pos_MS2","29plus_RP_pos_MS2","2plus_RP_pos_MS2","30plus_RP_pos_MS2","31plus_RP_pos_MS2","32plus_RP_pos_MS2","33plus_RP_pos_MS2","34plus_RP_pos_MS2","35plus_RP_pos_MS2","36plus_RP_pos_MS2","37plus_RP_pos_MS2","38plus_RP_pos_MS2","39plus_RP_pos_MS2","3plus_RP_pos_MS2","40plus_RP_pos_MS2","41plus_RP_pos_MS2","42plus_RP_pos_MS2","43plus_RP_pos_MS2","44plus_RP_pos_MS2","45plus_RP_pos_MS2","46plus_RP_pos_MS2","47plus_RP_pos_MS2","48plus_RP_pos_MS2","49plus_RP_pos_MS2","4plus_RP_pos_MS2","50plus_RP_pos_MS2","51plus_RP_pos_MS2","52plus_RP_pos_MS2","53plus_RP_pos_MS2","54plus_RP_pos_MS2","55plus_RP_pos_MS2","56plus_RP_pos_MS2","57plus_RP_pos_MS2","58plus_RP_pos_MS2","59plus_RP_pos_MS2","5plus_RP_pos_MS2","60plus_RP_pos_MS2","6plus_RP_pos_MS2","7plus_RP_pos_MS2","8plus_RP_pos_MS2","9plus_RP_pos_MS2"
"Feature0011",24.6938147844239,23.6342186082095,25.5093602664915,23.2948489853808,24.5955156065095,24.0605663776365,25.8226550832839,24.4210356037509,25.0764404153234,24.2805650662239,22.0314691908022,21.7182260466592,25.0906989256063,24.8289125908817,25.5601481032078,25.6233155228146,23.7721074710993,25.3044803287371,25.5404842334896,24.1352319588755,22.7229710338778,25.0575894512656,21.2914403833999,25.7629370431236,25.3313783421582,25.3246137358398,24.6370088098625,25.6700453947519,23.7141087694576,25.2736412725578,25.343430680979,20.0587717140987,25.4338914588385,25.5658220891369,24.8668506452585,24.9577608708291,24.4290468131724,23.6389364507928,24.6271465784248,25.4590989238694,26.0601215672601,24.0249287263527,21.4434664779087,24.3338162430879,23.4213765692287,24.0018047995735,25.08109781259,25.4801397672062,25.9350630122176,24.5439826047302,24.0801620323293,25.2279084983062,24.8226992814033,24.8989167138807,23.9446811483834,24.7189777679019,25.1106051557763,24.0126282682873,25.0789976592214
"Feature0012",22.1480993724954,20.6954668935941,30.5775959124918,19.8625212241844,23.0859698824718,28.2690112996983,21.7934815915334,20.7315830310737,26.489121831796,24.4745357733355,21.5972481036711,21.5616836677912,20.8511986888226,26.1430316710288,21.4755447863349,21.6774929751971,19.9292673686384,24.8076429785344,23.8693285572892,19.5421991193632,27.5663669261467,21.6650157333113,21.9881294279388,21.2903524200807,21.596388032874,20.169424434526,19.7630484008388,20.8847981527061,19.4460084076742,23.367396301301,20.8662967008647,22.0777856742025,25.0017878834521,25.4271882238033,21.410454135649,23.5751830926755,22.901083947029,21.0193143360521,21.7971979826611,20.6546488519934,21.2205185275871,21.2053878459109,20.6601850464315,20.4145466873117,20.1806509672801,19.1884430963571,21.5392196742324,21.2642075338337,23.3044385150656,18.0018918641734,18.6101499542396,21.6271009656834,27.64863000016,21.5325034876308,19.6849649839682,20.1619738354872,20.8898010234135,20.486473143208,22.3718288498389
"Feature0013",19.2623667028335,26.0505353275515,21.5802928207635,25.8923368621478,18.6542590478436,19.4738688633964,25.8747595716241,25.6307616178252,24.6076002815849,25.3812526774025,21.8499645093432,21.0853310217583,19.6529362766933,26.2891240399711,20.4513195382434,26.1602939685495,25.6443328334034,20.9088998346121,25.7774058650784,25.3623859837243,25.9555899130758,21.5794148192158,25.9757834367057,25.7014761618507,24.4207378278558,19.9224120250899,25.4456229584049,25.7948319529545,25.8185155044267,24.4871531648952,20.9552117736876,20.9920144380834,25.9194484648603,25.765767273838,19.8264146628786,20.591472998679,20.294919370047,20.7328318098125,20.8530174662005,22.8627609139643,26.140811386346,26.2591271866513,25.5997041094536,25.9793476388421,26.0097897378859,25.1784044975783,19.9266375093019,25.8858104060631,25.8024788636048,24.5525806268763,25.3269819286883,20.1985664431416,19.597592100077,19.8755433929732,25.5323025046827,18.8071596615493,20.3714608053258,25.829318076836,20.9854278529997
"Feature0014",21.6740063911726,24.6567185474062,26.067729442669,24.3659798926945,24.9344496573482,23.4741899798782,23.7080696712062,24.9317206142266,24.1334920586366,24.4563603558511,25.7377266180875,24.8563309755271,23.2887963921807,23.1143142332756,25.4592580904647,23.6824752821406,24.3590600663615,25.0633050274909,23.6018090108947,23.7301472025171,23.7330055749444,24.5348154970293,23.1779028313447,23.649174092585,24.9374037247996,23.3801907700295,24.440811141855,23.5501901824961,25.1207593110435,24.7043258523584,26.2115913041214,21.9409299213267,23.567050524145,23.6045925221279,23.9420582567415,23.5957674845233,22.6236178029296,22.1467633736294,22.6271205587987,23.351276269967,23.4981623648666,23.9200030326384,24.0841525172005,23.9601203699488,24.6606803993453,23.9821070665896,25.3134184966572,23.453590972627,23.5329236426224,23.8843775624594,24.9914668586973,24.273869940546,21.982241056173,21.8888819775672,24.172444319901,22.5583062184141,22.3991249109874,23.8863027402427,23.5562595929627
"Feature0015",23.6970653531638,22.480425469172,26.2525479650392,21.2880158162497,24.6105378903596,24.1585870195334,21.9461766818168,24.2059638483663,24.340147878622,21.4751578613031,26.9131546838991,24.9086435065356,25.4214104906562,22.7769692212629,26.4077750623043,22.9630364209529,21.7019428110071,24.7379878886689,21.8054977821158,22.3052588771179,21.7083920264943,23.7910114463238,22.207118407481,22.0883873347696,24.779266251783,23.7388293532021,22.2841538280562,23.1021329444443,20.9971342169902,24.7919001569766,27.3987512542294,24.1821516551716,21.9311038110091,21.6126037647114,24.6760250306086,25.3420747191558,24.1060901721916,24.245726940249,23.5951093043759,26.6266974151266,22.3036710928893,22.8107382380758,21.6028972467809,23.7053750935301,20.4764948599342,22.5582735338724,25.0029273854741,21.9213002042573,21.7509388937318,22.2961552256573,21.3795329430919,25.1112194169276,23.946144291155,24.1246482233303,21.2956609846956,24.7108269813131,23.467195353439,22.0335202465137,23.4366793801268
"Feature0016",25.314218261627,21.1597709042921,25.3588606255617,20.8420671939105,25.5212239623048,25.8107831003029,21.2643652449233,21.5470565999214,25.2507243657892,20.9552746666157,25.5824875784842,25.4102241403816,25.912463016396,21.4280663032447,26.4930481202143,21.5793673455122,20.7604138160005,25.2078611127068,21.6729439614233,19.9114359163997,21.6270873624365,25.2121795760117,21.084893601798,20.3070522691801,25.1218433407344,24.977827195703,20.6245673627795,20.8695106167028,21.1980051267204,24.9515672947609,26.0732835459778,25.5702172667827,21.3865552472961,20.6900134901186,25.7059299882678,26.0095402852548,25.9254023164378,25.4133128273927,25.6079969033784,25.6914976881372,21.7684293634038,21.6963759560022,20.4401175162133,20.7928488864528,21.4158606461227,20.4299981742825,26.4001887484525,21.4126347119778,21.5110210296102,19.7114397260926,20.8449928437966,25.6548235569451,25.1424879825314,26.0118039158621,20.8328659873285,26.0557409949277,25.7412066416277,21.3524952444512,25.3892517965044
"Feature0017",24.6716811893601,22.0309248110683,23.6890949799435,21.9495405520444,23.2220613441355,23.7730560060128,25.2712068633608,23.82770709645,24.3294563184583,21.8901699650501,24.1279250515108,24.6685875251202,24.4468363335384,24.5091111989053,23.8563305664267,25.1980630975291,22.3318297221764,22.0721136831878,25.1203038935528,22.366944182542,25.329530542118,24.6374710100476,24.8909925746709,25.206594746888,21.2070059384601,22.9946305263293,23.0407291591316,25.0850944649558,22.2263894058717,22.0464778840193,23.7055064029267,24.9155937375217,25.1306204160443,25.1599310309104,24.3180619273596,24.8828008843231,24.9880363525352,24.8117120840365,24.753516491222,24.4421167830566,24.768905560125,22.3077902146637,22.5317660810882,22.0777847525236,21.9343054415311,22.1290594930341,23.2496812079376,25.063329810352,25.023115752753,22.4889411282734,22.1715244186467,24.8449440989038,24.8762058979637,25.2008278716849,21.916050284328,24.6624813202806,24.8397820471273,22.1743132324893,24.7237523586693
"Feature0018",23.6896301945349,26.0522507803871,24.7803456476625,26.5020107117066,23.8975311850474,21.3334932598586,26.6818272263638,26.6421316419759,22.262030588331,26.3738189874599,24.7633030364359,24.27033835657,24.0203960090922,26.8586478616729,24.5891809235956,26.8739810307325,27.2116683782158,23.026536414325,26.6399064992884,26.8300270503936,26.9619011571362,24.4491702924391,26.7829254536898,26.702741467964,22.5684684795964,22.1873701806735,26.499089660062,27.2324888433227,26.0807262599405,22.749485850814,24.5330212753376,24.0634395235402,26.6420609923527,27.0424762263961,24.3345145585463,24.1957321822044,23.8240862198415,24.1405140340222,24.1174791211589,24.3699250157218,26.7775846004343,25.8295181444571,26.991159629802,27.021594535728,26.0153406766588,26.6619548198226,23.6690629231101,26.961503112095,26.8205497479507,26.6579874221133,26.7381956091734,24.6776927902881,23.8222150747653,23.9344275658426,26.839049995351,24.195710308637,23.8462480945587,26.258199460182,24.6435598138613
"Feature0019",23.4163014806541,24.9844883012492,25.8264975790994,24.8610475113718,25.0566666736994,25.1585011314669,23.6855586920236,24.2192901829223,23.418246440877,24.9883370875412,25.7359363034938,24.6178469559079,23.801698755249,23.1816168593724,25.1193226504404,23.4570358822017,24.5937250835094,24.6623582446954,23.3414265106938,24.8943455807297,23.5425461806017,24.4747519490627,23.1800904928332,23.575362241945,24.2682935269104,22.581782095953,25.2744950049064,23.4684444946541,25.3503473939404,24.2096889462114,25.8065411912883,24.194762767453,23.4523616862179,23.4532563223261,24.5219948758023,24.8516945682626,24.3978453224123,24.9378740668947,23.7984334764799,24.8863080030957,23.0613663693703,24.9877690176359,24.8880539002205,23.8745438605425,24.9287947128868,25.2094943493266,25.3841510432785,23.3570647103944,23.5311921612274,25.4380454055738,25.0517626955449,25.2184576051564,23.9714196985542,23.4130443557355,24.0197768277931,24.231415007956,24.0920518332534,24.8344077813994,24.455178450987
"Feature0020",20.0874762989076,26.681605215881,19.5112380224079,26.1449024658816,19.2361442087866,19.3136412956965,19.9182948344351,19.6632288078699,19.9675474933842,26.560232778031,19.0416721674203,20.2390509538488,19.6045452337853,19.5722407448489,19.4110920265329,19.8485712096345,25.3851528939234,19.1417250246727,19.8105199309075,25.3245166433423,19.5728203938334,19.9001354405372,19.7787953170697,20.0002940676508,19.633440247298,19.3350034373328,26.1797127145352,20.1938164964712,26.3265991425291,19.4175593816435,19.5811648651123,20.1707560056414,19.768441992682,20.1907356869145,19.9749084979507,20.980984444702,19.923670361062,20.170506837746,20.3070790927689,19.8020456893804,19.605992258061,27.2703746082481,24.8514113458143,21.2697537757188,26.3885473936173,25.5591662349906,19.3790871421804,19.7705320768697,19.7415660359099,24.9094070875163,25.1179028809358,19.8480354668796,19.9772115715238,20.193777628444,25.4987987814976,19.6612987881494,20.1647679268167,26.6616340045912,20.1134761093084
"Feature0021",26.076185686723,23.9273730337509,25.3588927743827,23.4432637775403,27.032136536219,27.1733164945615,20.0627312791798,21.1215112305429,24.9974295005335,23.2428958766642,25.4522049290729,22.0902474274277,27.6455808049925,22.2703923367887,26.4068053907806,20.7644348905525,22.8871632465128,25.9745143306632,20.8539602700353,22.915868050006,21.0031202420545,21.7518345502533,20.8889655404661,20.562509209496,25.9494256074356,25.3447370376815,23.1657810768938,21.2466717620302,23.7005546117489,26.0509241138539,25.8835258798476,22.4024306725136,20.159372682152,20.8084504820149,22.2967535521579,21.9635110414532,23.2234842355186,22.7775741426252,22.2733329075361,26.8275977172371,21.1768799366511,23.6036603502307,23.4722303764043,25.4324352652518,23.6819022268093,23.0658587913955,27.0051706408634,21.2804035763046,20.2855335854375,23.0702938486384,23.0802933850088,21.4527404244419,25.0811644551051,23.3523969345834,23.2412846173998,27.2936942487793,22.9098102466861,23.5697164076888,22.3784274300768
"Feature0022",26.1968854431215,22.3098783001287,25.8075743886279,21.9529346464569,26.0563815919414,26.4244452167168,19.504201122073,20.3921025749223,25.7937134511202,21.9651367787305,26.5909546398843,26.2519449519507,26.0223197909395,21.4770179138551,26.4154735139014,19.8691819815163,22.0028738441262,26.0102804126495,20.4035876144586,21.1110588845154,20.9140629395945,25.9932915052944,20.3026806798936,19.0053863847625,26.2117780277998,26.1408082299364,21.2984864437436,19.689632018141,22.203320820388,25.8165670250266,26.1750549653304,26.3184841477379,19.6616142448565,19.0519839332637,26.9402191066436,26.4868850332715,26.2078040156126,26.1007633587091,26.5089559288632,25.6293124111735,21.1729660908458,22.6646821937117,21.8551071332035,21.4561575636183,22.4950082864904,21.609968727869,26.8648714742464,20.6483565133737,20.0562122776427,21.1072042299851,22.0004202284096,25.8481313208288,25.5302619316595,26.2842178831408,22.4272123177902,26.7297012221413,26.3652795308857,21.9606208769846,26.7891677204424
"Feature0023",25.827960593406,25.9362884898341,26.5732021480023,25.9443917957158,25.8979962205163,25.6668264772878,25.461723133038,25.7998232983409,25.6981792011468,25.3123151918472,19.4299876441735,26.2861706921068,25.8820684362281,26.2095181561576,26.4929711352154,25.3867859215153,25.5343636338517,25.7793331819899,25.6297887965421,25.0691245224618,21.4271214984191,26.556220029466,25.770206865174,25.2771108912181,25.8171644153247,25.960719048903,25.0869892278575,25.3152151445948,25.5112403498019,25.6962865766646,26.2766169789495,17.5456421530561,25.5535550587672,25.3408349887327,26.8279134365556,26.574048533062,25.7174436428013,25.823544681005,26.2028172564304,25.7479925846339,26.1250242093146,25.85533288595,25.7366622133875,25.4349505956282,25.9073719209635,25.1566608998719,26.5785113848935,25.8058849921226,25.4399442993744,25.3870537616806,25.5438382735342,26.2705956132818,25.6381729508899,26.0678268240218,25.7843133079294,26.0041987520404,25.9287899211988,25.8240169718962,26.8034891979201
"Feature0024",24.8839479511902,23.9927453897854,23.3415592697535,23.9413203876344,24.2058063612887,24.2316227783976,22.6589134122913,22.8071239426488,24.9634502043978,23.4926002557849,23.4113678390386,24.1445043784476,24.2462267607722,23.0450101472752,23.532344152313,22.545971228385,23.4614730848078,24.1270533976569,22.7627362776932,23.3083209510731,22.8649901699505,24.2087141736012,22.9494202029114,22.7372637424987,24.3857170571701,24.4189274932239,23.2826219026056,22.7967968529491,23.9581167344452,24.04227204655,23.1649240809492,25.0341817029082,22.79862589282,22.6794374635491,24.132949505905,24.3711440426059,24.8782211675166,24.7895867298319,25.0181698534156,22.8972987042981,22.8997020510206,23.5546191981944,23.5943816547762,23.1161835470872,23.9795309587687,23.2760164034868,24.2446530370584,22.9784183034381,22.7052852872273,23.3385798606987,23.9786205393839,24.5407342904122,24.5608989581384,25.0273344261459,24.1543078716424,24.6829589388094,24.7935611703209,23.8193949807482,24.2851338324916
"Feature0025",19.4944928900625,26.2371286270233,19.4359660928642,26.0187637543422,19.2713232803694,19.5004366404851,21.4566789731958,21.0626953903688,21.114083394171,26.1780350902622,18.6348014101209,19.122967272191,19.1024997898724,19.9200175645508,18.8261822522266,21.8075462432405,25.0316994127278,21.8098724031207,20.0763410446578,25.2049412825748,21.4324327069758,18.5704445529519,21.18522587107,21.3761328824378,22.9804346711526,22.448807089652,25.272287552878,21.8337367836556,25.9684273165023,22.3785202235992,19.1566889615338,19.6380673396927,21.1278484945547,21.1396284408343,19.477794710057,19.1645109334268,19.2694133179268,19.5036825272543,19.0046233123128,19.7040023612553,21.4036476984091,22.6372464381266,25.8018399634202,24.3104858278063,25.8928942715792,25.5580092107727,19.1491353510612,20.7477352851869,21.1619919486918,24.1621488850795,24.4316761002138,19.3264350020396,19.6442509834131,19.9812190830457,24.9422476746068,18.9733975586104,19.4151569689777,26.8033412249934,18.9556472222845
"Feature0026",24.1075349561079,23.1431496784286,24.4655854443132,23.6274905038191,23.8230560112875,23.9701009813072,23.4476705107027,23.9929184066871,24.1165730513038,23.127579120606,24.9878374419226,24.8605770871317,24.4612584182767,24.6128854278659,24.6831708272619,23.4731625883555,23.3431803213886,23.6431754965433,23.6197802582982,22.8240708405515,23.9348407730918,24.7812324968833,23.9528973262182,23.2836013955405,23.4811060891478,24.1871972692956,22.8332313917143,23.5950062837458,22.5944667634699,23.3860844643648,24.6728723265058,24.9849043017514,23.8151212299632,23.7265315890073,25.1922454807191,25.4108521497436,24.635091649888,24.3713193905448,25.3216062186499,23.5804128289764,23.8067419957538,22.7461284777388,23.2014360962821,22.699665891984,23.0317588715176,22.8945266784722,24.259995429354,23.814115326244,23.29855805724,22.9954586635408,23.4892343613097,24.8517077795657,24.1682709573127,25.186092775888,23.9735290916351,24.3416815882386,25.1613175433317,23.2164616655466,25.358206883015
