"","10plus_RP_pos_MS2","11plus_RP_pos_MS2","12plus_RP_pos_MS2","13plus_RP_pos_MS2","14plus_RP_pos_MS2","15plus_RP_pos_MS2","16plus_RP_pos_MS2","17plus_RP_pos_MS2","18plus_RP_pos_MS2","19plus_RP_pos_MS2","1plus_RP_pos_MS2","20plus_RP_pos_MS2","21plus_RP_pos_MS2","22plus_RP_pos_MS2","24plus_RP_pos_MS2","25plus_RP_pos_MS2","26plus_RP_pos_MS2","27plus_RP_pos_MS2","28plus_RP_pos_MS2","29plus_RP_pos_MS2","2plus_RP_pos_MS2","30plus_RP_pos_MS2","31plus_RP_pos_MS2","32plus_RP_pos_MS2","33plus_RP_pos_MS2","34plus_RP_pos_MS2","35plus_RP_pos_MS2","36plus_RP_pos_MS2","37plus_RP_pos_MS2","38plus_RP_pos_MS2","39plus_RP_pos_MS2","3plus_RP_pos_MS2","40plus_RP_pos_MS2","41plus_RP_pos_MS2","42plus_RP_pos_MS2","43plus_RP_pos_MS2","44plus_RP_pos_MS2","45plus_RP_pos_MS2","46plus_RP_pos_MS2","47plus_RP_pos_MS2","48plus_RP_pos_MS2","49plus_RP_pos_MS2","4plus_RP_pos_MS2","50plus_RP_pos_MS2","51plus_RP_pos_MS2","52plus_RP_pos_MS2","53plus_RP_pos_MS2","54plus_RP_pos_MS2","55plus_RP_pos_MS2","56plus_RP_pos_MS2","57plus_RP_pos_MS2","58plus_RP_pos_MS2","59plus_RP_pos_MS2","5plus_RP_pos_MS2","60plus_RP_pos_MS2","6plus_RP_pos_MS2","7plus_RP_pos_MS2","8plus_RP_pos_MS2","9plus_RP_pos_MS2"
"Feature0144",660023.551,234708799.9,967443.8949,100426382.2,720136.0577,876110.19,594785.0685,603007.6827,578371.7733,198610912,667984.6512,658015.4263,649244.8514,710772.9342,656379.9131,635247.6319,126948007.9,649125.8175,708345.5737,170299764.5,602052.9734,587185.9744,682282.974,600198.5118,625679.1576,602134,155689265.8,599498.7963,234783777.7,605478.6733,641901.1107,584279.8176,596464.2828,613176.6313,696091.0482,581995.4641,621400.9649,670872.7214,707659.9944,651279.3903,627400.9751,205001761.9,185886474.2,653385.566,224728908.5,189279502.5,626804.695,613908.8696,682549.7599,154891050.1,195788286,1319820.087,1297118.44,789706.2121,237767084.9,621483.6497,583804.8544,228596522.7,609881.9277
"Feature0145",1442972.022,1129788.769,604930.06,30448088.39,858173.9226,963607.8192,508549430.7,29742925.13,1478617.266,179267895,1260964.178,879021.256,1094583.849,10211742.62,741038.1388,607040229.3,209171868,1298142.95,416624527.9,297399480.7,540995623.3,617728.2271,12604619.87,625792802.1,1454535.391,748709.4235,221063682.5,609947162.9,1401733.497,1678612.374,972544.6852,752032.5831,24894099.61,23210425.44,523182.8122,583754.8107,890636.2815,1042339.348,944515.0787,1130770.01,9436142.72,694564.094,280088318.8,413031918.4,792292.413,117914705,582882.0331,5086769.063,602648881.6,232075993.2,3767444.292,861363.0079,1251809.404,880935.9853,13424868.33,906920.4749,1182833.284,43033915.84,460907.2429
"Feature0146",3720841.097,11719704.82,6614166.871,12196271.06,7420305.952,6443729.376,5451067.154,2803340.312,4440296.856,14051417.55,4071153.613,5316564.467,1125525.101,2491632.417,5148149.991,4845253.707,12428080.92,6041445.841,4270082.364,15851993.83,5622576.483,3985379.816,3166347.952,5709360.073,5441678.445,1517488.557,23441514.96,4586382.004,18865475.44,5274206.285,9556306.522,3255522.668,5578533.488,5169090.279,4259640.331,4145363.198,4590661.651,3698070.621,3183275.98,3120810.085,1446820.276,16189724.86,14341492.13,7149156.976,12083134.06,21304074.04,4342715.589,4059349.962,5178125.732,18586463.82,12622835.17,4507027.103,3792927.277,2848784.798,5913477.288,3565787.345,3437810.449,14176405.01,2674389.048
"Feature0147",12907466.67,459023.171,2406003.001,3901697.376,2998817.419,4028797.809,125298359.3,32740227.94,32592159.28,12300588.49,3662979.019,2211088.321,7690397.518,40186881.99,1816807.457,84856322.22,34210047.42,6500963.568,88357852.65,44592652.01,104660838.8,1359707.005,74379486.72,138349370.7,4641208.693,56124094.59,24321199.49,92525853.09,2357694.791,11699945.82,4164617.663,4023033.526,93095081.74,83900626.56,1626832.155,2768634.457,7136971.285,9713859.579,3334135.332,31494665.85,55769114.96,3504005.962,7509910.4,149602828.7,1120012.35,84875466.35,813350.8234,68628529.58,131931068.9,25908708.77,6342257.056,3754334.576,16946555.05,2661645.681,2341110.197,5775971.56,4040218.903,4537610.474,800425.1304
"Feature0148",121713.1796,65865490.67,138828.9354,60316066.65,143136.6012,847352.5075,451278.3994,117267.0547,124957.2261,106440481.7,129524.563,105034.6595,155723.5538,108989.2211,142809.5306,697202.2787,91057663.85,728207.1911,126054.3766,129375880.4,603281.9024,110097.2674,6832771.313,143070.3097,154196.9772,138676.7203,142899675.1,157188.6064,62301438.01,490626.1621,138129.9133,280907.3544,135560.8151,134335.4819,419059.4034,409503.5581,179927.312,675926.4215,200017.722,151677.6743,113782.1982,53901718.29,57410054.89,707293.7185,48860504.73,94094550.82,133807.7492,123949.0505,142417.6787,100338150.5,67793802.06,291596.8641,439445.077,310930.8742,40501309.71,135567.2843,497171.6936,76711063.29,227172.738
"Feature0149",509075476.2,398633448.8,331795291.4,380905921.3,584700545.5,641420639.3,258868634,213629041.1,670420343.9,567709487.2,217626607.7,374294569.6,625436031.7,134449258.6,389798480.1,239525683.9,448892129.5,712050763.5,186684880.6,483925388.4,220187608.2,284793399.9,166703302.8,269504389.4,638941156,408313003.9,608318312.5,250282834.3,409183784.1,673447659.2,434642828.8,547491171,210230770.2,254755510.1,213882470.4,336606327.1,588321192.1,524140913.2,484156341.9,590311901.2,126956311.5,319876708.9,400488771.4,228610198.7,312749861.2,629817158,416174938.7,150851726.6,270881004.2,606371929.3,546129131.5,411814268.8,620946767.9,548849826.2,490511785.1,466481346.6,595818196.9,396269997,205146218.7
"Feature0150",7404704.654,841464919.7,4595856.197,754409723.3,7837527.581,11685711.94,532895.4963,838620.7854,8294217.467,1331165044,1033877.878,4314145.226,7891316.98,619194.425,2454101.98,267972.3082,998834468,7727866.467,643373.7155,1339960337,597072.2742,2513487.198,3597492.401,1282745.498,7784478.375,3928816.503,1468505734,464358.7771,870715125.2,8640013.674,1786356.768,7901663.819,2527064.61,1215439.136,1583559.564,2682454.034,8246470.99,9152190.604,7312737.129,4458443.97,446724.5412,762198832.2,1005942433,791808.1846,691794564,1251061545,3507701.443,453585.7927,917652.7082,1334668532,1073164390,4275616.544,9727720.65,8036279.394,983372085.9,9783288.666,7974346.673,921193883.8,1795651.113
"Feature0151",7003370.59,1545790.808,8430080.233,5331800.8,4376597.087,9175391.976,109786735.3,30515944.38,7972641.508,4302906.735,3569398.439,7556374.72,6686313.477,41063616.27,3145406.385,96113349.46,3857621.285,7147360.867,80531699.23,9118156.901,82609595.76,10732021.82,57377146.45,94964038.85,5853140.049,4684912.742,9313818.727,104757680.7,3514227.072,6560587.766,3918424.176,16237739.32,79597725.23,96674147.71,6212394.468,6309311.295,12524404.75,16197286.45,9694291.081,10341977.87,37614368.85,4679479.794,3633137.05,52678215.74,2149549.004,8216045.987,2871026.062,58927092.04,90009589.66,6375627.532,1915303.41,11842716.71,11042706.27,8652859.653,2086149.8,6538889.403,11272096.6,3351639.243,4950998.005
"Feature0152",73371574.02,16786960.46,42685256.97,18401849.41,55924536.18,88889084.88,37599317.17,9588993.314,62670095.17,10669221.57,42921526.82,59173382.06,122677414.2,8649663.141,58322399.08,31858403.61,2102756.171,61736115.44,26399531.85,8653735.498,32137970.13,55972655.86,17549418.37,37264598.53,50595257.75,28112369.11,32719746.19,34424003.66,18943899.85,59127835.56,55411300,111495152.3,32587385.33,42324600.82,41480220.22,55663716.49,113015220.5,129301386,64634869.01,167447275.6,16931224.12,49490284.5,3985198.483,22331757.96,18879652.36,6987342.015,46715744.72,21083630.23,39286304.44,23968087.19,2211521.963,73015697.69,117264110.8,93849998.27,6864783.898,114878663.6,98039086.97,31936045.53,34566918.3
"Feature0153",57416737.05,17225756.56,23760352.3,16660573.66,33381323.06,67338444.7,95461662.54,35832162.51,63244752.66,30682099.95,24600143.8,36897156.4,80447868.84,30315697.29,29876172.24,90093506.7,22213332.73,62586566.39,67028274.96,50839198.01,79644179.42,32144369.67,56357768.03,99733298.97,62764256.36,47938696.37,54347376.94,90432984.22,25561531.45,67602449.22,27977482.88,78876567.16,80627423.03,91371496.42,29530690.24,37620802.84,85037581.83,92757801.6,44308593.29,111282185.3,41373258.04,46166714.24,25795916.43,36634963.32,14806454.34,68525118.92,23064951.78,57543630.05,90251010.45,77507492.6,16203969.79,45797435.05,82312515.49,71380164.19,7487528.807,88698304.76,67241947.27,35487845.1,20373870.25
"Feature0154",112826.8729,106403.227,110511.399,158574.0393,13200978.85,2150924.589,193710.5359,172871.4491,180448.236,115826.4063,282870.2944,99536.06225,6137890.364,195844.1431,369107.3782,159136.8353,134953.0632,11893238.09,131327.601,163136.3961,160199.1792,127254.625,129144.5034,136155.3446,9870912.456,156265509.1,138651.7061,139547.3727,157767.4022,15869672.63,162576.0268,136254.4553,178633.2938,244080.1507,97059.77835,102606.7304,234404.3559,114935.8295,250330.7331,3077174.95,116530.7909,104165.4172,169812.8509,139636.9088,164433.0101,171269.2053,7102223.069,205209.9721,214118.1133,148506.7277,101812.981,148167.5446,144406.2269,159445.4169,132942.3938,1212758.547,153921.512,149879.2925,145562.2617
"Feature0155",2356421.364,294819.0374,1911418.337,425064.5571,137277662,103762233.1,187935.423,335761.0679,2206334.754,542756.0486,1172068.432,5794794.154,19903871.13,593511.553,3218161.478,244136.5345,537002.0145,71468400.42,555703.304,512523.4912,682907.18,2498114.685,528628.6603,198216.0301,55299920.47,59834724.47,377037.6817,473703.1337,980551.9254,66222243.29,3635507.327,3385843.871,479495.3078,538757.7267,3056058.822,4219365.368,2939568.441,2461874.772,2688104.663,27133072.95,368849.1167,238985.5512,496703.0345,571525.6388,389103.4739,605006.2824,34254830.5,375310.3647,642693.2199,296527.2858,470591.5781,4529014.909,4386416.756,2495285.634,576277.6402,65815029.01,2373469.6,431928.4114,1481484.719
"Feature0156",5213586.408,22383141.11,18978527.01,23245335.26,27283419.64,13374476.49,40876721.02,16013506.67,10857983.2,38088862.34,10703245.6,13751538.39,8046643.743,10091101.4,17153017.59,35105968.17,35080266.23,29006423.11,26667211.02,33951998.55,31591218.25,10333133.67,18531611.99,39971898.73,21141891.14,10079131.88,53132121.92,36207976.93,41178916.74,25454308.6,27533169.54,5742490.258,30944754.46,36784425.11,7205463.498,7885918.869,9622841.672,8115305.565,6918768.37,15709032.42,17082667.55,16026378.28,23242875.07,32430903.12,21332680.07,39323782.48,15282044.42,22169896.18,37853514.83,1126489.074,2261961.358,1404378.78,515543.404,4681790.922,1037906.235,5288214.237,6811880.511,17443363.31,5690326.476
"Feature0157",1064000.646,40857081.22,891993.5071,4134416.201,1322484.997,3779907.464,132902730.9,151527385.4,2937708.601,72501174.74,833071.5412,659650.643,1992418.661,152021378.2,1048275.116,146199654.9,9509637.043,3311539.565,134181808.5,23297937.6,135625268.4,1292683.015,139071144.7,136609706.3,1697557.543,801417.3645,19559496.35,174306485.4,47531494.02,1046352.551,990459.1624,2059253.17,143456330.8,146926360.4,996552.3488,778801.5706,2221866.79,1844539.058,3881421.816,1875065.964,146622753,37953692.2,2314532.312,68615854.7,36185664.87,72859704.63,1208258.728,113085073.3,141597166.6,64468180.29,19408444.5,554566.5545,1453040.705,2503360.724,52674896.75,1650613.767,4314492.382,9881321.475,631240.9897
"Feature0158",408635.2038,26265418.51,12210051.53,26223261.34,28587783.07,38042923.76,31019169.89,12221131.72,5916321.539,49383650.03,114757.6933,1728128.206,8220954.185,7254799.38,8310777.719,27237088.8,2321307.84,19485841.78,19976510.98,62535718.86,1312612.689,619065.6345,12663079.64,30335136.68,17014023.16,3709053.521,89381448.24,28437532.31,4468602.548,18026449.1,17655834.56,589522.0325,23797946.25,31555417.27,155563.9336,244998.4523,164781.7322,302382.6251,345322.6943,845318.4865,347426.9957,1554997.222,386640.6333,568194.5017,97634.26893,2070322.916,86927.55236,122750.0857,1248329.883,107230279.3,34787715.75,754794.2237,5021090.269,301662.8369,15704692.3,410424.4991,348178.1969,1726644.668,1120186.977
"Feature0159",6646235.481,6984339.093,6381666.491,5161780.594,5084528.137,10115379.11,5507096.472,55521849.4,7517973.426,4118974.955,3341671.84,13750898.54,106137272.1,12043653.28,7404633.545,6732041.757,12626877.52,3707756.817,4768703.839,6429916.365,7887970.409,10539685.37,8703692.188,14529086.75,4851352.777,3468884.706,5146210.212,14288203.56,20709273.74,2824735.867,7831149.775,37775837.36,9880111.933,10726889.77,13858604.11,5379134.526,13047393.2,40402113.56,11221404.02,7748738.816,73597124.43,7507053.496,7287003.655,3736065.452,8844857.736,18434138.07,7933655.884,4689357.12,3406447.92,13234040.9,12769488.07,10753555.44,6222863.081,36008107.8,3468080.44,8986002.215,16436641.76,5889090.995,6362440.927
"Feature0160",13361947.05,190469705.2,5485842.333,195939673.9,11206122.4,8948019.618,108488615.2,84647593.74,81727651.08,267117144.9,3152681.312,4401903.324,9392228.585,98306112.19,3440580.536,105141613.4,225195649.1,13044141.22,94757945.23,230127420.2,100728363.5,2876745.563,97862978.73,144351661.8,15248439.83,111693863,241468563.9,95356381.68,199622126.2,18613915.89,4570035.857,14645304.78,96338733.45,107381026,2745257.275,3181850.188,18888342.32,16470989.84,9450786.876,6918395.807,71815660.35,204639167.6,189176505.8,127188499.8,167727789,234916635.9,3869367.188,108685125.6,113128684.7,199337015.9,192272443.7,3518426.385,11110997.61,10186871.78,176965674.9,8362078.884,12636697.39,197853490.1,1385592.462
"Feature0161",109263955.8,26434811.12,19978271.09,8163386.473,157241310.6,128207846.9,20267886.03,11918991.4,10337681.11,13159828.46,9910212.061,54293917.52,142610129.7,6057020.263,20206739.56,23541759.18,15446149.18,10602452.73,18159135.75,9277889.581,22704850.94,39472896.4,14423028.28,17216232.31,10648758.91,9112392.892,16782734.83,26170416.12,10242520.34,12199922.95,20847950.98,65107948.12,8927913.75,20601045.55,36827587.79,24078570.69,87293452.02,96321693.1,73719907.25,133503548.9,10861959.08,7309758.016,11500143.8,58565213.29,28459966.08,20042927.1,11200814.98,17695622.84,25555920.72,13368683.13,18760534.95,70923418.18,126123079.6,36818486.39,6395678.66,105491076.6,86668763.77,8087965.519,38031950
"Feature0162",62988266.97,3042808.55,40419269.23,5677408.264,7109722.265,153077423.9,144522821.7,48749849.88,3134067.232,111241860.8,64918643.63,69050116.78,173552776.6,46526795.32,50325186.37,111475926.9,94700335.59,4178941.668,107199253.4,124296676.4,100488051.8,61692437.14,70620929.52,134159446.4,29031344.95,2333293.019,127451852.9,116303694.2,8225923.993,5126861.541,59799625.31,114536852.6,99284326.95,115234476,43488329.16,69629878.51,153156035,14000199.31,63689595.71,320613584.6,45309672.66,75257384.3,70331064.33,83920740.97,43332628.92,150129003.7,35350537.43,63771653.13,127701748.1,147775587.2,7532299.545,116927363.7,110176675.4,68023228.21,21185857.87,9967044.972,5039567.018,54339011.95,38812319.36
"Feature0163",1923756.057,16661246.9,31251150.84,15292748.21,33914900.17,6795913.375,15811890.34,24750669.13,20581507.76,22986508.95,8242884.66,11061704.41,4914685.903,7370636.495,16460221.55,10792393.38,23510941.2,52638772.78,10321617.7,18556958.14,7969609.132,7967701.228,7153986.625,12901953.49,46298338.83,12707142.81,34180253.93,10354170.44,32485318.58,47358536.45,34074003.9,2871123.233,7230921.491,9544103.764,4603032.838,4987456.898,4746124.11,2719849.68,3979470.292,8080960.367,5542902.631,16000390.33,16215187.95,22958211.73,16183482.27,22650834.99,15157263.28,7027731.782,11415446.23,19831013.71,25677328.7,6532287.129,3290742.36,3019463.838,12478561.45,3495586.767,3633516.063,11235032.85,3295662.378
"Feature0164",6751042.624,18885519.7,11081062.79,18962996.39,15148902.99,19949307.25,12380827.1,7429103.072,11251355.08,32577136.06,8911479.942,9511637.744,16277499.93,4350471.954,12252577.27,12797899.79,28853351.99,27390107.11,8995863.337,26519543.39,10353885.17,7524165.848,6048131.704,12233405.26,22806795.67,7667685.032,49886403.37,11794762.66,37323687.97,26310457.87,15420956.31,12847855.43,8767880.548,11691822.38,5110769.489,7045121,14671376.21,19464653.12,8597359.381,28652852.57,7952679.11,20309040.73,21200449.87,24551593.84,17543936.78,34455976.31,8485403.971,7014397.857,13221472.38,901628.4201,1941358.952,1556353.195,546734.0576,7960131.204,841504.2558,11815802.75,9313400.407,14402825.7,4228406.97
"Feature0165",820337.6088,393819.9453,449912.2382,260219.2207,385479.2919,551592.6842,555840.1073,780905.6438,627515.948,373767.4425,810465.7485,356704.5791,140219.8382,1066066.217,588866.3515,305162.946,563505.5077,482155.2564,383460.7261,134450.7703,270847.8259,388341.2381,425441.5651,673837.7723,487911.5423,407477.7381,357064.7453,516275.8522,322437.4907,836724.078,233890.4164,265754.0463,330348.0029,331907.5476,630450.6128,136466.081,224454.0135,385571.8801,749512.2812,152270.3813,765774.1587,651079.3665,244968.5012,1587463.307,243581.4906,313436.336,322764.8194,804716.5123,217954.5375,50764224.73,56104278.73,56040928.74,59561341.64,758903.2147,58305294.29,144582.2847,520412.4366,189020.2494,145322.8516
"Feature0166",56560138.41,59567053.67,51941863.92,59319772.14,56037549.02,51357469.52,52287262.01,58160312,57467746.24,50571763.57,54562235.46,62722663.17,59191255.01,58559876.78,61530722.13,56585615.6,55579152.94,53795889.82,58392662.98,59485377.11,53687091.03,61339696.38,55564198.85,50381149.85,57623637.54,56587080.41,50898804.49,50108277.25,62494339.01,54210958.26,48322766.83,58751431.42,54974768.46,54008074.19,58507194.31,53708063.8,58164198.05,61612916.3,52201542.33,55831816.12,60684791.28,62284394.72,50529773.92,49775912.03,60442987.32,59720855.73,54891961.88,50670286.68,56107637.75,1325304.651,2310610.054,2568439.38,2195287.697,51992927.85,36214837.68,56392545.84,57567924.72,53099973.42,59305618.7
"Feature0167",135349958.6,34389687.33,65806395.86,33839332.39,116682344.5,158145422.8,195527374,57382183.37,215879147.1,59152355.38,53169484.96,91595083.68,141778885.1,49180927.84,74207550.17,177501458.4,40148794.13,217106366.2,120064972.7,82002646,147410364.7,77466068.72,99118189.11,221283155.3,169071143.5,81586315.59,82455842,183404885.7,54301998.24,184774070.8,77838613.4,136163740.7,152678179.1,178356168.6,58799897.52,75634828,158334656.6,155708100.2,88205898.81,190725778.1,74328345.81,107279139.2,43294246.31,92339486.52,30724610.5,100739060,62577550.48,113783090.3,181705137.6,129185274.4,37185442.78,88662187.22,164808481.4,130562897.7,23862380.68,150919530,120922613.7,56858823.41,49411165.32
"Feature0168",268614448.7,98638804.27,149024649.7,102747867.5,188222689.2,335097099.1,464253887.1,157628811.6,13899640.99,168759857.7,149102508.8,202781399,368897833.3,132906189,165814978.6,426277157.9,112567769.2,292800441.5,317973067.9,221713399.8,20414366.35,168721746.4,253570188,452478545,254411000.6,271689050.4,231273003.4,431333520.1,161683626.8,290823455.5,180024784.6,336546838.3,346957917.8,442683759.9,135140729,183515470.3,386303638.8,408747697.9,212019685,546994858,204596411.8,178772349.4,130091224.7,127871687.1,97637384.77,298528352.7,127461221.2,251271094.2,439347886.4,533600.6746,2056970.502,13479664.09,1467602.911,304787569.2,761664.1125,385594038.5,301453634.1,181113743.1,116427989.5
"Feature0169",75919268.28,26311132.2,39308475.77,29717938.7,53631965.26,81919164.8,110070308.5,41142580.87,83203784.58,50252275.87,35912958.78,54589634.58,78438640.52,35579285.54,44236334.24,94654307.88,40014091.59,89523018.12,67682336.85,76483089.75,81669777.14,57248806.27,67615674.63,101578951.9,81926077.98,87029813.42,75856226.16,88176543.41,34988823.65,94543636.66,46659219.5,81138493.71,77178311.84,90290374.47,46699838.13,67537151,98175639.4,100726311.9,57889492.72,115300455.5,39967409.61,50568386.62,39794573.7,50437852.98,24282113.19,87750872.06,37428177.3,69600012.98,97859032.36,82540650.26,30153319.63,66438456.76,97124989.44,78572264.02,18139259.54,91390521.51,71090344.64,46626206.98,36469020.65
"Feature0170",69129475.99,21795274.5,39543535.44,23174377.02,38732900.34,67102475.59,65104972.54,18456495.22,55295433.19,34050397.16,38788125.21,61422178.42,89745827.88,18591722.33,44234176.57,55270916.97,30553608.54,51071969.27,44900521.18,51039041.85,51298448.97,53467492.93,35127012.59,60068408.91,47122531.75,29929902.45,48135941.48,58678765.38,32406180.44,46325875.06,53372978.9,88626986.85,48422510.09,58737455.87,45115724.84,59269709.41,94066871.85,105121249.4,60864703.54,113143045.6,27982935.99,44585729.09,26946056.17,39691790.37,21611175.14,59596612.57,31884938.62,39447338.15,52760775.84,71363587.51,28507410.57,66005601.34,98655474.87,83056514.6,18160202.87,77200013.8,79402313.34,35295709.79,37871970.71
"Feature0171",515776474.2,45549463.79,12166595.46,29190659.96,360692315.5,267699150.1,5054972.005,5768611.372,356294015.2,31885703.77,13939248.25,74298306.01,77293924.92,4531203.342,12856538.45,6592943.696,9335903.168,234982888.7,4919573.303,14580291.44,4614334.278,72535031.76,4060836.981,6267049.252,221441850.7,265747049.9,24780449.55,7205472.155,36579638.41,243122391.9,22248658.93,256260264.6,6542701.136,6051007.488,83445333.29,90506256.75,393217677.3,308240709.6,197206268.2,90297151.64,3468047.923,48528131.85,23671668.64,53580492.24,44240827.48,18189848.89,222522307.6,4237726.833,6936869.6,50366168.63,17303263.84,95767672.8,526485828.7,266100001,36037462.37,176868634.7,268324394,45652532.42,54855752.15
"Feature0172",8998963.511,450385391.1,18624332.32,459827434.8,12119481.34,16436130.08,592790232.4,152917427,16286909.66,698322611,8435026.471,8197752.967,13965551.59,189638669,10442504.42,561569636.6,594036366.5,43009749.09,438151443,761127739.6,516811025.3,6988032.934,367647700.8,624983170.7,41787166.02,36021196.63,760962495.7,592546987.2,498620096.7,46407188.27,13474001.46,9975777.451,496600651.4,600294088.8,5314183.765,6826417.538,10903847.2,9838245.517,8329963.896,16670722.6,222407873.3,258408830.2,560248444.3,326166367.2,396263031.7,801666075.8,8831036.91,381613391.2,623522595.6,727324869.4,577332534.3,8550452.157,10394869.14,9445498.275,510530060.7,13955645.32,9599057.142,495500797.8,4046779.522
"Feature0173",828622718.3,219237671.3,462164593.6,238741318.4,581531259.8,1071160332,1303395225,500167553.9,750070694.9,397651289,485186933.9,570355682.4,1165828041,399922491.7,544707332.8,1301795508,242233249,706745988.7,995582581.6,534734644.6,1116037422,509156743.3,750353798.2,1400697026,622635238.3,613794098.4,625640161.7,1275793451,357847275.8,725335687.1,564485496.8,1060773602,1062404410,1321929494,409211609.9,541109446.7,1183073776,1300171351,703360674.7,1803152892,550932099.5,526495088.3,294864734.1,458654708.8,197895836.4,722499861,470332319.1,760222116.8,1262061925,864690234.9,201769281.3,726156497,1141644596,933809489.7,92221930.89,1187907127,885123700.1,417669797,330924414
"Feature0174",60889972.66,16057527.33,45941473.68,14017957.28,64658029.41,65309663.01,40643077.76,14554183.01,51651654.87,25026480.15,42164452.29,44231290.35,76844275.31,12275118.13,45978383.85,38093444.84,21287879.84,72255105.08,33663100.99,27789418.99,45634848.85,45229335.11,26754592.09,38393373.9,71774692.68,45056955.99,30141490.59,36267287.36,26644186.78,61579774.14,52431154.63,63629918.3,43023706.88,44982126.62,38128000.69,41207650.44,72460724.35,72920627.43,49942320.98,121325646.1,19960345.16,29487782,21409387.83,30599054.13,15341421.31,36748779.68,42031806.26,27308194.15,37940596.83,41387233.24,18686598.7,47131410.89,71353244.74,59949380.25,10292261.9,67092239.18,61793303.11,20561840.29,28230006.58
"Feature0175",951442711.9,34113053.92,733481632.2,31514770.82,660657706.4,772201314.9,35677148.97,27793842.28,174124703.9,29714395.95,548562356.7,1100351875,1024951268,80831013.26,782075242.9,34963370.42,30099431.53,267471748,32276241.23,38433822.47,32532257.99,942738620.4,30713800.75,32290811.48,209558527.9,169476190.5,35770979.09,34010529.76,29949873.68,219721842.9,723519294.8,835710747.5,32952819.79,34148301.47,708168818.4,735442259.7,892434568.4,803236312.9,1017050933,1107661178,22842054.94,152754481.1,33056519.53,1185256355,28048501.29,40828927.86,462279283.2,28966894.76,40969474.46,39758320.5,26482342.27,1113562869,1029192204,808464644.6,29588352.4,771849474.7,963009436.7,33454173.25,659172700.8
"Feature0176",19842212.61,6242433.473,12239389.36,5516043.32,17193619.85,18500336.22,14474584.44,6773568.334,16971279.88,7260235.308,15549886.37,16612187.74,21626149.05,6642024.629,16172686.26,13497591.87,6547084.776,18442633.11,13171320.14,9031853.008,16891431.93,15376745.37,9196569.004,13875975.76,19353556.21,19291760.59,9324598.544,13430765.73,8019544.048,17155182.78,15613303.57,22762721.14,15768065.32,16034034.04,14567950.77,15931037.35,20548247.84,24511708.64,16086127.86,27205476.22,10961325.13,11943306.89,6638108.017,4562992.626,6123687.146,8229383.17,10762209.81,12351334.99,14145243.82,11033966.08,5602982.919,16266570.19,21614278.52,19823451.2,4484570.758,22333222.8,18874944.27,6701729.374,12362195.93
"Feature0177",230788230.5,136420852.3,431932177.5,70474031.39,208225958.7,231833963.8,26707889.21,8770071.316,161345478.2,135092346.8,391303719.9,340022240.9,327333234,9893962.064,460162350,33560730.79,62182864.57,339633079.1,17273103.37,125522532.2,6007394.805,227692721.4,20639667.58,22715781.83,343807073.6,57740743.53,167665706.8,16883982.06,148132005.3,311122985.9,490934001.8,200551567.8,7351474.281,3491233.919,204139041.4,253183879.4,183362125.5,264665446.1,91878708.01,473898693.9,16753532.85,231897609,88923390.03,127626321.7,113250447.7,151630281.5,278499420.6,10491480.44,18831163.81,228720412.9,82848785.9,236690925,245552230.5,160075204.5,88980664.88,264803391.6,153385686.5,116060168.2,144149630.8
"Feature0178",851441432.8,290865273.6,550257964.1,835885977.9,332712272.6,392571486.6,686110426.1,522251030.8,254386894.9,1160097873,424724689.7,656229460.1,783068314.9,550155871.4,517124188.8,781644223.1,1202878199,289061499.7,583161556.1,1480833271,600291571.1,508079987.3,681704934.7,910138113.7,232048861.5,241018672,1293173205,785046335,347073588.6,274185343.8,662236691.2,573353853.5,648172855.4,855622206.1,525593788.7,629795916.8,663324828.4,561154309.1,566928853.6,938686073.3,579030297.2,507264915.7,1087240610,1633869711,342055417.4,1510345204,347898093.8,792327276.9,1002953676,598231587.9,318910892,717242605.2,527719280.5,627176357.3,503275993.7,507507343.6,1048468978,919263678,415067803.4
"Feature0179",6577381.896,20410630.89,9244535.246,24524139,10420188.63,32435158.17,27014992.72,26744827.35,4896620.789,46745525.52,10479613.82,14158792.88,23363225.65,9929118.811,8540373.784,23951075.3,37344088.54,12514798.48,17082190.96,45215898.04,21239869.27,12402631.08,13521024.48,26142132.26,10618798.02,4673542.184,62327323.38,25183764.61,45572609.41,12190842.4,15194026.19,20112814.79,19973717.23,24947305.93,8312842.906,11605851.79,23856372.6,35421563.46,11289255.8,39508475.6,12615155.71,25807469.72,31914598.01,22371074.39,17268043.99,58300729.78,6920662.663,14315848.63,28456381.47,802184.348,141878.587,91282.80878,588607.0149,13190669.69,267933.3668,19433213.16,14499008.1,23981164.2,7734587.067
"Feature0180",4844097.425,2328449.501,4972772.266,2305279.426,3756670.346,6658930.27,3773731.74,3920882.789,5717667.668,3255190.72,5441744.371,14401326.95,10703864.82,2352167.457,6118829.865,3030846.553,1615282.944,3955368.51,2923203.154,2683580.704,3031035.296,6620405.016,3721153.291,3535381.623,3663772.476,3791074.205,3999166.155,3646195.569,2128142.038,3738804.825,6426068.237,16827572.01,3318875.317,3174701.785,9725970.211,15844379.21,16923130.49,13928294.46,15146219.88,9771508.184,2660539.855,4330770.167,1870739.628,2888882.435,1950486.534,3169761.366,4644295.627,2530419.185,3926009.421,5402160.375,1841602.521,12137647.15,8778626.632,13878735.55,2050164.352,10404368.71,28933697.16,4671475.14,6722433.584
