"","CTRL1","CTRL2","CTRL3","F1154_1","F1154_2","F1154_3","F1177_1","F1177_3","F1246_1","F1246_2","F1246_3"
"Feature0074",24.466732902704,23.8642782201979,23.9403682384934,26.1799854735611,26.4316612094848,27.5628977325467,25.9983003321781,27.1217747420801,22.8184451931974,21.549066877746,23.5750926978686
"Feature0075",20.1390761100032,20.6682518244809,21.1977082287807,21.7788325173422,21.8633249981874,21.5750051378139,21.5047730204942,21.0851721621386,24.6710319537644,23.7725781802163,24.1852802239306
"Feature0076",26.207982860793,21.184869468343,23.3066370952484,24.1908046800411,23.8201614440331,23.1589057508691,27.7766079754638,27.9877296124392,25.8727629026415,18.990584474696,20.1096054933138
"Feature0077",26.2860515058938,25.8438693393016,25.7436133231704,26.1698006654658,26.3743699094033,27.0489508548348,25.7495832448466,26.9600293423818,24.7302687919639,25.5425225742811,25.7981165531573
"Feature0078",23.5645047327912,23.2104628986405,22.7844261426456,25.3804708479592,24.1516327858028,26.392621910869,25.5078952313065,25.1143686845122,26.887132592258,27.7237555764751,28.1872744061715
"Feature0079",23.2978771823306,19.1527106392358,19.6065570085265,22.1524212153485,24.4702129916512,28.9238793452816,21.5316276802285,23.6440642479053,22.3001655054242,26.9377912505674,27.3143234900629
"Feature0080",27.0898935484645,26.6189575757738,26.5603786373093,26.4403159926056,26.2117058262117,27.421038807089,26.467708296408,26.9745085409336,25.0641503237502,25.4053938081932,25.2422278025168
"Feature0081",24.145553791514,29.3756688766348,30.1121876495313,19.4941229307136,20.4820632864028,18.8928682957814,20.0984548928342,19.5523088996397,23.9944313400703,17.5423617648364,18.3420832210609
"Feature0082",20.4988323476473,21.7802059804824,21.7478983765249,22.1755752260418,22.8344836283185,21.6071482991823,22.9117578884737,21.4903415269304,26.0606363406244,25.5878194949069,25.581985472561
"Feature0083",20.160745241337,26.3796193319204,25.9207523675949,27.5973567033476,28.2823318946532,20.1071440609939,27.7027429942507,27.2355338480268,26.8203332677317,19.9096497155378,21.6319820017771
"Feature0084",27.0244570684861,20.6781427445288,19.6441090439307,25.0245438704284,25.3265080754562,24.0146718628391,21.4990761035574,28.5883749335107,23.5515176866212,21.6804448136505,21.9332195994043
"Feature0085",20.3399185601189,21.1366432937758,21.0774526241897,25.6921647765463,24.9404231777262,25.9718478382417,29.7739174272504,29.5002124959885,17.7399516816146,16.2407710812589,17.0159669647702
"Feature0086",22.9515783226794,26.2607190007096,26.193192301282,26.8957780620453,26.961514992139,23.1898022273231,27.2298277814922,22.8355598779906,26.204069527877,26.7339891254742,18.8979730081463
"Feature0087",19.9663590702263,19.3905087035135,20.2095004094957,20.4880091401757,20.3757667754478,20.1476600366386,31.1912454232885,31.1599388030051,12.3562414353219,10.6276878760188,10.2751487790308
"Feature0088",21.2347742608935,25.7651070009534,25.707819020031,27.1160197531701,27.4698648994968,23.2116873358555,27.2572018852994,27.271056489575,27.055444673752,21.2131773667029,23.047931986539
"Feature0089",27.5152015270473,26.8742598163752,26.8109416656607,25.8524138328658,24.5818018610253,26.4618102229502,26.5904076641662,25.9720181528788,26.2106667092394,26.7673813639118,26.6371678092192
"Feature0090",27.4658136598491,22.6509101737191,21.4336021626876,22.9098252570092,23.2503665331632,23.5536655007014,23.8225446581876,29.3771208512729,19.9960139940396,18.6934728852241,18.5142741149291
"Feature0091",26.3831384701168,25.7997992790574,25.8595813894072,26.9082189801615,27.1963532598806,23.7679332083687,26.6004126663095,27.6711918388391,25.0363992731443,17.5504178322666,17.7881051231219
"Feature0092",21.4441289407024,20.2201038692686,20.544742394524,27.6546243285712,28.1798433251534,28.7884410586641,28.4049976228482,27.8024877810184,21.3509364541068,22.2908277100923,22.5238024383179
"Feature0093",19.7109937464642,19.8270854283944,20.4484052088355,20.6689231962212,20.9090714125427,19.9643537276076,21.3148822585259,20.7728948360691,24.6173490118406,23.3791055483409,23.5731336318042
"Feature0094",19.6806923706145,18.5320181201871,22.3703833163406,25.3043562700011,23.0673383237755,29.2066179571753,22.7680586295465,23.9221737540098,18.0775754587233,26.560729502678,26.9236365300915
"Feature0095",20.3380934918337,21.0306974404258,21.377676743854,22.1176527067998,22.3204489336943,21.8281209948465,22.2252725010234,21.1566782237735,25.5948901021147,24.6653269448554,25.4025798797968
"Feature0096",19.8082345989326,20.8456706098855,20.6669658974461,21.0402468140079,21.3805287384579,20.2510756829931,21.1992260934682,20.8864369871329,25.0143114807653,23.7921705180542,24.1481816679471
"Feature0097",27.5120022828592,27.1499761599802,27.2295634749865,26.5580096028837,26.3529721662247,27.0923911809111,26.8681264880062,26.8805611463272,26.5325039142282,27.1964596913541,27.3433293773109
"Feature0098",18.7423172359696,16.289256801723,23.3802846019248,23.7570439531169,29.1078236803671,29.0597737186187,21.1372778321975,27.9991414500804,21.270238856103,28.3461681740959,28.6054298276129
"Feature0099",27.3753582761824,26.5822263113865,26.4205865926989,21.6567016871106,22.6806092976791,23.1522591418282,21.9805554988817,21.7307562986509,26.7015643705404,27.5506650031989,27.692210693737
"Feature0100",26.8247211488394,26.2066243765606,26.4655209975769,23.913564175871,24.5391980931202,20.5772993924514,24.1746961636502,20.0226285883965,26.4546120914864,27.3276922879697,27.4646937864751
"Feature0101",16.9184602757852,25.272050118665,25.2973303049949,27.0014587213623,27.2089158188957,28.2314830634448,26.775306357925,27.2001825896753,26.330264271502,26.7659478305927,26.7554769617546
"Feature0102",26.7475291935859,25.5063123900667,25.7174527269557,22.8088610502852,23.5538974972216,23.989944879014,22.4335577942462,22.3051029117978,26.6753788154783,28.4235095242612,28.6497551792122
"Feature0103",19.6135423419816,20.8932839656912,21.4936336035992,23.7943015826765,22.4567211422561,22.532769371787,23.0848703090194,21.7931381538232,27.142158867034,25.931649747638,25.6671093839718
"Feature0104",19.0384948269747,21.4177465207156,20.6924550462019,22.1854443799157,22.7872080049339,21.1418603354324,22.1120495554405,19.8085707895357,25.4334909653756,24.5118101465305,24.9062779554835
"Feature0105",27.5332601049469,26.695729471562,26.4279278611509,23.0201258835808,22.8621552209418,23.8932207077153,23.3060175845418,23.3085880258316,25.7344985593955,26.6551395831236,27.0241569021692
"Feature0106",22.7836301668144,22.3970698266283,21.9201811200885,27.1587974280986,23.9364141907993,27.7408095744504,28.2337072444917,26.9377676392302,23.3942004957525,24.0442786485709,24.2204852697075
"Feature0107",20.3137336959287,20.9038450722383,22.6758251110196,22.2495667214153,24.1038625905943,29.4907739370194,22.6713314162641,22.3040613517285,22.7431513477028,28.4734587417516,28.7921330531872
"Feature0108",26.2063999693029,25.4818459712384,25.3296045309133,23.4121993689101,23.4288391221477,23.9968783588289,23.3215110399057,22.3870260847819,27.4278634622788,28.0490545973793,28.3278501297085
"Feature0109",27.0864500456762,26.7200193983264,26.6226120145649,24.6636056111126,24.5386668833003,25.9079484649646,23.7005730141777,23.7509635210115,24.5384195385306,24.3903630067825,24.1805656834074
"Feature0110",27.6288534533461,27.4289866916307,27.4472417526305,24.2784889232599,24.9339803226882,24.5193405759002,23.0878669621135,24.3258632648613,20.1134117736988,20.164182078989,20.4084511256866
"Feature0111",27.7320061754152,27.3443345212308,27.3211480524678,27.3210468940777,27.4652662942035,27.964182772871,27.4814044618458,27.241390033894,26.8947945211169,27.7767025800363,28.0950543851504
"Feature0112",28.1566814825974,27.8184304372776,27.5772867016343,27.5408372537217,27.9211189523021,25.9991794945746,27.7395308870367,27.5178204199064,27.455795063157,26.3113137311329,26.8696577786463
"Feature0113",27.5488613271921,28.0166215204645,28.2071339849777,24.3805785186307,22.3394152649674,23.9831519889508,22.9544572947612,20.3587641057708,21.7763958942464,20.9406437286875,21.602373586723
"Feature0114",27.5105392754812,26.7068756466872,26.9456439665747,21.4166757813666,21.9651889598923,23.5021787036832,20.9882574314581,20.5294284786653,25.6107822541707,26.4436015741306,26.4554214514165
"Feature0115",22.7321281528918,26.8654365864918,27.0150875929202,28.5474926619899,28.9029429919311,22.0924243207398,27.9327601874671,17.3421710340943,26.125668507032,20.6388652223177,19.5198972991655
"Feature0116",21.2407233482124,20.9621475853722,18.4424551712259,27.0770551163042,26.454960169662,27.9647268565478,27.2144707726588,28.0102501705796,25.9353557075142,26.2767040343621,26.9158664744567
"Feature0117",20.0971070806874,18.7933185118594,21.1341116164136,26.2019578140527,31.4654062576586,26.945455814682,27.6293843108228,28.8819441028071,17.2029605318788,15.5805868910145,15.1683456068705
"Feature0118",27.6789265580316,27.3713767957399,27.3100803677165,26.947182563607,26.9096114891598,27.6225462097549,27.2348705672906,27.7427101885935,26.4142095636096,26.8566854795303,27.1348570567884
"Feature0119",24.199794706089,22.6468374485628,22.7914175904695,22.1924548928054,22.5282318313935,30.1830165545263,19.5814131604482,23.5053666393768,18.0133489909588,23.667355174161,22.5722717885254
"Feature0120",27.7949791817188,27.1587914375149,27.0749786201166,24.8197484422941,23.9801535845213,25.9745695227293,23.2679543012698,23.9387488526333,25.0542489817082,24.7747090613308,23.9566055810139
"Feature0121",27.7396366829111,26.9675327916676,27.0200058507232,26.0602297003792,24.246480303645,21.7039527905799,20.5974763379562,26.0911235271,25.1118329125395,21.8449732627379,24.4159459754914
"Feature0122",28.6331960614674,23.1416595425267,25.8206893355769,25.0099243796311,21.7301209573597,21.9391907693897,23.7181690950782,25.1220451730387,22.8446567482608,20.9565332565441,19.1560275590602
"Feature0123",28.1658910097111,27.5586962043067,27.4980877733702,26.1356302922796,19.2677528959928,26.6008000342151,27.1905427607696,23.6073240652472,27.6982824033389,28.441878565438,28.7974805662904
"Feature0124",23.0461627635586,20.2703497364752,20.1564729711393,23.9752184071503,22.9957197873963,30.5838527153584,20.637412848382,22.4033700475649,16.6816084883834,23.5864854384945,23.509073608154
"Feature0125",20.5534382551682,21.8022417032369,22.2177275858875,21.3354340853031,22.3818459976415,21.7142987657052,21.9773275414528,19.9255686706946,26.6512492397768,24.6135093498925,24.8268651227997
"Feature0126",28.0773155608879,26.9287760408041,27.2548794535608,22.5043010672849,21.5432695889537,22.4766521958868,23.6239782010217,22.8040264260958,25.140536480954,25.6975836623449,26.2372214048856
"Feature0127",19.1470263320339,24.465460106601,25.3817271191285,19.7942636127776,19.9481179386643,19.4159998432295,23.2647897654371,21.2197532944804,25.4994569237886,18.0344250186867,18.116535271635
"Feature0128",21.2043212844657,27.2589735347106,27.3139803326699,28.0921458271081,28.2746044478301,20.8125547881111,27.737089805684,23.8110619382114,26.7949013505545,21.4111794579101,20.3032027537922
"Feature0129",28.4373597283219,28.0457103220112,27.9785940744855,27.3221319817428,27.2475065058639,28.2062723114479,26.688806790038,28.1737516623438,26.2885729492441,26.0143502488799,25.5104327797777
"Feature0130",28.5881355665837,28.0923080083723,28.0796094481221,27.1962232663274,25.5623447497971,27.3812088180822,25.4415188191742,24.5803381322335,28.062946351998,28.696021365499,28.7329899691602
"Feature0131",28.1673750290503,22.9356840426454,22.439521914984,19.8980002274056,21.3849017936646,24.7461930265392,19.9720719704358,24.166683663071,23.5944114239546,29.4859539302207,29.6384276410721
"Feature0132",21.7147592122893,21.5140380586787,21.0944900770935,28.529501770463,27.6316519469068,29.4415154619442,28.1840922478679,25.9837076435666,24.2826367485287,24.5078874186641,25.9437267918133
"Feature0133",24.9286898692248,20.5419820416001,19.5816891168551,19.7025786301236,19.6531395618605,19.977745090097,19.8578418832813,20.5555963737123,14.2293291186141,23.7172299027465,23.5572960639874
"Feature0134",28.60666833926,24.398644735264,24.1922995495979,22.3178212758804,21.983132059452,22.0615216776323,21.7554008023153,21.0083630546422,27.3680535033538,26.5014220299755,24.6102947639768
"Feature0135",21.7061866934951,27.2757079943559,27.3203392453964,27.9686339705693,28.1534595458924,21.2357951834831,27.6142566470289,28.7910317329386,22.2602647980041,21.4775660010274,20.4516938938711
"Feature0136",20.9384628534722,20.632949918796,20.6089609601288,26.6219362585728,27.7842582932611,27.9065144818805,27.7776715054487,29.1778589649092,21.70504561159,22.5212218339645,22.921580699179
"Feature0137",27.7248096083501,27.0454286484964,27.0876852485267,27.2581939041983,27.6509012474936,24.4942276858886,26.7042025454848,28.6194898421698,25.8708266407393,20.5080406277803,19.4261598007722
"Feature0138",23.5403037680375,27.5818738467507,27.6835220163427,23.9521257636036,24.1915731881862,20.1683109848805,24.4118562821584,24.1119900309299,28.7184712369251,21.9836918036725,20.7693878801461
"Feature0139",23.6883647819426,27.1546916357196,27.1272830655336,28.3446102171947,28.6351853538941,25.1862163285713,28.712684625971,24.4228165420591,28.3154483859142,24.8531664217167,24.2667449279907
"Feature0140",23.8825139458908,27.3156323988778,27.3193441073635,28.3425777557792,28.5799245448368,25.1791928727657,28.7054539955129,28.5306871861001,28.3153526196726,24.9057138639142,24.3038855694231
"Feature0141",27.4345216120983,23.4492725331041,18.897071129845,24.3925993227905,24.3054465970977,29.6811689311337,24.6829676701256,24.6494207999028,23.8564502970708,29.556512822409,29.7745289648821
"Feature0142",17.697407304222,18.4234119999213,18.6556048146365,31.1628446833402,31.7960881726326,30.9883263139909,30.1486508232949,27.3400796707204,16.818817467716,14.6097862604758,14.9178492302876
"Feature0143",19.4225447249882,22.1760284970358,20.3606886650991,20.9546585325768,21.3528151348167,20.0472764958846,22.0746718920131,20.3165472781534,27.0762809567759,26.0999643236093,26.5338809588813
"Feature0144",24.1704666935221,28.3774078342858,28.6182125122292,22.6997757284234,22.542682431184,23.0053773302961,23.005560990635,22.0421486080155,24.0925462635423,23.168617268732,22.7171902359862
"Feature0145",29.1453721763779,28.5077107698009,28.2611485753772,23.6460463508468,23.5341104399333,22.8380837152002,23.6412228302393,25.6885481720155,25.9673129686781,26.9014384098583,26.9798136383499
"Feature0146",21.9254441607289,28.3505252994141,28.251418602643,28.2964904542976,28.6080747048263,23.4664483551825,28.2531500553071,25.2817028227457,27.4667809526844,22.1568122732463,22.0658826623114
