"","CTRL1","CTRL2","CTRL3","F1154_1","F1154_2","F1154_3","F1177_1","F1177_3","F1246_1","F1246_2","F1246_3"
"Feature0089",195927890.7,180200196.1,210069254.4,91194369.82,29235976.56,85624889.66,135068914.9,96709403.74,132764699,96801716.39,62415523.64
"Feature0090",92761423.95,1992058.771,752669.2118,1224261.162,1258292.001,3490995.252,2188624.219,210344750.5,2700611.339,1769957.634,1226706.097
"Feature0091",127814768.9,129979318.5,162604828.1,98204792.99,84725824.4,6991072.603,71344178.53,218477175.5,49024505.79,131756.9303,120703.736
"Feature0092",4219813.532,2713993.077,3993786.807,143511663.4,147819371.1,200275088.3,219039714.8,220753750.1,3701450.36,3378341.003,3125076.713
"Feature0093",195601.4677,203498.821,195923.7725,186560.5051,197953.1811,182443.883,274952.4172,204297.1045,221280831.3,209527461.9,221437057.9
"Feature0094",637165.3573,154866.3027,2139749.696,8087188.518,1348716.7,211576635.7,1210641.302,6487456.385,335459.58,223281446.5,211489111.4
"Feature0095",524896.5759,560374.5297,576433.0612,613637.8521,588409.3331,924645.0453,666981.8267,574218.0281,198515820.7,174089564.4,234300687.2
"Feature0096",246035.7965,423841.8008,252350.8217,251618.3539,279032.4511,245557.2911,271926.5883,280873.0558,228546938.7,210695743.2,236600897
"Feature0097",182724838.9,188540167.5,240466939,148806941.1,104535277,151417142.6,164811317.1,189083024.9,165773071.6,140701218.7,103314573.3
"Feature0098",636593.3834,168255.3974,26194617.03,8079928.77,241414930.5,211576635.7,1209554.527,229706125.6,3343285.572,223281446.5,211489111.4
"Feature0099",242118330.8,217118161,239518460.1,3234667.667,4606048.071,5494426.686,3625298.411,4008306.654,159279973.3,141546007,118238312.9
"Feature0100",163760794.4,166631497.5,246608510.8,15939371.68,17212461.35,938714.6653,17099827.76,1244723.48,134724750.8,121185912.7,100680648.4
"Feature0101",142476.6626,72130206.11,90143788.49,192317048.7,159880832.3,247400759.2,144903511.1,210344750.5,135492082.7,83568175.03,63733379.95
"Feature0102",148198486.6,99799389.94,143461123.1,8691371.065,10207221.11,10883050.4,5979888.834,6504109.583,159721711.1,251003372.1,221214911.5
"Feature0103",503578.7774,687856.6743,970428.0596,2579018.993,811249.8754,1918179.678,1410491.595,1297409.299,251875394.1,187206150.1,118319503.2
"Feature0104",177213.1932,670183.315,301008.5927,588990.5784,761815.1756,513121.553,566241.6862,179631.0311,234760098.8,234092696.8,255870744.8
"Feature0105",256843719.9,228331384.2,235526684.9,9890441.542,6210229.663,10091832.98,10768697.69,12941195.23,83055546.89,74118355.71,72070005.5
"Feature0106",10196544.3,12002237.14,10583325.55,138856573.2,10433479.23,127631154.9,261934517.5,144225679.7,15978507.32,12414971.73,10677657.39
"Feature0107",1716439.868,3006915.615,11155569.3,1938729.378,5520480.409,250064577.6,2484424.591,3940401.547,7164835.089,269305248.1,253360862.6
"Feature0108",100994167.6,97457007.42,108811369.4,13514004.06,9586004.387,11074188.7,11311158.74,6952471.28,270100837.6,192183001,176056495.6
"Feature0109",189464935,232972840.6,270469885.1,30357526.01,19498633.86,40429067.53,13917529.68,17448365.19,36185016.45,15517201.18,10095056.2
"Feature0110",271069273.1,261585760.5,286452195.9,7538443.903,9426355.145,7982734.082,3171489.706,15781235.69,1108039.264,872804.5259,773124.5518
"Feature0111",208248642,198695009.1,232810672.1,248248156,220788554.6,298523958.3,252135006.7,242356372,210491743.5,222467237.5,181346064.1
"Feature0112",281071496.8,282154222.3,285421192.7,290793456.9,305785229.2,75018409.63,301486686.8,294058990.8,311346264.8,79202582.7,76430961.84
"Feature0113",233968332.3,258711047.2,311743336.1,6285458.659,1227878.739,5801325.373,2223056.508,882674.6892,2870520.684,1972362.191,2227039.878
"Feature0114",279559182.5,233035879.3,316321011.9,1665156.19,1772316.215,4651261.304,1133602.263,1326711.439,68304357.36,59775501.42,47620795.59
"Feature0115",10115423.67,256959057.3,325628227.3,224127603.6,209857723.4,1694060.504,134631419.2,142417.4048,96861444.75,1068998.374,389475.1187
"Feature0116",3274948.923,4289940.731,929040.9599,164890437,75055290.21,169812577.5,161963782.5,337003299.6,95478673.21,56984395.26,66824240.75
"Feature0117",471493.5472,123064.2446,516403.9741,10784027.44,342683453.2,33268595.87,28887922.65,128802825.4,533166.5114,283200.8828,170654.7895
"Feature0118",202943454.2,211658505.1,243495209.6,193706484.6,152893271.2,226518892,212487728.8,344067311.5,151778788.3,113768181.9,90705267.19
"Feature0119",9803000.939,2008247.307,1959503.594,752049.8923,769127.8648,348535203.8,116338.5442,3638124.385,662905.1376,54093117.19,19826332.07
"Feature0120",301796944.1,310005161.4,362707712.6,36492128.48,14306472.85,44039382.33,11083014.8,20536858.8,52269906.02,19749673.59,8473232.374
"Feature0121",320952612.6,288075117,363905423.4,60553846.27,12097629.49,1839426.561,1230401.012,77557397.01,52325856.67,2674903.778,12187347.78
"Feature0122",373109698.7,4528615.244,28851858.38,7182370.657,581397.373,1439543.242,2556935.041,16950425.3,7122795.359,3638644.715,751957.5898
"Feature0123",304254795.5,284039762.4,331571967.5,111147329.6,741801.3449,95857137.15,205187050.7,18925366.28,373238496.3,312434966.1,279326087.7
"Feature0124",3392411.279,328822.2631,244591.6369,2210141.589,935100.8139,396991002.6,220876.3186,1346581.537,419308.6713,84394827.64,64664924.04
"Feature0125",607564.3405,955029.4691,1028836.813,356212.2805,613179.8165,852920.9276,560964.8759,243820.7053,414909789.1,169041904.8,158288026.1
"Feature0126",403014788.5,278883550.8,427389489.4,5326748.551,1920718.184,3232904.952,10368700.28,8075780.08,53478070.83,38866487.16,43163181.19
"Feature0127",127396.3128,5048699.512,5860518.819,100662.9339,101269.5863,121747.7297,1046830.038,263142.7933,434715633.7,5503340.413,5452261.3
"Feature0128",3393826.723,348656323.8,445441513.2,270127508.6,214830217.5,1060134.72,189117348.4,16665946.88,169164808.8,2002865.977,706004.5169
"Feature0129",342528852,334655086.3,382825729.4,250672733.5,192643993.6,342355863.7,145530791.4,463680664.6,138910573,63863453.34,29566812.7
"Feature0130",379637191.9,343323281.8,407363289.6,229375470.7,59771436.63,194426787,61303559.44,38402785.31,474679144.6,411665059.4,276990336.6
"Feature0131",429289316.4,16117154.66,12707085.68,477854.7963,1011113.273,9525773.122,472737.8871,15135196.38,15775238.17,482100692.2,424603236.7
"Feature0132",4383513.321,6083871.571,5628225.592,494493253.2,186557719.2,498999067,345580759.7,85987851.28,30916747.54,16339689.96,33622318.64
"Feature0133",5107038.521,337373.6463,90807.28879,84566.9988,79123.59428,141887.4136,88463.79228,99532.74814,332720.1237,504586564.4,478639900.5
"Feature0134",539870182.4,34395714.15,32405052.95,2052936.064,1280639.014,1448806.63,1329564.612,1608761.985,178746879.1,68148121.98,13893241.94
"Feature0135",4686035.809,348656323.8,445441513.2,270127508.6,214830217.5,1498551.186,189117348.4,547800984.8,7376551.601,2099826.276,778008.9444
"Feature0136",2953497.736,3510198.058,4009808.443,65203253.84,105374261.1,103333771.8,132332103.5,549446801.7,4632637.237,3969688.1,4131250.19
"Feature0137",262487841.5,256959057.3,325628227.3,224127603.6,209857723.4,17837733.41,134631419.2,555798124.3,96861444.75,1059227.258,385915.1446
"Feature0138",17627856.28,417944873.4,506071437.2,8643122.035,7562294.449,421227.5335,11041245.91,15058261.68,570516382.3,2668205.335,912739.2921
"Feature0139",13710040.44,216173261,258274522,513657587.3,488385015.8,35740653.52,588948954.2,33214731.24,572112901.2,25869637.49,12080517.7
"Feature0140",14890325.63,216596498.1,262780104.8,513657587.3,488385015.8,39301736.46,588948954.2,591610130.9,572112901.2,28389972.49,12502089.36
"Feature0141",222728320,22293645.1,1172448.313,29633534.88,19717069.51,619038530.8,32027568.76,34901588.98,23471317.5,545589546.9,487483308.6
"Feature0142",113926.1039,111289.2072,117131.0571,389306311.7,486749658.7,625563644.6,179447171,54040767.84,263123.0167,92938.88614,89458.14014
"Feature0143",256300.8884,1186209.35,262879.3887,262116.3609,290674.2275,255802.4188,580133.8115,292591.6259,633309591.3,562782673.9,620469719.7
"Feature0144",24731475.28,513299765.1,656655264.7,2556722.699,1816746.104,2792272.641,3032337.27,3254953.797,17675422.11,6940221.478,3804967.468
"Feature0145",666205960.7,652214042.3,673397169.7,19140262.85,12908791.92,6111356.069,16826752.25,74731583.16,107095154.1,94936641.07,76188487.63
"Feature0146",4546665.498,602726902.4,690581257.1,474245844.2,425204660.4,9184624.663,405734711,55822609.66,299405508.1,3455552.991,2486249.184
"Feature0147",610798677.3,594673898.4,692208180.5,3327969.6,1177663.394,553699.742,1506661.206,1205314.139,207164729.6,86905356.03,18786421.05
"Feature0148",7600391.705,10360246.38,2341905.89,5940583.052,4341702.137,703674377.3,5830159.615,36302479.41,18466774.96,179022694.6,74745432.45
"Feature0149",749589617,15543524.02,4447270.998,11854339.32,10758494.19,304101284,2811829.681,232727398.6,12166944.09,866289828,783591342
"Feature0150",740088477.4,789911298.8,880947057.5,163866357.2,115747221.8,210962261.1,216613461.5,332545681,231194434.7,161004273.7,143259130.8
"Feature0151",49274097.73,730045800.2,849257203.1,314124152.6,215515881.7,6469997.607,132865269.8,232727398.6,972581721.9,15268417.02,12226703.68
"Feature0152",443566.3653,487064.383,1039333.518,7149367.179,6943650.926,9058681.838,946833.7579,4226971.12,5470175.518,992563721,902814352.8
"Feature0153",9637438.535,12893917.96,10665770.03,1060131791,846557165.4,1057461702,756974997.9,975636374.6,407891999.1,382768014.7,383521723.6
"Feature0154",598472223,602726902.4,690581257.1,474245844.2,425204660.4,9023292.215,405734711,1083152870,299405508.1,3407404.451,1538905.937
"Feature0155",292953637.2,273337567.2,342781123.4,1103562608,845775223.3,969406341.2,1049543444,1036922106,1049746355,918893740.2,66918176.08
"Feature0156",32725855.72,33395689.7,34603911.74,961964058.2,1029209088,1025941581,666561028.9,1113135697,29896025.32,26513627.87,29557190.36
"Feature0157",566717837.7,621356311.5,801787853.9,431682611.9,499661785.5,935112897.3,319637014.3,909900302,1141392480,459571099.8,452181562.1
"Feature0158",1026682426,26366795.5,36213510.01,17409160.39,14247310.04,1142999795,17456322.75,40916233.77,11139449.51,201643473.8,92529350.45
"Feature0159",7961141.119,153407001.2,186051840.4,647420268.7,525758452.4,829545130.1,613175222.5,60441321.41,1152326006,821615467.7,755940589.5
"Feature0160",1194768561,1166139855,1201971210,21189835.21,7082328.398,18076606.81,28284200.5,35149096.47,233204001.3,196789414.2,161961985.2
"Feature0161",801393.4383,918919.0132,610581.8145,593936.1114,555218.437,619974.5323,693410.2379,624575.9897,1261449757,1159624125,1247678745
"Feature0162",1258592902,1228856029,1327208320,730362497,822407853.3,917177209.4,770699118.2,1130348199,346675206.1,315737652.6,289742797.9
"Feature0163",607373.5869,2526197.608,1249161.622,7443856.726,7311472.835,9697784.924,8146555.891,4497777,1328496974,1074745449,984328358.5
"Feature0164",297245783.7,274591234.6,338821654.6,1160396533,881341428.1,1352782325,1102901533,1085665192,1099965706,959430045.6,803965985.4
"Feature0165",171950044,155975869.1,188386905.4,743269264,616581587.1,925647307.9,696101538.9,1357108263,1175248996,845637758.7,778356683.2
"Feature0166",502369597.5,555393728.8,536760591.2,79698117.86,26406342.01,100516511.3,23169906.2,33511708.23,1441632291,1095664071,989159664.9
"Feature0167",1049806155,958507404.1,980587971.8,1488491986,861982582,1632046153,1053173317,755759749.2,1513789617,1382905160,836587745
"Feature0168",351486.3383,2351960.839,620492.3733,532220.9311,391500.384,952632.6253,719590.199,967328.4151,1196298798,1381709804,1661935952
"Feature0169",1114276985,1096953852,1313901615,819605334.9,699857469.8,41795883.55,579010543.8,1801302787,396138389,189165072.4,3463392.157
"Feature0170",801339.7713,1442045.221,802660.1892,764300.7706,849278.6099,866730.3238,795643.4129,828862.5083,2091823089,1831460665,2085742045
"Feature0171",1932171556,1922636748,2159050538,1399168738,506181853.5,1274603634,2002960831,1849146123,2195957216,2252386478,1898401604
"Feature0172",18455380.89,18362239.37,17267620.54,173889126.6,388426123.5,273773566.5,358388843.4,1013034308,2281488183,1617001965,1510370737
"Feature0173",1380037.349,3381999.28,2067009.134,1273825.138,1232666.528,2005258.7,2638831468,351439254.5,2444881.928,2118231.585,1519800.113
"Feature0174",817106.9296,7378643.782,872850.1032,751110.9385,286793.2395,1738263.012,2206629.964,909997.4955,2921797054,2675385293,2874776777
"Feature0175",2257925.798,2896258.067,2154249.787,2325583.605,1357274.709,2151323.734,110975740,3692159567,1415762.65,2269695.912,1634907.96
