"","CTRL1","CTRL2","CTRL3","F1154_1","F1154_2","F1154_3","F1177_1","F1177_2","F1177_3","F1246_1","F1246_2","F1246_3"
"Feature0124",940989866.804293,358609787.6163,334387736.119412,51412052.1448395,44669744.8587259,18858595.4424073,34077707.8487373,13235619.2027425,96359391.5312304,46237431.6733702,56318016.0646549,64688767.2487677
"Feature0125",6421987.21379092,331400050.354749,342920810.42016,1273856700.01307,1471383519.89248,28342174.6097369,821698016.356654,451318211.91226,71978037.5722336,129265808.894377,2049892.29307061,2110980.27785087
"Feature0126",862729245.761858,326972230.855603,343728689.12391,8939153.44593299,4075201.12381215,1708622.3275241,3051305.42378398,1087357.79109454,1554139.92487442,89441628.9001092,51553722.3756772,15950840.5606187
"Feature0127",10735256.0620048,5696420.97996323,1162916.39466006,15956811.4625016,15024080.3255875,2171418299.77843,11807297.8742215,10307068.1605144,46808654.1072365,7972874.7076942,106199280.665372,63463523.5988414
"Feature0128",1058766020.5225,8546365.8954113,2208374.11834274,31841564.352522,37228827.7252969,938404344.915058,5694545.7427488,4897265.94084051,300080228.110908,5252975.73697679,513897731.161336,665317812.672108
"Feature0129",1045346032.38956,434320491.014647,437450445.967448,440156217.664027,400533132.608768,650993313.232261,438687760.265842,424835927.431348,428786573.527993,99816251.8886995,95510449.6063744,121635917.142591
"Feature0130",69597736.1282328,401404373.994562,421714266.566084,843758909.686275,745773849.962433,19965301.6460096,269080080.351695,29844404.5639526,300080228.110908,419903975.030743,9057482.39375971,10381232.2987198
"Feature0131",626520.144857226,267804.805807528,516100.152769982,19203688.1149389,24027896.4270791,27953536.6775443,1917537.24685869,28705212.8381903,5450284.17598538,2361702.25329427,588805533.400483,766545568.153918
"Feature0132",1446818972.70743,13929148.3504127,17784690.727308,39455875.8277558,43626603.615841,3264168118.84792,29784346.558223,19738428.8474655,50245855.763746,4353730.65838572,111706218.305158,73709057.6171513
"Feature0133",13612505.048522,7089521.04875219,5296284.05758054,2847586333.91986,2929436993.1051,3263145234.65831,1533033377.08765,1300504286.78756,1257991915.02357,176103938.567475,227064439.587831,325633810.101221
"Feature0134",845318611.102062,331400050.354749,342920810.42016,1273856700.01307,1471383519.89248,27844330.3777508,821698016.356654,451494654.790744,1396624386.57356,129265808.894377,2021329.76738351,1306626.90746392
"Feature0135",413785556.285043,150290427.01301,170214264.32377,2964244472.09674,2926731150.89169,2991421511.29585,2125545935.88847,982235887.514632,1337014137.45671,453219156.100751,545103258.752721,56817695.8463032
"Feature0136",46225870.7047277,18362659.368006,17183208.109962,2583901104.6622,3561487988.35406,3165879553.60104,1354914820.16719,1608643433.49961,1435284439.57846,12907799.5001083,15728604.8872337,25096822.5525316
"Feature0137",976145562.653546,319439279.964941,362162593.395106,1100682795.63695,1717375911.16144,2872666222.3228,521086575.489814,224047653.198317,1166858092.2703,486827525.930705,167761717.062996,364801254.061632
"Feature0138",11244800.5017947,84348463.1597076,92387459.4541618,1739015021.62654,1819341118.17541,2559833829.53742,1241808626.04901,1056649091.64095,77933434.675695,497507057.304589,487396147.445113,641840603.078287
