"","CTRL1","CTRL2","CTRL3","F1154_1","F1154_2","F1154_3","F1177_1","F1177_2","F1177_3","F1246_1","F1246_2","F1246_3"
"Feature0139",1687563869.7319,641183934.430069,596860886.676533,56917343.3664249,24507777.6839995,55781304.6650113,57281447.2486281,12315873.0662374,45321474.6096076,100683865.359556,116738798.269658,137515804.416961
"Feature0140",659863.030343043,1318526.6664567,547075.595702383,19455284.0445916,24701079.1912064,29009983.0577104,16035856.5258011,37688628.6869668,5625047.86822439,527404229.566359,588805533.400483,766545568.153918
"Feature0141",1131936.89226586,505253.384300267,303195.617464944,1595352.92536487,1921284.81699553,1913134.95028518,1404301.3859956,15852925.6652828,805332.361334495,544620318.620718,687908581.603996,1059356898.22984
"Feature0142",1777713255.47644,675667451.158618,659049674.475707,1961803506.81021,2845870411.76224,2830251378.87293,1560827603.51446,1256886049.39701,1457478352.10269,149674103.273925,187300898.693394,246009666.268524
"Feature0143",419848045.367392,150979736.612156,168248117.348639,3116904272.98844,3049804890.39071,4174453967.46267,2233607274.24382,1010393793.67152,1399863790.9728,474900938.344374,569150078.53683,682617152.843815
"Feature0144",242861784.794073,85760915.3798173,93546978.8792131,1996471963.72878,2131429059.48314,2859453787.17174,1408436474.26478,1422409117.72412,1749864259.9971,507403865.360766,501625289.306247,660825529.014776
"Feature0145",709577410.777513,305374638.095849,266538332.808031,214074583.164039,91376835.8456082,310176694.089932,46923927.0083297,6414976.0298857,43210215.5162603,622412611.601411,649966399.238261,839858111.44241
"Feature0146",1482810140.16418,527020447.767125,486928972.544102,3998191048.94935,2982815297.45238,5036214188.02396,2132897191.18623,3252316180.43861,974481557.82797,653565929.962976,820362655.967033,710315056.814003
"Feature0147",496460.707605983,1293189.23275756,308116.887511694,1429581.73964096,1354752.8206941,2939660.70425851,1457321.30645334,20540993.8052928,1247279.57777023,516491940.259133,819653550.634758,1411087046.42346
"Feature0148",1570808459.55165,603143082.450929,651725788.553456,2201515859.33249,2421795533.39949,128258718.921979,1172617975.22186,582354970.352945,2322611581.06622,171029416.302847,112188445.298694,2748634.79653686
"Feature0149",1137750.14047631,795271.238035664,400649.444442717,2063645.55661627,2953455.46535482,2686581.41007621,1619728.83604234,31829619.0003065,1074245.36535317,903127017.867708,1086702238.16145,1770924793.06343
"Feature0150",2729116763.25006,1057132032.04299,1072116210.24611,3758262709.41129,1751598010.72709,3933207951.17104,4056416414.59849,14843450570.7713,2384301091.05444,948086051.00503,1336153632.80321,1611861100.35721
"Feature0151",26067503.7900537,10096192.8654804,8574554.21606838,467078060.22527,1344114611.2462,844818216.310101,725812689.233127,1089158632.55838,1306213054.66187,985013326.341196,959232827.442275,1282398746.90295
"Feature0152",1949248.78765117,1859539.91306648,1026411.36012545,3421581.2463758,4265534.6559844,6187884.02339899,5344188022.294,28502992.3956808,453148070.626385,1055557.20093368,1256570.68849454,1290404.87392213
"Feature0153",1154131.58423452,4057032.97989136,433429.754554317,2017535.23655091,992422.909522928,5363981.17630419,4468889.19063165,10329706.0654385,1173356.71550791,1261461293.77276,1587083661.39918,2440864382.59065
"Feature0154",3189231.89111297,1592462.63178604,1069732.30913871,6246676.26063682,4696730.36252887,6638615.63736273,224749184.502757,32687775.3753967,4760694665.74286,611243.6117694,1346421.88087999,1388138.59924886
