"","CTRL1","CTRL2","CTRL3","F1154_1","F1154_2","F1154_3","F1177_1","F1177_2","F1177_3","F1246_1","F1246_2","F1246_3"
"Feature0058",26.0186551096666,25.3227868959916,25.2298214468869,25.6433304410975,25.8735323002449,26.66778828092,25.2212027935445,25.7875010257341,26.501931613297,24.277642744025,25.3033373024828,25.6267440111956
"Feature0059",23.2210018796703,22.5572685347482,22.1505534415069,24.8711904151301,23.6820039954168,26.023125795602,25.0621828681331,24.580138697522,24.6818281855564,26.3960964427453,27.3470656675262,27.8780202480498
"Feature0060",23.5634927493603,19.4693891949352,19.8205409529976,21.784997152725,24.1845718109007,28.7984526558221,21.6067639444626,20.9893540994106,23.9845131600376,21.2822870170185,26.0347417389766,26.1866665579155
"Feature0061",26.871233895038,26.1569162422514,26.0992761315306,25.9226613227165,25.693642282864,27.0481588445949,25.9359354756378,26.2252347163404,26.4939488614082,24.6178127346341,25.1577237541801,25.0800850148305
"Feature0062",23.8613259520899,29.0596397765729,29.8312280328375,19.1486569233816,20.1245508921672,18.806133593614,19.8987793219919,19.6751806962864,19.6018317614626,23.0608507796594,17.0381470952209,17.8909314413485
"Feature0063",20.2972914459582,21.5762848824206,21.3928348086443,21.6356924656629,22.3666521920536,21.409758136626,22.7244385434053,23.7758021402945,21.4867519396064,25.4725115540275,25.2987188475295,25.1662859846005
"Feature0064",19.9847059633333,25.8249687282484,25.3606564221653,26.6170567539776,27.3237450728351,19.435590143801,26.8029278357325,31.7634761356429,26.5612240297485,26.2992032069143,19.5644259160913,21.3530166992299
"Feature0065",27.1690686038859,20.8149630358672,19.6549143999404,24.5742039649266,24.952492566733,23.857881466724,21.4837322307344,22.3275134762849,28.817626330464,22.7030734378503,20.9654374829673,20.9992350907079
"Feature0066",19.982495578229,20.816944618481,20.5799075247076,25.0946566458687,24.4178058269318,25.7081385216515,29.5389158112756,24.6584437617762,29.38780062117,17.3359839674785,16.1965601984174,16.8778705436394
"Feature0067",22.7121284262054,25.6773244893746,25.6283256661075,26.2432933860389,26.3133360426514,22.7251688417076,26.6593911879581,26.952573996602,22.296448669877,25.7394012929239,26.3767928199767,18.5858649213168
"Feature0068",19.1703096214041,19.1001390527955,19.9615870984786,20.3937308744676,20.2918692496041,19.8077470386208,30.7001831770654,23.7612690659722,30.0260646666453,11.6169287132103,10.346293531803,10.6167120926009
"Feature0069",20.9461401427768,25.1508472558075,25.1172017002256,26.5263686591863,26.9035329341363,22.7924327651455,26.7421598959006,26.2525272675073,26.7891981273004,26.562970358396,20.8603862931133,22.7389282541172
"Feature0070",27.3348933892197,26.4829746926099,26.4194882617084,25.3346421930635,24.035488335416,26.0499175389068,26.0550323744111,27.5254323058942,25.4644942147685,25.7588711669807,26.5372136437552,26.469670839193
"Feature0071",27.3881650900197,22.4985447992661,21.2129134201949,22.5034806320803,22.8799825289023,23.4566994858752,23.6839705335253,21.490910756266,29.5144678714511,19.0378817557002,18.0991731028145,17.7981358779906
"Feature0072",26.2295932177406,25.3974938600864,25.4392187553832,26.3174843819889,26.6061975499157,23.1736500780649,26.141306794628,25.6362521939229,27.1069471127978,24.7521810195377,17.0339896067878,17.2925710360991
"Feature0073",19.2778595394504,19.4915581503726,20.1499947185523,20.3997402907856,20.6266910762609,19.846219668596,21.0194571885651,20.9954795246876,20.5462741090183,23.6629250583971,22.9693475034161,23.3575790876452
"Feature0074",19.4630988681549,18.2303029999249,21.878907566053,24.6583708892512,22.4911453401069,28.9608165879913,22.529209287744,25.6133819259394,23.8571176447491,17.747109569467,26.3742565439238,26.5665821136526
"Feature0075",20.011798259707,20.7035273443305,20.9313710992434,21.5986137868447,21.8480230081757,21.6170587823672,22.0098788114779,23.2048452299496,21.1136484628005,24.9991122297911,24.4710973848055,25.131928446407
"Feature0076",19.3959437211227,20.4990738259542,20.308514895816,20.6832190884722,21.0247424427165,20.1010835038361,20.9327751159052,21.5874875978481,20.73749857316,24.2053230675726,23.4957799149804,23.9591647052679
"Feature0077",26.8510296307851,26.0620802398992,25.913394632797,21.250153850186,22.2191718749851,22.8214275106409,21.3035228772976,25.0649154416178,21.1893110572962,26.3416468150709,27.1440491151929,27.294079234011
"Feature0078",27.3102655668453,26.7454185119474,26.8191677176897,26.0609739823973,25.816997227655,26.7239883141563,26.3499595579877,26.1930360997551,26.3383985219157,26.0668994320587,26.9934277017781,27.1618315179379
"Feature0079",18.5382227170755,16.0339149915994,23.0468243916058,23.1691384713194,28.5405110102915,28.3190833912493,20.7418239337883,26.094193271616,27.5031116312773,21.0790159112889,27.6478160126767,27.8914467156091
"Feature0080",26.6032163978973,25.7037424504488,25.9815341124077,23.5277572019396,24.1348577915858,20.200978191795,23.9007596062487,22.7117128068297,19.55661853506,26.1428851144509,26.9174906154755,27.0572024929932
"Feature0081",16.5071030266969,24.563784485395,24.609989134689,26.5144744807909,26.797255923399,27.9158889288763,26.3255938676092,23.2795009391503,26.7999832366865,25.8802184229562,26.5038084088422,26.5742859013614
"Feature0082",27.1453696535568,26.5241452362993,26.4837140097042,25.8403654564864,25.6945096205179,26.8927820001407,26.1658076074304,26.177616521787,26.7897574994448,25.5333237636782,26.2147767956262,26.5145539430119
"Feature0083",26.452737674681,24.8889799484846,25.1215203928923,22.3484623582161,23.1001485918701,23.6258985642399,22.051107050374,23.915125837141,21.8511217835621,26.2308564024561,28.0324721080285,28.2920159505113
"Feature0084",19.6101992253575,20.8373619547062,21.3231085277683,23.3509751962227,22.0741434423439,22.4181481893121,22.9613544528122,22.4089897387685,21.9272624698343,26.2413392737761,25.3638331238529,24.9392608230518
"Feature0085",18.6955194499142,21.0702925475425,20.3069045158954,21.7547492272475,22.3682522569524,20.9836013849274,21.8978370696721,21.4233624804296,19.7954989191817,24.6991795320822,24.2056587662914,24.6028573934501
"Feature0086",27.2577855608661,26.2261507066216,25.8113396774309,22.7026572813373,22.5319392724454,23.570998833044,23.0827904330336,21.5390830357041,22.8701180266754,25.3715384890561,26.2267710915227,26.6100380230341
"Feature0087",22.5966647819768,21.8504663784028,21.3776657515721,26.4175414209321,23.192691154282,27.1986021868625,27.5816220282299,27.8794820514672,26.3330564370863,22.9464661584137,23.6740285854914,23.8904603154498
"Feature0088",20.1694167452561,21.0698727895133,22.7312563889401,21.8945570636269,23.8025989581066,28.9555414472719,22.6884437226463,22.7198237313054,22.2906895527416,22.5317704141734,27.5959582568742,27.7944226939067
"Feature0089",25.9110166869713,24.8972847974707,24.7653655325461,23.1479612203374,23.1534374800185,23.7030215329651,23.148130877133,20.5735669040021,21.9832299245687,27.0703539327354,27.6022895045133,27.9000937586822
"Feature0090",26.8220291118094,26.1758208356464,26.1013525063494,24.3989077332426,24.2575827231472,25.6049473456513,23.5393989106073,20.7788497870336,23.3377364692108,24.2110150053192,23.954067815183,23.7497925568257
"Feature0091",27.5394681070794,27.691530932455,27.6041555192536,23.9730426302513,24.6847191162301,24.0313900788938,23.1869611076037,21.9348552167443,24.4083555854531,19.8701135131099,19.2400118399165,19.3441497352381
"Feature0092",27.5282112000776,27.0006964792364,26.973254184058,26.8453740543918,26.9545933561402,27.5833264876517,27.0060129512463,27.0525647792503,26.780343426761,26.4774421240108,27.556263629594,27.8877584607295
"Feature0093",27.9707908643871,27.5778452446594,27.3485668225013,27.1097128707077,27.476129938673,25.5569168410412,27.2851344356669,31.8411399103739,27.0839925336323,27.0656101726853,26.0196118800432,26.5906919357074
"Feature0094",27.6164034679541,28.3378550506601,28.4170663765859,24.0311531919936,22.0706701195278,23.654579868284,23.099752424567,21.460253244608,20.6197932204801,21.2330930090952,20.0353551446297,20.4832717149853
"Feature0095",27.3402202516536,26.7402449127283,26.9219806632474,21.2120226360352,21.7404885090072,22.9855356114957,21.0009081118269,21.8552277464355,20.3141027485992,25.5810265702706,25.6471421824275,25.6168790913403
"Feature0096",22.5331244575496,26.529265046179,26.5980242443276,27.8356264921214,28.2210358813033,21.2883448913797,27.4044965948118,27.3770794617587,16.7526678318951,25.8801578681896,19.9786429110592,18.859195601129
"Feature0097",20.9525399134505,20.3591119329247,17.8643341601921,26.4308054125571,25.8434541721415,27.5135322996926,26.6403139690562,27.3728201214079,27.5200023484487,25.4169051283391,25.9342266777569,26.6257708045128
"Feature0098",19.9075212998333,18.536978689754,20.8356527247902,25.7840708527877,31.0684894980082,26.8316583103008,27.4720496993896,21.052620017472,28.9956940338206,16.3336192414772,15.0599910811571,14.567253414678
"Feature0099",24.1203236620153,22.4983642381793,22.5659978746296,21.7761385778007,22.1518942642002,30.0788723422172,19.4404627873735,21.7017820490689,23.633139742184,17.0786152189183,23.0936261920758,21.8735451603113
"Feature0100",22.3571388472221,25.6059268793695,25.55458992799,26.5378901714249,26.9855032750768,23.2519294868542,26.4187842953447,26.2679699128242,27.6409334659468,25.6037980847159,22.1241736675506,16.5074698417873
"Feature0101",27.4776498192001,26.5262296696271,26.4638488772166,24.2838319525187,23.47607713049,25.5848707884971,22.8009712294078,25.2318627733256,23.4875100893552,24.5582124203729,24.3972081085614,23.6359470794766
"Feature0102",27.5026549367396,26.7882097046379,26.8601226336515,26.1010690679966,24.247437664851,20.7180765946887,20.8264363645643,23.2696608434783,22.2052622401329,25.0604726373029,21.1250063155593,23.7675351043598
"Feature0103",28.9937062704346,23.4551702280801,26.0637625605859,24.7113396508736,21.4955868586903,21.9171175474607,23.768901827383,19.9987676886958,25.5146511484948,21.4768738876287,19.9392329762683,17.9152526032548
"Feature0104",27.946932187912,27.095625967137,27.0340713215587,25.6211122529248,18.7532006878957,26.2421579811472,26.6609176154864,25.9050170092745,23.1275618248086,27.2532848470141,28.2439158451948,28.6348587307799
"Feature0105",22.8697808146487,20.0051027603282,19.903337907668,23.5981776470798,22.6199177468744,30.5091717195678,20.4994164681053,19.6104813860795,22.5835560520691,15.7368657065918,22.9557947192912,22.827209597323
"Feature0106",20.2682165050293,21.4910480859378,21.8237364644149,20.858994911275,21.9386405702459,21.5414579943253,21.7830616026661,22.2327066287424,19.9432215496205,25.9502482114501,24.2962144005086,24.4388161373684
"Feature0107",27.8921707307564,26.4857842212698,26.8185949772041,22.0692706718031,21.0928717959362,22.0391372463136,23.3122519850286,23.5017966221352,22.3214542230398,24.8598912962535,25.2469437524361,25.7897659643784
"Feature0108",18.6115183411131,24.1165686918118,25.0092298990913,19.4752964508621,19.6375640679326,19.2228079965104,22.9336881491467,22.8125517208819,20.851441689097,24.7557957684559,17.8366020319272,18.1298908927838
"Feature0109",21.0115148449084,26.715407818602,26.7775170738047,27.3983178863063,27.5750848370065,20.2942471190101,27.1343741662468,27.171933165746,23.2235579566615,26.3612861506458,21.037002403991,19.9644568660242
"Feature0110",28.2357648661163,27.6634137551989,27.5891423733591,26.8231043798583,26.7111723881954,27.8358635950302,26.1880376728445,26.029981358563,27.6903662210108,25.8495365971385,25.8096562653608,25.3237418761117
"Feature0111",28.348377822706,27.5545851799353,27.5205501149261,26.6700030427084,25.0226716828052,27.1294565261959,24.9178168609132,20.9295266742579,24.0950083962743,27.5986435306988,28.5687759731391,28.598927664474
"Feature0112",28.010077352774,23.1151635043896,22.5266653051464,19.6360045783892,21.1299628971556,24.1409189139448,19.9930452491868,22.3820778146266,24.0108905964829,23.5588222881015,28.5792079916967,28.6799684489578
"Feature0113",21.398710656082,20.928596522658,20.5325335452117,27.9287284427998,27.0790585720609,28.9913040927915,27.6410269060225,26.9736859172278,25.5326198497712,23.7594002165692,24.141722924813,25.6485767276854
"Feature0114",24.4651054736706,20.141933648315,19.3955893156914,19.6796706858668,19.5549764817227,19.9503414960948,19.5014134040132,18.2397305608669,20.1793480360978,12.8139381536625,22.8670895944046,23.0917372031958
"Feature0115",21.4813913327105,26.7373699780434,26.7999612281572,27.4736075056633,27.6438605056167,20.8192490340058,27.2165923079617,24.3096739506056,28.2847147555559,21.8782233920114,21.0853774765308,20.0767205451488
