"","CTRL1","CTRL2","CTRL3","F1154_1","F1154_2","F1154_3","F1177_1","F1177_3","F1246_1","F1246_2","F1246_3"
"Feature0184",195601.4677,203498.821,195923.7725,186560.5051,197953.1811,182443.883,274952.4172,204297.1045,221280831.3,209527461.9,221437057.9
"Feature0185",217074903.5,217246359.9,221672664.5,20230391.55,13872100.56,21325375.67,21115499.3,19511969.14,74932080.44,60916083.68,46933391.67
"Feature0186",503212.8934,1045111.108,913004.9954,40022618.62,112363598.7,79786903.71,40442694,222611484.4,33583606.62,11459969.96,26463451.41
"Feature0187",637165.3573,154866.3027,2139749.696,8087188.518,1348716.7,211576635.7,1210641.302,6487456.385,335459.58,223281446.5,211489111.4
"Feature0188",255358.1027,460447.72,253804.2996,343325.2632,248287.1997,402408.0854,447810.9326,279408.0053,196713458.7,231133144,182329160.3
"Feature0189",534376.2662,570638.3196,587050.3085,623806.3878,598997.0771,941948.8297,677607.5609,584692.2241,198515820.7,195784285.6,234300687.2
"Feature0190",246035.7965,423841.8008,252350.8217,251618.3539,279032.4511,245557.2911,271926.5883,280873.0558,228546938.7,210695743.2,236600897
"Feature0191",203370778.6,236640525.3,223471354,13755970.78,6285227.972,12175844.15,14573353.85,11196432.53,33951150.62,34401385.47,32070133.39
"Feature0192",199347305,188540167.5,240466939,151106451.7,105525782.4,160827891,168473629.2,189083024.9,176647985.7,146173226.7,108707895.3
"Feature0193",636593.3834,168255.3974,26194617.03,8079928.77,241414930.5,211576635.7,1209554.527,229706125.6,3343285.572,223281446.5,211489111.4
"Feature0194",242118330.8,217118161,239518460.1,4964748.762,5526883.574,5076142.158,3458499.689,4064938.711,168635479.2,154254175.9,126311248
"Feature0195",206276175.5,166631497.5,246608510.8,15939371.68,17586449.41,2759229.838,17989441.02,1275477.348,134724750.8,121185912.7,100680648.4
"Feature0196",148619730.3,99799389.94,143461123.1,8691371.065,10251867.22,10883050.4,6003059.265,6531321.113,159721711.1,251003372.1,222502351.7
"Feature0197",510954.4531,704221.1367,973737.6721,2603098.523,814021.3075,1920519.912,1448185.786,1302598.937,251875394.1,192510047.7,119150950.5
"Feature0198",177213.1932,670183.315,301008.5927,588990.5784,761815.1756,513121.553,566241.6862,179631.0311,234760098.8,234092696.8,255870744.8
"Feature0199",256843719.9,228331384.2,235526684.9,9840488.763,6210229.663,9520359.709,10754373.64,12750150.52,91894202.92,84201454.04,72467951.41
"Feature0200",4844828.107,3348472.981,4670843.224,166253839.6,166626695.7,233632911.1,256087552.6,262367675.3,4536732.158,4288420.686,4234659.766
"Feature0201",246451385.3,235492276.8,264940751.8,113441618.7,37593447.53,106522609.8,172909432.2,114133245.6,164929060.6,119459976.6,77911574.62
"Feature0202",1716439.868,3006915.615,11155569.3,1938729.378,5520480.409,250064577.6,2484424.591,3940401.547,7164835.089,269305248.1,253360862.6
"Feature0203",100994167.6,97457007.42,108811369.4,13514004.06,9586004.387,11074188.7,11311158.74,6952471.28,270100837.6,192183001,176056495.6
"Feature0204",189464935,232972840.6,270469885.1,30357526.01,19498633.86,40429067.53,13917529.68,17448365.19,36185016.45,15517201.18,10095056.2
"Feature0205",285740.692,74600125.5,92947028.69,232142211.1,205099485.8,280463620.9,166600307.6,256667910.2,142883605.4,93386784.03,72729124.24
"Feature0206",11091725.31,13198526.41,11562059.49,149096023.5,11356965.1,139920721,281542463.3,155548996.9,17386098.25,13481167.32,12058633.8
"Feature0207",271069273.1,261585760.5,286452195.9,7538443.903,9426355.145,7982734.082,3171489.706,15781235.69,1108039.264,872804.5259,773124.5518
"Feature0208",208248642,198695009.1,232810672.1,248248156,220788554.6,298523958.3,252135006.7,242356372,210491743.5,222467237.5,181346064.1
"Feature0209",233968332.3,258711047.2,311743336.1,6285458.659,1227878.739,5801325.373,2223056.508,882674.6892,2870520.684,1972362.191,2227039.878
"Feature0210",279559182.5,233035879.3,316321011.9,1665156.19,1772316.215,4651261.304,1133602.263,1326711.439,68304357.36,59775501.42,47620795.59
"Feature0211",100399742.7,99070382.49,115071882.3,62787279.11,63704203.22,110146013.5,7107669.736,320620988.5,111103541.7,107957468.6,21192734.26
"Feature0212",10115423.67,256959057.3,325628227.3,224127603.6,209857723.4,1694060.504,134631419.2,142417.4048,95542487.67,1068998.374,389475.1187
"Feature0213",471493.5472,123064.2446,516403.9741,10784027.44,342683453.2,33268595.87,28887922.65,128802825.4,533166.5114,283200.8828,170654.7895
"Feature0214",202943454.2,209094352.1,243495209.6,193905197.8,152040960.1,226050700.8,211429320.4,344067311.5,151778788.3,113768181.9,90981929.18
"Feature0215",9803000.939,2008247.307,1959503.594,752049.8923,769127.8648,348535203.8,116338.5442,3638124.385,662905.1376,54093117.19,19826332.07
"Feature0216",3499119.01,4469540.394,1158613.246,177289134.2,82249105.75,182212543.5,165055291.7,360410610.1,103546313.5,62626715.92,75603346.93
"Feature0217",301796944.1,310005161.4,362707712.6,36492128.48,14306472.85,44039382.33,11083014.8,20536858.8,52269906.02,19749673.59,8473232.374
"Feature0218",373109698.7,4528615.244,28851858.38,7182370.657,581397.373,1439543.242,2556935.041,16950425.3,7122795.359,3638644.715,751957.5898
"Feature0219",304254795.5,284039762.4,331571967.5,109855086.2,741801.3449,95357139.22,205187050.7,18925366.28,373238496.3,312434966.1,279326087.7
"Feature0220",1432436.011,3577097.042,2032089.282,2808769.506,1825079.52,2340674.149,387398905.3,279839266.9,1698915.025,1654969.391,1448580.17
"Feature0221",3154325.109,305600.9188,227291.9456,2053801.3,520652.0104,396991002.6,205252.0415,1243082.458,246914.2441,86158919.38,65254518.14
"Feature0222",607564.3405,955029.4691,1028836.813,356212.2805,613179.8165,852920.9276,560964.8759,243820.7053,414909789.1,169041904.8,158288026.1
"Feature0223",403014788.5,278883550.8,427389489.4,5217452.867,2101465.91,3827930.688,6415165.758,7474127.491,50573089.02,46646502.77,42900087.88
"Feature0224",127396.3128,5048699.512,5860518.819,100662.9339,101269.5863,121747.7297,1046830.038,263142.7933,434715633.7,5503340.413,5452261.3
"Feature0225",567923.1039,549929.6081,533730.0523,520208.4246,528235.9512,521538.4139,581831.1185,575671.6581,385607934.7,409161846.6,436526153.4
"Feature0226",3393826.723,348656323.8,445441513.2,270127508.6,214830217.5,1060134.72,189117348.4,16665946.88,169164808.8,2002865.977,706004.5169
"Feature0227",342528852,334655086.3,382825729.4,250672733.5,192643993.6,342355863.7,145530791.4,463680664.6,138910573,66700738.08,29566812.7
"Feature0228",5107038.521,337373.6463,90807.28879,84566.9988,79123.59428,141887.4136,88463.79228,99532.74814,332720.1237,504586564.4,478639900.5
"Feature0229",4646747.079,6649745.741,6156437.36,521488308.2,199916067.8,524871677.7,363788501.2,90744102.83,32226366.04,17297842.19,35879668.63
"Feature0230",466695090.1,18237395.63,15829918.61,518740.1257,1048045.284,9584111.938,517727.4775,15196486.54,18561659.55,529958851.6,464542815.6
"Feature0231",539870182.4,34395714.15,32405052.95,2052936.064,1280639.014,1448806.63,1329564.612,1608761.985,178746879.1,68148121.98,13893241.94
"Feature0232",4686035.809,348656323.8,445441513.2,270127508.6,214830217.5,1498551.186,189117348.4,547800984.8,7376551.601,2099826.276,778008.9444
"Feature0233",2953497.736,3510198.058,4009808.443,65203253.84,105374261.1,103333771.8,132332103.5,549446801.7,4632637.237,3969688.1,4131250.19
"Feature0234",262487841.5,256959057.3,325628227.3,224127603.6,209857723.4,1303466.67,134631419.2,555798124.3,95542487.67,1061712.049,386820.4444
"Feature0235",491646150.8,455884089.6,577869652.7,103939021.9,12599402.94,4703081.141,4538185.351,10363606.26,84647912.58,4527814.953,13016415.43
"Feature0236",13710040.44,211992360.4,256911602.2,513657587.3,488385015.8,35740653.52,588948954.2,33214731.24,572112901.2,25869637.49,12080517.7
"Feature0237",15193439.32,211992360.4,256911602.2,513657587.3,488385015.8,40271221.98,588948954.2,591610130.9,572112901.2,29026333.21,12586109.72
"Feature0238",220690735.3,23253424.34,1115213.288,30845287.32,20263694.33,619038530.8,33018001,36506981.97,24610646.05,545589546.9,487483308.6
"Feature0239",112358.174,109757.5682,115519.0185,389306311.7,486749658.7,625563644.6,179447171,54551628.35,259501.7357,91659.79689,88226.95533
"Feature0240",256300.8884,1186209.35,262879.3887,262116.3609,290674.2275,255802.4188,580133.8115,292591.6259,633309591.3,562782673.9,620469719.7
"Feature0241",534915672.6,482559252,578265116.6,325487765.3,84389851.72,275871330.3,96494163.04,62240844.58,656250129.8,564725141.7,401158896.7
"Feature0242",30594649.83,496183265.4,656655264.7,2298103.696,2097908.878,2509829.793,2726050.699,2943676.18,17694361.44,6907848.529,3333517.586
"Feature0243",4546665.498,602726902.4,690581257.1,474245844.2,425204660.4,9184624.663,405734711,55822609.66,299405508.1,3455552.991,2486249.184
"Feature0244",689483123.6,679759477.5,700618923.3,26087245.55,16746792.93,31405565.37,22281338.63,110099644.6,134458063.9,134261921,93487566.69
"Feature0245",22270508.84,501289274.8,612164340.4,9687403.272,8423362.452,635631.3788,12213304.89,16658248.46,703193745.4,4698286.379,2590626.169
"Feature0246",7475678.793,10219539.07,11967812.14,5831398.786,4261904.32,703674377.3,5726398.956,35714334.12,18156871.08,179022694.6,76678778.9
"Feature0247",322798979.2,330454074.3,392782887.8,304870039.8,287785096.6,9956688.188,231136782.6,707162830.2,101662100.6,133061050.1,644883.1165
"Feature0248",662427563.8,643515210,756433558.5,3628410.086,2324156.858,692677.8532,1880121.766,2067347.156,227680891.5,95927320.41,19295734.18
"Feature0249",749589617,7584304.276,5178917.388,2584537.053,4359846.653,304101284,1649921.556,6167949.245,10466036.24,866289828,783591342
"Feature0250",740088477.4,789911298.8,880947057.5,163866357.2,115747221.8,210962261.1,216613461.5,332545681,231194434.7,161004273.7,143259130.8
"Feature0251",749589617,730045800.2,849257203.1,314124152.6,215515881.7,6443182.545,132865269.8,232727398.6,972581721.9,326896.3194,12216957.39
"Feature0252",9637438.535,12893917.96,10665770.03,1060131791,846557165.4,1057461702,756974997.9,975636374.6,407891999.1,382768014.7,383521723.6
"Feature0253",582567.6317,614122.5862,1185520.871,7348471.269,7064030.415,9355430.69,1173314.752,4361081.41,6203298.626,1074872485,984413795.7
"Feature0254",598472223,602726902.4,690581257.1,474245844.2,425204660.4,9023292.215,405734711,1083152870,299405508.1,3407404.451,1538905.937
"Feature0255",32725855.72,33395689.7,34603911.74,961964058.2,1029209088,1025941581,666561028.9,1113135697,29896025.32,26513627.87,29557190.36
"Feature0256",1026682426,26881124.58,36940646.21,17707384.78,14503270,1142999795,17754906.73,41707383.87,11344181.72,201643473.8,92552629.54
"Feature0257",7961141.119,153407001.2,186051840.4,647420268.7,525758452.4,829545130.1,613175222.5,60441321.41,1152326006,821615467.7,755940589.5
"Feature0258",296856630.4,277620167.4,343090102.8,1159091671,882899621,1045269849,1103375942,1086193946,1101375243,961638007,67820963.14
"Feature0259",602576875.4,655433370.9,886745024.7,497248612.7,574516796.7,523372546.6,333902479.2,939888432.6,1171896090,522764080.6,557217616.6
"Feature0260",1194768561,1166139855,1201971210,21130064.97,7261480.84,14015788.63,28225625,32704524.58,241167282.8,220555487.3,156862319.8
"Feature0261",1241391359,1204503847,1239607570,22211282.11,7929260.382,21321236.42,33292305.31,34195143.3,244343124.2,223559758.3,163742657
"Feature0262",801393.4383,918919.0132,610581.8145,593936.1114,555218.437,619974.5323,693410.2379,624575.9897,1261449757,1159624125,1247678745
"Feature0263",1052393347,798053697.2,1266241191,37699282.43,13710344.87,9114557.041,6691492.787,19288284.53,910969149.9,805564655,665504032.8
"Feature0264",1258592902,1228856029,1327208320,730362497,822407853.3,917177209.4,770699118.2,1130348199,346675206.1,315737652.6,289742797.9
"Feature0265",611513.5352,2529981.849,1253515.598,7449786.748,7311472.835,9697784.924,8153301.295,4501771.277,1328496974,1074872485,984413795.7
"Feature0266",296704218.5,276582992.2,343090102.8,1159091671,882899621,1352782325,1103375942,1086193946,1101375243,961638007,803965985.4
"Feature0267",171950044,155975869.1,188386905.4,743269264,616581587.1,925647307.9,696101538.9,1357108263,1175248996,845637758.7,778356683.2
"Feature0268",502369597.5,555393728.8,536760591.2,79698117.86,26406342.01,100516511.3,23169906.2,33511708.23,1441632291,1095664071,989159664.9
"Feature0269",1414006569,23793018.37,6685672.121,18353706.89,15108284.09,571926322.2,5249703.767,461060593.3,51025485.35,1539752182,1385809330
"Feature0270",1054614637,963071590.3,984793503,1511943134,871763245.8,1654364950,1065144213,759968428.4,1523394896,1393915817,845675553
"Feature0271",351486.3383,2351960.839,620492.3733,532220.9311,391500.384,952632.6253,719590.199,967328.4151,1196298798,1381709804,1661935952
"Feature0272",90697292.98,1410964699,1607313906,640009222,430161123,9433412.19,252913102.6,461060593.3,1749547143,42128945.36,30358473.39
"Feature0273",1114276985,1096837395,1313901615,823092033.2,698448659.6,41680686.25,579010543.8,1801302787,396138389,189142092.7,3240448.84
"Feature0274",801339.7713,1442045.221,802660.1892,764300.7706,849278.6099,866730.3238,795643.4129,828862.5083,2091823089,1831460665,2085742045
"Feature0275",1932171556,1922636748,2159050538,1399168738,506181853.5,1274603634,2002960831,1849146123,2195957216,2252386478,1898401604
"Feature0276",18455380.89,18362239.37,17267620.54,173889126.6,388426123.5,273773566.5,358388843.4,1013034308,2281488183,1617001965,1510370737
"Feature0277",1749356.625,3866751.77,2654103.228,1576816.303,1526934.641,2343500.54,2830391164,651580794.2,2809624.038,2518249.91,1911133.118
"Feature0278",817106.9296,7378643.782,872850.1032,751110.9385,286793.2395,1738263.012,2206629.964,909997.4955,2921797054,2675385293,2874776777
"Feature0279",2781581.563,3584031.268,2986687.263,2755193.107,1774515.843,2630914.973,133982144.8,3996839365,1932928.476,2836879.689,2191114.355
