"","CTRL1","CTRL2","CTRL3","F1154_1","F1154_2","F1154_3","F1177_1","F1177_2","F1177_3","F1246_1","F1246_2","F1246_3"
"Feature0056",356075.6981,389514.001,404554.3594,435255.5627,396612.2075,666773.6451,359641.7493,393848.539,396316.0037,150400560.6,160169828.1,179989132.6
"Feature0057",95554010.95,2525995.762,11662306.7,5762113.624,3601868.132,3227608.31,66490960.16,122359.6827,181491511.3,50413568.21,471404.6695,736653.5987
"Feature0058",89930455.73,99466067.06,113440195.5,111357160.4,94645360.12,116582337,73511368.29,4403768.917,182573260.3,46038825.4,38069840.87,34104662.16
"Feature0059",15779401.26,19690900.27,18131543.37,55890165.67,16765415.18,60405621.51,54196442.37,1291768.766,47120259.83,188164646.6,151763984.3,159232642.5
"Feature0060",10337463.65,341148.8164,474474.7632,1067433.076,4210204.686,184865152.3,619433.8663,100572.009,6767329.136,4286158.274,190707258.3,176056740.4
"Feature0061",147764258.6,154364535.5,180645989.5,136798901.5,89495362.42,163372184.5,123721801.8,6209626.784,191984064.6,59774526.92,36220574.24,23698726.98
"Feature0062",5628214.269,161979707.4,192665749.6,88917.9499,151887.6877,102892.1782,134558.3478,65938.3559,133656.8928,96082475.32,2203548.504,3251982.108
"Feature0063",777121.2662,1123813.319,978534.3407,757096.5716,965701.5111,927730.915,1181498.064,768393.3085,921494.3883,165804598.9,194486219.4,151041593.5
"Feature0064",1680037.796,191748902.2,169838496.6,175017724.6,197661146.6,605922.6837,168735453.1,172348640.2,171044968.9,170952026.2,698637.0328,1768558.15
"Feature0065",132463442.4,923743.5337,455071.0839,7609735.453,7407394.126,6146251.297,585062.9141,249835.2104,201259300.4,10486912.2,5287357.534,4487636.337
"Feature0066",569873.2685,632857.8907,506951.6386,7669348.869,3759523.743,17143428.37,128685226.6,1467678.555,201428792.3,745744.5671,429649.3422,588243.1933
"Feature0067",11086837.17,172361915.9,203843053.3,129282710.1,94659852.16,5829097.695,145852985.8,5843142.589,8856113.516,113610042.6,79665983.6,264834.9642
"Feature0068",120125.7388,173881.4262,128628.8168,126132.3516,125318.844,115960.097,204233914.8,1892053.508,79279624.93,197265.2551,115751.8644,113760.2027
"Feature0069",3268597.179,119910914.4,143125844.8,168206411.2,150583162.5,6275531.487,165700537.1,3884298.029,201259300.4,207382568.3,1708231.124,4586869.433
"Feature0070",195927890.7,180200196.1,210069254.4,91194369.82,29235976.56,85624889.66,135068914.9,15142642.91,96709403.74,132764699,96801716.39,62415523.64
"Feature0071",92761423.95,1992058.771,752669.2118,1224261.162,1258292.001,3490995.252,2188624.219,166488.644,210344750.5,2700611.339,1769957.634,1226706.097
"Feature0072",127814768.9,129979318.5,162604828.1,98204792.99,85141545.64,6993253.361,71344178.53,1863299.011,218477175.5,49024505.79,131798.0298,120741.3877
"Feature0073",195601.4677,203498.821,195923.7725,186560.5051,197953.1811,182443.883,274952.4172,194064.1974,204297.1045,221280831.3,209527461.9,221437057.9
"Feature0074",637165.3573,154866.3027,2139749.696,8087188.518,1348716.7,211576635.7,1210641.302,2432945.196,6487456.385,335459.58,223281446.5,211489111.4
"Feature0075",524896.5759,560374.5297,576433.0612,613637.8521,588409.3331,924645.0453,666981.8267,568500.0859,574218.0281,198515820.7,174089564.4,234300687.2
"Feature0076",246035.7965,423841.8008,252350.8217,251618.3539,279032.4511,245557.2911,271926.5883,256521.8799,280873.0558,228546938.7,210695743.2,236600897
"Feature0077",193605020.1,217118161,239518460.1,3534885.434,4895966.621,5950058.943,3061729.609,1398326.758,3976282.118,160919787.8,140570611.1,116556217.5
"Feature0078",182714213.9,188540167.5,240466939,149791434.5,104273182,151219056.5,164750782,5817527.194,182510976,163501490.3,140534207,103256156.5
"Feature0079",636593.3834,168255.3974,26194617.03,8079928.77,241414930.5,211576635.7,1209554.527,2430761.177,229706125.6,3343285.572,223281446.5,211489111.4
"Feature0080",163760794.4,166631497.5,246608510.8,15939371.68,17212461.35,938714.6653,17099827.76,259443.2698,1244723.48,134724750.8,121185912.7,100680648.4
"Feature0081",142952.5299,71800293.11,90143788.49,192317048.7,159880832.3,247400759.2,144903511.1,635632.7733,210344750.5,135492082.7,83568175.03,63733379.95
"Feature0082",166379993.7,172361915.9,203843053.3,129282710.1,94659852.16,161875535.7,145852985.8,5843142.589,247516549.2,113610042.6,79665983.6,65000565.74
"Feature0083",148198486.6,99799389.94,143461123.1,8691371.065,10207221.11,10883050.4,5979888.834,711691.8376,6504109.583,159721711.1,251003372.1,221214911.5
"Feature0084",503578.7774,687856.6743,970428.0596,2579018.993,811249.8754,1918179.678,1410491.595,294119.087,1297409.299,251875394.1,187206150.1,118319503.2
"Feature0085",177213.1932,670183.315,301008.5927,588990.5784,761815.1756,513121.553,566241.6862,196110.2156,179631.0311,234760098.8,234092696.8,255870744.8
"Feature0086",256843719.9,244606080.2,224463407.1,9890441.542,6210229.663,10091832.98,10768697.69,123583.7638,12841499.06,83055546.89,74118355.71,72070005.5
"Feature0087",10196544.3,12002237.14,10583325.55,138856573.2,10433479.23,127631154.9,261934517.5,10594555.92,144225679.7,15978507.32,12414971.73,10677657.39
"Feature0088",1716439.868,3006915.615,11155569.3,1938729.378,5520480.409,250064577.6,2484424.591,266049.348,3940401.547,7164835.089,269305248.1,253360862.6
"Feature0089",100994167.6,97457007.42,108811369.4,13514004.06,9586004.387,11074188.7,11311158.74,63465.26645,6952471.28,270100837.6,192183001,176056495.6
"Feature0090",189464935,232972840.6,270469885.1,30357526.01,19498633.86,40429067.53,13917529.68,69837.85636,17448365.19,36185016.45,15517201.18,10095056.2
"Feature0091",271069273.1,261585760.5,286452195.9,7538443.903,9426355.145,7982734.082,3171489.706,158242.8143,15781235.69,1108039.264,872804.5259,773124.5518
"Feature0092",208248642,198695009.1,232810672.1,248248156,220788554.6,298523958.3,252135006.7,10853284.16,242356372,210491743.5,222467237.5,181346064.1
"Feature0093",281071496.8,282154222.3,285421192.7,290793456.9,305785229.2,75018409.63,301486686.8,311714882,294058990.8,311346264.8,79202582.7,76430961.84
"Feature0094",233968332.3,258711047.2,311743336.1,6285458.659,1227878.739,5801325.373,2223056.508,124393.1201,882674.6892,2870520.684,1972362.191,2227039.878
"Feature0095",279559182.5,233035879.3,316321011.9,1665156.19,1772316.215,4651261.304,1133602.263,132607.1062,1326711.439,68304357.36,59775501.42,47620795.59
"Feature0096",10115423.67,256959057.3,325628227.3,224127603.6,209857723.4,1694060.504,134631419.2,5921265.184,142417.4048,96861444.75,1068998.374,389475.1187
"Feature0097",3274948.923,4289940.731,929040.9599,164890437,75055290.21,169812577.5,161963782.5,8961794.685,337003299.6,95478673.21,56984395.26,66824240.75
"Feature0098",471493.5472,123064.2446,516403.9741,10784027.44,342683453.2,33268595.87,28887922.65,131787.0806,128802825.4,533166.5114,283200.8828,170654.7895
"Feature0099",9803000.939,2008247.307,1959503.594,752049.8923,769127.8648,348535203.8,116338.5442,191097.0652,3638124.385,662905.1376,54093117.19,19826332.07
"Feature0100",8636328.769,161951332.7,191243350.6,150207321.2,143978301.8,8263184.449,116377244.5,3452009.793,356599838.3,100549822.8,4243932.017,64066.97188
"Feature0101",301796944.1,310005161.4,362707712.6,36492128.48,14306472.85,44039382.33,11083014.8,1974415.595,20536858.8,52269906.02,19749673.59,8473232.374
"Feature0102",318314180.5,287350763.3,363905423.4,60570086.87,12115338.49,1079132.764,1258101.18,343059.9095,5763457.343,52327830.63,2437493.093,12201264.95
"Feature0103",373109698.7,4528615.244,28851858.38,7182370.657,581397.373,1439543.242,2556935.041,53587.55048,16950425.3,7122795.359,3638644.715,751957.5898
"Feature0104",304254795.5,284039762.4,331571967.5,111147329.6,741801.3449,95857137.15,205187050.7,4953566.982,18925366.28,373238496.3,312434966.1,279326087.7
"Feature0105",3392411.279,328822.2631,244591.6369,2210141.589,935100.8139,396991002.6,220876.3186,52525.52512,1346581.537,419308.6713,84394827.64,64664924.04
"Feature0106",607564.3405,955029.4691,1028836.813,356212.2805,613179.8165,852920.9276,560964.8759,297713.2706,243820.7053,414909789.1,169041904.8,158288026.1
"Feature0107",403014788.5,278883550.8,427389489.4,5326748.551,1920718.184,3232904.952,10368700.28,429763.7832,8075780.08,53478070.83,38866487.16,43163181.19
"Feature0108",127396.3128,5048699.512,5860518.819,100662.9339,101269.5863,121747.7297,1046830.038,664636.1074,263142.7933,434715633.7,5503340.413,5452261.3
"Feature0109",3393826.723,348656323.8,445441513.2,270127508.6,214830217.5,1060134.72,189117348.4,6397630.132,16665946.88,169164808.8,2002865.977,706004.5169
"Feature0110",342528852,334655086.3,382825729.4,250672733.5,192643993.6,342355863.7,145530791.4,5193858.657,463680664.6,138910573,63863453.34,29566812.7
"Feature0111",379637191.9,343323281.8,407363289.6,229375470.7,59771436.63,194426787,61303559.44,152704.0001,38402785.31,474679144.6,411665059.4,276990336.6
"Feature0112",429289316.4,16117154.66,12707085.68,477854.7963,1011113.273,9525773.122,472737.8871,197865.433,15135196.38,15775238.17,482100692.2,424603236.7
"Feature0113",4383513.321,6083871.571,5628225.592,494493253.2,186557719.2,498999067,345580759.7,7583381.706,85987851.28,30916747.54,16339689.96,33622318.64
"Feature0114",5107038.521,337373.6463,90807.28879,84566.9988,79123.59428,141887.4136,88463.79228,38002.35392,99532.74814,332720.1237,504586564.4,478639900.5
"Feature0115",4686035.809,348656323.8,445441513.2,270127508.6,214830217.5,1498551.186,189117348.4,843561.0655,547800984.8,7376551.601,2099826.276,778008.9444
"Feature0116",2953497.736,3510198.058,4009808.443,65203253.84,105374261.1,103333771.8,132332103.5,34524.04724,549446801.7,4632637.237,3969688.1,4131250.19
"Feature0117",262487841.5,256959057.3,325628227.3,224127603.6,209857723.4,17837733.41,134631419.2,5921265.184,555798124.3,96861444.75,1059227.258,385915.1446
"Feature0118",17627856.28,417944873.4,506071437.2,8643122.035,7562294.449,421227.5335,11041245.91,867326.5621,15058261.68,570516382.3,2668205.335,912739.2921
"Feature0119",13710040.44,216173261,258274522,513657587.3,488385015.8,35740653.52,588948954.2,19593981.8,33214731.24,572112901.2,25869637.49,12080517.7
"Feature0120",14890325.63,216596498.1,262780104.8,513657587.3,488385015.8,39301736.46,588948954.2,19593981.8,591610130.9,572112901.2,28389972.49,12502089.36
"Feature0121",222728320,22293645.1,1172448.313,29633534.88,19717069.51,619038530.8,32027568.76,1015274.143,34901588.98,23471317.5,545589546.9,487483308.6
"Feature0122",113926.1039,111289.2072,117131.0571,389306311.7,486749658.7,625563644.6,179447171,91138.97569,54040767.84,263123.0167,92938.88614,89458.14014
"Feature0123",256300.8884,1186209.35,262879.3887,262116.3609,290674.2275,255802.4188,580133.8115,267224.4716,292591.6259,633309591.3,562782673.9,620469719.7
"Feature0124",666205960.7,652214042.3,673397169.7,19140262.85,12908791.92,6111356.069,16826752.25,332320.0925,74731583.16,107095154.1,94936641.07,76188487.63
"Feature0125",4546665.498,602726902.4,690581257.1,474245844.2,425204660.4,9184624.663,405734711,11331703.31,55822609.66,299405508.1,3455552.991,2486249.184
"Feature0126",610798677.3,594673898.4,692208180.5,3327969.6,1177663.394,553699.742,1506661.206,27301.39302,1205314.139,207164729.6,86905356.03,18786421.05
"Feature0127",7600391.705,10360246.38,2341905.89,5940583.052,4341702.137,703674377.3,5830159.615,258789.9963,36302479.41,18466774.96,179022694.6,74745432.45
"Feature0128",749589617,15543524.02,4447270.998,11854339.32,10758494.19,304101284,2811829.681,122960.6145,232727398.6,12166944.09,866289828,783591342
"Feature0129",740088477.4,789911298.8,880947057.5,163866357.2,115747221.8,210962261.1,216613461.5,10666785.78,332545681,231194434.7,161004273.7,143259130.8
"Feature0130",49274097.73,730045800.2,849257203.1,314124152.6,215515881.7,6469997.607,132865269.8,749333.6831,232727398.6,972581721.9,15268417.02,12226703.68
"Feature0131",443566.3653,487064.383,1039333.518,7149367.179,6943650.926,9058681.838,946833.7579,720730.843,4226971.12,5470175.518,992563721,902814352.8
"Feature0132",1024324977,25333346.9,35815190.29,14689081.7,12607341.95,1057793180,14706793.74,495592.7184,38968203.19,10084112.35,188305872.5,86812314.77
"Feature0133",9637438.535,12893917.96,10665770.03,1060131791,846557165.4,1057461702,756974997.9,32653077.9,975636374.6,407891999.1,382768014.7,383521723.6
"Feature0134",598472223,602726902.4,690581257.1,474245844.2,425204660.4,9023292.215,405734711,11336133.44,1083152870,299405508.1,3407404.451,1538905.937
"Feature0135",292953637.2,273337567.2,342781123.4,1103562608,845775223.3,969406341.2,1049543444,24661990.95,1036922106,1049746355,918893740.2,66918176.08
"Feature0136",32727186.22,33396702.23,34603911.74,961964058.2,1029209088,1025941581,669024339.9,40389839.45,1113135697,29897049.35,26514089.47,29558284.01
"Feature0137",691095638,580973501.7,729330770.9,409774695.7,496292252.3,930922252.7,257300014,5625391.279,904957484.4,1127590072,282799981.8,429651963
"Feature0138",7961141.119,153407001.2,186051840.4,647420268.7,525758452.4,829545130.1,613175222.5,26530358.61,60441321.41,1152326006,821615467.7,755940589.5
"Feature0139",1194768561,1166139855,1201971210,21189835.21,7082328.398,18076606.81,28284200.5,309227.095,35149096.47,233204001.3,196789414.2,161961985.2
"Feature0140",467172.6015,2398042.766,1101712.527,7243034.17,7138189.226,9401036.072,7918120.141,946286.5605,4362509.205,1221573846,992563721,902814352.8
"Feature0141",801393.4383,918919.0132,610581.8145,593936.1114,555218.437,619974.5323,693410.2379,398035.4559,624575.9897,1261449757,1159624125,1247678745
"Feature0142",1258592902,1228856029,1327208320,730362497,822407853.3,917177209.4,770699118.2,31557910.65,1130348199,346675206.1,315737652.6,289742797.9
"Feature0143",297245783.7,274591234.6,338821654.6,1160396533,881341428.1,1352782325,1102901533,25368980.01,1085665192,1099965706,959430045.6,803965985.4
"Feature0144",171942307.1,155975869.1,188386905.4,743269264,615946527.3,926640603.2,695452045,35713865.92,1357108263,1175248996,845601876.1,778300465.2
"Feature0145",502369597.5,555393728.8,536760591.2,79698117.86,26406342.01,100516511.3,23169906.2,161067.2984,33511708.23,1441632291,1095664071,989159664.9
"Feature0146",1049806155,958507404.1,980587971.8,1488491986,861982582,1632046153,1053173317,81659195.34,755759749.2,1513789617,1382905160,836587745
"Feature0147",351486.3383,2351960.839,620492.3733,532220.9311,391500.384,952632.6253,719590.199,515743.5294,967328.4151,1196298798,1381709804,1661935952
"Feature0148",1112107575,1096953852,1312459322,819605334.9,699857469.8,41563789.98,579010543.8,14621775.88,1801302787,396138389,189118774.2,3237259.529
"Feature0149",805509.1262,1446382.912,806836.4141,768277.4123,853498.0929,870619.2174,799783.1297,799178.472,833131.6292,2091823089,1831880232,2085742045
"Feature0150",1932171556,1922636748,2159050538,1399168738,506181853.5,1274603634,2002960831,372689542.6,1849146123,2195957216,2252386478,1898401604
"Feature0151",18455380.89,18362239.37,17267620.54,173889126.6,388426123.5,273773566.5,358388843.4,27346608.57,1013034308,2281488183,1617001965,1510370737
"Feature0152",1380037.349,3381999.28,2067009.134,1273825.138,1232666.528,2005258.7,2638831468,715653.4896,351439254.5,2444881.928,2118231.585,1519800.113
"Feature0153",817106.9296,7378643.782,872850.1032,751110.9385,286793.2395,1738263.012,2206629.964,259358.3891,909997.4955,2921797054,2675385293,2874776777
"Feature0154",2257925.798,2896258.067,2154249.787,2325583.605,1357274.709,2151323.734,110975740,820725.073,3692159567,1415762.65,2269695.912,1634907.96
