"","CTRL1","CTRL2","CTRL3","F1154_1","F1154_2","F1154_3","F1177_1","F1177_3","F1246_1","F1246_2","F1246_3"
"Feature0054",21.448341985054,20.8342267776309,21.146602723476,26.0920827171815,25.5529578427547,26.3967810335284,25.6839717538025,25.8996493740551,21.4916039146861,19.0629269017283,24.6619956176269
"Feature0055",19.766243541619,20.9183528568364,21.7267015629616,22.0072627444893,21.9644779276624,20.706558776526,21.2288957227795,20.433428203996,22.8756754119017,24.1640957385841,23.9829303915291
"Feature0056",21.3978988097614,25.2834234244834,25.6453877729761,26.4990501975293,26.5044202322262,22.1284825964463,25.4445619199303,22.4029796710031,24.0345158130163,18.8701914303258,19.6018864447456
"Feature0057",25.059618450706,24.4771284014774,24.5652928115803,25.8648287736894,26.3116198639611,21.1762472675711,26.2178951370783,25.9449675701212,25.3830040371234,26.0751076509989,21.7847659659895
"Feature0058",17.3754270277618,25.2778462913042,25.2582270316993,19.4894824596343,26.803552867994,27.3631289404372,19.2615550158725,25.7321700292106,19.4599877671195,26.5147161077845,27.1662357071842
"Feature0059",25.2433356255528,20.0085801008946,22.2887739530935,20.9303374962533,21.2406083010116,24.322315901947,18.6734911414688,25.6365132124157,21.3439286344462,24.5741123421431,23.8646676408941
"Feature0060",24.598310317204,24.0216471996485,24.5030223754843,25.4518516368513,25.9438113536036,27.2244329178973,23.3413392986356,23.0915114632208,22.6185743647732,23.0494391389798,22.6344712766792
"Feature0061",24.159889996358,23.9754617572451,24.4523925475544,23.5414575896331,24.2215105131367,21.0278717272926,26.7489196383489,24.6752179914323,26.0236822246253,18.7165347502202,18.9448034923654
"Feature0062",22.9703943406551,20.9454154583848,20.4079550787201,20.1889908072432,21.2536445597325,28.346401649035,20.6634114360313,22.2832024013581,18.1125319989821,21.5376831314962,20.4348546009529
"Feature0063",23.8163049094374,23.3787120305611,23.5678625987394,25.7626846984045,26.1990346008833,26.5723414708081,25.8605629676273,25.9529037522319,23.9917129176635,24.5826107945306,25.2491741320899
"Feature0064",24.9998722743334,24.5020577286458,24.556574865072,25.644517277813,26.125017813101,26.7502904038952,26.0463480825301,25.8135072298961,25.2284418665561,25.9705384402684,26.3188434035512
"Feature0065",24.8570298675594,24.5769283421356,24.9086424580686,23.2932271590521,23.865178784493,18.6528667685175,25.3886819100356,23.8925722238407,26.0022934337207,22.1334046774002,20.2483745013585
"Feature0066",25.0528793841651,24.382578115553,24.6419276692462,23.247076045068,24.1264914041003,20.5924354948273,26.1813139165512,24.7285744430204,25.7615075723571,22.1563164170692,21.4502724619891
"Feature0067",24.9191999570493,24.4463256355572,24.6628771734843,24.9457957426178,25.2622042446464,19.7120406319237,25.1736962319429,26.0825259935496,25.2709627951456,19.6395098048819,19.1425312572824
"Feature0068",23.7693470260669,23.4762098694266,23.3421095391159,25.9803404867688,25.7982201572778,26.8864895774987,25.2901472287954,25.2723479213011,24.8527202515169,25.4958555346707,26.0888521614763
"Feature0069",22.0052585018623,24.8398757957886,25.2809031252853,24.2196715645981,24.5770992762829,17.1961859723772,26.2841214337809,24.5880921384299,26.124905262079,20.1565864539258,20.5253324236413
"Feature0070",20.5078114884328,25.3004146691982,25.5784583731619,23.2870479867764,26.5435525589927,20.3468557756047,23.4686970940971,19.6886933217469,26.0260196669105,20.8466096967707,21.1274993241197
"Feature0071",19.7386422285159,20.616193823502,19.8017158278442,20.4114580706756,21.8499586685311,20.2463308934338,21.140617067954,20.0473846706201,27.0788294863595,19.9604808166073,16.8486599740742
"Feature0072",19.0448060647229,21.3581924106262,20.0166646083006,29.0127185561939,28.3299745748696,27.9809149816735,24.8883295665547,21.7290026698388,19.2295209241265,15.4929055603188,16.2833061740528
"Feature0073",20.9566928208158,20.2529363894806,20.5080556478374,26.6411983632609,26.8762924317741,27.4446064422145,25.964324650426,26.1253937327376,21.5041752894236,22.5504609157915,22.3514432277192
"Feature0074",25.0943317923271,25.1151630990162,24.9450721107687,24.1143111990538,24.0973278011302,25.1541712745096,24.2817483448095,24.3035801362581,25.6751944448775,26.1954185449337,26.5737068411064
"Feature0075",20.0402502245353,18.7615782966646,20.2219506487332,22.8632205618002,22.9661211227748,22.352226114112,24.3150968840374,22.284274371987,25.971020124997,24.5814713261472,25.0194497452671
"Feature0076",21.8219550605998,22.4125162690478,21.9415212337222,23.3981052615381,23.7322875742863,23.278612642534,27.400151254754,24.7237162251166,22.3868329633431,22.0354820101521,22.3048403871986
"Feature0077",27.5816217991236,28.1812958860969,28.4165314144756,21.7390372126895,21.055086328353,20.6277258069474,22.1881189596648,21.5388538581812,19.3307977352428,17.0672927812371,16.1531262518467
"Feature0078",26.0267132570204,26.0733648645916,21.9533378659576,22.4601818702923,23.3698718421645,23.4463041153589,19.614814072515,22.5382054862782,24.0100245412429,24.404939868988,23.5377625993139
"Feature0079",19.3798426418068,20.8261425386788,19.9469811722131,20.4731304827278,21.4260978777814,19.5256086459949,20.393902277139,20.3726553368113,21.2922512349707,24.4751623521219,25.0470173136906
"Feature0080",25.9911658316509,26.1136352061227,25.7100745480851,24.0665872647092,23.7862090101522,24.7854994099234,20.6598740424893,20.1144614905597,22.9314466688376,21.9835286777786,21.1547838321119
"Feature0081",21.7033578872125,24.9545696961148,25.0319249842937,26.3349043950333,26.7134461580174,22.765038101222,26.5154527686637,26.2345098619545,25.6405088573907,22.103878519358,22.4881211412883
"Feature0082",29.1521564594689,25.4628116692095,23.3110846892361,20.2124976639961,19.7841763638341,19.1349441120352,20.5371951720671,19.1815246662856,17.5729879339183,14.9213178248011,16.5130401338218
"Feature0083",26.1994833667116,21.0248840067041,21.7345997211178,18.6248102332278,19.5059869945824,24.8788353308822,22.0422561272391,25.672700405761,20.2202299843968,25.110485454091,24.5084491393417
"Feature0084",21.4683782733172,21.8430004263227,21.8146185434188,24.4337464092577,27.9424083842452,24.4706506921216,23.8017068238976,23.6053384545746,22.0374966550924,21.7549637950915,22.282331650887
"Feature0085",19.5693789746485,20.3084823923361,20.4608856237608,20.9236666460833,21.00532111902,19.689742821556,20.9111101024219,19.6134666866638,26.5953459683201,24.4075316361421,25.0243741937558
"Feature0086",26.2302772227143,26.2156003837629,26.3572324621394,21.8332829739775,18.7118342109413,19.5678893200187,24.0832902259435,22.2215363369337,23.4799336287471,23.3404672041706,24.1956655707692
"Feature0087",25.6287303945914,20.2650314316632,18.329678826072,22.7672586127799,22.9704968882972,27.7002585732463,20.9747633805075,26.23548556964,21.7748443979593,26.6607611584104,27.0822423326533
"Feature0088",25.3530862669242,24.795558933556,24.68117788946,25.7283456549928,25.575807285073,26.7149008449322,25.4683848010176,26.1612681126902,24.3338105498764,25.0396842906607,25.5751106131377
"Feature0089",26.8686473944078,27.6237812808056,27.323290272078,21.1995682705489,19.1785946851049,18.2455819458575,21.1830893911484,19.6647893963585,24.8733157774882,22.2397374296245,22.1823021881602
"Feature0090",26.685696158453,27.0262907495293,27.2881897958217,21.5594632887756,23.1474118374261,22.6984770369731,22.0265738920854,21.3864659036647,18.1214226650268,21.0108747896828,21.2822973467493
"Feature0091",25.202785524734,24.8067643469962,24.9374310949545,24.4479183150451,23.8514732022082,25.279613479875,24.0459265065757,23.9139276933003,25.803638403955,26.7314450755467,26.9476451638629
"Feature0092",26.0281370810964,26.0775493675933,26.2251536757823,22.8288124083103,23.3815963265216,21.1606322250162,20.4921444275123,22.5261054909171,24.0479315123857,24.4073422379953,20.2401817679987
"Feature0093",27.6504849387044,23.6396814582664,23.5109504387747,22.1186677070312,20.3000849848572,20.4889014714742,23.3183468481651,25.7200564074757,21.0410566704737,19.340205069599,19.7316658337555
"Feature0094",24.6447684521573,29.2571896695658,29.6289860882366,19.8656003465377,19.5386701155765,18.6826868664572,20.101680107498,18.6519835258385,19.4899244844091,15.5471191941732,16.1133647812057
"Feature0095",25.9963857871606,25.4821732316455,25.7412597218301,23.4693495137616,24.0837054544171,24.6655014880383,22.5570030843127,23.1688421864861,21.6993485982114,21.4470464405699,22.1204796703979
"Feature0096",24.2322967975188,23.677371262064,23.714770876669,26.1572910304463,25.9373886062349,27.0847687516047,26.2455075628071,26.2991250333646,24.5508227627742,24.9932155567861,25.7168849618286
"Feature0097",20.0676926710053,21.0918220366174,21.5366653084236,21.9942967116776,22.2101366749435,21.0166484160671,20.8901991378333,20.5160556990397,26.9033155683167,19.3286540590239,20.1208490930302
"Feature0098",25.5730179776408,25.1810955170304,25.0088015238958,26.2566092097674,26.8367213041914,24.111798969067,26.6071700564616,26.2048344364601,25.8708066194578,26.3615872904787,22.230794314561
"Feature0099",28.2575428444713,19.2375607858762,20.1152312406779,19.7583798280879,19.723154088855,22.3830902721143,19.426593849166,19.6973387810466,22.2935343221564,24.7133554290807,24.9167583600228
"Feature0100",25.7482017883944,25.3439589788599,25.163826373172,26.0992071216027,26.653216324502,27.0690739883339,26.4931174178307,26.0939277070237,25.7215766205848,26.2399030866916,26.8426349789991
"Feature0101",24.7322647775191,23.8541066222543,24.1156368556383,22.206500913864,22.7083536152507,23.1491418512516,21.8876705330379,23.4448133312559,26.0592521237755,26.9885477952047,27.6085355042249
"Feature0102",25.6973878881701,25.553875674712,25.3582172301013,24.3403389897285,24.0118856022685,25.3198153915717,24.2710086807876,26.3504925571168,25.3091653020767,26.0999565597917,26.5364261303141
"Feature0103",21.9084777301736,21.6165907723941,22.8835909834989,20.1317839762316,23.1546860411323,28.0147026417666,22.3404884774895,19.573963759921,17.3540777098682,24.9519833898394,25.323272890506
"Feature0104",26.3792414211302,25.9645130212656,25.7950409480413,24.5581787840099,22.9073112377703,20.1282496195055,22.1177873736966,24.7859536656608,23.2360526979501,20.7106128343502,22.0200077531772
"Feature0105",20.8226537944872,18.7361001063181,20.7251208514497,20.3900373084292,23.5557282469251,27.9140145750385,21.9593702643172,26.3129419133308,19.2600074591212,25.7829541966836,26.3468144704188
"Feature0106",19.944709414682,20.7887176515226,20.8044150602682,21.3755911686061,21.6453500319286,21.1351029105391,21.2340153171475,20.0728382227545,26.3563067438224,24.4429041293552,25.2159508196373
"Feature0107",25.3288798044347,25.6265949897545,24.8281964751906,21.9973692153115,21.6361821243558,22.7464168622258,22.0790649593159,21.8479560084542,25.009686719728,26.0856351796298,26.420596949041
"Feature0108",21.1721217289483,19.6918083712215,19.8739412765352,20.2867275945908,20.9775748426486,21.1777940223068,20.4614811989553,19.201520408469,26.8845830170275,24.1450848001973,23.9111120104637
"Feature0109",25.9674678544636,25.3394576623565,25.4872382457375,21.8996483760578,21.6371255939177,22.6898577101051,22.7837541860746,24.2482399797338,25.4897902222078,26.1823776982114,26.0488881951043
"Feature0110",25.5319879592843,25.0599435573677,25.1087019658032,26.115251398308,26.3965753653403,27.1930354911763,26.485291895611,26.1536532944104,25.2535627140032,25.995022053476,26.3666678569608
"Feature0111",25.8274334267542,25.3989986416862,25.5777746160751,25.6044044527691,25.5625670803349,26.6801144861154,26.0687612986981,26.0056000928452,25.4854227940273,26.0460985773601,26.4539116924271
"Feature0112",25.5967585058358,25.2654222787639,25.2367424535086,25.6484804712571,25.7699520599341,26.9381681147377,25.0801633695528,26.4822759244647,24.2614459711745,24.1416938030464,23.5926362005675
"Feature0113",28.0875275189187,21.8124064342097,22.7750925843147,21.5699869482506,21.0028239159953,24.1354145749948,23.9315835065978,25.4821645422536,17.4509223142632,19.30843671514,18.7458230761306
"Feature0114",18.791825120786,25.7110508837013,25.8678713203839,26.8946969319363,26.8304723966467,22.8557655043161,26.4506650394413,22.2344474200644,25.2031699458402,19.4643668872656,20.6434619135699
"Feature0115",25.4472715716833,25.349187434877,20.1231440608896,26.5864031892434,23.3230261022483,22.1602701366404,25.4864483166925,26.6738822973356,24.0533346155673,19.4389986680903,18.8662322223653
"Feature0116",25.8336556187785,25.5724873456792,25.5407098535115,23.8845699030755,24.481829695945,25.0491797610054,23.7559748091246,24.2777349194633,25.0903315480946,25.5361487684059,26.0289235863845
"Feature0117",20.0528838055217,19.8926174491139,20.0832355819514,20.4599442921735,21.3370473906209,21.3907454946599,21.352609903506,21.2511113554775,23.5292159207719,24.901388053736,25.0133797488405
"Feature0118",20.3148102356427,20.8003435721795,20.9199364337751,22.8432689046905,21.9963337311504,29.2601478608616,22.501132881195,22.8198346333499,18.4709057613544,16.6742153608911,16.6913200033192
"Feature0119",27.8120443190543,19.7342988770124,21.3152382213092,23.2324227561342,19.5323062738889,27.2639149612713,20.7141605717127,20.9993148660049,16.5121980047746,25.1284357008562,25.3045001413696
"Feature0120",20.9988170544349,22.1328157857336,22.2452558927164,22.1697452904667,22.2168804416124,28.1862472022604,21.8565839509823,23.6855992779246,19.2596068433601,23.3984238311693,22.6540302335635
"Feature0121",25.6893909096273,25.2417396407711,25.2517096607552,25.9524896240829,26.067659831234,27.122688372406,25.6793615405256,26.4869933259555,24.8753400217029,24.9183612585765,24.8084956208226
"Feature0122",25.7718677159965,25.2771293473624,25.2991440091466,26.3241226631495,26.6121859477133,27.3899178128212,26.7356230265151,26.191480623311,23.8810174705545,24.0266763752623,24.3993077939856
"Feature0123",26.1837027491617,25.7041892343302,25.4376570230858,23.1439154917992,22.593125287394,24.2902754875146,23.4841754085585,22.2790751773328,23.3215750828138,24.5282808741842,24.9102337072326
"Feature0124",26.1639670104587,23.0693266549192,22.0805488219402,20.3423974157323,19.8952362957813,20.9325204776378,24.9330081515792,22.1135066746761,20.9664620103268,26.3338704556525,26.2695400719105
"Feature0125",23.2566364145328,27.1505414680589,27.2969685352558,24.4891584813977,22.6146516665052,19.0958598840407,24.2378027094219,24.4024890852379,23.0531076393932,20.863624971862,17.4590352687269
"Feature0126",26.4177500694074,25.3949991982487,25.3671154602967,21.2410174147617,21.876233950228,22.9483785368999,21.8230194533102,21.8590252164827,25.5156807766536,26.5164659448766,26.7628157410767
"Feature0127",22.0716075121547,25.5761641021407,25.921030796295,23.478364214819,23.859380363017,20.2938452651446,26.3100609568121,24.4875430997609,25.6895577497639,21.5827648713839,22.2106862993335
"Feature0128",25.5667272506063,25.2792241068176,25.8261485090541,22.3628626415819,21.1033687822855,21.511169657352,22.2770578861231,20.94085418937,25.0599325071254,26.119170939513,26.5822572639052
"Feature0129",21.1528290595697,27.979575917828,28.064127008937,22.5227327348515,22.2378072937956,18.5925186575273,22.2627717585864,21.98380182154,26.5075975029743,17.6660757901586,19.4086287196533
"Feature0130",24.7928352607007,24.3511362305862,24.2087437670265,25.7554409598016,25.9623312931377,26.7435052309506,26.0527154156502,26.626097559629,23.9866579927947,24.3550678665051,24.0694467526692
"Feature0131",19.6789519760376,21.8720901470922,20.3377025230716,21.0778600223096,20.7582950105238,19.7721659375979,30.9034511023259,27.1052493797121,18.0156133156986,15.1653217216621,15.7918970953099
"Feature0132",28.5263385375721,22.5819615130485,23.8009704842377,21.5119131718663,21.6554228577357,24.5675304564347,19.8804786345242,27.0814537184073,18.2967407718104,16.4708720165572,16.942682752942
"Feature0133",26.5430798405283,26.1746886200007,26.1353375021842,20.292408962216,20.3906266776658,21.793304486585,23.584666675042,23.0152632470274,23.8843258410016,24.1671651692166,24.1818821941734
"Feature0134",21.773561054301,18.0181232568298,21.9072086773323,23.1829256351855,23.5401877865338,28.2006336831736,22.2412517754991,20.6022240632164,19.1396071277317,25.9938638175935,26.4326654658965
"Feature0135",22.4539732694056,25.6012278725288,25.7668645350027,25.7580591778663,24.9304586650041,22.6363015560821,24.6099678988738,24.1706589340236,26.3321399837461,22.6784369538009,23.1333889556452
"Feature0136",20.0335537085206,20.4489648101766,20.6748712532594,22.2615688755989,21.7241745714816,22.4913532557308,22.1954703898689,21.3945464958252,22.5013373657008,25.0985156309226,24.8492612541084
"Feature0137",20.0825199848482,20.7490025645,20.7281349790648,21.5559503087908,21.6083834134565,20.2174642552677,21.4841181589174,19.9677685683981,26.5714308024364,24.8589113679912,25.530365489781
"Feature0138",21.2477730955815,20.3249542110049,20.6663188349391,27.0497926370733,27.4054850711582,28.0507455603659,26.5207260979204,26.8598753038337,21.2335062106396,22.6475918058616,22.874779413242
"Feature0139",19.7970613280743,20.4088187138264,20.5694225915661,21.568491634959,21.3887239488601,20.0972168932679,21.2359027924716,19.5890682295674,27.0711634812633,23.9841115830157,24.441208969826
"Feature0140",23.350094919974,23.8302585015786,19.746987787581,27.7523873758493,17.8128612658714,21.6989271736344,28.6839605131965,24.4726684493438,23.4991206663848,22.3648948748588,17.6583732081711
"Feature0141",20.9448561845238,20.9415237068226,20.9770138957809,28.3855233741562,27.7502020165877,28.1970946137532,25.3545958818253,19.6384356304875,20.8882041462984,19.817924988654,20.5727278361673
"Feature0142",27.9537486715609,25.0188821466826,24.5290843833354,22.5662988479241,23.3022272617262,20.1931227212382,22.2666673007572,21.7972655027939,20.6464855165514,19.9356224414924,19.9378385293115
"Feature0143",21.5813740012801,26.3437955579856,26.5435573824518,21.8004826165124,20.7180917073971,20.9086629923296,24.8626058413292,22.0411340183573,26.8637126875047,20.8659180432731,21.0838995073897
"Feature0144",20.4010091967331,21.3604765889686,21.0144185741835,24.0372326719184,24.5516120958303,23.7699428730086,29.6298484893178,26.0175408082309,18.75476250078,16.9634207302526,17.7572796788229
"Feature0145",26.0030399973949,25.619783992291,25.608607506096,24.2480563712953,24.4227825749467,24.9994652972903,24.7912097885134,24.8227727877676,26.2939897659063,27.1866142475214,27.1884978752439
"Feature0146",26.7287715510475,21.432198051859,22.3355189640264,22.2413631297256,21.954776034199,28.2267115523333,21.8125031648364,23.0548994954855,20.6123158770933,24.8646437778672,24.2818305815463
