"","10","18","20","3","30","42","43","44","45","46","5","58","59","7","9"
"Feature0001",91280.22079,214926.4026,77588.77834,78723.65269,62929.8333,70011.89406,48134.78472,108859.1458,90676.63024,74029.45096,103332.6752,45470.19225,123455.7155,60431.54757,33130.16827
"Feature0002",66849.82862,68871.82436,2669222.424,496561.8349,1090549.884,200118.6897,812740.6909,362828.5621,75383.34675,741628.4141,122148.8389,3317806.012,76395.2647,954628.9439,221533.9945
"Feature0003",328982.0533,1829099.075,412133.391,74506.15668,254293.762,232082.001,173154.6287,151565.716,87547.21733,168611.35,152551.0644,119666.6708,357330.5589,307291.1442,118028.6597
"Feature0004",2771941.072,4057613.249,51209.26612,539527.5335,44084.75744,43040.04283,63446.48793,2181238.277,923262.3254,553343.8526,1904829.709,65424.51079,3655994.451,817052.128,43588.00903
"Feature0005",479094.7637,839348.3324,324229.2341,283122.9052,407639.9857,432757.7462,518228.1381,390766.3637,260454.6359,247618.3345,291062.8747,620786.631,612233.7894,406994.7184,261156.0286
"Feature0006",86021.83219,1520002.804,34579.37903,65179.44937,52060.99509,30795.9888,35708.94484,186154.7943,74421.94198,81675.29448,49853.18544,51293.79107,81853.74865,314377.4823,43748.38775
"Feature0007",295823.1929,489248.6413,478235.043,414952.5308,300896.7411,256046.1915,494903.36,371424.369,579825.6218,248206.1484,246242.0047,341081.6937,473947.7321,200073.2534,197071.8139
"Feature0008",743943.0176,1277173.36,1117668.431,1334113.044,695313.4169,599838.774,875263.4678,1754205.486,1521621.392,887697.5781,868725.1146,1185201.989,1658625.921,1245607.867,581476.1953
"Feature0009",252513.1972,56646.19459,155099.2911,57102.2867,43598.96204,211042.9552,153417.9268,222255.8615,263956.2865,227373.7001,139092.2926,167776.3893,180432.1666,57776.00243,164548.981
"Feature0010",1044637.07,852177.365,996158.1889,1067227.703,745061.5083,646650.3375,992464.9779,1238308.065,624375.5052,1164420.973,1207618.985,1204189.452,1364533.305,1795288.295,522574.2264
"Feature0011",363334.7487,469627.5763,547355.3335,501206.4358,461970.3284,431184.4316,583069.575,419965.6739,371127.1945,796766.0649,565266.7188,459007.7691,699940.3742,1017390.464,552226.95
"Feature0012",100197.2279,128367.8115,76101.30855,104034.2037,69280.2507,68109.4138,75084.08085,120467.3892,369167.7701,84440.50066,112558.2691,64656.31508,91156.49256,106465.2629,60766.47585
"Feature0013",1727560.459,2664588.794,538591.6445,1446230.444,347177.6426,687613.3019,749513.0664,1838635.257,1630367.809,1044554.658,2257469.793,623645.7726,2019148.675,1318140.36,320815.8293
"Feature0014",1346715.036,860520.7179,1704303.47,1181316.823,1579922.035,1542474.853,2278106.964,2002441.992,308879.9322,3455815.498,1715719.458,1408983.643,1911558.407,4666040.529,907434.708
