"","1","10","11","12","13","14","15","18","19","20","21","23","24","26","27","29","3","30","33","34","35","37","38","39","4","42","43","44","45","46","47","49","5","51","52","53","56","57","58","59","6","60","7","8","9"
"Feature0001",86028.0524984044,123029.773155248,2414776.17236989,306656.13388499,2324419.97020427,424749.80336104,91931.7746129536,189734.176549706,2257642.20444339,138165.979205,95545.8648744348,343735.897925559,622007.586667098,1888841.86090631,491191.86165142,1021395.12834732,113041.561016612,143855.203893003,440174.708934628,295667.99244206,1768132.02056556,2074623.33071,658137.135279673,308489.836679045,1616736.98297545,173886.111181965,98838.6891386935,125976.434251225,129766.249494078,116921.478768238,107189.516060169,1881201.2163561,147107.407934881,2333245.15325589,1350075.70173864,381236.396103038,1489554.15616762,1368063.10943378,80812.1914320133,122343.755839352,71900.1367099465,2749500.38167848,76817.6726888991,2701873.08512466,103581.462654762
"Feature0002",140107.524323039,90101.8772676633,57792.8300505378,108214.324251524,57373.9539530671,52765.2221075205,77340.8891531202,60799.1327465722,40801.2971071572,4753209.64987761,129749.244277477,783922.126959583,95182.9644125885,52918.2227591884,41533.7790924905,41556.1054825601,713027.445250894,2492955.52985854,44533.6157206838,87147.7762502645,38234.0527744322,50837.2883998602,58194.2565311472,87591.6330923089,61904.1951746079,497027.843539582,1668860.1593528,419880.646333872,107880.212974036,1171321.54498847,65291.9499128756,60687.3950180255,173894.646955142,66034.1271551036,43312.8869442355,113760.62046467,34463.7270904517,49697.7764994001,5896592.0597362,75707.1762444196,73196.3942372021,71852.3890453736,1213478.33541605,53721.835380054,692625.977358553
"Feature0003",1655177.80579295,443410.270476479,752110.560655894,2831483.52047287,667496.155222373,1670893.78226125,167906.945854365,1614704.3947357,434418.962492564,733905.272758184,335289.773893426,1161326.01331302,2119857.1844426,571509.576142293,2022001.59724559,349162.766967956,106985.536984939,581305.86182927,2134886.00161565,859261.01171695,431518.612955775,609935.817976155,2026813.128879,2217301.70402274,474489.597249213,576414.010377068,355551.117940166,175398.293970573,125287.783814727,266303.31744269,360581.190913596,484632.207127016,217176.141217246,717620.219610454,340737.479753394,1796236.33901177,345014.27181156,446530.583872714,212678.359826405,354112.099832272,241290.090203327,945421.466400512,390613.702354882,663838.390981643,369016.574478968
"Feature0004",193336.473428899,3736091.76595282,50962.9388707384,100029.771211972,51261.2835712389,1675410.45062302,2191859.24626667,3582007.13938807,52641.9789305168,91190.7436773183,1282172.43796757,1020131.17683304,321110.942988922,42927.1868266502,1892448.36149633,60846.3197771302,774723.129761862,100776.077697075,1742697.58575165,1652267.22129936,54207.3299179731,64904.4252449426,2116689.08128583,473109.954396922,72913.8469644125,106897.060468042,130279.334039476,2524221.72128367,1321269.7577009,873946.526339413,1514355.36663938,70739.531594644,2711771.0879544,54425.0695005968,39702.7301149322,957878.612129989,58225.1251063323,63672.8872409472,116276.132311873,3623065.08574055,2240042.12713656,115920.944786185,1038597.3131959,45726.3742321875,136277.899126299
"Feature0005",876025.965140374,645735.950107774,653636.696679458,730778.13935409,609425.690767145,318678.129919783,366025.08169584,740965.57128288,705045.042080421,577370.214801007,852907.862807324,1195178.16605789,614270.042501996,552751.433809893,2139674.24980507,495059.753559497,406544.33667344,931849.493041869,1892654.98108906,622618.659156702,996981.894659263,903210.143779082,1662476.64688895,518140.301470172,786914.370830493,1074825.39332675,1064115.90168196,452211.458784415,372733.538670687,391086.269915897,934981.245920448,589913.724234482,414365.591138706,594717.237557408,495116.266735975,449410.763865286,681311.428941666,636798.914832641,1103297.02999676,606719.429259268,529609.221153526,520825.366889068,517352.083825873,763000.584836677,816504.256876717
"Feature0006",928172.758615696,398717.925981784,2840634.19533328,879827.040411161,2299007.70014285,314052.130816959,528802.369854208,431902.209138442,2091794.66744367,851615.586943395,650571.563619327,5234474.90424412,1024471.16876053,2548265.66778816,777437.299032481,2444954.12852293,595842.294235724,687838.498400736,928789.888398448,188960.161114666,2425449.72520401,2302254.03793663,852107.251908623,1055754.74062027,2650521.87502163,635933.038531022,1016221.42152036,429828.079733391,829781.566677213,392014.658138925,685903.840150062,2516196.20967024,350557.294350449,2133046.23622656,2398042.8407693,583146.871082411,2084654.39019953,1988249.49428356,606189.632401207,469678.907791489,482991.985036699,2038674.67278927,254323.483536173,2097597.63858644,616144.975945488
"Feature0007",624391.195080986,1002705.07568476,595715.86924716,612068.083786541,519721.834021327,298604.305561154,761629.133351454,1127471.69654075,519929.107233065,1990284.6326428,746521.593428619,1480556.77646472,570335.019765419,718039.967343517,2165295.07222485,899732.818438397,1915691.3572119,1589460.00827385,2455608.86644259,848827.69363805,574304.403047295,641656.777215292,2293945.05568441,511785.36643808,847357.739350923,1489798.74273405,1797242.76968448,2030041.21009938,2177574.31729852,1402021.92755038,1078807.9725069,1368637.13627262,1236742.39120771,620798.567290293,1027459.91283023,409458.909442302,960098.50895387,485008.008554745,2106407.85273282,1643686.75752111,899766.434499354,367461.284245811,1583356.72795883,740012.291509573,1817985.17644837
"Feature0008",318895.547117006,340343.626487216,202805.730378631,157052.368167276,207626.887225031,125951.446727456,64008.7149277035,50006.508996527,113190.647678954,276192.587218313,161131.373300231,1581320.15214068,57455.5356392894,74593.0890226254,40328.3588892034,136171.876824177,81994.818655132,99665.5679014408,45144.1423721656,262237.179642248,125568.018402951,70383.2676580965,153618.903048364,174545.267622989,209515.892110955,524160.062583483,315024.298197132,257203.93741326,377744.709290923,359112.068291069,84417.6457618482,219060.2148784,198015.841441275,317820.982083511,138746.73122859,173363.778441531,125663.737852647,168412.774010222,298181.666251556,178807.022799002,177141.359214969,169134.925166575,73442.0716067189,67277.3620009627,514462.347170284
"Feature0009",2497522.38035252,1407988.06838275,543188.496220318,2035170.58805865,659309.302607338,1711325.2853445,1366628.35361571,752290.871045239,881831.589419523,1773905.64147459,2523252.74445741,794363.006456774,2684238.09122489,620842.890500987,1119964.66279402,887548.44281626,1532463.00679615,1703182.25186408,919384.798119447,591711.625120488,758478.744655954,581036.344564669,1016423.84249918,2506401.06456539,709993.151300957,1606062.99818166,2037901.2392454,1433022.76888925,893536.37614593,1839076.4797847,3161166.38078504,942146.354891736,1719201.58180809,578293.104440515,947684.588913869,2042847.97518312,1295433.10321822,745235.311641738,2140153.44338983,1352243.01949458,1788992.64782682,595980.809503542,2282084.01361517,909962.091017969,1633828.18569043
