"","10_CTRL_1154.3","14_CTRL_1177.3","19_CTRL_1246.2","2_CTRL_CTRL.2","40_CTRL_CTRL.3","41_CTRL_CTRL.1","46_CTRL_1154.2","47_CTRL_1177.1","57_CTRL_1246.3","59_CTRL_1154.1","60_CTRL_1246.1"
"Feature0023",26.4600446972353,26.4936996712575,25.8155700380051,25.7965009932637,25.6233719988141,25.5018840933552,26.6370467779248,25.9906405398348,26.3538930207699,26.636866108452,26.6394667684087
"Feature0024",18.4290603702115,17.7492224251727,18.7670798080956,18.3360488690803,17.8738165578041,18.2261264681295,17.9026849436982,16.9391521192452,19.0943218943037,18.5387761863338,18.3273422564768
"Feature0025",26.7108948392513,27.0024437779558,26.5624940709601,26.5907949964377,26.551425170835,26.4213037797811,26.8992901210074,26.9706357938251,27.0493319113695,27.0444181831806,27.4117016186217
"Feature0026",20.9926978916061,20.0094212499463,27.6241440056391,20.6101490244777,20.3766891966435,20.4913483057374,21.5334089666299,20.5118292481528,27.6604779353755,21.7636205777667,28.4756257641167
"Feature0027",20.8205543205637,27.2739016066603,20.1549838288219,21.2636837874602,21.1123258980886,20.9403307147997,21.3905343321985,26.8052167671691,19.2414507806921,23.6083139665613,19.1264299102203
"Feature0028",24.3414086991218,23.0862085781888,25.0478786053638,24.5382441458501,24.4699508004349,24.489082532018,24.0706631841852,23.3946337849973,25.7239931911151,24.4340100375128,25.8924670385477
"Feature0029",25.3906571648651,24.3755083888393,23.9522760485225,25.5380903178359,25.1752532010772,24.9957207395812,24.3738648054909,25.548998448542,24.3672643708009,25.901223612966,24.5511334657675
"Feature0030",24.1258208159748,23.9587189476745,23.3163030801663,25.6295075044658,25.5215815296091,25.5403908316856,23.8163567512652,25.4923043830703,23.7403458698425,24.6778181245415,23.5526119225066
"Feature0031",24.1245570151765,22.2706806371389,26.9249730078885,29.2983656304487,29.353113564857,29.3564810855032,23.9813655134473,23.4813859508365,29.8983969064648,22.8800019652102,30.0536961194007
"Feature0032",24.0033236960669,20.0092573765534,20.4851893439899,26.3442260516093,25.3878458535149,26.2985624029325,24.029906599394,20.8154074212487,20.7547128219877,23.9418978574839,21.2328350671377
"Feature0033",25.8549371562684,25.5999365808196,26.4261671263748,26.337097667565,26.3532129867879,26.2783098508174,25.404453382663,25.3109993457863,26.9777479234268,26.2105959425622,27.1188329622628
"Feature0034",25.0443526084672,23.7683433752037,20.8617969250093,19.7058604936068,24.5057828698492,22.5653146121555,24.5999635994799,22.9421982036055,21.2512529950441,24.7096232682932,22.7520481069062
"Feature0035",26.5032706876412,21.0953823232998,25.7833937688712,28.2085059557618,27.9919747463779,28.1068316834309,23.8452227772023,26.4507090104506,22.0560985412576,23.3562621323633,24.5700648015527
"Feature0036",21.899876316014,20.4987473814968,24.2490219544476,22.5223174952349,21.4291005560129,22.5828099775016,22.7463561265175,21.5887027525438,23.775264638768,21.5079053080807,24.923697258074
"Feature0037",21.7421826315395,23.7287054260027,23.0080837676056,26.3392105752145,25.9769539872119,26.0894016876409,18.9474119234963,22.8658668173924,23.3132346303677,19.375287198878,24.1010926756048
"Feature0038",26.8354687918064,25.9955516479724,21.1205287107295,20.6657931028783,20.284718191685,20.4484629528623,27.1613326820845,26.423163842989,21.8341464155003,26.924044157114,21.4867963994752
"Feature0039",21.0213481999692,20.0326022592359,27.4848376501161,20.7601639331581,20.6480509576308,20.7386559394869,21.3760752473586,20.1824194045426,27.0582448579759,20.3472796944652,27.9206106529161
"Feature0040",21.3743820316705,27.0793322068535,19.7583373886824,21.5366845243242,22.0265347587601,21.5810722325296,22.147158962714,33.2095172330425,19.798040843346,21.2810408393369,20.2430547803834
"Feature0041",23.3800069466488,20.0064495782262,27.8387950743878,20.1714462423198,19.336515937656,19.5993241624414,21.2276215561122,20.0167954060704,27.9170917988308,23.7581299594601,28.1960716917189
"Feature0042",26.0219839039314,24.4623791340035,29.7427697359493,28.4508393947044,28.5140695541919,28.2428929988279,23.4509158621118,24.2907776047476,29.9019755761833,26.4343315751784,30.1151412532342
"Feature0043",25.3695833396142,25.6527346223434,24.830679066917,24.7309109232306,24.7819766638533,24.6181042861825,25.8741308925558,25.2586456935989,24.4832165044717,25.0057289223914,24.8972488104534
"Feature0044",21.796504270195,18.3783700015611,26.1263072493549,22.1912896091172,21.8830935072392,20.2779455787212,21.2227344760666,20.6546977020031,25.0704226816203,21.1218216967509,25.0468404856405
"Feature0045",18.7244201154228,17.6554248808386,19.6147373848001,18.6960850066443,19.5805599912048,18.5525892017965,18.2552249124341,16.5500484749496,18.3319312970246,18.6742072208736,18.4757868886448
"Feature0046",27.253107973519,28.1362993304943,23.4589005902663,22.7578063024825,22.8668336562582,22.4430028567132,23.8621950167276,26.9652202523471,23.7834728190453,27.3004184423642,23.9368804010966
"Feature0047",23.9461682660673,22.3914146089952,22.3625007732899,23.0433778577829,22.8294232937514,22.974899460286,21.7568324100457,23.9168536039444,21.9344720215175,23.6456251966122,22.9191975163868
"Feature0048",22.284782745906,23.8715887724936,24.4254194931394,24.0311182935665,23.6485620878526,23.7376953427243,22.2835800172742,23.5102043502406,24.5023451237347,22.2946394552309,23.9813358786714
"Feature0049",23.7602705128821,22.5276217653516,21.9812347354134,16.8292461243549,21.6843704181394,21.0498773840603,23.7161763026093,24.0573047583589,26.3100398456766,28.7645762821524,26.3585072501201
"Feature0050",27.6553965542891,27.2853244085447,26.455905760119,25.84758516911,25.3822595206518,25.4732882176006,27.8592228854762,27.5805510960048,20.9343620088786,23.121658347019,20.5038595697955
"Feature0051",20.2633382543343,18.999712949467,27.9307085275627,20.277918584289,20.249085150758,20.506273955936,20.4719281765606,19.0590743638303,27.0274359535894,19.8648496491815,27.6820584115898
"Feature0052",23.9422010614645,23.6270818675627,24.8320404466085,23.0479356241001,22.8196140842051,22.8951465896843,23.6504419027637,24.5384402071898,25.1118886887626,24.6152067285137,24.1907684123474
"Feature0053",26.1369058209835,26.1010050399087,22.4363599208154,22.613789360188,22.575542049627,23.0166546929361,25.4829325664851,25.6599906556696,21.9235127906668,25.7971863243705,23.4815610955138
"Feature0054",25.5196540580724,23.5245055636346,22.0507185294966,22.1673950130274,22.1565618778756,21.860614089978,28.4301045706773,23.2226970293213,22.5622567685888,26.5358747781637,22.9939108500928
"Feature0055",26.0481639105778,26.9954571994366,21.5638629991975,18.0168628686141,19.3085637884015,17.9601566655709,25.9059063402692,27.3686301714196,21.9492993853265,25.8782464618505,22.192024454771
"Feature0056",22.6841333718631,22.3750285391968,26.356590187738,24.6767411941525,24.3691426321058,24.4975905029622,23.010571084849,23.5951596286901,26.9822425142264,23.0390669135859,27.3180878657529
"Feature0057",24.152952489023,22.8729797955274,17.8049015809214,19.3078132224138,17.0039739945145,24.3580560933622,22.0449191171592,23.3058821111641,27.8282514261471,28.6062298920181,28.1775824546601
"Feature0058",23.1480747153233,22.3907635961267,27.247756987113,22.0388704829543,26.8775191405797,26.6726663775661,28.343916720794,27.435474163222,27.7927912427737,17.9330911128186,18.2670565576942
"Feature0059",26.0823152953059,26.3370494373068,25.7077008161317,25.6178749077803,25.6821235412547,25.5424105760185,26.5747232306341,26.1397792030824,24.7476130789712,24.8513568391043,25.077186748877
"Feature0060",24.8790497048675,25.3317288407814,23.8774289644877,23.6131989734426,23.4913212613163,23.4758115717444,25.0954660550877,24.7254918058059,24.3367395398388,25.3565755563536,24.4724376456209
"Feature0061",21.798080210419,22.9813926305625,24.2036451930405,23.1001524506247,22.8744274171374,22.7773107525864,20.8838804225719,22.6398204900525,23.9183005261083,20.4173060688694,24.2231761433346
"Feature0062",20.4328658190038,19.3711216015608,25.4936913387445,20.1447162949158,20.4928555769358,20.5993293236433,21.0252305132299,19.2739449412332,23.6255655116637,20.2138505047125,23.7212554022733
"Feature0063",30.1815330439504,28.1216959866785,18.0453691733425,17.8453709652093,17.6396982428475,17.880610882221,31.0658228513581,26.8025256572217,16.6862091913915,30.4357579226623,17.2269890059659
"Feature0064",27.3111438134849,27.3516102744537,26.6929737718982,26.6751235656496,26.6950482860568,26.2938632481681,27.8570808392109,26.9966772231417,19.4200598114675,19.3070146601151,20.8873638621212
"Feature0065",21.7998507531482,21.7590222578043,19.8915156239126,20.2147282129128,20.7602439559064,22.5246806951892,23.5619208426862,23.3343023795691,27.9394909528158,28.6912472604743,28.2648652183258
"Feature0066",25.686429352419,25.9644667253842,25.3219888033656,24.991476362186,24.7601994010346,24.8095885752748,26.0434178840406,25.7067586900285,25.8291853402089,26.2415096015675,26.0055970876563
"Feature0067",26.2000888277674,26.4372535798815,25.42761959699,25.4855623416307,25.2897474890086,25.3382085368207,26.3415983767499,26.0778940959705,25.8786905008278,26.7055194899109,26.0587246251795
"Feature0068",24.9882708429938,25.3834317645197,24.5894656258024,24.315921498107,24.0295723253217,24.0753296613092,24.3179068592443,24.8125583202673,25.1561892058738,25.2327765990892,25.2299827414715
"Feature0069",19.5412834678017,17.8034968368778,27.4863203510783,20.3693016822166,20.3324225628033,20.4781736078115,19.4706031144523,17.7321748007559,26.2383769581772,20.2112874861785,26.4091786949377
"Feature0070",24.7974963045023,25.9550508108781,29.0828528916869,29.5234601915428,29.0577535666577,29.5042528846907,25.2949600704978,26.4085700464778,29.4402556200071,23.4418798300806,29.5214700567739
"Feature0071",25.9249347985288,25.6124667454555,24.2921164751608,18.1930357342803,18.3704552064278,18.2279900766371,27.6249964293697,27.7033772453213,23.3978257683864,26.8923752860055,25.0145028861482
"Feature0072",22.8971392225069,22.7606973795085,22.9455722025233,22.7987903752446,18.9377209727458,21.9576164016125,22.3110085600199,21.8305540564937,21.7703267233617,22.1380614563203,21.5242866132465
"Feature0073",20.9763708409788,20.2008432811615,28.6971284550177,20.4552175507624,20.2256361005244,20.2547618473654,21.5384732298137,20.5663364633069,29.062668057582,20.5413351888898,29.6796627814964
"Feature0074",26.4524269446855,26.1648204295858,24.9192313110609,25.7301938191177,25.6266258252328,25.6113624211736,26.5151443783779,27.0993543457094,18.9136594764237,22.2261827915105,18.5068807894261
"Feature0075",19.8476269676319,29.0287717438107,19.641932562423,19.6823046681485,20.1673208912241,19.8290274201303,19.8054513288377,27.2933199910004,18.2602767338508,19.3890611938323,18.6050993185787
"Feature0076",19.9690481328778,19.4968868948182,24.5100680083248,26.7554257640573,26.4993011561676,26.7020768771945,21.7246732984687,19.3074437064185,23.4676352869619,21.2191409211012,22.6532580414508
"Feature0077",24.7030537758218,25.5759478993531,23.9714620866679,22.9508231991121,22.7459120275155,22.6325685625314,24.5224257783967,24.0144927112446,24.479251180747,24.9105748090666,24.7993136712231
"Feature0078",22.0437084325196,25.0172944992789,24.3584482520269,25.8572170639412,25.5721830937232,25.8883882826958,23.2083490205324,23.6722468226862,20.7230470737172,17.2604751223452,20.1998022062155
"Feature0079",23.3801640050905,21.9974592818398,22.573966184058,21.9259478133143,22.2081463086474,21.711255300036,22.9989588326998,21.0293742202898,21.188025045504,22.7208124953957,21.3393641422806
"Feature0080",22.612471119059,25.3232833746961,21.1211016463211,22.7903436637037,22.0493013438742,22.535748340594,23.5636777024064,23.9917611220731,19.9090489951582,21.9230378198773,21.6445478031114
"Feature0081",26.0904370558546,27.180139791274,23.1645404736528,23.3127757548024,22.9739066458673,23.1736164373896,27.3222609307036,27.6535459222856,23.858071979649,27.4105887728782,23.4461013455258
"Feature0082",20.7285286450287,19.9928305218281,28.4679836988177,20.1112175242583,20.9035318993079,20.1101628561862,20.664857054144,19.5981237144942,28.1574697391949,19.8072463643101,28.4307632942342
"Feature0083",19.9986424201067,20.0980233564043,29.6966611669333,19.5923033566402,21.6833550512699,19.6066454270792,20.644319898202,19.5183956602252,29.3477997131118,19.4965646684864,30.0769549753484
"Feature0084",19.049200207958,20.9184562833049,20.8096233920164,26.8574666914081,20.805740942957,21.9514299376429,20.9348469629949,19.0636514531702,25.7458367849035,25.1412333743167,24.7831396716745
"Feature0085",23.411607408332,25.3182390870224,24.8222491711269,24.3810987926799,23.9965838846825,24.1975255059121,24.375663419947,24.9647917483882,20.5993578042609,20.3249321681602,20.3397451703924
"Feature0086",21.9836904856553,22.7972620744213,25.3585741109094,25.6009488000825,25.4698798762048,25.5362134618042,21.8310931451322,24.0737660709162,25.7409326957319,22.5302654199967,25.4159554452273
"Feature0087",20.8482496560992,23.8694984718175,26.3133660098303,25.2238902792766,24.9371398598599,24.9850898205499,19.7357740788482,21.7280932319592,26.7532136041587,20.3552211124622,26.62009521689
"Feature0088",22.3034032205532,21.3649631181187,21.7856679521439,22.170920810452,22.090596554549,22.4891497709823,22.5356653767293,20.8506399454491,20.6778066039705,22.177124403881,18.5873440707865
"Feature0089",20.1198009848632,18.9150095240946,27.9654070403064,20.1842279198486,20.1153378125749,20.1371082251841,20.3369814060942,18.8355024778675,27.2177218464944,19.6657348630988,27.9170235608054
"Feature0090",20.6186284248071,20.0591377929368,29.9948050080157,20.2012961142711,20.1645115200164,19.6200751477577,21.0794261072753,20.1881721358538,30.341593536648,20.3082881960683,30.9113001854155
"Feature0091",26.5820892724898,24.1097114530453,18.6469801319077,21.0827268030557,20.7981310058708,20.7099500300098,28.0038977921099,23.7499821659549,19.153461806642,27.0004009528468,19.7176087354181
"Feature0092",26.0693809617018,25.0018249451714,23.5200382994187,24.9355537191958,24.7802256820285,24.9979033803315,26.1878339720931,26.6911261456022,19.069010353487,21.5743982269312,19.1095196884159
"Feature0093",28.1446407167383,24.6590176994118,20.753624778658,21.1829476146113,20.6333228406154,20.7035027894794,27.8261289682068,20.2311667444786,20.4008129577811,28.0400478061881,21.1342210386861
"Feature0094",25.7320445899129,25.3693252521754,24.3377095810004,25.3420249335276,25.0192957623493,24.8966460204963,25.4650117650086,26.0504507475572,24.7784295769742,26.2492626501031,25.113860269941
"Feature0095",25.387224011769,25.3319118571296,24.2143407158592,23.2643007686304,23.026567141075,23.0704305284119,22.3432794081098,19.7866218588136,24.6896881468572,25.2768796719165,24.8086189284539
"Feature0096",21.0147234703703,20.604217308441,27.6911504655004,20.7222094926466,21.1519382279211,20.7312210330053,22.4659056945744,21.3871108773096,27.42504360142,21.9518856511529,27.295627882275
"Feature0097",23.5605999051564,23.2030798759806,24.3489975625588,26.8314228805928,26.9281011199333,26.6131730724426,22.9410162940007,23.1118774353061,25.1539075032687,23.4212466102194,25.2899600562373
"Feature0098",25.0341586134586,25.9896182188567,22.6693353315112,21.9367395633601,21.5142238450584,21.8114340103802,25.7101373454886,25.4236884505948,23.1161993282755,25.6295604530524,23.4437202686139
"Feature0099",22.2830647091611,21.1653238956285,20.385286119491,20.9537839821019,25.7445036709992,20.3125263346101,22.7787907651183,20.8304169322179,26.9484684911437,27.7975167541967,27.3495533287647
"Feature0100",24.1357880795893,24.2357412388001,25.4162612373122,27.0596464391419,26.9403449051277,26.7212866120358,23.9562602294565,24.3558360216757,26.1115953772684,24.3620788720494,26.0687638790069
"Feature0101",25.0100530554441,24.6394831315907,21.6315237398599,20.7921071716169,19.7874129167396,20.1057680065793,24.1400699574101,25.3910416924975,22.2413108094859,25.1370125135722,22.797092135265
"Feature0102",26.2271239554547,28.1575177632113,18.8273046292879,19.796020326857,19.4168709825799,19.5536842018832,26.7120752502389,28.8555568965492,18.5489850173692,26.7858402360506,19.0292870795554
"Feature0103",20.2050551877805,18.827062467626,27.2034457839489,20.2345709537026,20.217061036259,20.2477441769111,20.3089149457197,18.7319718049031,26.4786189585154,19.829518282085,27.1422626150648
"Feature0104",26.0638288732515,26.2136773930818,25.5510695168394,25.3771209859423,25.2942332481915,25.3099270266722,26.3543739571721,25.9419851548682,26.0481774359754,26.4586956253402,26.3091416528773
"Feature0105",19.7235350467898,19.2694623724784,28.0785952263345,20.203827407947,20.8416933506697,20.2055617940342,21.4771848021929,19.9607476556269,27.4634025751431,20.0731434736387,28.0826169521299
"Feature0106",21.6893688479765,20.8701533365186,26.7633481528494,23.0225074853815,27.0569453609202,27.2626782540241,21.7451396414891,22.0440346807016,22.1745821581336,18.7441421392639,21.3365210911621
"Feature0107",27.2772132937726,27.6117757074912,26.5203183139422,27.138046811634,27.1229159833271,27.1242226096195,27.2591922810197,27.958067746872,26.638979276359,27.632447649697,26.6658772280235
"Feature0108",22.8921683100658,23.9133791736773,23.4889910964051,22.1333858726415,19.1764740331258,21.5817840240398,23.6208401630539,23.5494363700138,22.9596272207969,22.9100376430651,20.6431493937821
"Feature0109",20.2237965533927,25.6469875941693,18.1242975286699,20.2717310153268,20.1444251724182,19.0655788643498,19.5078129708982,22.7062705281662,18.1259050527068,20.5856211564143,19.1602147457679
"Feature0110",20.7647809962312,20.2541359234098,30.4141975681164,19.6799640374083,20.221456366508,19.3442314816447,21.2265209403974,20.3708775205331,30.8721171696061,20.7391027365858,31.486182754157
"Feature0111",20.2756263038241,21.385289558519,30.935004684216,18.1850014813489,22.6213344533588,18.4808630557671,20.5298710980365,18.8032737029977,31.3874050287344,19.9007785133279,31.9893727666486
"Feature0112",20.6879281665913,19.3814274350338,29.4665656449843,20.103201744577,20.8487358690414,20.1948030535582,20.9033809515758,19.8624301183436,27.9499785499102,19.9231251860524,28.5584666676996
"Feature0113",27.5515263430606,20.7357767024808,19.9748820479889,21.1245703523401,19.6805416182296,19.383722372909,27.1827843699862,26.1005045460091,18.2815738960447,27.0088874485966,19.0321807820052
"Feature0114",28.1547330262266,24.7897402694481,19.0533534634156,18.9517364131994,19.8886831555201,20.0014159652988,27.7358993571766,26.3313880286484,17.9510194136763,27.42139367441,17.9337830771187
"Feature0115",20.899466343574,20.1733066397883,23.8356438154029,28.3315134719254,28.034735625209,28.4224650966454,21.1360569203464,21.0166773304931,21.610135217967,20.745720125499,20.3074046445269
"Feature0116",21.0166680233295,20.3659753682501,23.7646828031459,28.1234288121569,27.8061124964813,28.166963614023,21.2100362130966,21.1126085255543,22.4591911182198,20.9071644100834,20.3461131332071
"Feature0117",22.7596328518777,23.6692460315906,25.8637767167261,27.0449904935462,26.8087266598439,26.7371741532898,19.3495360976184,23.0897517859974,26.4130272127606,21.6614461898665,26.5487549910908
"Feature0118",25.6551953542149,23.3338707659067,22.4758404295701,24.2707969999653,24.1894449545664,24.5843698861488,26.0274392081283,22.9639043795202,22.5239272594392,26.6187465567441,21.9196494384467
"Feature0119",19.9390618561545,18.5608528977725,28.3060197885887,19.9340630187822,19.8545020607555,20.0647122537504,20.1273123107469,18.4739653686384,27.2539099434625,19.4832014113893,27.5150076232473
"Feature0120",24.552707513735,20.3239483739571,24.9316912949897,24.9036597749039,24.9739400360938,24.738609580184,18.507040053986,21.7818531733162,26.8326302110621,25.5942980799382,27.5190567317203
"Feature0121",24.9327022909402,24.9842118223,23.8235219141974,23.5441783708742,23.3558927512768,23.3392652503637,25.2430649979151,24.1260678715533,24.6487194526928,25.1116547307093,24.703451793526
"Feature0122",27.5556063086419,27.7958950119087,26.9065006666312,26.9687714808681,26.9608660415802,26.8202709271853,27.9653825768469,27.1759628393861,27.4958863654928,27.718242587128,27.6434119820449
"Feature0123",25.4644058082139,25.5746194084668,24.4778360788867,24.2527847045553,24.2067468998434,24.1084362005838,25.8935172778291,24.72116681199,25.2747599012509,25.6618273550326,25.4165375484198
"Feature0124",25.5708910854173,25.8278989623548,24.7593087172992,24.5927206048409,24.5315887657719,24.4062654899873,26.1604755061364,24.8410021511407,25.6164323438131,25.9784802999565,25.7269207363492
"Feature0125",25.06481793348,25.3559716274589,23.9804783513878,23.6295738793609,23.6809264183227,23.5356747911256,25.5843230153121,24.0815240172272,24.7485356499072,25.2649967018147,24.9143170289502
"Feature0126",23.315633088383,21.6045208748804,21.8606173773877,24.5810730156188,24.3669653344142,24.5755671929141,23.8985268029894,22.7624431624469,21.1236595429252,22.5700585661656,21.7849991432684
"Feature0127",21.334481332218,19.4092035342853,21.0667519241633,22.9124552018018,23.1877346084148,22.6983775994939,21.8747856260494,21.812871972224,20.257550165118,21.9342470512887,19.7171028080296
"Feature0128",25.1866626235663,21.4470477967113,25.6634109850376,28.4300352705693,28.3490682308248,28.4233458443322,25.2403834138321,22.0164406730411,24.7357577042358,25.9280612207144,23.3741138579403
"Feature0129",25.5970261197615,20.446592820298,21.5081322556181,26.540102831701,26.2682761473995,26.3944463940747,25.3643239238448,20.9208050633096,20.9197423690473,25.8505633477984,19.5593230860073
"Feature0130",19.6688486889197,19.5607366144954,25.4135718456488,26.7502491656825,25.7417319918747,25.7750754173475,21.869584289146,20.8103005694684,25.8215693833727,21.9294149187807,26.2940264230724
"Feature0131",27.9041836992006,28.1951966915589,27.6582737343169,23.2549611110813,27.4496583149945,27.4073274441518,28.3000825514029,24.5863515529996,28.2826085452602,23.7505190919913,24.5458805070617
"Feature0132",21.740677345642,21.0709388929574,24.2988160918149,25.5442564639933,25.3864337743782,25.4378834929989,21.7073896981334,20.8993086315189,24.6127597024938,22.2443650984335,24.4031334378176
"Feature0133",19.7862670438924,21.469049799754,25.1646836777027,24.5357163503648,24.050996012154,24.6174006762107,22.8898301282105,21.7262641717264,22.8694320986117,20.9327695635491,23.0411754186198
"Feature0134",21.109086571833,18.4824131847636,22.616053444411,27.0604518780383,26.8863278200376,27.1253089929096,21.4541829318204,19.3580960236577,20.8535209647759,20.8641101932904,20.4932627953131
"Feature0135",23.6598286846943,23.1416171040035,21.9051895258177,25.8586808610687,25.5960680604353,25.5839872786427,21.9032539579705,24.3494609798779,20.5331826237574,22.8418167147232,19.9513682637253
"Feature0136",21.3025918865662,24.1590649515457,24.9104700334409,24.8127045455336,24.6191229894643,24.6657661864957,22.0511134346856,22.9759835895386,25.1039480669896,21.337678506785,25.3726936180582
"Feature0137",18.7837937782398,23.7562328617743,24.653756002465,26.6929101251273,26.5932001845056,26.8280520532562,19.4536419298319,19.0985748500139,24.292232027741,18.3302102480079,24.239142012445
"Feature0138",20.3309347470488,24.6430578794241,25.4743283329014,25.833035055002,25.5770277250132,25.6617222391763,20.4477744399588,23.0470763823482,25.7688177528057,20.175199094907,26.0412244662149
"Feature0139",23.1842101048797,23.5117952495751,24.4493819261939,25.8238772729844,25.6008121075253,25.9689781719466,18.1610870599831,18.4255130033621,24.1713649731051,19.0307889972013,22.8871691036857
"Feature0140",21.009457881985,20.2462855938969,24.4456602479102,25.2605744879865,25.3231883261181,25.0652887469469,21.3280237326693,20.9239121856197,24.4313809661745,20.477187958768,24.2822285562534
"Feature0141",20.5112838599399,20.0275186538784,24.8997738637967,26.7894102364456,26.8315766081427,26.6061252809751,18.7989468806682,19.8509025608407,25.1508023684365,18.2825589376705,25.7153182282984
"Feature0142",19.1205629633783,20.8943053247844,27.0490415550803,28.5403703614288,28.3312346931173,28.3658874584552,21.1555794648567,20.6903296338123,26.6201521166911,19.8286393652311,24.7320336512735
"Feature0143",27.9616089319053,26.9391340577568,29.1608101635883,29.099185775558,29.0335725282545,29.0449688696529,27.8296354505756,27.4609569221225,29.4321349235522,27.959855946018,29.6403045452319
"Feature0144",21.7300709224951,19.749417418438,25.2668363593381,23.0532057441217,22.1211872021475,23.7985337827704,22.900258482168,22.0689226745485,25.3403330911089,19.3017727884173,25.8618288244324
