FeatureID,H_to_C,O_to_C,Class,Fungi,GFE,Name,Comment,log2FC,pval,pval.adj
Feature0351,1.6,0.4,Protein,1154,83.1,Tiglic acid,Upregulated,0.294868159,2.07E-04,0.002356759
Feature0349,1,0.5,Phenol,1154,60.3,Tetrolic Acid,Downregulated,-0.195015985,0.002313759,0.011729474
Feature0345,0.8,0.4,Condensed HC,1154,60.3,Pyrone,Downregulated,-0.206370095,0.006548438,0.021152035
Feature0344,1.6,0.4,Protein,1154,48.9,pyroglutamine,Downregulated,-0.091070181,0.002576878,0.012540808
Feature0343,1,0.5,Phenol,1154,60.3,Pyrogallol,Downregulated,-0.291824663,0.001312236,0.007921788
Feature0341,1.5,0.25,Lipid,1154,67.425,PYRIDOXAMINE,Upregulated,0.053115786,0.00632276,0.020605425
Feature0340,1.307692308,0.384615385,Phenol,1154,42.76153846,propionyl adenylate,Downregulated,-0.196931082,0.002455962,0.012279808
Feature0338,1.8,0.4,Protein,1154,71.7,Proline,Downregulated,-0.098600651,0.00912982,0.026659074
Feature0337,1.454545455,0.272727273,Phenol,1154,55.11818182,pro-his,Upregulated,0.327812714,4.23E-05,0.001285847
Feature0335,1.833333333,0.333333333,Protein,1154,79.3,Pipecolic acid,Downregulated,-0.081283671,0.01552025,0.037765943
Feature0334,1.833333333,0.333333333,Protein,1154,79.3,Pipecolic acid,Upregulated,0.2935168,8.01E-05,0.001718957
Feature0333,1.666666667,0.111111111,Lipid,1154,101.4666667,Pinolenic acid,Upregulated,0.094494039,0.01425467,0.035155097
Feature0332,1,0.5,Phenol,1154,60.3,Phloroglucinol,Downregulated,-0.175501021,0.00309216,0.013014119
Feature0331,1.3,0.2,Phenol,1154,77.4,Phenacetin,Upregulated,0.05394057,0.01201985,0.031562916
Feature0330,2.4,1,Carbohydrate,1154,71.7,"pentane-1,2,3,4,5-pentol",Upregulated,0.401937894,1.51E-05,6.89E-04
Feature0329,1.25,0.5,Phenol,1154,67.425,Penicillic acid,Upregulated,0.278119458,0.00481402,0.017069897
Feature0326,2,0.428571429,Protein,1154,68.44285714,N~2~-Acetyl-L-ornithine,Downregulated,-0.264896128,0.016861135,0.040224275
Feature0323,1.166666667,0.333333333,Phenol,1154,60.3,NP-019811,Downregulated,-0.27076246,0.012400973,0.031866865
Feature0321,1.636363636,0.363636364,Protein,1154,70.66363636,NP-016455,Downregulated,-0.436622296,1.24E-06,1.25E-04
Feature0320,1.777777778,0.166666667,Lipid,1154,101.4666667,NP-014287,Upregulated,0.09361917,0.005562213,0.019237557
Feature0319,1.333333333,0.666666667,Other,1154,60.3,NP-013538,Downregulated,-0.147520472,4.13E-04,0.00386496
Feature0318,1.636363636,0.181818182,Lipid,1154,81.02727273,NP-011220,Upregulated,0.051571931,0.017916688,0.041920457
Feature0315,1.6,0,Lipid,1154,105.9,Nonylbenzene,Upregulated,0.364612977,6.17E-04,0.004593364
Feature0313,1,0.166666667,Phenol,1154,50.8,Nicotinamide,Downregulated,-0.33775437,0.004766617,0.017069897
Feature0304,1.375,0.375,Phenol,1154,46.05,N-Acetyl-L-histidine,Upregulated,0.082775233,0.021328373,0.048961359
Feature0303,1.875,0.75,Carbohydrate,1154,60.3,N-Acetyl-D-galactosamine,Upregulated,0.190040571,0.00276262,0.012604455
Feature0299,1.666666667,0.666666667,Amino Sugar,1154,60.3,N-(3-Carboxypropanoyl)-5-hydroxynorvaline,Downregulated,-0.157474321,0.004296319,0.016334961
Feature0298,1,0,Unsaturated HC,1154,52.15714286,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",Upregulated,0.5095323,1.23E-04,0.001971759
Feature0297,2,0.25,Lipid,1154,81.675,"N,N'-1,4-Butanediyldiacetamide",Downregulated,-0.210274053,0.001205657,0.007858298
Feature0296,1.888888889,0.777777778,Carbohydrate,1154,60.3,muramic acid,Downregulated,-0.148293388,0.017423628,0.041296261
Feature0281,1.363636364,0.636363636,Phenol,1154,55.11818182,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",Upregulated,0.081585336,0.0028804,0.012821291
Feature0280,1.142857143,0.428571429,Phenol,1154,68.44285714,methoxyresorcinol,Upregulated,0.283951337,0.013796394,0.034586803
Feature0279,2.2,0.6,Amino Sugar,1154,60.3,Methionine sulfoxide,Downregulated,-0.091109347,0.009506123,0.026913727
Feature0278,2.2,0.4,Protein,1154,71.7,Methionine,Upregulated,0.134283793,0.011407601,0.030613094
Feature0275,1,0.4,Phenol,1154,66,Meconin,Upregulated,0.172251005,4.47E-04,0.003882178
Feature0271,1.7,0.6,Amino Sugar,1154,66,Linamarin,Downregulated,-0.129630193,7.92E-05,0.001718957
Feature0270,1.6,0.6,Amino Sugar,1154,71.7,Levulinic acid,Upregulated,0.215397922,0.005586797,0.019237557
Feature0253,1.818181818,0.545454545,Protein,1154,65.48181818,L-Saccharopine,Upregulated,0.400546148,0.001721137,0.009815859
Feature0252,1.4,0.6,Phenol,1154,48.9,L-Pyroglutamic acid,Downregulated,-0.296309151,1.49E-04,0.002008641
Feature0250,2.333333333,0.333333333,Other,1154,79.3,L-Lysine,Upregulated,0.080953229,0.002728115,0.012604455
Feature0249,2.333333333,1,Carbohydrate,1154,69.8,L-Iditol,Upregulated,0.289456086,2.26E-05,8.26E-04
Feature0248,1.5,0.333333333,Protein,1154,41.3,L-Histidine,Upregulated,0.110136255,0.003101995,0.013014119
Feature0247,2,0.6,Amino Sugar,1154,48.9,L-Glutamine,Upregulated,0.341045265,5.37E-04,0.004215465
Feature0244,2,0.571428571,Amino Sugar,1154,52.15714286,L-Cystathionine,Upregulated,0.312029208,5.63E-04,0.004278101
Feature0243,1.75,1,Carbohydrate,1154,31.8,L-Aspartic acid,Upregulated,0.041277003,0.017696636,0.041672723
Feature0241,1.75,0.375,Protein,1154,67.425,L-Alanyl-L-proline,Upregulated,0.091305286,0.012362557,0.031866865
Feature0237,1.3,0.8,Other,1154,31.8,Inosine-5'-monophosphate (IMP),Downregulated,-0.645609574,5.41E-07,1.25E-04
Feature0235,0.9,0.2,Phenol,1154,66,Indole-3-acetic acid,Upregulated,0.297452382,0.001266386,0.007921788
Feature0234,1.2,0.4,Phenol,1154,37.5,Imidazoleacetic acid,Upregulated,0.289078018,1.39E-04,0.002008641
Feature0233,0.8,0.2,Condensed HC,1154,3.3,Hypoxanthine,Downregulated,-0.293688853,0.010425757,0.02861204
Feature0232,1.5,0.1,Lipid,1154,88.8,Hordenine,Downregulated,-0.603474495,0.001258163,0.007921788
Feature0230,1.583333333,0.416666667,Protein,1154,60.3,HC blue 2,Upregulated,0.150178087,0.002806393,0.012646093
Feature0229,1.909090909,0.454545455,Protein,1154,49.93636364,H-arg-glu-OH,Upregulated,0.165384249,7.26E-04,0.005193777
Feature0226,2.8,1.2,Other,1154,83.1,Glycerylphosphorylethanolamine,Upregulated,0.238684877,0.016262286,0.0393095
Feature0225,3,2,Other,1154,79.3,Glycerol 3-phosphate,Upregulated,0.202124323,0.008140132,0.024759568
Feature0224,1.6,0.8,Carbohydrate,1154,60.3,Glutaric acid,Downregulated,-0.145312078,4.95E-04,0.00410682
Feature0223,2.166666667,0.833333333,Carbohydrate,1154,60.3,Glucosamine,Upregulated,0.221453121,9.21E-04,0.006346153
Feature0222,1,0.25,Phenol,1154,74.55,Furan,Upregulated,0.121708937,0.008099844,0.024759568
Feature0221,1.875,0.5,Protein,1154,74.55,DL-α-AMINOSUBERIC ACID,Upregulated,0.139534126,0.010381771,0.02861204
Feature0219,1.857142857,0.285714286,Lipid,1154,84.72857143,DL-Stachydrine,Upregulated,0.371672524,0.002068775,0.010943521
Feature0218,2.142857143,0.428571429,Protein,1154,84.72857143,DL-Carnitine,Upregulated,0.382738979,1.51E-04,0.002008641
Feature0217,1.4,0.4,Phenol,1154,60.3,DL-Carbidopa,Upregulated,0.107547693,8.73E-06,4.55E-04
Feature0213,1.636363636,0.363636364,Protein,1154,34.39090909,"Diethyl 1-[4,6-diamino-2-(methylsulfanyl)-5-pyrimidinyl]-1,2-hydrazinedicarboxylate",Upregulated,0.338008271,0.013834721,0.034586803
Feature0208,2.166666667,1.5,Carbohydrate,1154,60.3,D-Glucose 6-phosphate,Downregulated,-0.08724822,1.48E-04,0.002008641
Feature0207,1.666666667,1,Carbohydrate,1154,50.8,D-Glucono-delta-lactone,Downregulated,-0.151316675,0.002059561,0.010943521
Feature0206,2,1.166666667,Carbohydrate,1154,50.8,D-Gluconic acid,Downregulated,-0.110392306,0.007018326,0.022083527
Feature0203,1.444444444,0.555555556,Phenol,1154,41.3,Cytarabine,Downregulated,-0.159095585,0.005986224,0.019945088
Feature0201,1.636363636,0.181818182,Lipid,1154,81.02727273,Cyclo(leucylprolyl),Upregulated,0.036539674,0.016593024,0.03984509
Feature0200,1.333333333,1.166666667,Other,1154,31.8,Citric acid,Downregulated,-0.057767697,0.003236555,0.013273513
Feature0195,0.888888889,0.444444444,Phenol,1154,60.3,Caffeic acid,Upregulated,0.471323621,0.002221664,0.011584393
Feature0193,1.666666667,0.5,Protein,1154,79.3,Butyl glyoxylate,Upregulated,0.471916659,1.20E-04,0.001971759
Feature0191,1.666666667,0.833333333,Carbohydrate,1154,60.3,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",Downregulated,-0.318148233,0.003821681,0.01499907
Feature0190,1.666666667,0.833333333,Carbohydrate,1154,60.3,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",Downregulated,-0.222503113,9.33E-05,0.001892312
Feature0187,1.666666667,0.833333333,Carbohydrate,1154,60.3,"beta-D-Galactopyranosyl-(1->4)-3,6-anhydro-alpha-L-galactopyranosyl-(1->3)-beta-D-galactopyranose",Downregulated,-0.198870401,4.77E-05,0.001337902
Feature0183,2,0.75,Carbohydrate,1154,31.8,Asparagine,Downregulated,-0.153469783,0.004816985,0.017069897
Feature0182,2.090909091,0.272727273,Lipid,1154,65.48181818,arg-val,Upregulated,0.178766968,0.002312968,0.011729474
Feature0177,2.8,0,Other,1154,71.7,Agmatine,Downregulated,-0.3057688,0.006192266,0.020361956
Feature0175,1,0,Unsaturated HC,1154,3.3,Adenine,Downregulated,-0.190651445,4.45E-04,0.003882178
Feature0173,1.823529412,0.764705882,Carbohydrate,1154,63.65294118,[Similar to: Valylproline; ΔMass: 243.0478 Da],Downregulated,-0.336897149,0.009469229,0.026913727
Feature0169,1.727272727,0.181818182,Lipid,1154,60.3,[Similar to: RPH; ΔMass: -155.0695 Da],Downregulated,-0.309759329,1.58E-04,0.002008641
Feature0168,1.92,0.48,Protein,1154,80.82,[Similar to: NP-020414; ΔMass: -0.0036 Da],Upregulated,0.518252881,0.008407784,0.025362324
Feature0165,1.6,0.8,Carbohydrate,1154,-42.3,[Similar to: NP-016755; ΔMass: -960.7865 Da],Downregulated,-0.059140177,2.65E-04,0.002760343
Feature0162,2.5,1.166666667,Carbohydrate,1154,50.8,[Similar to: NP-016129; ΔMass: -205.0627 Da],Downregulated,-0.204848899,0.015338812,0.037574942
Feature0161,1.678571429,0.5,Protein,1154,86.76428571,[Similar to: NP-015005; ΔMass: -441.3129 Da],Downregulated,-0.319069404,0.004404321,0.016403847
Feature0160,1.64,0.68,Amino Sugar,1154,51.18,[Similar to: NP-015005; ΔMass: -441.3129 Da],Downregulated,-0.232870915,0.004349848,0.016367986
Feature0157,1.571428571,0.571428571,Amino Sugar,1154,-12.98571429,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],Upregulated,0.558251985,6.62E-04,0.004832515
Feature0156,1.4375,0.5625,Phenol,1154,42.4875,[Similar to: N-Acetylneuraminic acid; ΔMass: 120.0423 Da],Downregulated,-0.05835612,0.001989279,0.010889377
Feature0153,1.8,0.8,Carbohydrate,1154,60.3,[Similar to: Muramic acid; ΔMass: 162.0529 Da],Downregulated,-0.10931576,0.01812195,0.042130648
Feature0153,1.8,0.8,Carbohydrate,1154,60.3,[Similar to: N-Acetylneuraminic acid; ΔMass: 1,Downregulated,-0.10931576,0.01812195,0.042130648
Feature0151,2.5,0.666666667,Other,1154,69.8,[Similar to: Irgarol 1051; ΔMass: -56.0639 Da],Upregulated,0.358914492,1.24E-04,0.001971759
Feature0149,2.75,1.5,Other,1154,88.8,[Similar to: Dimethyl phosphate; ΔMass: 60.0212 Da],Upregulated,0.42523275,0.003753962,0.014893437
Feature0145,2.428571429,0.857142857,Carbohydrate,1154,68.44285714,[Similar to: D-(+)-Glucose; ΔMass: 31.0422 Da],Upregulated,0.281559583,0.00898176,0.026438244
Feature0143,1.833333333,1.166666667,Carbohydrate,1154,31.8,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],Downregulated,-0.057851447,2.47E-04,0.002656653
Feature0142,1.8125,0.75,Carbohydrate,1154,63.8625,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],Downregulated,-0.50400838,0.004635488,0.017069897
Feature0141,1.466666667,0.5,Phenol,1154,83.1,"[Similar to: [(2R,3S,4S,5R,6R)-6-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]methyl (2E)-2-methylbut-2-enoate; ΔMass: -42.0492 Da]",Downregulated,-0.478201662,0.007386795,0.022848984
Feature0140,1.272727273,0.545454545,Phenol,1154,-12.24545455,"[Similar to: 6-(2-hydroxy-3-methyl-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}butyl)-5,7-dimethoxy-2H-chromen-2-one; ΔMass: -88.0700 Da]",Downregulated,-0.268220473,0.001630037,0.009443866
Feature0138,1.75,0.625,Amino Sugar,1154,10.425,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",Downregulated,-0.338484077,1.04E-06,1.25E-04
Feature0137,1.75,0.625,Amino Sugar,1154,10.425,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",Downregulated,-0.502080166,0.001168969,0.007757705
Feature0136,1.75,0.625,Amino Sugar,1154,10.425,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",Downregulated,-0.195853118,0.004155899,0.016137266
Feature0134,1.823529412,0.764705882,Carbohydrate,1154,60.3,[Similar to: 4-[4-chloro-2-nitro-5-(1H-pyrrol-1-yl)phenyl]morpholine; ΔMass: 182.0794 Da],Downregulated,-0.354099569,1.60E-04,0.002008641
Feature0132,1.64,0.68,Amino Sugar,1154,51.18,"[Similar to: 4-[(7R,11S,14S,16R)-14-[(4-methoxy-6-methyl-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-7,11-dimethyl-2-oxapentacyclo[8.8.0.0Âa,Âl.0Âl,â·.0ÂaÂa,Âaâ¶]octadec-5-en-6-yl]-2,5-dihydrofuran-2-one; ΔMass: -155.1501 Da]",Downregulated,-0.2172519,0.001323915,0.007921788
Feature0130,1.678571429,0.5,Protein,1154,86.76428571,"[Similar to: 4-[(1R,4R,6S,9S,13R,14R)-6-[(4-methoxy-6-methyl-5-{[3,4,5-trihydroxy-6-({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-9,13-dimethyl-17-oxotetracyclo[11.3.1.0Âa,Âaâ°.0â´,âa]heptadecan-14-yl]-2,5-dihydrofuran-2-one; ΔMass: -157.1657 Da]",Downregulated,-0.302379266,0.011394757,0.030613094
Feature0129,1.476190476,0.571428571,Phenol,1154,65.72857143,"[Similar to: 3-{[(1,5-Dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)amino]carbonyl}-2-pyrazinecarboxylic acid; ΔMass: 136.0723 Da]",Downregulated,-0.044221808,0.014164101,0.035155097
Feature0128,1.526315789,0.421052632,Protein,1154,57.3,[Similar to: 3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile; ΔMass: 200.0995 Da],Downregulated,-0.158170245,0.006010848,0.019945088
Feature0127,1.681818182,0.454545455,Protein,1154,91.39090909,"[Similar to: 3,5-Di(acetyloxy)-2-[(acetyloxy)methyl]-6-(2H-1,2,3,4-tetraazol-5-yl)tetrahydro-2H-pyran-4-yl acetate; ΔMass: 137.0676 Da]",Downregulated,-0.07875698,0.008485393,0.025386627
Feature0125,0.3125,0.8125,Condensed HC,1154,49.6125,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 87.8796 Da]",Upregulated,0.099678621,0.005025436,0.017637347
Feature0124,0.833333333,1.5,Other,1154,-25.2,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 19.8921 Da]",Upregulated,0.079753155,0.00987679,0.027730989
Feature0123,0.8,2.6,Other,1154,-42.3,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -48.0953 Da]",Upregulated,0.085895579,0.003471203,0.014077657
Feature0122,1,2,Other,1154,-53.7,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -184.0702 Da]",Upregulated,0.043803021,0.011015501,0.03000491
Feature0121,0.363636364,0.363636364,Condensed HC,1154,70.66363636,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -116.0828 Da]",Upregulated,0.100129645,1.97E-04,0.002321034
Feature0118,1.6875,0.875,Carbohydrate,1154,53.175,[Similar to: (3S)-N-Phenyl-3-[5-(trifluoromethyl)-1H-benzimidazol-2-yl]-1-pyrrolidinecarboxamide; ΔMass: 83.0079 Da],Upregulated,0.100259899,0.013754883,0.034586803
Feature0118,1.6875,0.875,Carbohydrate,1154,53.175,[Similar to: 3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile; ΔMass: 200.0995 Da],Upregulated,0.100259899,0.013754883,0.034586803
Feature0116,1.363636364,0.727272727,Other,1154,34.39090909,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: 306.0930 Da]",Downregulated,-0.413631685,2.05E-06,1.25E-04
Feature0115,1.363636364,0.727272727,Other,1154,34.39090909,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: 306.0929 Da]",Downregulated,-0.433538646,1.48E-06,1.25E-04
Feature0114,1.727272727,0.272727273,Lipid,1154,132.8454545,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: -36.0235 Da]",Upregulated,0.501682512,1.08E-04,0.001971759
Feature0113,0.8,0.5,Condensed HC,1154,3.3,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: -36.0235 Da]",Upregulated,0.441602812,0.003149181,0.013061945
Feature0104,1.5,0.375,Protein,1154,60.3,6-hydroxypropylthymine,Upregulated,0.053958784,0.011776366,0.031147635
Feature0102,1,0,Unsaturated HC,1154,86.128125,"6-chloro-2-(3-ethyl-5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)-4-phenylquinoline",Upregulated,0.440037075,2.16E-05,8.26E-04
Feature0101,2.166666667,0.333333333,Protein,1154,88.8,6-Aminocaproic acid,Upregulated,0.291765591,4.71E-04,0.003993953
Feature0100,1.916666667,0.833333333,Carbohydrate,1154,60.3,6-(alpha-D-glucosaminyl)-1D-myo-inositol,Downregulated,-0.155881143,6.94E-05,0.001688047
Feature0098,1.875,0.5,Protein,1154,74.55,5-Methylhexan-3-one,Upregulated,0.226826887,4.25E-04,0.00387645
Feature0097,1.333333333,0.666666667,Other,1154,60.3,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",Downregulated,-0.200941242,5.43E-04,0.004215465
Feature0093,1.2,0.2,Phenol,1154,83.1,4-Phenylbutyric acid,Upregulated,0.42626256,3.62E-05,0.001201857
Feature0091,1,0.2,Phenol,1154,77.4,4-Methoxycinnamaldehyde,Upregulated,0.382377674,0.002691764,0.012604455
Feature0087,2.2,0.4,Protein,1154,48.9,4-Guanidinobutyric acid,Downregulated,-0.302326993,0.002728122,0.012604455
Feature0086,2.2,0.2,Lipid,1154,60.3,4-guanidinobutanal,Downregulated,-0.207488209,0.003025449,0.013014119
Feature0081,2,0.8,Carbohydrate,1154,71.7,"4,5-Dideoxypentonic acid",Upregulated,0.218582404,0.009511975,0.026913727
Feature0079,2.111111111,0.333333333,Protein,1154,91.96666667,3603307,Upregulated,0.069602812,0.012484826,0.031866865
Feature0077,1.6,0.6,Amino Sugar,1154,71.7,3-oxovaleric acid,Upregulated,0.117670908,2.27E-04,0.002511339
Feature0076,1.928571429,0.785714286,Carbohydrate,1154,64.37142857,3-O-(2-Acetamido-2-deoxy-beta-D-glucopyranosyl)-D-galactitol,Downregulated,-0.345865801,0.00729802,0.022767327
Feature0071,1.888888889,0.666666667,Amino Sugar,1154,66.63333333,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",Upregulated,0.554002848,0.003001509,0.013014119
Feature0070,1.666666667,0.833333333,Carbohydrate,1154,60.3,3-hydroxy-3-methylpentanedioic acid,Downregulated,-0.260485945,0.008860072,0.026292084
Feature0067,1.6,0.2,Lipid,1154,77.4,"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",Upregulated,0.058207373,0.011490394,0.030613094
Feature0066,1.555555556,0.333333333,Protein,1154,66.63333333,"3-(1-hydroxyethyl)-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",Upregulated,0.064517916,0.010179374,0.028362379
Feature0063,1.2,0.3,Phenol,1154,77.4,"3',4'-Dimethoxyacetophenone",Upregulated,0.780743812,1.65E-04,0.002008641
Feature0060,1.1,0.3,Phenol,1154,66,2-Methylhippuric Acid,Upregulated,0.093979217,0.004242769,0.016301166
Feature0056,2.125,0.75,Carbohydrate,1154,67.425,2-Acetamido-2-deoxyhexitol,Downregulated,-0.097578213,5.07E-04,0.00410948
Feature0055,1.615384615,0.230769231,Lipid,1154,73.45384615,"2-[9-(Hydroxyimino)-3,6-diazatricyclo[4.3.1.1~3,8~]undec-1-yl]ethyl acetate",Upregulated,0.493465979,0.003058969,0.013014119
Feature0053,1.2,0.4,Phenol,1154,71.7,"2,4-Pentadienoic acid",Upregulated,0.1827525,3.16E-04,0.003201061
Feature0048,1.9,0.4,Protein,1154,66,1728928,Downregulated,-0.095066987,0.005709392,0.019475965
Feature0038,1.333333333,0.5,Phenol,1154,69.8,"1-(2-Furyl)-1,2-ethanediol",Upregulated,0.398296843,1.85E-06,1.25E-04
Feature0037,1.444444444,1,Other,1154,41.3,"1,4-Anhydro-1-(2,4-dioxo-1,2,3,4-tetrahydro-5-pyrimidinyl)-5-O-phosphonopentitol",Downregulated,-0.384434345,0.018380948,0.042462317
Feature0031,1.5,1,Carbohydrate,1154,-82.2,"(2Z,4Z)-6-Amino-2,4-diimino-5-nitro-1,3(2H,4H)-pyrimidinediol",Downregulated,-0.310101034,0.004690142,0.017069897
Feature0364,1.666666667,0.111111111,Lipid,1177,101.4666667,α-Eleostearic acid,Upregulated,0.128809397,1.07E-04,0.004354784
Feature0351,1.6,0.4,Protein,1177,83.1,Tiglic acid,Upregulated,0.303563506,0.00512827,0.03899622
Feature0349,1,0.5,Phenol,1177,60.3,Tetrolic Acid,Downregulated,-0.198442018,0.00387522,0.03289431
Feature0346,1.333333333,0.333333333,Phenol,1177,79.3,Sorbic acid,Upregulated,0.458349363,0.00155345,0.018290617
Feature0332,1,0.5,Phenol,1177,60.3,Phloroglucinol,Downregulated,-0.226944624,6.23E-04,0.009653826
Feature0330,2.4,1,Carbohydrate,1177,71.7,"pentane-1,2,3,4,5-pentol",Upregulated,0.404354841,9.08E-04,0.01274024
Feature0328,1.875,0.5,Protein,1177,74.55,"Octahydro-1,6,7,8-indolizinetetrol",Upregulated,0.408637604,0.001541812,0.018290617
Feature0319,1.333333333,0.666666667,Other,1177,60.3,NP-013538,Downregulated,-0.180025039,0.005793027,0.041459897
Feature0302,1.875,0.875,Carbohydrate,1177,53.175,"N-Acetyl-3,4,5,6-tetrahydroxynorleucine",Downregulated,-0.072446423,0.004185324,0.034719163
Feature0299,1.666666667,0.666666667,Amino Sugar,1177,60.3,N-(3-Carboxypropanoyl)-5-hydroxynorvaline,Downregulated,-0.205801129,0.002096796,0.02125918
Feature0298,1,0,Unsaturated HC,1177,52.15714286,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",Upregulated,0.575756043,0.001177709,0.01482289
Feature0289,1.666666667,0.5,Protein,1177,79.3,Mevalonolactone,Upregulated,0.407796109,0.004698453,0.037281202
Feature0270,1.6,0.6,Amino Sugar,1177,71.7,Levulinic acid,Upregulated,0.22598022,0.0054597,0.040669197
Feature0252,1.4,0.6,Phenol,1177,48.9,L-Pyroglutamic acid,Downregulated,-0.270511243,9.41E-05,0.004354784
Feature0247,2,0.6,Amino Sugar,1177,48.9,L-Glutamine,Upregulated,0.372469752,0.003421487,0.02973435
Feature0237,1.3,0.8,Other,1177,31.8,Inosine-5'-monophosphate (IMP),Downregulated,-0.755531373,0.001726484,0.01853431
Feature0235,0.9,0.2,Phenol,1177,66,Indole-3-acetic acid,Upregulated,0.251024898,0.003401811,0.02973435
Feature0234,1.2,0.4,Phenol,1177,37.5,Imidazoleacetic acid,Upregulated,0.230095163,0.003332078,0.02973435
Feature0232,1.5,0.1,Lipid,1177,88.8,Hordenine,Downregulated,-0.649180826,6.35E-04,0.009653826
Feature0225,3,2,Other,1177,79.3,Glycerol 3-phosphate,Upregulated,0.243007796,0.002448589,0.024154995
Feature0218,2.142857143,0.428571429,Protein,1177,84.72857143,DL-Carnitine,Upregulated,0.368018966,4.24E-04,0.007743704
