FeatureID,Name,BiogeochemicalClass,10_CTRL_1154.3,14_CTRL_1177.3,19_CTRL_1246.2,2_CTRL_CTRL.2,40_CTRL_CTRL.3,41_CTRL_CTRL.1,46_CTRL_1154.2,47_CTRL_1177.1,57_CTRL_1246.3,59_CTRL_1154.1,60_CTRL_1246.1
Feature0101,6-Aminocaproic acid,Amino acids & derivatives,25.0100530554441,24.6394831315907,21.6315237398599,20.7921071716169,19.7874129167396,20.1057680065793,24.1400699574101,25.3910416924975,22.2413108094859,25.1370125135722,22.797092135265
Feature0102,"6-chloro-2-(3-ethyl-5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)-4-phenylquinoline",Other,26.2271239554547,28.1575177632113,18.8273046292879,19.796020326857,19.4168709825799,19.5536842018832,26.7120752502389,28.8555568965492,18.5489850173692,26.7858402360506,19.0292870795554
Feature0103,6-Hydroxy-3-coumaranone,Phenols,20.2050551877805,18.827062467626,27.2034457839489,20.2345709537026,20.217061036259,20.2477441769111,20.3089149457197,18.7319718049031,26.4786189585154,19.829518282085,27.1422626150648
Feature0104,6-hydroxypropylthymine,Amino acids & derivatives,26.0638288732515,26.2136773930818,25.5510695168394,25.3771209859423,25.2942332481915,25.3099270266722,26.3543739571721,25.9419851548682,26.0481774359754,26.4586956253402,26.3091416528773
Feature0105,"6-Methoxy-1,2,4-benzenetriol",Phenols,19.7235350467898,19.2694623724784,28.0785952263345,20.203827407947,20.8416933506697,20.2055617940342,21.4771848021929,19.9607476556269,27.4634025751431,20.0731434736387,28.0826169521299
Feature0107,8-hydroxy-deoxyguanosine,Benzoic acids,27.2772132937726,27.6117757074912,26.5203183139422,27.138046811634,27.1229159833271,27.1242226096195,27.2591922810197,27.958067746872,26.638979276359,27.632447649697,26.6658772280235
Feature0110,"[Similar to: (2R,3R,3aR,5R)-5,7-dimethoxy-2-(7-methoxy-2H-1,3-benzodioxol-5-yl)-3-methyl-3a-(prop-2-en-1-yl)-2,3,3a,4,5,6-hexahydro-1-benzofuran-6-one; ΔMass: 150.0318 Da]",Other,20.7647809962312,20.2541359234098,30.4141975681164,19.6799640374083,20.221456366508,19.3442314816447,21.2265209403974,20.3708775205331,30.8721171696061,20.7391027365858,31.486182754157
Feature0111,"[Similar to: (2R,3R,3aR,5R)-5,7-dimethoxy-2-(7-methoxy-2H-1,3-benzodioxol-5-yl)-3-methyl-3a-(prop-2-en-1-yl)-2,3,3a,4,5,6-hexahydro-1-benzofuran-6-one; ΔMass: 186.0293 Da]",Other,20.2756263038241,21.385289558519,30.935004684216,18.1850014813489,22.6213344533588,18.4808630557671,20.5298710980365,18.8032737029977,31.3874050287344,19.9007785133279,31.9893727666486
Feature0112,"[Similar to: (2R,3R,3aR,5R)-5,7-dimethoxy-2-(7-methoxy-2H-1,3-benzodioxol-5-yl)-3-methyl-3a-(prop-2-en-1-yl)-2,3,3a,4,5,6-hexahydro-1-benzofuran-6-one; ΔMass: 200.0452 Da]",Other,20.6879281665913,19.3814274350338,29.4665656449843,20.103201744577,20.8487358690414,20.1948030535582,20.9033809515758,19.8624301183436,27.9499785499102,19.9231251860524,28.5584666676996
Feature0113,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: -36.0235 Da]",Phenols,27.5515263430606,20.7357767024808,19.9748820479889,21.1245703523401,19.6805416182296,19.383722372909,27.1827843699862,26.1005045460091,18.2815738960447,27.0088874485966,19.0321807820052
Feature0114,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: -36.0235 Da]",Phenols,28.1547330262266,24.7897402694481,19.0533534634156,18.9517364131994,19.8886831555201,20.0014159652988,27.7358993571766,26.3313880286484,17.9510194136763,27.42139367441,17.9337830771187
Feature0115,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: 306.0929 Da]",Phenols,20.899466343574,20.1733066397883,23.8356438154029,28.3315134719254,28.034735625209,28.4224650966454,21.1360569203464,21.0166773304931,21.610135217967,20.745720125499,20.3074046445269
Feature0116,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: 306.0930 Da]",Phenols,21.0166680233295,20.3659753682501,23.7646828031459,28.1234288121569,27.8061124964813,28.166963614023,21.2100362130966,21.1126085255543,22.4591911182198,20.9071644100834,20.3461131332071
Feature0118,[Similar to: (3S)-N-Phenyl-3-[5-(trifluoromethyl)-1H-benzimidazol-2-yl]-1-pyrrolidinecarboxamide; ΔMass: 83.0079 Da],Other,25.6551953542149,23.3338707659067,22.4758404295701,24.2707969999653,24.1894449545664,24.5843698861488,26.0274392081283,22.9639043795202,22.5239272594392,26.6187465567441,21.9196494384467
Feature0118,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -184.0702 Da]",Other,25.6551953542149,23.3338707659067,22.4758404295701,24.2707969999653,24.1894449545664,24.5843698861488,26.0274392081283,22.9639043795202,22.5239272594392,26.6187465567441,21.9196494384467
Feature0118,[Similar to: 3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile; ΔMass: 200.0995 Da],Other,25.6551953542149,23.3338707659067,22.4758404295701,24.2707969999653,24.1894449545664,24.5843698861488,26.0274392081283,22.9639043795202,22.5239272594392,26.6187465567441,21.9196494384467
Feature0119,"[Similar to: 1-(3,4-dimethoxyphenethyl)-6-oxo-2-(3,4,5-trimethoxyphenyl)piperidine-3-carboxylic acid; ΔMass: -77.0864 Da]",Lipids,19.9390618561545,18.5608528977725,28.3060197885887,19.9340630187822,19.8545020607555,20.0647122537504,20.1273123107469,18.4739653686384,27.2539099434625,19.4832014113893,27.5150076232473
Feature0121,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -116.0828 Da]",Other,24.9327022909402,24.9842118223,23.8235219141974,23.5441783708742,23.3558927512768,23.3392652503637,25.2430649979151,24.1260678715533,24.6487194526928,25.1116547307093,24.703451793526
Feature0122,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -184.0702 Da]",Other,27.5556063086419,27.7958950119087,26.9065006666312,26.9687714808681,26.9608660415802,26.8202709271853,27.9653825768469,27.1759628393861,27.4958863654928,27.718242587128,27.6434119820449
Feature0123,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -48.0953 Da]",Other,25.4644058082139,25.5746194084668,24.4778360788867,24.2527847045553,24.2067468998434,24.1084362005838,25.8935172778291,24.72116681199,25.2747599012509,25.6618273550326,25.4165375484198
Feature0124,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 19.8921 Da]",Other,25.5708910854173,25.8278989623548,24.7593087172992,24.5927206048409,24.5315887657719,24.4062654899873,26.1604755061364,24.8410021511407,25.6164323438131,25.9784802999565,25.7269207363492
Feature0125,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 87.8796 Da]",Other,25.06481793348,25.3559716274589,23.9804783513878,23.6295738793609,23.6809264183227,23.5356747911256,25.5843230153121,24.0815240172272,24.7485356499072,25.2649967018147,24.9143170289502
Feature0126,"[Similar to: 3,5-Di(acetyloxy)-2-[(acetyloxy)methyl]-6-(2H-1,2,3,4-tetraazol-5-yl)tetrahydro-2H-pyran-4-yl acetate; ΔMass: -24.9853 Da]",Nitrated lipids,23.315633088383,21.6045208748804,21.8606173773877,24.5810730156188,24.3669653344142,24.5755671929141,23.8985268029894,22.7624431624469,21.1236595429252,22.5700585661656,21.7849991432684
Feature0127,"[Similar to: 3,5-Di(acetyloxy)-2-[(acetyloxy)methyl]-6-(2H-1,2,3,4-tetraazol-5-yl)tetrahydro-2H-pyran-4-yl acetate; ΔMass: 137.0676 Da]",Nitrated lipids,21.334481332218,19.4092035342853,21.0667519241633,22.9124552018018,23.1877346084148,22.6983775994939,21.8747856260494,21.812871972224,20.257550165118,21.9342470512887,19.7171028080296
Feature0128,[Similar to: 3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile; ΔMass: 200.0995 Da],Cyclic amines,25.1866626235663,21.4470477967113,25.6634109850376,28.4300352705693,28.3490682308248,28.4233458443322,25.2403834138321,22.0164406730411,24.7357577042358,25.9280612207144,23.3741138579403
Feature0129,"[Similar to: 3-{[(1,5-Dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)amino]carbonyl}-2-pyrazinecarboxylic acid; ΔMass: 136.0723 Da]",Nitrated lipids,25.5970261197615,20.446592820298,21.5081322556181,26.540102831701,26.2682761473995,26.3944463940747,25.3643239238448,20.9208050633096,20.9197423690473,25.8505633477984,19.5593230860073
Feature0130,"[Similar to: 4-[(1R,4R,6S,9S,13R,14R)-6-[(4-methoxy-6-methyl-5-{[3,4,5-trihydroxy-6-({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-9,13-dimethyl-17-oxotetracyclo[11.3.1.0Âa,Âaâ°.0â´,âa]heptadecan-14-yl]-2,5-dihydrofuran-2-one; ΔMass: -157.1657 Da]",Carbohydrates,19.6688486889197,19.5607366144954,25.4135718456488,26.7502491656825,25.7417319918747,25.7750754173475,21.869584289146,20.8103005694684,25.8215693833727,21.9294149187807,26.2940264230724
Feature0132,"[Similar to: 4-[(7R,11S,14S,16R)-14-[(4-methoxy-6-methyl-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-7,11-dimethyl-2-oxapentacyclo[8.8.0.0Âa,Âl.0Âl,â·.0ÂaÂa,Âaâ¶]octadec-5-en-6-yl]-2,5-dihydrofuran-2-one; ΔMass: -155.1501 Da]",Carbohydrates,21.740677345642,21.0709388929574,24.2988160918149,25.5442564639933,25.3864337743782,25.4378834929989,21.7073896981334,20.8993086315189,24.6127597024938,22.2443650984335,24.4031334378176
Feature0133,"[Similar to: 4-[(7R,11S,14S,16R)-14-[(4-methoxy-6-methyl-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-7,11-dimethyl-2-oxapentacyclo[8.8.0.0Âa,Âl.0Âl,â·.0ÂaÂa,Âaâ¶]octadec-5-en-6-yl]-2,5-dihydrofuran-2-one; ΔMass: -155.1501 Da]",Carbohydrates,19.7862670438924,21.469049799754,25.1646836777027,24.5357163503648,24.050996012154,24.6174006762107,22.8898301282105,21.7262641717264,22.8694320986117,20.9327695635491,23.0411754186198
Feature0134,[Similar to: 4-[4-chloro-2-nitro-5-(1H-pyrrol-1-yl)phenyl]morpholine; ΔMass: 182.0794 Da],Other,21.109086571833,18.4824131847636,22.616053444411,27.0604518780383,26.8863278200376,27.1253089929096,21.4541829318204,19.3580960236577,20.8535209647759,20.8641101932904,20.4932627953131
Feature0135,"[Similar to: 5-[4-Bromo-3-(trifluoromethyl)anilino]-3,3-dimethyl-5-oxopentanoic acid; ΔMass: -90.9560 Da]",Other,23.6598286846943,23.1416171040035,21.9051895258177,25.8586808610687,25.5960680604353,25.5839872786427,21.9032539579705,24.3494609798779,20.5331826237574,22.8418167147232,19.9513682637253
Feature0136,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",Nitrated lipids,21.3025918865662,24.1590649515457,24.9104700334409,24.8127045455336,24.6191229894643,24.6657661864957,22.0511134346856,22.9759835895386,25.1039480669896,21.337678506785,25.3726936180582
Feature0137,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",Nitrated lipids,18.7837937782398,23.7562328617743,24.653756002465,26.692910125127302,26.5932001845056,26.8280520532562,19.4536419298319,19.0985748500139,24.292232027741,18.3302102480079,24.239142012445
Feature0138,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",Nitrated lipids,20.3309347470488,24.6430578794241,25.4743283329014,25.833035055002,25.5770277250132,25.6617222391763,20.4477744399588,23.0470763823482,25.7688177528057,20.175199094907,26.0412244662149
