"","1_ERIN_1177.3","10_CTRL_1154.3","11_ERIN_1246.1","12_ERLE_1177.3","13_ERLE_1246.1","14_CTRL_1177.3","15_BOCU_1177.3","16_ERLE_CTRL.2","17_ERIN_CTRL.2","18_BOCU_1154.3","19_CTRL_1246.2","2_CTRL_CTRL.2","20_ERIN_1154.1","21_LEDU_1177.3","22_BOCU_CTRL.2","24_ERLE_1177.1","25_ERIN_CTRL.2","26_LEDU_1246.2","27_LEDU_1177.2","28_ERLE_CTRL.1","29_LEDU_1246.1","3_LEDU_1154.3","30_ERLE_1154.3","31_BOCU_CTRL.1","32_ERLE_CTRL.2","33_BOCU_1177.1","34_ERLE_1177.2","35_LEDU_1246.3","36_ERIN_CTRL.1","37_ERLE_1246.3","38_BOCU_1177.2","39_ERIN_1177.2","4_BOCU_1246.3","40_CTRL_CTRL.3","41_CTRL_CTRL.1","42_ERIN_1154.2","43_ERIN_1154.3","44_BOCU_1154.2","45_LEDU_1154.1","46_CTRL_1154.2","47_CTRL_1177.1","48_LEDU_CTRL.2","49_ERIN_1246.3","5_LEDU_1154.2","50_BOCU_CTRL.2","51_ERLE_1246.2","52_BOCU_1246.2","53_ERIN_1177.1","54_LEDU_CTRL.1","55_LEDU_CTRL.2","56_BOCU_1246.1","57_CTRL_1246.3","58_ERLE_1154.1","59_CTRL_1154.1","6_LEDU_1177.1","60_CTRL_1246.1","7_BOCU_1154.1","8_ERIN_1246.2","9_ERLE_1154.2"
"Feature0073",1765327.556,1346343.956,2584870.694,918734.8602,2030364.495,18647695.67,52469601.47,1294799.205,1276127.085,1522616.682,1274645.289,1764755.193,1229905.643,20080509.63,1180408.609,5267714.62,1491383.627,828537.94,22933029.41,1313624.966,2018909.646,1462031.999,851358.5388,1055002.701,1283657.735,20826883.45,3139998.111,1335194.551,960307.9697,1670126.702,16914782.03,1601863.625,1185641.757,1102992.983,1473065.598,572525.5672,1286064.948,1693075.156,1858831.101,1942131.991,6041270.864,1275644.998,1772856.48,1594265.323,1345926.04,1408138.8,1927564.796,8674102.124,1297655.384,942806.5664,1520223.958,776533.5318,1393324.984,1159855.754,49127437.18,1685032.979,1455890.109,1333311.515,1325545.342
"Feature0074",66365925.17,75354939.13,8671173.599,70903902,10562212.51,150298614.9,220474967.7,20406152.59,9773867.071,43663499.48,14801705.6,16928225.69,106639431.2,196738900.4,13778481.56,77924365.06,17474761.67,13407488.62,46267931.99,14152776.12,19582180.68,123661324.4,86522190.66,13696740.43,16122638.12,36719950.89,25937011.72,19649384.96,17963383.36,11347492.05,43165773.62,87971178.99,10508723.96,14533351.06,19536161.7,102533606.4,112070686.6,149124323.9,143007218.8,136780242.7,269702607.1,13830997.76,13221603.87,126877063.9,32547955.33,8793236.77,19963036.7,52299956,13447916.92,18963356.89,15962362.76,15094461.08,127532923.9,155666416.3,214685653.5,8884375.068,175709462.6,12149025.59,87578962.64
"Feature0075",271941.7635,366087.9466,128849549.3,314671.1762,70085965.82,311078.5642,429445.485,279182.951,307027.0975,355107.8874,132363667.2,287387.2375,333756.6537,331915.5218,301559.0428,310998.6459,271537.5178,96673704.12,418114.9219,301374.03,258828523.4,308749.6974,319719.5528,304191.8132,376168.8017,414572.2654,382366.1061,120920152.6,251246.9198,127802400.9,313538.8579,308681.6282,136268964.9,270596.8698,305374.5058,384825.5436,310543.9444,266524.3451,326347.3139,313773.8913,347733.2568,310053.5633,68130604.95,450863.659,316671.1216,151443187.9,105796176,421459.9992,356382.0925,282638.7857,123721538.3,60410739.85,307608.562,299316.2625,482507.734,59917764.52,372251.2027,199767703.5,340620.7943
"Feature0076",227125.3149,191519.2759,203135179.1,594801.7752,136511005.6,282260.6414,375490.9116,193506.8607,194098.6715,193589.3363,221489129.6,203346.8646,252820.3762,198003.8287,189037.7911,188970.0807,196511.0805,145242198.5,227805.0016,194793.0808,219456005.1,191179.8665,206014.6065,198357.5638,196028.6223,254457.0594,235683.0248,209788844.4,192339.4782,237380355.6,433875.8279,204014.2083,184368777.2,203164.6645,198146.4753,200954.3963,203947.7484,207344.5134,207056.1694,188721.7261,209727.3134,209887.3379,224545969.3,194888.2481,196621.3487,214997037.4,195294569.6,211172.0773,200914.8104,195612.0652,194337307.3,209530661.1,196291.7064,187293.2341,206722.1168,221314407.4,191585.6892,209864844.7,201533.0798
"Feature0077",283805.6659,353047.6641,412934295.7,10664226.27,444118245.1,452914.3252,2838818.874,344166.233,303094.4545,450310.1144,196941397.9,262521.2605,400994.6883,280605.8816,403688.0295,391766.9478,323492.564,295639829.7,564302.28,521574.4977,335045532.4,269751.5456,272746.8451,284716.0816,393023.0811,277293.6906,324767.4618,361287901.3,364557.4321,494586988.1,599076.4335,293029.5552,321516012.5,473820.3972,260923.871,376353.2569,301369.596,259037.8517,354696.1346,255252.0086,287245.797,327046.2242,458512904.4,384126.3627,392229.0272,436762120.7,364756336.2,653220.083,319653.724,493065.1903,437178625.4,230989214,249865.7397,258868.7887,271131.8085,182365100.6,268787.6575,408056455.2,514621.6917
"Feature0078",296740.4402,266352.9376,726604149.2,3960696.631,575327644,589510.4921,1879761.261,260282.6076,255120.9682,338425.3966,633130936.1,260443.4698,472415.2842,308239.9911,277291.5391,261186.9444,260491.4006,509240204.1,376692.3173,315858.8151,758626267.1,279612.6205,261126.104,253524.3378,260946.9252,273812.5188,279624.2659,582309851.1,255413.1521,700592669.6,1792324.544,364426.0795,619901968,1185244.923,265467.8576,289863.3685,266373.0228,295056.8796,292155.4976,295372.3839,297320.7731,305424.9281,613844689.2,268964.5202,486954.5891,751187072.6,697392771.3,586596.8155,287979.8455,976782.315,542407995.1,562787322.4,415729.0511,259936.9435,289884.2268,620030545.2,266319.4752,740179270.6,291406.6561
"Feature0079",390316.5972,366439.8242,110492209.8,401992.8228,54155129.74,369625.0963,411943.5552,371985.2175,351596.7105,361720.1596,90133221.95,383254.7025,377563.8219,403869.5139,430733.6278,434062.1857,416985.8659,57470998.27,435059.253,416977.8192,88116019.25,376233.1574,385086.1195,430696.432,391346.0003,391002.6376,376581.3212,69466718.05,386108.7166,108765151.2,387780.8513,440332.6107,81403897.19,400326.5761,415784.442,383259.9591,392622.0834,430768.8081,452604.2476,407621.8227,407317.3966,410330.1873,87146679.67,365875.5981,440165.0634,99907329.59,83338828.31,366250.0647,405734.0844,401543.6914,78385430.92,83015571.69,659490.9651,891350.1291,388682.808,105160726.8,387716.652,88483290.31,386082.3092
"Feature0080",510604.7914,104478.7551,589194.9386,897510.3879,297592.3757,834938.574,739298.135,445031.0763,1041164.615,129782.6356,889767.2124,26072454.92,181916.2912,304716.3295,112802.061,1528278.823,911220.3889,1389516.812,1212994.049,432010.0679,723493.8692,276665.6931,213905.4679,244884.7161,794258.1729,748088.0314,102742.435,1895645.327,568138.6567,1040016.646,839854.2784,1071525.227,990406.8107,407948.6607,862640.4481,72708.77514,623322.2291,327286.8019,557506.8118,298670.611,200457.702,126109.8557,582592.7718,96059.68109,754353.3174,276640.6621,1054773.195,94251.09746,797994.3486,689369.8166,48389509.84,41422019.2,20733341.64,9885742.767,7065684.604,14001081.39,335238.0901,517746.3755,129075.1763
"Feature0081",15856064.5,5275135.287,26004218.42,21409293.33,26466471.49,27352952.97,24803741.26,30855041.7,26336634.85,11639890.93,47175452.31,26072454.92,16965866.86,9894014.69,10728939.15,14565394.83,27878128.37,38785880.84,23419221.31,20948757.79,39304607.9,8049812.147,13303706.58,15097938.32,30870627.51,16532320.61,4068280.741,71942086.92,28449091.97,48905955.57,19502845.66,29889165.67,30415083.12,24329749.42,29572279.3,9784611.915,11892760.78,14914033.46,14564869,7940291.743,23456778.51,10955537.17,21281998.54,4586802.781,19021692.87,23673366.52,52432060.81,16339693.28,16897336.18,29992799,1799268.938,1576929.924,472765.7144,704806.4087,7065684.604,986067.196,8377072.704,21642731.83,7088643.118
"Feature0082",2048184.425,3366199.366,35087449.08,3047175.133,43155196.05,6371419.491,20061667.06,98653706.7,65524314.4,3259903.44,68353474.59,87263522.84,2169582.349,12065619.8,30686016.9,2582717.33,94949375.84,64561678.8,6689945.218,72465966.79,85788319.9,4224773.392,2174176.184,50175703.6,101738284.4,6660196.065,3347648.537,87878232.16,101834620.4,38234507.16,6485321.043,2984383.924,54301100.58,87700228.96,105845510.5,1647023.868,2183559.022,3992428.233,7211529.748,2517588.844,21711045.72,54770403.07,9891748.155,2443758.49,18768605.24,22485475.96,78274264.64,3830748.797,50016068.62,107204522.2,79616801.9,53924154.53,3897761.116,4579809.188,16483224.87,34105297.8,3499009.726,46278832.92,1551847.597
"Feature0083",2744237.172,1178455.498,87844282.24,2548932.621,85318934.67,12002564.84,7272525.759,71999287.31,63510398.56,2480959.572,135016167,60931057.24,297074.1383,1804233.401,25281095,1070978.656,66833039.95,112623219.7,35338636.94,48364514.95,127836657.3,575077.2105,336841.9443,54079894.93,70980666.2,20850111.29,3953909.082,138946991,69786000.08,100224598.3,9913201.892,1470490.375,102525431.3,58028476.03,67068677.8,126634.4642,183866.3147,926641.9585,1433012.569,470478.2205,3550288.446,39482603.54,40417326.34,778111.003,40023170.7,60299762.09,137015188,1576695.699,42228005.17,69892935.72,150446271.3,117229456,481204.0683,861566.7528,5639791.125,81105448.19,461179.0927,93064059.21,135177.9519
"Feature0084",328957.825,730274.5974,449199.8991,639355.0095,530360.2347,1057494.505,1101272.55,772122.9754,547582914.9,1177096.515,938297.7058,695785.0113,3095378.514,1101045.099,323947.7547,581340.8744,764764.7783,757979.0911,1106725.516,1443914.587,1135140.307,1055076.189,502200.3541,535756.0203,843989.0266,1094284.384,595812.6262,890949.9899,988027.1967,646599.9884,1071213.313,714393.2484,1510825.626,667540.3045,836635.4715,309213.9762,454934.0899,936467.6931,714604.181,823998.0637,893268.9385,7781377.377,436494.979,834533.509,718251.2616,482632.5253,1081134.267,649495.9317,468132.195,794670.6425,216951.5527,753379.8376,600312.6926,889836.1573,690800.4981,131995.1117,1051333.446,530106.4801,309645.6193
"Feature0085",209783.4216,178766.3747,73521976.27,187627.6285,34549532.94,199942.6284,186256.0785,178472.3775,211566.949,189571.5193,85232025.11,195163.2261,186149.4658,189531.8095,203535.7958,191173.8087,195490.5482,45154033.46,183053.1405,177194.7628,65142805.29,187854.7562,182113.0978,188018.0244,178229.8828,197802.0976,181376.9517,70446278.08,177695.24,88260567,187574.618,191359.2922,55512325.7,188979.8737,183412.9975,187136.6778,179602.179,190160.9294,184880.7106,181524.984,197825.9683,197847.3531,62586807.01,183719.6596,192066.0803,61501999.97,66152179.53,195666.4825,195087.2884,198982.2433,77754175.33,87710256.15,174402.8679,179223.4172,184604.3833,100447393.3,178080.1275,67542129.04,173643.2869
"Feature0086",647011.922,394029.3574,20137255.48,751564.2547,38791556.75,743585.2959,717063.3196,569989.5927,237173.8742,251020.1298,16397633.83,453378.7849,876756.349,643749.1538,720820.6337,676838.9496,784421.7949,55007621.09,1118189.915,657966.9702,71041912.57,433643.7442,875316.881,462486.5422,744206.0411,663481.3349,289039.6453,91297153.65,831004.5628,20568580.97,802765.9334,510599.7712,33918550.01,803742.3172,1111150.202,254047.211,800111.3282,382955.6188,379825.1385,629013.2915,818963.1941,417752.1368,31248346.63,651231.4684,708489.8214,25886993.9,64555394.87,1078349.663,767722.7066,844586.4862,37654003.91,10768116.74,811825.9026,748709.5741,618029.6584,8386706.939,319529.986,30882331.93,661938.6733
"Feature0087",583076.0497,343719.387,74478852.47,1660321.564,44359003.75,768835.4261,988226.7438,380713.82,427656.0584,602152.1143,26687238.02,326119.9709,652950.0178,582825.515,589804.7958,471500.931,567541.7727,25066400.73,717815.3312,547284.9811,26156936.33,511139.0585,596064.268,563804.9009,687355.932,617015.255,485812.0824,45757157.64,737694.296,100777002.8,674378.185,787403.876,57063619.74,761656.7433,581292.9586,611895.9776,627753.0498,454626.6324,697228.763,298166.1914,722816.1821,621762.9562,79640422.08,625100.6061,759600.2783,85927255.75,37752732.8,1014296.889,780133.9179,610857.7694,66437617.75,52063558.48,911444.9559,722135.1392,612594.1898,49599126.79,514787.6938,50294826.22,582649.8801
"Feature0088",577737.9504,602218.9834,194168301.9,922394.8967,98884921.28,578959.1218,602144.2294,517345.0786,179419.8437,805750.3403,235255107.7,181193.2911,510203.8281,557245.1009,694007.7788,632892.3951,654467.0189,117552934.1,839916.7719,164511.0243,179800394.4,658566.2579,655555.28,638726.601,209833.0704,647523.8896,330619.6901,195434114.3,788033.8439,243330225,1028609.71,671222.4407,172749598.6,685235.2147,427105.4741,369377.0812,684759.4369,644101.9981,728484.9259,778924.7484,183665.4322,647263.6821,196952462.6,939708.7397,638357.3142,177748154.3,194558473.2,715001.2163,839403.9054,752012.9866,224249015.7,234090129.7,791851.1937,512936.654,444026.8283,255742378.2,491657.2253,198685554.1,847974.76
"Feature0089",694196.9337,760874.2979,455700190,9270435.823,439357757.9,1187382.352,2916561.985,1069446.781,1011290.158,666711.3732,165975016.6,780990.8372,1171444.315,799227.8643,805121.8005,686615.6424,824580.3654,254579657,1415551.484,1179437.847,282668717.9,744298.2207,897800.9384,934715.516,723701.8415,757027.0047,1034022.301,318698240.5,1147133.942,545265193.1,1563712.914,1019624.299,293119238.3,1129410.49,983410.4417,882534.1503,971926.3983,892219.1353,756000.1922,970511.2755,926084.0047,842137.7851,451196627.2,763467.6082,427927.6851,467783379.5,307756370,1482669.61,938391.8325,1130214.95,395836723.6,194362075.4,1481942.092,932351.4341,891349.5685,151071230,886913.5408,459496447.9,954159.8877
"Feature0090",553689.4948,379132.4258,370139823.9,1210904.605,193768575.1,612531.5078,444747.5258,289130.8235,317967.1152,757896.4971,414308335.1,646657.4985,605300.0858,343742.3661,312304.2223,322080.1781,560555.8929,299565875.5,997346.6436,352672.235,776945193.5,322571.758,331111.8293,315030.8037,389572.4829,429344.3424,395990.6103,362107384.3,754744.534,405521184.5,1314382.234,756317.089,397599473.5,953685.52,1095036.354,511998.1603,479436.9345,276021.165,737401.9135,652634.2971,360123.7201,321101.4203,187336403.9,793015.9362,327954.776,395679123.5,287797051.6,476206.4845,369080.7319,860413.403,332038775.6,169033784.7,945281.4713,907801.3252,499700.4938,158170373.4,652027.8372,628689633.2,778859.6608
"Feature0091",646918.7357,600307.6428,1307260252,3577729.911,816046868.7,692874.3561,1802791.116,444878.5204,189860.0146,586481.4439,1262630331,809990.4968,409116.5876,579611.1307,659945.6729,184843.4201,192219.7422,848438907.4,559320.9561,876857.6818,1236820526,602458.5852,663701.5354,763007.6468,191747.8198,248900.3177,564076.5391,1245369642,290050.4012,1260642942,2134486.65,910882.2575,948211892.7,918753.3326,617131.915,673356.5439,745777.2399,701840.8307,202534.5513,561174.6192,631276.2147,205303.8937,1315862098,842766.0745,623593.8065,1262454123,1128241669,843825.0353,630642.2665,1102912.2,1182588899,1159643148,602534.4317,619738.1238,407642.1239,1246987609,604443.2799,1387220619,933118.1315
"Feature0092",557579.4303,551197.3328,1703327472,4603979.121,800034450.9,718816.6738,1589505.235,370011.8255,357732.7225,673689.498,1196825378,381221.5256,614852.4471,963543.4026,374551.9064,616627.6837,414773.7443,833896490.8,1447225.394,679663.2505,1317345756,378266.3429,383043.2268,428411.5754,389269.8988,636668.0064,482802.1774,1029053728,461977.7879,1673476069,844689.2986,690627.2654,1359175145,2395047.185,642616.104,381226.7543,1085607.214,661357.8327,517153.1542,405459.3776,1001818.626,408153.3742,1366231330,1169274.774,837523.6988,1722669065,1274225267,955249.2354,676912.2531,1359003.922,1131121259,1381738130,1221881.749,986598.8568,1153973.389,1660881001,468446.6419,1407773456,1570210.519
"Feature0093",911964.5575,992672.5103,3400228231,19633163.72,2727133793,2448625.87,9040821.329,1485382.902,935956.4383,2853139.231,2962285072,1067934.423,2371426.754,807561.1044,1405968.526,1084500.901,489895.7405,2542404197,3842554.469,1598569.787,3683488140,525856.2527,768371.2311,1034002.946,1019143.783,1030166.785,947295.1296,2738002075,3181290.211,3253125958,8842235.936,2420634.426,3144662694,7610830.249,1114134.814,1421004.752,1271819.314,628513.5699,873500.0538,560250.8132,1195948.337,866625.5557,2889007953,2652842.302,2463362.693,3537447644,3311030211,3113552.435,1134582.464,6018382.604,2696385086,2717200157,2928294.795,1973903.471,1493802.381,2921464881,1038612.831,3437995406,3074072.224
"Feature0094",400316.9258,25079485.52,477246.3349,696623.3287,559381.0028,9348370.137,13713973.22,535735.8598,579286.5473,31078181.94,291789.5884,710065.1493,33029234.29,6138734.917,122172.2422,1122035.481,531364.1776,610298.7174,6709728.133,473472.0975,545191.5237,69773487.22,38017219.93,450838.3412,169511.9136,5539657.646,2493921,579595.015,544901.2207,469243.4123,6125170.259,805534.1194,587523.1575,620946.7849,552437.6299,27565665.34,50426382.59,88308544.88,55761858.52,47808364.73,5517676.248,370837.4235,458688.7536,62414616.97,612456.201,465265.9496,462107.2222,3485435.736,487596.5418,301528.7898,518069.4671,480274.9264,39135501.95,46359963.05,9657804.836,470268.3231,96639789.6,464919.661,26534891.34
"Feature0095",525864.516,112069.7091,169698.4974,341348.0502,625100.5839,165088.5016,3542796.53,829328.3746,340191.2386,901275.8308,548080.8976,2069871.991,158835.8128,698619.6179,49803.46681,1062930.953,379490.462,413567.3659,360297.9672,397317.5524,563391.5047,85114.99428,1034556.295,1277212.626,1728489.882,181062.5444,966951.0564,588393.7176,1344330.576,407912.4985,1593113.684,1370317.274,601090.5915,238162.5156,844641.2243,660050.3463,685212.2365,1634865.688,5039449.872,1166196.045,1269808.527,729592.6089,897137.4216,2948994.997,425209.356,256599.1731,3224405.132,321246.6348,1145132.538,92492.27465,58234723.2,11143449.92,41337359.78,74790000.01,2092883.951,3687552.744,1719317.422,1469373.603,792319.8703
"Feature0096",21360696.49,45516479.27,10950967.2,18664179.08,10429887.84,26837292.39,70284464.02,67543023.71,21710544.35,55417540.99,19409727.45,50631830.34,31434431.61,75384720.05,18348474.44,25728275.23,62094800.14,16989730.68,53124632.02,43893201.52,37748945.86,80242854.89,28403714.66,40516637.97,71104898.72,51781312.16,47008109.85,38903670.82,72574002.71,18159233.36,58070589.23,23286900.46,19868551.69,52458471.29,68465700.18,22395443.03,30141956.75,81085773.13,98320869.92,42593792.25,114053546.8,25343734.96,33057777.48,65404007.27,21696132.99,8372114.92,49612446.49,20971240.89,38803126.84,66144396.86,2102308.662,565519.9326,393952.8919,2050925.241,87152806.5,442959.052,60216799.8,23747922.83,18032601.49
"Feature0097",1337586.431,3654723.033,660022.8835,1790543.639,385837.6211,1720634.867,1812615.853,10813505.73,307865.6088,1460134.004,1707713.163,9538340.33,785641.6536,11653621.4,1191655.637,2138397.622,1041892.618,1608601.144,2539863.039,1524756.109,2586974.954,2351260.289,3021560.518,1027677.043,5335415.559,3696987.949,2240113.125,1786800.151,1979956.464,1135070.821,2911224.271,2121136.226,465800.1273,2576827.778,747609.9291,1259702.211,1853985.1,1382367.666,4699083.436,3660269.308,9580386.462,1387463.231,1432373.645,1842360.385,1220796.77,718918.2377,5573246.384,714414.6483,445179.4463,929855.807,114498862.7,29520937.1,77946660.49,115466454.9,811349.575,13421664.72,681978.1598,1508781.443,1045297.838
"Feature0098",1469503.557,112878755.5,1546057.62,1417637.045,1312940.87,16843801.7,2128022.278,1549746.422,1436344.897,81335745.41,2145783.319,1674642.821,4784337.786,1824159.654,1692073.473,1509230.223,1429312.962,1405925.051,9736416.981,1540808.68,1668643.581,86571113.35,1845352.477,1519811.355,1220289.621,5996348.762,3277890.291,1756934.613,1592590.092,1668756.219,4642802.046,1734506.633,1384192.343,1337320.89,1382879.538,5718589.067,1746830.243,83367508.07,110299036.7,61612131.17,662102.79,1508596.947,1711108.654,112854044.2,1725067.908,1783038.925,1467152.873,4359410.365,1474021.895,1408003.267,126065.7363,1190572.287,10498192.69,133340722.9,691754.2337,1439613.886,33065014.34,1652532.52,3023229.42
"Feature0099",20028097.16,61907353.23,11856375.51,33783039.04,22543259.11,44536502.99,42916479.97,82208762.93,45328098.19,75312738.98,32985438.69,67047305.8,33475340.6,67043110.87,28313891.81,34086814.33,67684259.48,40513389.89,38742468.83,62010988.61,57569933.53,60792837.02,23786043.22,63161197.25,68798939.2,30715504.08,78332116.19,43751294.51,69508628.27,24714382.06,39174716.66,42981417,27182785.69,58276318.24,62529988.7,15501193.5,28829539.82,58478678.65,51729397.44,39543233.07,90157218.38,38534118.37,20757799.69,52255310.72,126682807.5,10261817.5,71125086.32,28468384.43,46366240.37,73351989.45,40586381.37,28602361.07,42183074.99,72074836.46,35889156.61,27774530.76,57346087.41,23957609.06,13223722.97
"Feature0100",794142.5126,717960.2607,142427322.6,444259.0237,220731908.7,997279.7199,1280420.208,1137629.34,1268631.686,2585443.898,224657089,928641.838,432180.0483,1155391.245,737844.1585,910214.4836,1115949.662,232284472.7,6393457.067,881915.9968,281566944.6,1278070.952,803656.9937,1395627.507,1287129.972,5729761.918,1720808.642,302893065.5,1648112.05,147451154.2,4589313.657,900161.8064,154472333.6,1428455.945,1019935.685,427733.2052,1005064.611,1384552.892,1181854.373,1324780.944,1335304.548,1071853.965,126359380.8,798355.0828,51835339.2,123083714,159409064.5,1127223.891,1135530.481,1472904.685,208808022.9,148582106.3,982189.9836,1818580.696,677845.0727,96521060.45,584843.9769,212297986,486900.9727
"Feature0101",2022711.768,968863.5412,23919036.53,2611770.09,26216621.67,1356273.212,2579771.287,107707405.2,54532888.03,6098266.757,47704818.02,68942492.03,1004917.186,5761304.223,60398293.69,3862382.353,102158860.1,17736340.22,2855095.009,89518780,25770309.58,3630703.205,2638062.043,52073575.86,116949170.6,6162042.87,3075932.412,27727168.89,84342700.97,36316811.76,4003575.847,4494944.532,32196660.54,81056083.03,119435728.5,1101973.628,812913.4458,1234416.72,1623982.453,1348652.595,2305108.806,42499166.34,14852840.54,1666456.549,15224317.8,31979608.17,46729314.12,3441535.081,56415410.74,76908331.53,39660780.22,47370376.19,4264182.861,1434242.577,1428339.903,44524730.14,3551393.803,31957576.65,1946841.681
"Feature0102",7443127.735,3847949.776,94773772.91,2329908.07,122624028.4,4164102.307,7291137.532,257244856.6,151244133.1,4291211.609,166793531.6,241513435.2,2323765.546,3948813.519,154969280.8,3901208.587,253991861.9,214750343.4,7041750.735,218842147.4,253117906.3,6385638.527,5019019.639,167651877.6,263633274.1,7574071.99,4093203.49,252006937,288977097.4,97010592.47,5662278.954,3743850.099,195370349,214686423.5,236391500,4778888.844,3790795.805,4672564.166,3444275.187,4527316.487,3746418.413,152852344.7,83484403.78,3612777.007,213889148.5,74371604.87,252786791.7,3958553.568,220224182,290004592.6,197582521.1,154313695.8,4998726.225,5336052.506,6917740.294,126912866.9,2929402.728,111256163.4,4352753.958
"Feature0103",4006053.001,11856775.12,20911873.33,2821444.79,23646810.05,8957694.924,7567014.64,207726897.7,406248904.8,6157580.71,33946232.68,202810162.7,6244117.423,10318880.39,171801268.9,5428821.65,215621612.7,36888891.05,9589465.33,169244336.7,47926740.69,6044398.282,3852423.364,257508278.1,213420160.8,12906470.28,1977961.402,43338660.59,234320223,35411935.01,5618213.311,8003682.09,32088399.99,233875658.6,220469012.1,7471976.408,5999517.037,8558993.488,8477307.946,6101452.649,11586480.79,331016881,29995745.42,9911093.807,73710408.71,21382742.32,33905519.91,6496713.289,188304758.1,229456982.1,39670979.57,36512686.04,8420061.719,9389185.936,10170191.12,32160000.36,6366491.048,28161271.36,3496027.698
"Feature0104",9205759.077,22675377.04,6443105.441,25777113.3,6956550.4,53745420.6,45706976.65,6566654.631,6126283.899,27713570.41,10741823.04,6377343.868,11921607.18,31153704.46,4315070.527,21552751.14,6189959.316,8549652.77,26070937.7,4363940.045,9222605.9,39310973.31,10738653.78,6018147.719,8330247.345,24843409.42,27916643.16,13955817.26,7615979.225,7791008.94,36906127.32,24390170.07,7618664.416,5472557.433,7561262.091,5399870.769,11967346.85,40164861.71,30708160.15,31137735.84,48110821.33,4978485.311,8987190.639,35374858.85,12669940.73,6326462.297,11433230.41,34797074.97,4041072.461,7976896.023,11667574.66,9276760.447,18354377.86,34507219.9,23367477.59,8891156.634,39361401.18,8164252.275,7725330.901
"Feature0105",1461859.401,2387039.721,4376117.832,1095143.251,2269556.105,1533381.607,1912030.49,164307.2148,1167614.307,249122.7119,2160617.574,2365584.904,1783440.046,131680.7752,1109965.971,1902549.372,163871.7765,303149.0246,2903887.762,280729.415,2762559.674,205000.3045,1139287.591,4002883.178,2055522.721,2067372.876,622433.3105,1418792.431,246843.5997,1302054.776,754728.5454,2169686.861,265435.6052,79736687.02,1945814.783,7450410.485,3374546.098,239153.2497,1783537.169,2570043.748,1311540.052,1141333.864,700713.7845,835047.3616,2198576.913,2842925.476,3362695.058,595947.5499,5340854.31,4896490.505,124294866,127615004.4,124644405.4,124534982.4,516965.2767,126097297.9,157751.0754,575993.4474,173656.5003
"Feature0106",9343844.44,20798153.13,64413068.74,7495420.118,58379364.1,20539960.78,20445811.91,198302020,191615233.1,66624413.97,69455144.02,218125341,10734988.21,17813118.85,116529743,9830836.287,215839380.4,88521469.29,39778088.03,168586886.1,127497231.9,15792813.72,7314677.595,163697048,212330648,33837719.92,90857085.89,106220343.7,206250595.2,48393475.33,36371983.64,17575064.83,74809977.77,218258317.8,218926776,8280107.43,8470021.956,20567343.45,18614949.14,14110952.07,28064153.75,144123742.1,34291065.35,16620486.83,124385783.8,36931695.27,112959631.9,18240391.76,146248557.9,212924042.1,122038433.1,72156784.95,8902525.361,19753412.8,23334779.26,53605027.48,16101406.89,65108056.82,3418934.697
"Feature0107",4392164.928,10481041.12,5780857.005,3650629.667,3113895.697,15874774.51,13971477.73,1046161.534,766354.7921,14330342.94,3021631.623,827489.5213,5520842.237,11745323.28,482023.567,6543387.447,463301.142,2181206.715,22141483.75,442018.8744,2816029.157,5422228.176,3956029.201,622016.7216,765960.1381,20973837.67,6601169.223,2142480.613,467225.5613,5006801.912,19023858.38,6024821.442,2756433.302,460714.1693,542352.5181,5805922.624,7861556.477,7352739.554,8250702.413,3913604.515,20093997.48,889061.5497,3221773.221,7584163.55,1224419.668,4692098.511,2345449.728,10269717.46,493218.5102,915817.7498,3657998.576,4062955.736,5153164.942,15492539.99,10975494.91,4160499.777,5925430.577,3989232.788,3182018.016
"Feature0108",223168.7966,753361.4082,327418.9865,158457.239,378148.8629,838146.3346,2796115.35,231166.9905,309340.0283,12350728.04,221470.5957,234299.7896,88727.00376,342018.0924,280112.4598,314015.9936,274153.2257,281825.6262,50711602.38,191295.3716,376867.8438,219970.7618,85161.32917,189493.4746,221768.7158,58766324.61,33457301.58,424636.062,432232.794,429355.3681,52310992.23,176373.762,241201.8267,263919.7707,228526.2219,82799.96819,109310.0553,99646.22939,112286.8577,83962.45875,582882.8946,401239.89,117931.398,283435.1819,740230.9983,276085.4718,498531.6514,420704.7002,193848.7166,342822.6628,436699.0464,162610.6526,132684.7168,389016.3848,2860831.858,242258.0982,152987.5862,240053.9537,69280.49391
"Feature0109",414466.0088,311689.7035,17263728.3,152633.8098,12809473.88,226779.1158,289561.4056,231653.3627,3689943.733,1772930.162,10825103.69,646610.9003,494930.5022,705279.7156,292040.7228,82607.02492,798726.3429,9255716.05,729136.1791,575383.7258,11036408.78,424913.236,405105.6359,8492047.939,683736.2104,484482.1638,321824.7496,10457394.63,515069.2177,16078974.07,652166.3774,488411.4863,33028581.92,621148.0519,627512.626,364445.4498,475794.5963,532222.6137,486665.3739,516867.2895,796995.4008,832618.7071,4100477.898,515485.6845,104087551.2,15523080.09,24504954.57,266765.9239,727509.9743,821164.2413,25576591.66,9068888.769,297154.6579,568248.6142,313652.6951,6113784.85,528305.0884,9598839.695,362598.7317
