"","1_ERIN_1177.3","10_CTRL_1154.3","11_ERIN_1246.1","12_ERLE_1177.3","13_ERLE_1246.1","14_CTRL_1177.3","15_BOCU_1177.3","16_ERLE_CTRL.2","17_ERIN_CTRL.2","18_BOCU_1154.3","19_CTRL_1246.2","2_CTRL_CTRL.2","20_ERIN_1154.1","21_LEDU_1177.3","22_BOCU_CTRL.2","24_ERLE_1177.1","25_ERIN_CTRL.2","26_LEDU_1246.2","27_LEDU_1177.2","28_ERLE_CTRL.1","29_LEDU_1246.1","3_LEDU_1154.3","30_ERLE_1154.3","31_BOCU_CTRL.1","32_ERLE_CTRL.2","33_BOCU_1177.1","34_ERLE_1177.2","35_LEDU_1246.3","36_ERIN_CTRL.1","37_ERLE_1246.3","38_BOCU_1177.2","39_ERIN_1177.2","4_BOCU_1246.3","40_CTRL_CTRL.3","41_CTRL_CTRL.1","42_ERIN_1154.2","43_ERIN_1154.3","44_BOCU_1154.2","45_LEDU_1154.1","46_CTRL_1154.2","47_CTRL_1177.1","48_LEDU_CTRL.2","49_ERIN_1246.3","5_LEDU_1154.2","50_BOCU_CTRL.2","51_ERLE_1246.2","52_BOCU_1246.2","53_ERIN_1177.1","54_LEDU_CTRL.1","55_LEDU_CTRL.2","56_BOCU_1246.1","57_CTRL_1246.3","58_ERLE_1154.1","59_CTRL_1154.1","6_LEDU_1177.1","60_CTRL_1246.1","7_BOCU_1154.1","8_ERIN_1246.2","9_ERLE_1154.2"
"Feature0028",1618968696,1648283.112,925975.4159,43528900.19,903820.9055,41864856.18,18550684.46,1686753.369,416594.3829,961936.6858,2670695.402,1449115.165,1002534.194,99475111.33,1442423.299,5569273.225,1553820.587,1059988.603,44960822.68,1434043.956,1249193.178,1283573.21,767856.5578,565402.1601,787140.8066,59771686.59,15960994.7,1783418.971,403320.345,1238606.804,144805929.6,96159767.51,1220263.874,2692682.303,985188.1247,697098.2684,866921.1745,1801616.443,1775129.758,756819.026,41839482.95,1013273.076,924260.4206,1533715.6,1240834.287,744810.1943,1812238.224,28693244.66,1509991.89,433758.4646,1105239.5,1239552.453,1218265.988,2602589.228,31570459.11,1026815.342,1471650.758,994724.0778,707989.173
"Feature0029",60422573.23,1818357.787,1292866.688,85486587.9,1179933.974,99525031.22,781348923.6,2322665.09,1741750.627,2668250.229,3821102.21,2023135.47,876917.5335,133436642.2,2171494.133,1652279060,2935489.194,996888.9703,2153146777,432209.1766,2764967.166,1078857.384,1103866.926,2343129.709,2033357.87,1750058487,119432988.4,2571623.341,2247092.596,823343.925,128096937,230970260.9,1703179.187,3924487.742,509961.6155,1027029.008,1210127.731,2673957.794,2483958.369,1219247.311,68732760.15,1422818.477,1287592.63,1093677.074,1714336.628,1575283.917,3168873.298,79715935.32,2232671.916,2760088.483,2944667.692,978164.8628,668000.8943,2619466.17,287849843.5,1510287.541,2674581.909,1388565.485,995593.6049
"Feature0030",459392639.3,1762334.072,1252580.544,81324450.68,1144723.695,99302783.63,7096203.388,550118.3264,563341.4426,1300782.782,1965061.409,1960072.909,812885.014,2171809681,2103828.73,1652279060,2845849.326,1906894.653,2153146777,1755922.163,2678795.609,1579562.795,1069369.836,2269174.942,1969996.892,66213261.89,133964868.8,2498740.906,2177071.488,1700417.36,2413600570,233312650.4,1650106.838,3191083.338,1997362.93,428268.6462,1172416.257,1268841.695,2405514.427,1164188.885,70962717,1394785.848,795362.8761,1059597.268,1660618.55,1530044.209,3070548.793,188501160.7,2163100.166,2736976.862,2848556.96,2030302.823,1202173.112,2546554.333,44299547.8,1458553.379,1107762.485,1345356.122,1316447.92
"Feature0031",497028608.4,1950046.137,2056472.101,3287287710,2203546.195,115396911.2,67054674.88,1019413.433,1256341.76,2410454.946,3025781.986,887383.122,1378820.808,2450347901,2228966.237,343647928.4,2999489.831,2024385.431,184218807.3,784473.9231,2480664.324,1936912.484,879304.7561,2758878.313,2240049.053,221302737.5,60175924.71,2473130.027,2718660.861,6542317.133,2582461083,229173831,1820944.454,2397211.018,1180483.667,793616.1908,1047338.02,2351265.547,1924024.989,2125877.667,27831513.6,851116.2156,1515274.915,1963518.822,1902746.012,1661324.925,3132055.856,213986719.7,2517925.698,3343429.69,3499140.998,2073275.921,1199286.663,2253020.02,36133697.23,1852162.279,2241224.215,1866698.245,1545605.316
"Feature0032",33571099.15,1326514.463,1053148.926,92888916.58,1454243.55,2839354226,47074952.1,2073663.358,1772491.471,2004597.072,1094376.205,1720874.149,1220020.385,400874733.3,1526831.693,1719640942,2400272.853,1452024.297,65920489.28,1897838.744,1421259.373,1731397.035,1018147.153,1463229.23,1525948.145,67328708.6,233653107.6,2150444.199,2236996.062,5238173.739,138972967.6,464516341.6,1093337.405,2851123.63,1988873.106,1098017.087,1191522.954,1895590.827,1797635.048,1398388.197,4002479757,1872615.748,818550.6058,1608291.068,1892622.672,762707.6854,1270314.829,514829993.4,2197924.311,2025900.687,2840814.724,2250005.807,1306766.021,1519354.722,9840326.881,1664454.734,1745063.012,887667.2979,1017195.009
"Feature0033",3715150.473,708994.4459,639465.4893,550313696.1,912191.4759,76240306.62,121084212.9,1223070.068,888871.5847,981144.1406,666336.513,1044577.428,759613.6476,462529232.3,950748.424,1860738250,1301216.984,897698.6027,48641041.86,1185719.2,878926.999,834282.2732,632961.9409,535000.8939,810272.4115,7458576.74,4065745047,1334224.611,1145921.587,659576.8965,606440186.7,5136028000,639091.283,1573694.24,1090353.157,685749.4843,699377.077,1183077.035,1124636.921,854207.5717,4002479757,1157447.475,497613.3522,1001593.699,919156.9894,459378.7904,783375.8065,5131932534,1218739.608,1220849.058,741498.3301,750625.453,638115.6173,917516.2595,5587888.371,682794.9202,1088826.621,523344.0818,522326.1431
"Feature0034",548599.1629,3297099.085,301532719.8,1288977.476,169193395.2,631542.0155,2012164.407,527503.8974,539072.2651,20233174.9,216180723.6,514782.858,334189.0669,362163.7165,1743118.88,355267.015,417207.0557,205466624.1,26650907.19,443611.4218,222984769.2,589571.1245,375304.633,6036316.521,417831.3067,26059733.72,49848179.98,201241308.1,431291.6987,288756714.6,31664632.49,485630.2109,627782760.2,320153.7007,361921.7614,345491.915,418142.8464,639226.1088,599886.2585,508486.7706,475384.44,193756.6633,79620418.57,502679.8775,376102138.1,248963569.7,468748872.3,532883.0449,393471.9035,474596.9646,480566252.4,207698059.2,314864.243,5830849.04,1178002.715,174437316.6,247302.7511,155607614.1,415599.7929
"Feature0035",8242734.203,5025641.472,108866759.4,12179084.82,107985658.2,5781123.566,1357840.188,103392876.2,61404189.88,50133362.05,162209077,147347166.9,12165805.69,3722514.736,61627967.93,5715845.907,140379915.9,92889736.65,6447748.767,84419817.51,183780622.1,12790710.68,7548839.309,64716166.62,113518309.5,5166479.122,95245964.17,165377288,137781715.6,195516939.4,14250498.75,12859948.32,257344246.2,99384196.06,141647604.9,3293256.942,7439363.368,14397524.64,8839770.889,18252106.79,6570228.034,70297446.91,105482172.2,16363796.17,176902995.5,110422717.2,350471475.6,6457008.415,70950217.93,166823535.3,268452627.3,251088778.2,12142536.53,10559511.54,11431763.06,223507241.9,26046661.37,133535470.6,3501351.385
"Feature0036",12863229.55,81817616.62,1083804087,21757399.74,1170053386,23927121.24,11825225.49,612516376.8,477330379,533686192,1425604839,503516127.3,5137373.753,21778821.56,576975567.5,12871228.21,498032315.8,1273254021,52557622.2,504834270.6,1270660864,71591303.11,12323229.96,491007038,625095430.4,58306273.06,599093587.2,1325085281,538961644.6,1082360485,150109178.3,4616465.127,1021997955,549024494.1,529708782,9701730.732,4776812.338,94537672.09,81940850.16,10926744.9,27026946.77,403647794.7,1132231283,12919434.44,701277781.6,981447250.2,1312050603,14048162.41,489475452.2,558464087.9,1092956325,1096178624,5186075.953,98728679.2,10625235.86,994273230.8,14970012.4,1104533783,1870342.113
"Feature0037",437635.5862,628122.6137,21966077,383017.6538,13403702.08,139219.8781,117102.7379,232473.4867,194230.4696,123723.5619,28797254.18,881625.8303,687426.3103,792067.599,1211601.95,424915.3751,855925.4459,15968190.57,465725.7808,197906.5297,13761600.07,832145.6907,961209.5523,464077.3103,223022.0954,264721.6874,192678.5277,14187649.98,898963.8998,19544255.91,3313701.713,283949.4731,10807311.87,730912.4412,229817.7931,466126.6484,547184.7253,117188.2145,569700.1872,346367.956,643734.6922,748574.4141,15050998.41,479418.1617,3176599.244,12304794.93,14243864.93,163027.0114,588272.4952,1258142.724,15625661.47,22758192.7,942009.7461,544315.542,178049.3871,15224864.17,625337.5589,21914304.53,389755.5753
"Feature0038",61087.13629,67125.73164,59554.9351,64612.45523,62856.46346,70370.48005,69709.14644,80901.67884,78000.52904,67591.3985,150203.442,76519.57952,61466.3032,70643.82696,63416.40335,66881.72879,82021.10399,139987647.6,266464.0339,82361.53782,181750501.1,167944912.1,59015.69137,68978.7454,79567.27776,76600.36732,64656.59046,296179668.6,81360.30895,64487.35764,114533.3488,73349.22564,62223.8731,186401.4423,78473.60469,57253.31465,60023.67137,91049.52048,52718940.71,65191.23697,75865.80432,105685821.1,58627.54574,93658.52779,88859.76275,58084.89405,113032.6534,65740.90171,25631038.31,52175679.25,60624.92325,54795.5784,55631.14689,60032.48815,263902.2897,58831.65721,67418.13311,62019.57825,56579.3886
"Feature0039",58751681.12,158664738.1,13378258.27,47314565.99,12844498.87,279208372.9,275414790.9,13386978.54,12770146.5,173779352.3,18312542.79,11873709.55,15798103.99,101050279.7,6748095.087,46619305.85,13266107.95,15173832.1,428444251.7,11562230.96,20131344.8,31539438.28,24018351.78,9954410.317,14142781.4,337377616.7,184927843.3,22777937.34,13122539.52,13302978.21,328886399.4,78814998.76,14403026.38,13836371.67,12098534.41,36772199.69,37159905.96,58840038.97,94313564.93,11836525.9,167177003.2,9003181.814,7828142.274,36650669.87,310818030.4,9960750.926,20179760.95,116874214.8,10022146.92,15860714.13,21752941.46,14247715.22,22537476.66,140317939.3,135644239.1,12628383.89,25096824.09,13040343,14914309.67
