"","3","5","7","9","10","18","20","30","42","43","44","45","46","58","59"
"Feature0001",13025475.94,6736098.959,5461657.495,2880065.206,10870622.99,22884851.23,3577619.917,2408514.62,4784168.347,5195057.924,14912403.69,13702643.59,8352836.245,7779179.506,27902971.52
"Feature0002",211905.7502,1634239.757,1376401.413,333051.673,4125601.714,3857756.445,643845.0867,251035.6523,934875.5248,293245.3459,721028.9308,1381050.413,468301.7811,277274.6655,4189789.303
"Feature0003",1126558.765,2217677.19,741458.5727,657909.5486,81516302.16,263099347.2,664892.6637,2294595.828,689322.1463,660685.3955,6737701.829,4411871.062,680189.8744,730670.0189,121278891.8
"Feature0004",1254602.593,1041661.366,791935.4878,651472.7714,901709.766,1554293.955,1078833.532,1196445.018,1256267.047,1406087.73,1466904.709,1236292.121,1292532.446,1660011.912,1644236.849
"Feature0005",60351329.92,42887104.94,36965560.91,25900474.51,35333831.37,32635406.18,38461131.06,32707942.74,27655446.91,31524454.16,72232116.46,72585497.87,50072880.36,63711705.06,107822134.2
"Feature0006",72299729.85,38643601.72,25105450.71,35627253.55,26189054.77,10225781.23,55068997.15,23624684.84,35667213.53,53994119.17,38479738.31,39815990.37,41353153.07,44059842.49,43396072.2
"Feature0007",380014.3671,294151.5315,206192.7744,222756.9441,208130.5205,401687.5228,295117.4379,220049.4673,291381.512,411132.9707,461732.3025,292315.5061,318249.3644,372924.8203,281735.6729
"Feature0008",2262293.288,1173074.229,1249557.235,1147070.949,1261966.594,2011668.65,1456857.879,3079065.989,1196484.917,1287894.197,2310630.952,2204115.372,1551736.155,1495146.108,1982886.344
"Feature0009",46125.48901,41904.04545,33059.83719,31176.84471,47575.54474,49872.44798,26678.95799,39990.2428,29505.48961,30793.89385,91236.84414,37651.1785,31124.40533,37753.65669,63501.12139
"Feature0010",1383494.573,831767.4635,679593.7698,445368.5399,2883381.485,8586765.356,452215.3012,612226.31,240303.491,265260.4318,1524646.011,1375466.419,1196552.705,141351.2791,6137679.944
"Feature0011",822488.7218,407996.3132,1439370.293,1004850.992,816292.6495,1436255.784,1434342.048,612807.4729,424020.5048,1117794.307,1980416.132,514064.1575,1404040.175,450935.7995,1743340.172
"Feature0012",19730214.1,12718714.57,10202342.31,4923345.094,15386266.6,11454953.82,6980078.54,5299483.991,8055722.62,10390651.13,23762103.23,20663922.87,13885689.29,10348825.89,28459564.04
"Feature0013",122363.7749,112307.7116,110310.8878,109964.8703,112812.0993,117677.1938,111077.1138,113042.5059,119505.0619,117765.6012,119081.1081,123757.7703,121272.378,117940.896,122694.4717
"Feature0014",3803516.352,3784620.164,2733138.735,319288.2064,1258231.665,1046905.824,1091685.542,434334.5369,552846.2995,578967.1251,6425021.003,3442608.055,3936047.987,2836030.857,2484100.965
"Feature0015",178378.297,288261.3654,295744.2851,66773.9788,168603.3453,123559.74,134281.9744,60383.11556,97083.03321,104302.0848,144858.5602,257577.6711,402353.2335,7732239.089,19680234.83
"Feature0016",167235.084,89096.51558,84245.78521,69788.28206,111147.1942,186551.5299,85224.66353,87914.62344,74223.28302,101000.5733,162654.9064,110241.114,185206.151,99604.97302,130889.1519
"Feature0017",121826.8417,165416.0399,164931.4808,115909.2065,938992.6381,117716.666,162664.4817,130005.8043,168488.6698,140687.7747,188620.8605,212255.218,130917.8196,221834.6931,208575.1499
"Feature0018",1526012.068,6297876.615,1207788.734,172169.0161,1963587.433,6040647.663,845639.6234,373636.695,193364.3462,521416.5815,1667957.097,1667876.709,1316129.616,883943.9326,3852949.352
"Feature0019",174554.8202,2267794.292,513851.3219,46004.02495,10908775.32,14529737.39,45727.01428,349412.1813,46689.84008,35888.11517,3205908.947,2677675.533,210797.7642,49006.98211,16643754.21
"Feature0020",90817.15577,81298.73677,81709.7927,74534.31869,89404.65746,101702.2612,83002.31338,83065.71613,73818.1422,69413.29007,102084.0428,96226.08631,78715.0728,87047.97947,106324.5592
"Feature0021",21146363.71,15270926.86,12627462.87,12985938.06,15368201.41,3305107.151,21483319.41,11641148.57,12414776.63,14128450.68,22208599.75,17857433.52,18199947.47,22399230.74,23589355.47
"Feature0022",3063735.77,5023376.742,3026344.365,1022354.576,8694634.398,23590932.14,1840366.223,928323.7797,1503455.29,2637506.479,12004973.91,5805557.213,5524785.369,2453925.577,11701006.15
"Feature0023",527558.5893,218847.7503,198723.0472,105982.0159,1710509.015,4078849.632,217753.4452,168551.6752,110936.6468,122002.8727,593789.1541,489462.0304,308655.9117,108790.8539,3982227.304
"Feature0024",658550.5625,301239.9897,190054.5869,192980.7274,192220.5357,191147.1757,196622.7187,410252.074,194869.3439,446265.8073,460266.0974,435786.9707,201680.1514,591263.4598,199263.6285
"Feature0025",44853.39945,42718.89136,49288.03947,45273.99986,44003.97252,47113.80826,49051.15313,46031.61462,60884.33541,61443.61692,47755.52643,53063.96725,42340.13313,93428.98949,64847.67047
"Feature0026",95189.84441,318533.7026,191966.3673,37376.09716,348613.5507,59183.35428,57194.11432,75092.49011,59809.22966,36916.99975,246579.8665,94162.7165,336302.6759,45260.65269,76127.78345
"Feature0027",203469.9008,653186.2745,599865.9859,201701.896,591893.7034,785713.8251,188916.0785,589164.2961,842149.1019,674431.4269,233623.6479,750109.2929,623535.0392,835603.7773,292177.3974
"Feature0028",22550866.59,11894404.72,11439720.3,6497255.779,10441876.19,18185771.7,8922152.937,9043960.541,5858307.304,8718469.603,21358184.83,18976212.93,16015839.96,12001874.94,18125644.85
"Feature0029",330241.773,625577.5883,297377.8618,215909.7661,881285.8615,1271590.9,572975.5411,314356.6072,350122.0141,584294.7713,543341.7928,288495.9639,1122245.405,444868.5076,768236.6665
"Feature0030",19473070.47,4565028.054,3558424.845,3585737.994,3711452.737,1618649.385,5594134.968,3725318.6,3899765.961,7056137.206,21224960.7,10597578.8,6141469.345,9068394.143,9515802.941
"Feature0031",2088915.365,622274.4585,438194.3606,334083.48,618311.841,3379817.577,789908.5258,835219.5088,314918.8675,418217.7913,1305106.059,1538572.75,629444.4195,1033748.338,1409021.114
"Feature0032",3214821.523,2932484.266,2435012.14,1225365.08,2634116.523,3658256.494,2114492.091,2226292.291,1495460.288,2030271.35,3168202.299,2703300.426,2891197.84,2529182.694,3934946.786
"Feature0033",727312.6795,366229.459,651858.2445,486711.4688,424573.1176,543535.1744,402842.8532,517232.7922,547749.8404,345066.0994,442287.3225,536995.6439,392418.7607,399198.8314,482102.1175
"Feature0034",362262.8185,207371.9271,378210.0175,269773.0302,5790887.607,4194431.529,369640.6903,471356.518,284466.8798,296062.8218,555494.43,793801.8344,233379.0344,311208.3473,5178905.661
"Feature0035",10361349.89,9258320.682,9658099.877,8929082.657,10205063.82,12982438.37,21564152.74,8962943.719,8905528.864,9672862.281,11006125.32,11252963.56,9713731.655,22444987.11,19347656.11
"Feature0036",3251031.441,13463864.77,9405978.58,1179098.327,7753228.041,9915601.033,8647766.5,4753446.619,4768670.593,7066552.683,11581476.58,9585618.385,9203456.293,9054463.679,11056131.21
"Feature0037",344103.6466,307894.6436,316905.1399,325526.3164,313003.5566,338328.0205,320131.0234,328152.2422,340310.1617,335975.5207,476011.52,802608.4419,355284.3609,451820.3633,366285.4063
