FeatureID,Name,Formula,MW,Area: 2,Area: 10,Area: 14,Area: 19,Area: 23,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,Group Area: CTRL1,Group Area: F1154_1,Group Area: F1177_1,Group Area: F1246_1,Group Area: F1177_2,Group Area: CTRL2,Group Area: CTRL3,Group Area: F1154_2,Group Area: F1177_3,Group Area: F1246_2,Group Area: F1154_3,Group Area: F1246_3,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class
Feature0058,L-Aspartic acid,C4 H7 N O4,133.0375,89930455.73,111357160.4,73511368.29,46038825.4,4403768.917,99466067.06,113440195.5,94645360.12,182573260.3,38069840.87,116582337,34104662.16,29991.41113,89930455.73,111357160.4,73511368.29,46038825.4,4403768.917,99466067.06,113440195.5,94645360.12,182573260.3,38069840.87,116582337,34104662.16,L-Aspartic acid,4,7,1,4,0,0,0,1.75,1,1,31.799999999999997,2,-2,3,-1,-3,Carbohydrate
Feature0057,3-Methyl-2-buten-1-amine,C5 H11 N,85.08917,95554010.95,5762113.624,66490960.16,50413568.21,122359.6827,2525995.762,11662306.7,3601868.132,181491511.3,471404.6695,3227608.31,736653.5987,209432.8359,95554010.95,5762113.624,66490960.16,50413568.21,122359.6827,2525995.762,11662306.7,3601868.132,181491511.3,471404.6695,3227608.31,736653.5987,3-Methyl-2-buten-1-amine,5,11,1,0,0,0,0,2.2,0,-1.5999999999999996,105.89999999999998,1,1,0,0,0,Lipid
Feature0056,(+)-Piperitol,C20 H20 O6,356.12609,356075.6981,435255.5627,359641.7493,150400560.6,393848.539,389514.001,404554.3594,396612.2075,396316.0037,160169828.1,666773.6451,179989132.6,755369.8206,356075.6981,435255.5627,359641.7493,150400560.6,393848.539,389514.001,404554.3594,396612.2075,396316.0037,160169828.1,666773.6451,179989132.6,(+)-Piperitol-peak1,20,20,0,6,0,0,0,1,0.3,-0.40000000000000036,71.7,11,5,0.35714285714285715,0.47058823529411764,5,Lignin
Feature0055,"pentane-1,2,3,4,5-pentol",C5 H12 O5,152.06849,2824536.956,124529078.5,173014115.6,2867269.046,3774041.384,2104237.977,2626604.744,118724194.2,172999804.6,2495824.535,157735120.5,2407993.859,80020.62988,2824536.956,124529078.5,173014115.6,2867269.046,3774041.384,2104237.977,2626604.744,118724194.2,172999804.6,2495824.535,157735120.5,2407993.859,"pentane-1,2,3,4,5-pentol",5,12,0,5,0,0,0,2.4,1,-0.40000000000000036,71.7,0,-5,-Inf,-1,-5,Carbohydrate
Feature0054,Methionine,C5 H11 N O2 S,149.05106,32253044.07,74915028.72,58661400.29,10793663.72,1228258.14,33004269.2,42927329.72,61953176.23,168114024.6,2209047.763,116777084.8,6813853.622,45459.76274,32253044.07,74915028.72,58661400.29,10793663.72,1228258.14,33004269.2,42927329.72,61953176.23,168114024.6,2209047.763,116777084.8,6813853.622,Methionine,5,11,1,2,1,0,0,2.2,0.4,-0.40000000000000036,71.7,1,-1,-3,-1,-3,Protein
Feature0053,Hordenine,C10 H15 N O,165.11537,166162918.7,66186.13826,125495.3224,243362.1068,50266.66198,1230056.865,3377566.906,105710.027,110467.6216,44032386.94,125430.4941,53710028.78,107489.6413,166162918.7,66186.13826,125495.3224,243362.1068,50266.66198,1230056.865,3377566.906,105710.027,110467.6216,44032386.94,125430.4941,53710028.78,Hordenine-peak1,10,15,1,1,0,0,0,1.5,0.1,-1,88.8,4,3,0.25,0.29411764705882354,2,Lipid
Feature0052,NP-011220,C11 H18 N2 O2,210.13681,100239796.3,132082004.8,145836107.9,132949762.8,7097240.581,100700688.6,113309726.2,122546195.4,131986592.5,122833384.2,164306708.1,105505174.6,3740254.76,100239796.3,132082004.8,145836107.9,132949762.8,7097240.581,100700688.6,113309726.2,122546195.4,131986592.5,122833384.2,164306708.1,105505174.6,NP-011220,11,18,2,2,0,0,0,1.6363636363636365,0.18181818181818182,-0.7272727272727275,81.02727272727273,4,2,0,0.125,0,Lipid
Feature0051,Acetyl-L-carnitine,C9 H17 N O4,203.11569,715521.8554,452164.5922,473189.0291,161539115.2,168739.0061,1030523.468,1561060.845,271962.9984,715264.6552,6709078.711,790335.6772,4207748.701,504394.9717,715521.8554,452164.5922,473189.0291,161539115.2,168739.0061,1030523.468,1561060.845,271962.9984,715264.6552,6709078.711,790335.6772,4207748.701,Acetyl-L-carnitine,9,17,1,4,0,0,0,1.8888888888888888,0.4444444444444444,-0.666666666666667,79.30000000000001,2,-2,-0.75,-0.16666666666666666,-3,Protein
Feature0050,1-(Dimethylamino)-2-propanyl acetate,C7 H15 N O2,145.1103,430603.6114,2320257.749,530980.0359,159759254.9,1395266.307,227879.8714,336391.5595,429705.1608,364762.9094,161462448.4,4428413.404,134445327.6,647359.9945,430603.6114,2320257.749,530980.0359,159759254.9,1395266.307,227879.8714,336391.5595,429705.1608,364762.9094,161462448.4,4428413.404,134445327.6,1-(Dimethylamino)-2-propanyl acetate,7,15,1,2,0,0,0,2.142857142857143,0.2857142857142857,-1.1428571428571432,92.87142857142858,1,-1,-0.5,-0.2,-2,Lipid
Feature0049,[Similar to: Captopril ; ΔMass: 240.1023 Da],C17 H31 N O13,457.17957,157299669.2,1700973.712,3074943.205,15127856.28,22255.77173,141213390.9,158063465.3,373765.1626,5571420.889,10384583.64,1772725.72,8066621.474,32728.62715,157299669.2,1700973.712,3074943.205,15127856.28,22255.77173,141213390.9,158063465.3,373765.1626,5571420.889,10384583.64,1772725.72,8066621.474,[Similar to: Captopril ; ΔMass: 240.1023 Da],17,31,1,13,0,0,0,1.8235294117647058,0.7647058823529411,-0.117647058823529,63.65294117647058,3,-10,-3.6666666666666665,-0.47368421052631576,-11,Carbohydrate
Feature0048,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.16784,125878.2786,180286.2844,255010.6908,133143673,124278.1543,281991.927,125112.3344,122392.6908,137733.6312,156851875.9,274729.7208,119053925,416979.2233,125878.2786,180286.2844,255010.6908,133143673,124278.1543,281991.927,125112.3344,122392.6908,137733.6312,156851875.9,274729.7208,119053925,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak2",22,26,0,7,0,0,0,1.1818181818181819,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Lignin
Feature0047,Glycerol 3-phosphate,C3 H9 O6 P,172.01368,13541119.58,34096361.18,88229166.35,10987349.95,1250405.052,10192815.02,14601457.63,67164831.57,155021980.8,8272609.69,59020248.97,6003899.27,41144.44043,13541119.58,34096361.18,88229166.35,10987349.95,1250405.052,10192815.02,14601457.63,67164831.57,155021980.8,8272609.69,59020248.97,6003899.27,Glycerol 3-phosphate,3,9,0,6,0,1,0,3,2,-0.666666666666667,79.30000000000001,0,-6,1.75,4,-7,Other
Feature0046,Pyrogallol,C6 H6 O3,126.03165,5911121.154,911596.2642,1224024.006,624895.0144,1097070.212,123780032.8,154394443.4,1748609.093,1848366.46,2964229.98,445826.4863,2166719.933,654812.5454,5911121.154,911596.2642,1224024.006,624895.0144,1097070.212,123780032.8,154394443.4,1748609.093,1848366.46,2964229.98,445826.4863,2166719.933,Pyrogallol-peak2,6,6,0,3,0,0,0,1,0.5,0,60.3,4,1,0.3333333333333333,0.5555555555555556,1,Lignin
Feature0045,Cyclo(phenylalanyl-prolyl),C14 H16 N2 O2,244.12118,102808402.2,123891642.6,137788937.2,135189886.1,5198914.931,101358524.2,120928903.7,114832420.7,133239903.8,116370341.2,152924829.8,99956685.35,331900.7187,102808402.2,123891642.6,137788937.2,135189886.1,5198914.931,101358524.2,120928903.7,114832420.7,133239903.8,116370341.2,152924829.8,99956685.35,Cyclo(phenylalanyl-prolyl),14,16,2,2,0,0,0,1.1428571428571428,0.14285714285714285,-0.4285714285714288,72.51428571428572,8,6,0.4,0.45454545454545453,4,Lignin
Feature0044,[Similar to: RPH; ΔMass: -155.0695 Da],C11 H19 N5 O2,253.15389,7052810.695,1471655.184,1302655.903,148605053.1,89161.17476,125786371.3,132393450.2,1074528.738,1239586.096,3276863.731,58573.2649,3117210.743,65645.00269,7052810.695,1471655.184,1302655.903,148605053.1,89161.17476,125786371.3,132393450.2,1074528.738,1239586.096,3276863.731,58573.2649,3117210.743,[Similar to: RPH; ΔMass: -155.0695 Da]-peak2,11,19,5,2,0,0,0,1.7272727272727273,0.18181818181818182,0,60.3,5,3,-0.5,-0.2,-2,Lipid
Feature0043,[Similar to: RPH; ΔMass: -155.0695 Da],C11 H19 N5 O2,253.15387,120200357.6,49660.34964,48239.56196,879935.5004,41864.81986,2799431.678,343507.6291,46074.27488,1311128.461,148167037.8,1648237.429,121122046.8,50433.13687,120200357.6,49660.34964,48239.56196,879935.5004,41864.81986,2799431.678,343507.6291,46074.27488,1311128.461,148167037.8,1648237.429,121122046.8,[Similar to: RPH; ΔMass: -155.0695 Da]-peak1,11,19,5,2,0,0,0,1.7272727272727273,0.18181818181818182,0,60.3,5,3,-0.5,-0.2,-2,Lipid
Feature0042,(S)-malyl alpha-D-glucosaminide,C10 H17 N O9,295.0904,122592239.5,71349450.09,57432440.37,144195146.5,17268510.5,134221038.2,142328318.6,42913144.03,56498596.13,137518571,82705487.23,112739450.7,71744.87233,122592239.5,71349450.09,57432440.37,144195146.5,17268510.5,134221038.2,142328318.6,42913144.03,56498596.13,137518571,82705487.23,112739450.7,(S)-malyl alpha-D-glucosaminide,10,17,1,9,0,0,0,1.7,0.9,0.3999999999999999,48.9,3,-6,-Inf,-0.5555555555555556,-7,Carbohydrate
Feature0041,benzylidenemethylamine,C8 H9 N,119.07347,127814768.9,2328165.549,2121687.394,1795327.532,99261.17254,3516019.886,6677222.135,1770497.273,9179944.908,24537987.68,139610629.6,11446389.78,83796.95189,127814768.9,2328165.549,2121687.394,1795327.532,99261.17254,3516019.886,6677222.135,1770497.273,9179944.908,24537987.68,139610629.6,11446389.78,benzylidenemethylamine-peak1,8,9,1,0,0,0,0,1.125,0,-0.75,81.675,5,5,0.5714285714285714,0.5714285714285714,4,Unsaturated HC
Feature0040,Meconin,C10 H10 O4,194.05788,542300.1153,2498062.078,136933185.4,490637.4113,3021529.693,644051.4156,524561.4011,3225740.319,27059180.21,462208.4246,4523561.857,601240.4866,200083.0272,542300.1153,2498062.078,136933185.4,490637.4113,3021529.693,644051.4156,524561.4011,3225740.319,27059180.21,462208.4246,4523561.857,601240.4866,Meconin,10,10,0,4,0,0,0,1,0.4,-0.20000000000000018,66,6,2,0.3333333333333333,0.5,2,Lignin
Feature0039,4-Guanidinobutyric acid,C5 H11 N3 O2,145.08515,2759346.607,1183243.725,12123442.52,136613251.3,1843449.248,58781450.68,70475348.54,477406.6278,3633691.387,2408617.556,855416.4825,2091768.618,317918.1926,2759346.607,1183243.725,12123442.52,136613251.3,1843449.248,58781450.68,70475348.54,477406.6278,3633691.387,2408617.556,855416.4825,2091768.618,4-Guanidinobutyric acid,5,11,3,2,0,0,0,2.2,0.4,0.3999999999999999,48.9,2,0,-Inf,-2,-3,Protein
Feature0038,Pyrogallol,C6 H6 O3,126.03165,133420558.9,1192388.015,1183698.282,2082302.727,1079207.09,11466306.86,8569444.58,1701636.846,1861368.935,2915964.698,445826.4863,2191015.725,623244.4187,133420558.9,1192388.015,1183698.282,2082302.727,1079207.09,11466306.86,8569444.58,1701636.846,1861368.935,2915964.698,445826.4863,2191015.725,Pyrogallol-peak1,6,6,0,3,0,0,0,1,0.5,0,60.3,4,1,0.3333333333333333,0.5555555555555556,1,Lignin
Feature0037,4-Phenylbutyric acid,C10 H12 O2,164.08376,1659159.94,112698005.2,16819684.22,2125944.516,1765203.714,1324956.713,1370094.149,61668586.82,662251.6211,1179502.244,133341625.4,1426303.961,3751620.95,1659159.94,112698005.2,16819684.22,2125944.516,1765203.714,1324956.713,1370094.149,61668586.82,662251.6211,1179502.244,133341625.4,1426303.961,4-Phenylbutyric acid,10,12,0,2,0,0,0,1.2,0.2,-0.7999999999999998,83.1,5,3,0.375,0.4444444444444444,3,Lignin
Feature0036,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.16792,267358.5074,340574.3686,466409.0124,131548440.9,284643.4969,251738.3021,284092.1983,291906.2097,233116.8444,57882706.65,278456.169,59069118.96,782341.7449,267358.5074,340574.3686,466409.0124,131548440.9,284643.4969,251738.3021,284092.1983,291906.2097,233116.8444,57882706.65,278456.169,59069118.96,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak1",22,26,0,7,0,0,0,1.1818181818181819,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Lignin
Feature0035,"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol",C21 H24 O7,388.15228,383232.9991,394920.8566,420288.4836,106160839.2,355963.7425,370612.0379,376075.2585,375732.4673,360505.6326,102258218.5,343889.4286,131196227.6,733943.5365,383232.9991,394920.8566,420288.4836,106160839.2,355963.7425,370612.0379,376075.2585,375732.4673,360505.6326,102258218.5,343889.4286,131196227.6,"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol",21,24,0,7,0,0,0,1.1428571428571428,0.3333333333333333,-0.4761904761904763,73.87142857142857,10,3,0.21428571428571427,0.37142857142857144,3,Lignin
Feature0034,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,C11 H19 N3 O2,225.14774,7821898.589,49678556.81,22066895.56,123981978.5,1177517.137,105809636.7,129875328.2,22330881.91,20466443.55,4956450.89,3440741.288,4646381.616,64201.16056,7821898.589,49678556.81,22066895.56,123981978.5,1177517.137,105809636.7,129875328.2,22330881.91,20466443.55,4956450.89,3440741.288,4646381.616,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide-peak2,11,19,3,2,0,0,0,1.7272727272727273,0.18181818181818182,-0.5454545454545459,75.84545454545456,4,2,-0.16666666666666666,0,-1,Lipid
Feature0033,"6,6-Diethoxy-N,N-diethyl-1-hexanamine",C14 H31 N O2,245.23548,2375501.676,2396630.634,1539897.807,709261.0508,2203603.585,128079.9663,1953494.294,2580167.965,1037121.308,127569351.1,124563203.9,126193083.6,14239830.09,2375501.676,2396630.634,1539897.807,709261.0508,2203603.585,128079.9663,1953494.294,2580167.965,1037121.308,127569351.1,124563203.9,126193083.6,"6,6-Diethoxy-N,N-diethyl-1-hexanamine",14,31,1,2,0,0,0,2.2142857142857144,0.14285714285714285,-1.7142857142857144,109.15714285714286,0,-2,-0.2727272727272727,-0.16666666666666666,-3,Lipid
Feature0032,methyl N-acetylneuraminate,C12 H21 N O9,323.12166,120486167.5,919803.3987,197205.9102,19460740.97,73992.31689,127293193.4,126742111.6,798480.2074,9345800.832,12719898.96,1115038.799,8693189.942,49140.83551,120486167.5,919803.3987,197205.9102,19460740.97,73992.31689,127293193.4,126742111.6,798480.2074,9345800.832,12719898.96,1115038.799,8693189.942,methyl N-acetylneuraminate,12,21,1,9,0,0,0,1.75,0.75,0,60.3,3,-6,-3.5,-0.38461538461538464,-7,Carbohydrate
Feature0031,N-Caffeoylputrescine,C13 H18 N2 O3,250.1317,149276.9296,141456.2235,123140060.3,170929.8625,6461472.815,463319.1298,150545.3388,137848.9947,22589380.4,127479.6353,136201.0161,133721.2785,292766.9855,149276.9296,141456.2235,123140060.3,170929.8625,6461472.815,463319.1298,150545.3388,137848.9947,22589380.4,127479.6353,136201.0161,133721.2785,N-Caffeoylputrescine,13,18,2,3,0,0,0,1.3846153846153846,0.23076923076923078,-0.4615384615384617,73.45384615384616,6,3,0.125,0.2631578947368421,1,Lignin
Feature0030,Ala-Leu,C9 H18 N2 O3,202.1317,5518515.675,7696969.253,62276067.86,73084400.7,1710157.221,91210241.86,120918747.2,8789168.639,25787691.37,2053474.499,522260.0733,2144582.656,94807.86493,5518515.675,7696969.253,62276067.86,73084400.7,1710157.221,91210241.86,120918747.2,8789168.639,25787691.37,2053474.499,522260.0733,2144582.656,Ala-Leu,9,18,2,3,0,0,0,2,0.3333333333333333,-0.666666666666667,79.30000000000001,2,-1,-0.75,-0.2727272727272727,-3,Protein
Feature0029,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",C6 H8 O4,144.04226,88547377.73,5685944.883,4391809.41,18456011.38,416877.8731,119674811.1,119507046,1974793.817,5654517.806,18223478.65,2624438.491,17742493.09,185988.2002,88547377.73,5685944.883,4391809.41,18456011.38,416877.8731,119674811.1,119507046,1974793.817,5654517.806,18223478.65,2624438.491,17742493.09,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",6,8,0,4,0,0,0,1.3333333333333333,0.6666666666666666,0,60.3,3,-1,-0.5,0.25,-1,Tannin
Feature0028,Pyrone,C5 H4 O2,96.02112,86816964.99,1609179.112,9142713.958,19227081.24,351084.5365,118335677.8,106888273.9,1198589.597,1886943.572,16921849.53,1156830.538,13960092.12,113542.2917,86816964.99,1609179.112,9142713.958,19227081.24,351084.5365,118335677.8,106888273.9,1198589.597,1886943.572,16921849.53,1156830.538,13960092.12,Pyrone,5,4,0,2,0,0,0,0.8,0.4,0,60.3,4,2,0.6666666666666666,0.75,2,Condensed HC
Feature0027,Phenacetin,C10 H13 N O2,179.0946,85775867.49,99258944.3,111389237.4,25414693.28,4077390.276,79174202.08,94691471.15,85764061.35,95513856.22,15500716.01,116277316,13574083.06,790681.8708,85775867.49,99258944.3,111389237.4,25414693.28,4077390.276,79174202.08,94691471.15,85764061.35,95513856.22,15500716.01,116277316,13574083.06,Phenacetin,10,13,1,2,0,0,0,1.3,0.2,-0.5999999999999996,77.39999999999999,5,3,0.2857142857142857,0.375,2,Lignin
Feature0026,L-Threonine,C4 H9 N O3,119.05821,81851824.31,76960833.2,53680741.5,50791999.39,3851703.994,78044835.34,91455923.63,58981522.21,115871241.1,28820324.42,96820654.27,18058598.31,32856.69049,81851824.31,76960833.2,53680741.5,50791999.39,3851703.994,78044835.34,91455923.63,58981522.21,115871241.1,28820324.42,96820654.27,18058598.31,L-Threonine,4,9,1,3,0,0,0,2.25,0.75,0,60.3,1,-2,-Inf,-1,-3,Carbohydrate
Feature0025,[Similar to: NP-017684; ΔMass: -74.2514 Da],C24 H45 N4 O14 P3,706.2146,77791364.07,579868.8884,465503.6686,38177904.04,31641.69282,115870577,98446566.4,120204.7168,520209.5172,32593223.57,123939.2515,7147497.671,46531.26297,77791364.07,579868.8884,465503.6686,38177904.04,31641.69282,115870577,98446566.4,120204.7168,520209.5172,32593223.57,123939.2515,7147497.671,[Similar to: NP-017684; ΔMass: -74.2514 Da],24,45,4,14,0,3,0,1.875,0.5833333333333334,-0.833333333333333,84.04999999999998,6,-8,-5,-0.8,-15,Amino Sugar
Feature0024,L-Pyroglutamic acid,C5 H7 N O3,129.04257,26712165.31,59916740.92,44884489.23,36818213.75,1626207.718,3464384.336,1159105.802,8911293.052,115835747,21196132.32,63527788.51,27903485.02,75466.29428,26712165.31,59916740.92,44884489.23,36818213.75,1626207.718,3464384.336,1159105.802,8911293.052,115835747,21196132.32,63527788.51,27903485.02,L-Pyroglutamic acid-peak1,5,7,1,3,0,0,0,1.4,0.6,0.3999999999999999,48.9,3,0,-1,0.2,-1,Lignin
Feature0023,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,C11 H19 N3 O2,225.14773,115305510,1793692.416,379639.0981,117419.3533,29287.21492,274461.4352,863077.2139,118926.3995,1022719.218,114175342,55977884.17,97347574.05,39582.50803,115305510,1793692.416,379639.0981,117419.3533,29287.21492,274461.4352,863077.2139,118926.3995,1022719.218,114175342,55977884.17,97347574.05,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide-peak1,11,19,3,2,0,0,0,1.7272727272727273,0.18181818181818182,-0.5454545454545459,75.84545454545456,4,2,-0.16666666666666666,0,-1,Lipid
Feature0022,"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",C9 H17 N O8,267.09544,88438098.12,16207112.17,11795199.49,44344757.74,1091894.374,98307547.44,113757173.9,14431604.58,20735643.89,43539204.09,17913438.05,36623773.16,57194.48878,88438098.12,16207112.17,11795199.49,44344757.74,1091894.374,98307547.44,113757173.9,14431604.58,20735643.89,43539204.09,17913438.05,36623773.16,"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",9,17,1,8,0,0,0,1.8888888888888888,0.8888888888888888,0.22222222222222232,53.96666666666666,2,-6,-Inf,-0.75,-7,Carbohydrate
Feature0021,methallylamine,C4 H9 N,71.07353,78898544.62,58272973.2,33739489.03,31028784.33,1345360.038,78401295.51,92698118.71,45771918.28,111793250.3,16189415.23,82308405.32,7433416.567,292922.6616,78898544.62,58272973.2,33739489.03,31028784.33,1345360.038,78401295.51,92698118.71,45771918.28,111793250.3,16189415.23,82308405.32,7433416.567,methallylamine,4,9,1,0,0,0,0,2.25,0,-1.5,103.05,1,1,0,0,0,Lipid
Feature0020,"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",C10 H16 N2 O2,196.1212,68492400.95,86764973.45,94155518.37,70012075.43,3217210.689,64271932.85,77278693.04,82437640.4,95554463.81,64505973.5,107426618.5,52907859.13,981276.7626,68492400.95,86764973.45,94155518.37,70012075.43,3217210.689,64271932.85,77278693.04,82437640.4,95554463.81,64505973.5,107426618.5,52907859.13,"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",10,16,2,2,0,0,0,1.6,0.2,-0.5999999999999996,77.39999999999999,4,2,0,0.14285714285714285,0,Lipid
Feature0019,"Methyl 4-hydroxy-2-methoxy-3,6-dimethylbenzoate",C11 H14 O4,210.0892,615882.5276,124255.3778,146126.266,106195727.2,89737.43153,714898.8875,137141.3195,204187.2431,149600.1775,67745215.45,533392.2576,40961612.8,2054291.888,615882.5276,124255.3778,146126.266,106195727.2,89737.43153,714898.8875,137141.3195,204187.2431,149600.1775,67745215.45,533392.2576,40961612.8,"Methyl 4-hydroxy-2-methoxy-3,6-dimethylbenzoate",11,14,0,4,0,0,0,1.2727272727272727,0.36363636363636365,-0.5454545454545459,75.84545454545456,5,1,0.14285714285714285,0.3333333333333333,1,Lignin
Feature0018,Tetrolic Acid,C4 H4 O2,84.02115,24505716.48,2578609.886,3594402.336,33686390.49,266119.3841,105434423.5,66308111.6,2031949.064,3428940.503,45851038.96,3317190.997,29554898.37,68342.75701,24505716.48,2578609.886,3594402.336,33686390.49,266119.3841,105434423.5,66308111.6,2031949.064,3428940.503,45851038.96,3317190.997,29554898.37,Tetrolic Acid-peak1,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Lignin
Feature0017,C16 phytosphingosine,C16 H35 N O3,289.26171,1312857.183,370526.5901,1353038.896,746980.2699,489932.4883,231956.429,941977.3323,2795137.575,56092289.01,97497614.57,104380839.6,104706811.9,338495.1825,1312857.183,370526.5901,1353038.896,746980.2699,489932.4883,231956.429,941977.3323,2795137.575,56092289.01,97497614.57,104380839.6,104706811.9,C16 phytosphingosine,16,35,1,3,0,0,0,2.1875,0.1875,-1.625,106.6125,0,-3,-0.3333333333333333,-0.18518518518518517,-4,Lipid
Feature0016,D-Glucose 6-phosphate,C6 H13 O9 P,260.02971,87521811.95,10237855.67,15786902.56,97371518.59,1601160.605,87691831.18,99044281.44,6960090.428,12419324.53,102907355.6,9384871.225,68655990.4,49197.02488,87521811.95,10237855.67,15786902.56,97371518.59,1601160.605,87691831.18,99044281.44,6960090.428,12419324.53,102907355.6,9384871.225,68655990.4,D-Glucose 6-phosphate,6,13,0,9,0,1,0,2.1666666666666665,1.5,0,60.3,1,-8,2.25,-9,-9,Carbohydrate
Feature0015,PYRIDOXAMINE,C8 H12 N2 O2,168.08991,73706446.44,92057321.67,99947831.67,98128903.79,4063080.803,75691544.45,82734432.16,97608852.06,93929528.69,76200194.32,102304068.7,76003984.98,107195.2861,73706446.44,92057321.67,99947831.67,98128903.79,4063080.803,75691544.45,82734432.16,97608852.06,93929528.69,76200194.32,102304068.7,76003984.98,PYRIDOXAMINE-peak2,8,12,2,2,0,0,0,1.5,0.25,-0.25,67.425,4,2,0,0.2,0,Lipid
Feature0014,PYRIDOXAMINE,C8 H12 N2 O2,168.08991,6993993.527,92057321.67,99947831.67,98128903.79,4068182.84,75691544.45,82734432.16,97608852.06,93929528.69,76200194.32,11611439.8,2923541.61,110421.5403,6993993.527,92057321.67,99947831.67,98128903.79,4068182.84,75691544.45,82734432.16,97608852.06,93929528.69,76200194.32,11611439.8,2923541.61,PYRIDOXAMINE-peak1,8,12,2,2,0,0,0,1.5,0.25,-0.25,67.425,4,2,0,0.2,0,Lipid
Feature0013,NA,C16 H29 N O13,443.16399,75718399.35,7940370.986,932023.5632,8790589.151,18720.95511,99836951.95,66748657.91,5800301.115,1182798.787,3418632.212,12824633.78,1347431.748,32202.62129,75718399.35,7940370.986,932023.5632,8790589.151,18720.95511,99836951.95,66748657.91,5800301.115,1182798.787,3418632.212,12824633.78,1347431.748,Feature0013,16,29,1,13,0,0,0,1.8125,0.8125,0,60.3,3,-10,-5.5,-0.5294117647058824,-11,Carbohydrate
Feature0012,Methionine sulfoxide,C5 H11 N O3 S,165.046,82819862.49,7081023.377,4416131.381,4349936.622,225113.8591,80507551.47,98749119.12,9829037.748,10393153.18,1914586.948,11007759.83,2076448.462,38164.07489,82819862.49,7081023.377,4416131.381,4349936.622,225113.8591,80507551.47,98749119.12,9829037.748,10393153.18,1914586.948,11007759.83,2076448.462,Methionine sulfoxide,5,11,1,3,1,0,0,2.2,0.6,0,60.3,1,-2,-Inf,-1.6666666666666667,-4,Amino Sugar
Feature0011,"N-[5-(1,2-Dihydroxyethyl)-4-hydroxy-2-oxotetrahydro-3-furanyl]acetamide",C8 H13 N O6,219.0743,60289813.02,24484256.01,16011454.34,88214000.49,934730.263,59658268.61,75307604.67,11555524.57,18516471.67,96497081.05,25681635.47,74919253.18,38453.50326,60289813.02,24484256.01,16011454.34,88214000.49,934730.263,59658268.61,75307604.67,11555524.57,18516471.67,96497081.05,25681635.47,74919253.18,"N-[5-(1,2-Dihydroxyethyl)-4-hydroxy-2-oxotetrahydro-3-furanyl]acetamide",8,13,1,6,0,0,0,1.625,0.75,0.25,53.175,3,-3,-4,-0.25,-4,Carbohydrate
Feature0010,L-Lysine,C6 H14 N2 O2,146.10555,32539129.36,43305657.07,40430468,17587046.43,1961656.529,29117120.05,30623412.65,33922865.91,83884815.75,12960991.93,47898288.04,7118206.081,44134.47576,32539129.36,43305657.07,40430468,17587046.43,1961656.529,29117120.05,30623412.65,33922865.91,83884815.75,12960991.93,47898288.04,7118206.081,L-Lysine,6,14,2,2,0,0,0,2.3333333333333335,0.3333333333333333,-0.666666666666667,79.30000000000001,1,-1,-1.5,-0.6666666666666666,-3,Other
