SampleID,Plant,Fungi
CTRL1,CTRL,CTRL
F1154_1,CTRL,1154
F1177_1,CTRL,1177
F1246_1,CTRL,1246
F1177_2,CTRL,1177
CTRL2,CTRL,CTRL
CTRL3,CTRL,CTRL
F1154_2,CTRL,1154
F1177_3,CTRL,1177
F1246_2,CTRL,1246
F1154_3,CTRL,1154
F1246_3,CTRL,1246
